
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
211.324,,Spot,3,Image 1,1,5,
341.064,,Spot,3,Image 1,1,23,
251.321,,Spot,3,Image 1,1,29,
550.873,,Spot,3,Image 1,1,68,
200.219,,Spot,3,Image 1,1,75,
363.251,,Spot,3,Image 1,1,77,
531.497,,Spot,3,Image 1,1,88,
315.497,,Spot,3,Image 1,1,127,
246.896,,Spot,3,Image 1,1,142,
286.475,,Spot,3,Image 1,1,143,
236.408,,Spot,3,Image 1,1,162,
219.768,,Spot,3,Image 1,1,164,
361.751,,Spot,3,Image 1,1,167,
379.806,,Spot,3,Image 1,1,171,
492.303,,Spot,3,Image 1,1,173,
281.35,,Spot,3,Image 1,1,174,
240.839,,Spot,3,Image 1,1,182,
307.803,,Spot,3,Image 1,1,188,
323.375,,Spot,3,Image 1,1,190,
281.133,,Spot,3,Image 1,1,192,
428.228,,Spot,3,Image 1,1,201,
457.746,,Spot,3,Image 1,1,217,
278.554,,Spot,3,Image 1,1,222,
253.554,,Spot,3,Image 1,1,237,
276.022,,Spot,3,Image 1,1,239,
314.212,,Spot,3,Image 1,1,241,
459.125,,Spot,3,Image 1,1,242,
248.9,,Spot,3,Image 1,1,244,
254.635,,Spot,3,Image 1,1,246,
314.964,,Spot,3,Image 1,1,250,
253.274,,Spot,3,Image 1,1,257,
214.341,,Spot,3,Image 1,1,300,
308.174,,Spot,3,Image 1,1,303,
215.877,,Spot,3,Image 1,1,305,
210.825,,Spot,3,Image 1,1,309,
273.087,,Spot,3,Image 1,1,313,
156.685,,Spot,3,Image 1,1,350,
201.149,,Spot,3,Image 1,1,354,
348.692,,Spot,3,Image 1,1,364,
352.476,,Spot,3,Image 1,1,369,
216.305,,Spot,3,Image 1,1,378,
257.019,,Spot,3,Image 1,1,380,
438.665,,Spot,3,Image 1,1,387,
233.09,,Spot,3,Image 1,1,397,
379.157,,Spot,3,Image 1,1,400,
291.656,,Spot,3,Image 1,1,404,
354.336,,Spot,3,Image 1,1,406,
333.293,,Spot,3,Image 1,1,412,
397.227,,Spot,3,Image 1,1,413,
394.891,,Spot,3,Image 1,1,457,
410.593,,Spot,3,Image 1,1,458,
360.383,,Spot,3,Image 1,1,461,
265.291,,Spot,3,Image 1,1,484,
370.17,,Spot,3,Image 1,1,485,
254.372,,Spot,3,Image 1,1,487,
196.714,,Spot,3,Image 1,1,498,
177.187,,Spot,3,Image 1,1,509,
180.539,,Spot,3,Image 1,1,510,
206.789,,Spot,3,Image 1,1,513,
359.218,,Spot,3,Image 1,1,518,
328.4,,Spot,3,Image 1,1,520,
257.904,,Spot,3,Image 1,1,522,
413.208,,Spot,3,Image 1,1,528,
270.321,,Spot,3,Image 1,1,552,
188.979,,Spot,3,Image 1,1,565,
293.374,,Spot,3,Image 1,1,572,
228.239,,Spot,3,Image 1,1,604,
229.219,,Spot,3,Image 1,1,615,
210.534,,Spot,3,Image 1,1,616,
164.551,,Spot,3,Image 1,1,626,
251.822,,Spot,3,Image 1,1,631,
303.989,,Spot,3,Image 1,1,661,
353.845,,Spot,3,Image 1,1,688,
297.661,,Spot,3,Image 1,1,693,
345.59,,Spot,3,Image 1,1,696,
625.982,,Spot,3,Image 1,1,704,
299.217,,Spot,3,Image 1,1,707,
900.276,,Spot,3,Image 1,1,714,
356.263,,Spot,3,Image 1,1,716,
318.655,,Spot,3,Image 1,1,718,
351.076,,Spot,3,Image 1,1,730,
350.903,,Spot,3,Image 1,1,748,
185.611,,Spot,3,Image 1,1,762,
329.83,,Spot,3,Image 1,1,780,
304.066,,Spot,3,Image 1,1,782,
305.006,,Spot,3,Image 1,1,783,
439.774,,Spot,3,Image 1,1,789,
256.543,,Spot,3,Image 1,1,790,
175.138,,Spot,3,Image 1,1,792,
233.155,,Spot,3,Image 1,1,794,
507.295,,Spot,3,Image 1,1,797,
225.383,,Spot,3,Image 1,1,798,
271.05,,Spot,3,Image 1,1,800,
317.138,,Spot,3,Image 1,1,809,
239.562,,Spot,3,Image 1,1,812,
168.101,,Spot,3,Image 1,1,814,
264.304,,Spot,3,Image 1,1,822,
277.627,,Spot,3,Image 1,1,823,
186.317,,Spot,3,Image 1,1,825,
232.604,,Spot,3,Image 1,1,829,
237.823,,Spot,3,Image 1,1,830,
211.457,,Spot,3,Image 1,1,835,
204.761,,Spot,3,Image 1,1,837,
213.724,,Spot,3,Image 1,1,845,
215.217,,Spot,3,Image 1,1,889,
176.968,,Spot,3,Image 1,1,900,
202.507,,Spot,3,Image 1,1,903,
203.398,,Spot,3,Image 1,1,905,
