
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
113.895,,Spot,2,Image 1,1,5,
113.882,,Spot,2,Image 1,1,23,
110.16,,Spot,2,Image 1,1,29,
143.433,,Spot,2,Image 1,1,68,
95.263,,Spot,2,Image 1,1,75,
123.812,,Spot,2,Image 1,1,77,
131.791,,Spot,2,Image 1,1,88,
105.093,,Spot,2,Image 1,1,127,
73.2774,,Spot,2,Image 1,1,142,
93.6259,,Spot,2,Image 1,1,143,
96.487,,Spot,2,Image 1,1,162,
98.9203,,Spot,2,Image 1,1,164,
84.2505,,Spot,2,Image 1,1,167,
82.2973,,Spot,2,Image 1,1,171,
81.9379,,Spot,2,Image 1,1,173,
104.573,,Spot,2,Image 1,1,174,
80.588,,Spot,2,Image 1,1,182,
81.2844,,Spot,2,Image 1,1,188,
73.9982,,Spot,2,Image 1,1,190,
52.1201,,Spot,2,Image 1,1,192,
58.3086,,Spot,2,Image 1,1,201,
80.0534,,Spot,2,Image 1,1,217,
75.8536,,Spot,2,Image 1,1,222,
61.4592,,Spot,2,Image 1,1,237,
79.9235,,Spot,2,Image 1,1,239,
81.413,,Spot,2,Image 1,1,241,
58.4527,,Spot,2,Image 1,1,242,
54.9492,,Spot,2,Image 1,1,244,
56.0292,,Spot,2,Image 1,1,246,
64.553,,Spot,2,Image 1,1,250,
75.3465,,Spot,2,Image 1,1,257,
76.88,,Spot,2,Image 1,1,300,
85.0395,,Spot,2,Image 1,1,303,
82.286,,Spot,2,Image 1,1,305,
51.4198,,Spot,2,Image 1,1,309,
70.2104,,Spot,2,Image 1,1,313,
49.301,,Spot,2,Image 1,1,350,
85.4676,,Spot,2,Image 1,1,354,
55.3655,,Spot,2,Image 1,1,364,
49.3227,,Spot,2,Image 1,1,369,
65.5743,,Spot,2,Image 1,1,378,
57.0841,,Spot,2,Image 1,1,380,
65.2699,,Spot,2,Image 1,1,387,
58.7455,,Spot,2,Image 1,1,397,
58.1297,,Spot,2,Image 1,1,400,
40.9143,,Spot,2,Image 1,1,404,
47.3199,,Spot,2,Image 1,1,406,
60.5768,,Spot,2,Image 1,1,412,
47.8449,,Spot,2,Image 1,1,413,
44.8888,,Spot,2,Image 1,1,457,
50.3529,,Spot,2,Image 1,1,458,
48.9196,,Spot,2,Image 1,1,461,
95.2703,,Spot,2,Image 1,1,484,
97.645,,Spot,2,Image 1,1,485,
78.9234,,Spot,2,Image 1,1,487,
115.243,,Spot,2,Image 1,1,498,
83.9114,,Spot,2,Image 1,1,509,
49.7466,,Spot,2,Image 1,1,510,
62.9107,,Spot,2,Image 1,1,513,
78.904,,Spot,2,Image 1,1,518,
82.0903,,Spot,2,Image 1,1,520,
71.1408,,Spot,2,Image 1,1,522,
84.1896,,Spot,2,Image 1,1,528,
82.7782,,Spot,2,Image 1,1,552,
44.1513,,Spot,2,Image 1,1,565,
79.2536,,Spot,2,Image 1,1,572,
62.9815,,Spot,2,Image 1,1,604,
58.3267,,Spot,2,Image 1,1,615,
47.4417,,Spot,2,Image 1,1,616,
64.2105,,Spot,2,Image 1,1,626,
47.634,,Spot,2,Image 1,1,631,
62.659,,Spot,2,Image 1,1,661,
54.6379,,Spot,2,Image 1,1,688,
44.6684,,Spot,2,Image 1,1,693,
47.4312,,Spot,2,Image 1,1,696,
48.5889,,Spot,2,Image 1,1,704,
48.6584,,Spot,2,Image 1,1,707,
53.3029,,Spot,2,Image 1,1,714,
46.2863,,Spot,2,Image 1,1,716,
43.9093,,Spot,2,Image 1,1,718,
42.7701,,Spot,2,Image 1,1,730,
57.7413,,Spot,2,Image 1,1,748,
46.7224,,Spot,2,Image 1,1,762,
71.4397,,Spot,2,Image 1,1,780,
72.3174,,Spot,2,Image 1,1,782,
55.5804,,Spot,2,Image 1,1,783,
76.0089,,Spot,2,Image 1,1,789,
62.076,,Spot,2,Image 1,1,790,
99.96,,Spot,2,Image 1,1,792,
85.4682,,Spot,2,Image 1,1,794,
87.5264,,Spot,2,Image 1,1,797,
55.0115,,Spot,2,Image 1,1,798,
60.6687,,Spot,2,Image 1,1,800,
85.5141,,Spot,2,Image 1,1,809,
73.417,,Spot,2,Image 1,1,812,
57.1877,,Spot,2,Image 1,1,814,
64.8888,,Spot,2,Image 1,1,822,
60.4658,,Spot,2,Image 1,1,823,
60.9904,,Spot,2,Image 1,1,825,
57.0745,,Spot,2,Image 1,1,829,
70.9397,,Spot,2,Image 1,1,830,
48.6077,,Spot,2,Image 1,1,835,
48.9399,,Spot,2,Image 1,1,837,
46.988,,Spot,2,Image 1,1,845,
53.1762,,Spot,2,Image 1,1,889,
40.5791,,Spot,2,Image 1,1,900,
34.4252,,Spot,2,Image 1,1,903,
41.8461,,Spot,2,Image 1,1,905,
46.0655,,Spot,2,Image 1,1,906,
47.1311,,Spot,2,Image 1,1,914,
52.0244,,Spot,2,Image 1,1,917,
44.2933,,Spot,2,Image 1,1,921,
44.1201,,Spot,2,Image 1,1,923,
46.572,,Spot,2,Image 1,1,933,
44.9507,,Spot,2,Image 1,1,936,
44.9945,,Spot,2,Image 1,1,937,
39.4955,,Spot,2,Image 1,1,939,
51.3276,,Spot,2,Image 1,1,941,
41.0437,,Spot,2,Image 1,1,949,
35.2242,,Spot,2,Image 1,1,952,
43.3135,,Spot,2,Image 1,1,965,
34.6777,,Spot,2,Image 1,1,978,
40.5431,,Spot,2,Image 1,1,989,
40.8127,,Spot,2,Image 1,1,994,
41.3739,,Spot,2,Image 1,1,997,
115.427,,Spot,2,Image 1,1,1010,
97.4561,,Spot,2,Image 1,1,1018,
80.8293,,Spot,2,Image 1,1,1021,
92.0227,,Spot,2,Image 1,1,1033,
71.0856,,Spot,2,Image 1,1,1041,
111.548,,Spot,2,Image 1,1,1043,
189.159,,Spot,2,Image 1,1,1048,
145.303,,Spot,2,Image 1,1,1054,
65.2422,,Spot,2,Image 1,1,1064,
62.1828,,Spot,2,Image 1,1,1065,
88.494,,Spot,2,Image 1,1,1070,
65.3202,,Spot,2,Image 1,1,1073,
66.533,,Spot,2,Image 1,1,1076,
70.4128,,Spot,2,Image 1,1,1077,
66.723,,Spot,2,Image 1,1,1085,
85.9206,,Spot,2,Image 1,1,1091,
65.4445,,Spot,2,Image 1,1,1093,
87.0092,,Spot,2,Image 1,1,1094,
72.3883,,Spot,2,Image 1,1,1096,
63.6307,,Spot,2,Image 1,1,1098,
76.6101,,Spot,2,Image 1,1,1101,
94.9951,,Spot,2,Image 1,1,1105,
78.1232,,Spot,2,Image 1,1,1108,
66.0138,,Spot,2,Image 1,1,1109,
72.5969,,Spot,2,Image 1,1,1113,
52.5803,,Spot,2,Image 1,1,1124,
58.1146,,Spot,2,Image 1,1,1132,
56.3247,,Spot,2,Image 1,1,1133,
67.8871,,Spot,2,Image 1,1,1139,
51.2352,,Spot,2,Image 1,1,1146,
49.6792,,Spot,2,Image 1,1,1149,
43.835,,Spot,2,Image 1,1,1150,
49.0255,,Spot,2,Image 1,1,1153,
47.2055,,Spot,2,Image 1,1,1154,
65.9756,,Spot,2,Image 1,1,1158,
64.7799,,Spot,2,Image 1,1,1165,
65.3233,,Spot,2,Image 1,1,1169,
54.7034,,Spot,2,Image 1,1,1180,
64.3522,,Spot,2,Image 1,1,1184,
53.0636,,Spot,2,Image 1,1,1185,
59.433,,Spot,2,Image 1,1,1189,
54.7412,,Spot,2,Image 1,1,1193,
64.2899,,Spot,2,Image 1,1,1196,
56.5329,,Spot,2,Image 1,1,1198,
49.2125,,Spot,2,Image 1,1,1199,
43.3854,,Spot,2,Image 1,1,1201,
35.3336,,Spot,2,Image 1,1,1203,
39.8534,,Spot,2,Image 1,1,1209,
55.5727,,Spot,2,Image 1,1,1210,
52.2286,,Spot,2,Image 1,1,1211,
42.1267,,Spot,2,Image 1,1,1213,
42.6791,,Spot,2,Image 1,1,1216,
55.978,,Spot,2,Image 1,1,1217,
45.1845,,Spot,2,Image 1,1,1218,
41.28,,Spot,2,Image 1,1,1226,
40.7507,,Spot,2,Image 1,1,1228,
44.9679,,Spot,2,Image 1,1,1229,
68.5017,,Spot,2,Image 1,1,1232,
55.0005,,Spot,2,Image 1,1,1237,
41.8516,,Spot,2,Image 1,1,1241,
59.6579,,Spot,2,Image 1,1,1242,
53.8724,,Spot,2,Image 1,1,1243,
66.7125,,Spot,2,Image 1,1,1246,
42.3797,,Spot,2,Image 1,1,1258,
48.8294,,Spot,2,Image 1,1,1262,
43.1563,,Spot,2,Image 1,1,1264,
35.6004,,Spot,2,Image 1,1,1271,
34.6056,,Spot,2,Image 1,1,1284,
44.4598,,Spot,2,Image 1,1,1288,
30.824,,Spot,2,Image 1,1,1291,
42.645,,Spot,2,Image 1,1,1301,
