
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
114.116,,Spot,1,Image 1,1,5,
108.234,,Spot,1,Image 1,1,23,
105.56,,Spot,1,Image 1,1,29,
146.486,,Spot,1,Image 1,1,68,
79.06,,Spot,1,Image 1,1,75,
96.904,,Spot,1,Image 1,1,77,
148.87,,Spot,1,Image 1,1,88,
95.064,,Spot,1,Image 1,1,127,
78.944,,Spot,1,Image 1,1,142,
78.472,,Spot,1,Image 1,1,143,
79.784,,Spot,1,Image 1,1,162,
85.44,,Spot,1,Image 1,1,164,
82.998,,Spot,1,Image 1,1,167,
79.48,,Spot,1,Image 1,1,171,
83.548,,Spot,1,Image 1,1,173,
92.944,,Spot,1,Image 1,1,174,
73.98,,Spot,1,Image 1,1,182,
65.008,,Spot,1,Image 1,1,188,
70.968,,Spot,1,Image 1,1,190,
50.015,,Spot,1,Image 1,1,192,
61.03,,Spot,1,Image 1,1,201,
76.972,,Spot,1,Image 1,1,217,
73.536,,Spot,1,Image 1,1,222,
54.956,,Spot,1,Image 1,1,237,
73.966,,Spot,1,Image 1,1,239,
69.034,,Spot,1,Image 1,1,241,
52.472,,Spot,1,Image 1,1,242,
55.968,,Spot,1,Image 1,1,244,
53.048,,Spot,1,Image 1,1,246,
56.084,,Spot,1,Image 1,1,250,
53.896,,Spot,1,Image 1,1,257,
69.056,,Spot,1,Image 1,1,300,
87.166,,Spot,1,Image 1,1,303,
82.094,,Spot,1,Image 1,1,305,
68.896,,Spot,1,Image 1,1,309,
66.084,,Spot,1,Image 1,1,313,
48.018,,Spot,1,Image 1,1,350,
78.456,,Spot,1,Image 1,1,354,
57.996,,Spot,1,Image 1,1,364,
60.066,,Spot,1,Image 1,1,369,
52,,Spot,1,Image 1,1,378,
65.92,,Spot,1,Image 1,1,380,
62.044,,Spot,1,Image 1,1,387,
55.021,,Spot,1,Image 1,1,397,
52.944,,Spot,1,Image 1,1,400,
48.54,,Spot,1,Image 1,1,404,
50.9755,,Spot,1,Image 1,1,406,
54.003,,Spot,1,Image 1,1,412,
53.008,,Spot,1,Image 1,1,413,
50.9,,Spot,1,Image 1,1,457,
47.98,,Spot,1,Image 1,1,458,
53.944,,Spot,1,Image 1,1,461,
98.032,,Spot,1,Image 1,1,484,
125.512,,Spot,1,Image 1,1,485,
93.9,,Spot,1,Image 1,1,487,
89,,Spot,1,Image 1,1,498,
72.02,,Spot,1,Image 1,1,509,
63.52,,Spot,1,Image 1,1,510,
62.456,,Spot,1,Image 1,1,513,
91.12,,Spot,1,Image 1,1,518,
119.752,,Spot,1,Image 1,1,520,
86.04,,Spot,1,Image 1,1,522,
84.12,,Spot,1,Image 1,1,528,
82.92,,Spot,1,Image 1,1,552,
49.54,,Spot,1,Image 1,1,565,
72.1,,Spot,1,Image 1,1,572,
56.44,,Spot,1,Image 1,1,604,
75.536,,Spot,1,Image 1,1,615,
62.004,,Spot,1,Image 1,1,616,
55.092,,Spot,1,Image 1,1,626,
56.016,,Spot,1,Image 1,1,631,
77.976,,Spot,1,Image 1,1,661,
79.184,,Spot,1,Image 1,1,688,
42.905,,Spot,1,Image 1,1,693,
71,,Spot,1,Image 1,1,696,
62.1,,Spot,1,Image 1,1,704,
56.988,,Spot,1,Image 1,1,707,
71.816,,Spot,1,Image 1,1,714,
53.072,,Spot,1,Image 1,1,716,
52.06,,Spot,1,Image 1,1,718,
48.952,,Spot,1,Image 1,1,730,
55.034,,Spot,1,Image 1,1,748,
53.02,,Spot,1,Image 1,1,762,
98.024,,Spot,1,Image 1,1,780,
103.91,,Spot,1,Image 1,1,782,
100.768,,Spot,1,Image 1,1,783,
117.042,,Spot,1,Image 1,1,789,
82.524,,Spot,1,Image 1,1,790,
72.456,,Spot,1,Image 1,1,792,
95.038,,Spot,1,Image 1,1,794,
143.888,,Spot,1,Image 1,1,797,
85.936,,Spot,1,Image 1,1,798,
86.5,,Spot,1,Image 1,1,800,
95.02,,Spot,1,Image 1,1,809,
73.56,,Spot,1,Image 1,1,812,
66.08,,Spot,1,Image 1,1,814,
88.96,,Spot,1,Image 1,1,822,
86.952,,Spot,1,Image 1,1,823,
63.039,,Spot,1,Image 1,1,825,
95.92,,Spot,1,Image 1,1,829,
71.96,,Spot,1,Image 1,1,830,
77.08,,Spot,1,Image 1,1,835,
69.072,,Spot,1,Image 1,1,837,
56.024,,Spot,1,Image 1,1,845,
53.039,,Spot,1,Image 1,1,889,
48.92,,Spot,1,Image 1,1,900,
45.04,,Spot,1,Image 1,1,903,
49.032,,Spot,1,Image 1,1,905,
47.048,,Spot,1,Image 1,1,906,
56.004,,Spot,1,Image 1,1,914,
60.08,,Spot,1,Image 1,1,917,
59.013,,Spot,1,Image 1,1,921,
61.008,,Spot,1,Image 1,1,923,
61.94,,Spot,1,Image 1,1,933,
50.96,,Spot,1,Image 1,1,936,
55.932,,Spot,1,Image 1,1,937,
49.16,,Spot,1,Image 1,1,939,
59.968,,Spot,1,Image 1,1,941,
57.456,,Spot,1,Image 1,1,949,
48.976,,Spot,1,Image 1,1,952,
58.944,,Spot,1,Image 1,1,965,
42.96,,Spot,1,Image 1,1,978,
48.976,,Spot,1,Image 1,1,989,
46.997,,Spot,1,Image 1,1,994,
54.04,,Spot,1,Image 1,1,997,
111,,Spot,1,Image 1,1,1010,
114.95,,Spot,1,Image 1,1,1018,
66.929,,Spot,1,Image 1,1,1021,
77.092,,Spot,1,Image 1,1,1033,
54.024,,Spot,1,Image 1,1,1041,
101.04,,Spot,1,Image 1,1,1043,
134.792,,Spot,1,Image 1,1,1048,
106.041,,Spot,1,Image 1,1,1054,
59.93,,Spot,1,Image 1,1,1064,
55.512,,Spot,1,Image 1,1,1065,
76.92,,Spot,1,Image 1,1,1070,
57.024,,Spot,1,Image 1,1,1073,
72.036,,Spot,1,Image 1,1,1076,
79.52,,Spot,1,Image 1,1,1077,
77.944,,Spot,1,Image 1,1,1085,
75.944,,Spot,1,Image 1,1,1091,
63,,Spot,1,Image 1,1,1093,
107.124,,Spot,1,Image 1,1,1094,
57.99,,Spot,1,Image 1,1,1096,
68.852,,Spot,1,Image 1,1,1098,
73.196,,Spot,1,Image 1,1,1101,
89.12,,Spot,1,Image 1,1,1105,
80.024,,Spot,1,Image 1,1,1108,
64.514,,Spot,1,Image 1,1,1109,
64.152,,Spot,1,Image 1,1,1113,
63.6,,Spot,1,Image 1,1,1124,
58.032,,Spot,1,Image 1,1,1132,
54.956,,Spot,1,Image 1,1,1133,
82.898,,Spot,1,Image 1,1,1139,
50.064,,Spot,1,Image 1,1,1146,
55.952,,Spot,1,Image 1,1,1149,
48.032,,Spot,1,Image 1,1,1150,
50.985,,Spot,1,Image 1,1,1153,
47.946,,Spot,1,Image 1,1,1154,
64.528,,Spot,1,Image 1,1,1158,
65.112,,Spot,1,Image 1,1,1165,
72.56,,Spot,1,Image 1,1,1169,
50.88,,Spot,1,Image 1,1,1180,
52.05,,Spot,1,Image 1,1,1184,
49.972,,Spot,1,Image 1,1,1185,
56.12,,Spot,1,Image 1,1,1189,
62.934,,Spot,1,Image 1,1,1193,
54.956,,Spot,1,Image 1,1,1196,
57.04,,Spot,1,Image 1,1,1198,
48.979,,Spot,1,Image 1,1,1199,
47.06,,Spot,1,Image 1,1,1201,
46,,Spot,1,Image 1,1,1203,
45.104,,Spot,1,Image 1,1,1209,
62.452,,Spot,1,Image 1,1,1210,
47.52,,Spot,1,Image 1,1,1211,
47.002,,Spot,1,Image 1,1,1213,
48,,Spot,1,Image 1,1,1216,
55.904,,Spot,1,Image 1,1,1217,
46.056,,Spot,1,Image 1,1,1218,
50.54,,Spot,1,Image 1,1,1226,
54.496,,Spot,1,Image 1,1,1228,
48.048,,Spot,1,Image 1,1,1229,
64.08,,Spot,1,Image 1,1,1232,
51.088,,Spot,1,Image 1,1,1237,
45.024,,Spot,1,Image 1,1,1241,
52.068,,Spot,1,Image 1,1,1242,
51.072,,Spot,1,Image 1,1,1243,
53.536,,Spot,1,Image 1,1,1246,
51.912,,Spot,1,Image 1,1,1258,
47.024,,Spot,1,Image 1,1,1262,
45.016,,Spot,1,Image 1,1,1264,
43.952,,Spot,1,Image 1,1,1271,
45.952,,Spot,1,Image 1,1,1284,
44.954,,Spot,1,Image 1,1,1288,
47.048,,Spot,1,Image 1,1,1291,
38.976,,Spot,1,Image 1,1,1301,
89.064,,Spot,1,Image 1,1,1303,
75,,Spot,1,Image 1,1,1326,
93.056,,Spot,1,Image 1,1,1327,
62.016,,Spot,1,Image 1,1,1328,
100.512,,Spot,1,Image 1,1,1331,
95.08,,Spot,1,Image 1,1,1332,
54.052,,Spot,1,Image 1,1,1334,
108.972,,Spot,1,Image 1,1,1336,
66.988,,Spot,1,Image 1,1,1339,
55.08,,Spot,1,Image 1,1,1341,
45.016,,Spot,1,Image 1,1,1346,
46.98,,Spot,1,Image 1,1,1347,
70.084,,Spot,1,Image 1,1,1351,
70.92,,Spot,1,Image 1,1,1353,
73.56,,Spot,1,Image 1,1,1354,
74.918,,Spot,1,Image 1,1,1355,
90.995,,Spot,1,Image 1,1,1357,
52.572,,Spot,1,Image 1,1,1358,
55.05,,Spot,1,Image 1,1,1359,
