empty,,,,
Time,,,,
 ==================== ,,,,
Time,Unit,Category,Time,ID
0,,Spot,1,14
0,,Spot,1,22
0,,Spot,1,29
0,,Spot,1,30
0,,Spot,1,33
0,,Spot,1,34
0,,Spot,1,54
0,,Spot,1,55
0,,Spot,1,62
0,,Spot,1,63
0,,Spot,1,64
0,,Spot,1,66
0,,Spot,1,68
0,,Spot,1,73
0,,Spot,1,74
0,,Spot,1,83
0,,Spot,1,89
0,,Spot,1,97
0,,Spot,1,98
0,,Spot,1,133
0,,Spot,1,135
0,,Spot,1,141
0,,Spot,1,142
0,,Spot,1,145
0,,Spot,1,161
0,,Spot,1,162
0,,Spot,1,182
0,,Spot,1,188
0,,Spot,1,197
0,,Spot,1,198
0,,Spot,1,199
0,,Spot,1,241
0,,Spot,1,251
0,,Spot,1,257
0,,Spot,1,281
0,,Spot,1,286
0,,Spot,1,289
0,,Spot,1,291
0,,Spot,1,292
0,,Spot,1,305
0,,Spot,1,306
0,,Spot,1,307
0,,Spot,1,310
0,,Spot,1,312
0,,Spot,1,314
0,,Spot,1,316
0,,Spot,1,323
0,,Spot,1,328
0,,Spot,1,329
0,,Spot,1,331
0,,Spot,1,346
0,,Spot,1,377
0,,Spot,1,406
0,,Spot,1,413
0,,Spot,1,421
0,,Spot,1,457
0,,Spot,1,471
0,,Spot,1,488
0,,Spot,1,495
0,,Spot,1,500
0,,Spot,1,502
0,,Spot,1,503
0,,Spot,1,506
0,,Spot,1,516
0,,Spot,1,519
0,,Spot,1,521
0,,Spot,1,525
0,,Spot,1,529
0,,Spot,1,533
0,,Spot,1,536
0,,Spot,1,539
0,,Spot,1,540
0,,Spot,1,543
0,,Spot,1,555
0,,Spot,1,603
0,,Spot,1,604
0,,Spot,1,605
0,,Spot,1,606
0,,Spot,1,627
0,,Spot,1,632
0,,Spot,1,636
0,,Spot,1,639
0,,Spot,1,677
0,,Spot,1,691
0,,Spot,1,693
0,,Spot,1,706
0,,Spot,1,707
0,,Spot,1,714
0,,Spot,1,715
0,,Spot,1,720
0,,Spot,1,721
0,,Spot,1,732
0,,Spot,1,741
0,,Spot,1,750
0,,Spot,1,754
0,,Spot,1,762
0,,Spot,1,765
0,,Spot,1,766
0,,Spot,1,768
0,,Spot,1,771
0,,Spot,1,773
0,,Spot,1,793
0,,Spot,1,794
0,,Spot,1,795
0,,Spot,1,797
0,,Spot,1,799
0,,Spot,1,801
0,,Spot,1,802
0,,Spot,1,803
0,,Spot,1,805
0,,Spot,1,806
0,,Spot,1,807
0,,Spot,1,808
0,,Spot,1,809
0,,Spot,1,811
0,,Spot,1,816
0,,Spot,1,817
0,,Spot,1,826
0,,Spot,1,827
0,,Spot,1,830
0,,Spot,1,831
0,,Spot,1,841
0,,Spot,1,843
0,,Spot,1,844
0,,Spot,1,845
0,,Spot,1,846
0,,Spot,1,848
0,,Spot,1,858
0,,Spot,1,865
0,,Spot,1,897
0,,Spot,1,909
0,,Spot,1,910
0,,Spot,1,917
0,,Spot,1,925
0,,Spot,1,926
0,,Spot,1,938
0,,Spot,1,957
0,,Spot,1,962
0,,Spot,1,969
0,,Spot,1,976
0,,Spot,1,982
0,,Spot,1,985
0,,Spot,1,991
0,,Spot,1,1024
0,,Spot,1,1031
0,,Spot,1,1037
0,,Spot,1,1041
0,,Spot,1,1054
0,,Spot,1,1057
0,,Spot,1,1059
0,,Spot,1,1070
0,,Spot,1,1073
0,,Spot,1,1074
0,,Spot,1,1078
0,,Spot,1,1087
0,,Spot,1,1088
0,,Spot,1,1089
0,,Spot,1,1093
0,,Spot,1,1096
0,,Spot,1,1099
0,,Spot,1,1100
0,,Spot,1,1106
0,,Spot,1,1107
0,,Spot,1,1117
0,,Spot,1,1121
0,,Spot,1,1124
0,,Spot,1,1134
0,,Spot,1,1135
0,,Spot,1,1136
0,,Spot,1,1137
0,,Spot,1,1141
0,,Spot,1,1160
0,,Spot,1,1161
0,,Spot,1,1170
0,,Spot,1,1173
0,,Spot,1,1182
0,,Spot,1,1183
0,,Spot,1,1188
0,,Spot,1,1191
0,,Spot,1,1192
0,,Spot,1,1196
0,,Spot,1,1199
0,,Spot,1,1208
0,,Spot,1,1210
0,,Spot,1,1213
0,,Spot,1,1216
0,,Spot,1,1217
0,,Spot,1,1219
0,,Spot,1,1220
0,,Spot,1,1243
0,,Spot,1,1245
0,,Spot,1,1248
0,,Spot,1,1250
0,,Spot,1,1251
0,,Spot,1,1254
0,,Spot,1,1255
0,,Spot,1,1259
0,,Spot,1,1261
0,,Spot,1,1264
0,,Spot,1,1267
0,,Spot,1,1272
0,,Spot,1,1273
0,,Spot,1,1277
0,,Spot,1,1282
0,,Spot,1,1283
0,,Spot,1,1284
0,,Spot,1,1286
0,,Spot,1,1287
0,,Spot,1,1290
0,,Spot,1,1291
0,,Spot,1,1292
0,,Spot,1,1296
0,,Spot,1,1297
0,,Spot,1,1300
0,,Spot,1,1301
0,,Spot,1,1303
0,,Spot,1,1305
0,,Spot,1,1306
0,,Spot,1,1310
0,,Spot,1,1311
0,,Spot,1,1312
0,,Spot,1,1317
0,,Spot,1,1319
0,,Spot,1,1320
0,,Spot,1,1322
0,,Spot,1,1323
0,,Spot,1,1330
0,,Spot,1,1333
0,,Spot,1,1334
0,,Spot,1,1335
0,,Spot,1,1340
0,,Spot,1,1349
0,,Spot,1,1351
0,,Spot,1,1357
0,,Spot,1,1375
0,,Spot,1,1377
0,,Spot,1,1379
0,,Spot,1,1382
0,,Spot,1,1386
0,,Spot,1,1388
0,,Spot,1,1392
0,,Spot,1,1399
0,,Spot,1,1402
0,,Spot,1,1412
0,,Spot,1,1413
0,,Spot,1,1415
0,,Spot,1,1421
0,,Spot,1,1429
0,,Spot,1,1435
0,,Spot,1,1439
0,,Spot,1,1441
0,,Spot,1,1442
0,,Spot,1,1453
0,,Spot,1,1456
0,,Spot,1,1458
0,,Spot,1,1462
0,,Spot,1,1469
0,,Spot,1,1478
0,,Spot,1,1479
0,,Spot,1,1485
0,,Spot,1,1487
0,,Spot,1,1495
0,,Spot,1,1498
0,,Spot,1,1499
0,,Spot,1,1503
0,,Spot,1,1515
0,,Spot,1,1516
0,,Spot,1,1521
0,,Spot,1,1522
0,,Spot,1,1524
0,,Spot,1,1527
0,,Spot,1,1528
0,,Spot,1,1530
0,,Spot,1,1532
0,,Spot,1,1533
0,,Spot,1,1537
0,,Spot,1,1541
0,,Spot,1,1544
0,,Spot,1,1546
0,,Spot,1,1550
0,,Spot,1,1551
0,,Spot,1,1554
0,,Spot,1,1562
0,,Spot,1,1563
0,,Spot,1,1568
0,,Spot,1,1572
0,,Spot,1,1577
0,,Spot,1,1579
0,,Spot,1,1583
0,,Spot,1,1585
0,,Spot,1,1590
0,,Spot,1,1591
0,,Spot,1,1592
0,,Spot,1,1596
0,,Spot,1,1597
0,,Spot,1,1600
0,,Spot,1,1602
0,,Spot,1,1607
0,,Spot,1,1613
0,,Spot,1,1615
0,,Spot,1,1616
0,,Spot,1,1621
0,,Spot,1,1623
0,,Spot,1,1628
0,,Spot,1,1629
0,,Spot,1,1633
0,,Spot,1,1637
0,,Spot,1,1639
0,,Spot,1,1640
0,,Spot,1,1641
0,,Spot,1,1644
0,,Spot,1,1645
0,,Spot,1,1647
0,,Spot,1,1648
0,,Spot,1,1650
0,,Spot,1,1654
0,,Spot,1,1655
0,,Spot,1,1659
0,,Spot,1,1660
0,,Spot,1,1661
0,,Spot,1,1662
0,,Spot,1,1663
0,,Spot,1,1664
0,,Spot,1,1665
0,,Spot,1,1668
0,,Spot,1,1671
0,,Spot,1,1672
0,,Spot,1,1673
0,,Spot,1,1674
0,,Spot,1,1677
0,,Spot,1,1683
0,,Spot,1,1688
0,,Spot,1,1694
0,,Spot,1,1698
0,,Spot,1,1700
0,,Spot,1,1703
0,,Spot,1,1705
0,,Spot,1,1708
0,,Spot,1,1710
0,,Spot,1,1711
0,,Spot,1,1718
0,,Spot,1,1722
0,,Spot,1,1723
0,,Spot,1,1726
0,,Spot,1,1727
0,,Spot,1,1731
0,,Spot,1,1734
0,,Spot,1,1740
0,,Spot,1,1742
0,,Spot,1,1743
0,,Spot,1,1744
0,,Spot,1,1745
0,,Spot,1,1746
0,,Spot,1,1748
0,,Spot,1,1751
0,,Spot,1,1752
0,,Spot,1,1753
0,,Spot,1,1757
0,,Spot,1,1761
0,,Spot,1,1763
0,,Spot,1,1765
0,,Spot,1,1774
0,,Spot,1,1775
0,,Spot,1,1782
0,,Spot,1,1783
0,,Spot,1,1784
0,,Spot,1,1788
0,,Spot,1,1801
0,,Spot,1,1812
0,,Spot,1,1815
0,,Spot,1,1816
0,,Spot,1,1818
0,,Spot,1,1825
0,,Spot,1,1826
0,,Spot,1,1833
0,,Spot,1,1835
0,,Spot,1,1844
0,,Spot,1,1846
0,,Spot,1,1849
0,,Spot,1,1851
0,,Spot,1,1852
0,,Spot,1,1853
0,,Spot,1,1854
0,,Spot,1,1855
0,,Spot,1,1857
0,,Spot,1,1858
0,,Spot,1,1861
0,,Spot,1,1863
0,,Spot,1,1864
0,,Spot,1,1866
0,,Spot,1,1873
0,,Spot,1,1875
0,,Spot,1,1880
0,,Spot,1,1881
0,,Spot,1,1886
0,,Spot,1,1888
0,,Spot,1,1889
0,,Spot,1,1890
0,,Spot,1,1891
0,,Spot,1,1892
0,,Spot,1,1893
0,,Spot,1,1894
0,,Spot,1,1897
0,,Spot,1,1899
0,,Spot,1,1905
0,,Spot,1,1910
0,,Spot,1,1913
0,,Spot,1,1914
0,,Spot,1,1916
0,,Spot,1,1919
0,,Spot,1,1921
0,,Spot,1,1924
0,,Spot,1,1925
0,,Spot,1,1926
0,,Spot,1,1927
0,,Spot,1,1928
0,,Spot,1,1955
0,,Spot,1,1956
0,,Spot,1,1959
0,,Spot,1,1960
0,,Spot,1,1963
0,,Spot,1,1968
0,,Spot,1,1986
0,,Spot,1,1997
0,,Spot,1,2014
0,,Spot,1,2015
0,,Spot,1,2016
0,,Spot,1,2020
0,,Spot,1,2021
0,,Spot,1,2026
0,,Spot,1,2032
0,,Spot,1,2035
0,,Spot,1,2037
0,,Spot,1,2038
0,,Spot,1,2044
0,,Spot,1,2050
0,,Spot,1,2058
0,,Spot,1,2063
0,,Spot,1,2065
0,,Spot,1,2069
