
Intensity Max Ch=10 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
357,,Spot,10,Image 1,1,1073,
837,,Spot,10,Image 1,1,1076,
462,,Spot,10,Image 1,1,1077,
745,,Spot,10,Image 1,1,1085,
645,,Spot,10,Image 1,1,1091,
551,,Spot,10,Image 1,1,1093,
769,,Spot,10,Image 1,1,1094,
780,,Spot,10,Image 1,1,1096,
693,,Spot,10,Image 1,1,1098,
594,,Spot,10,Image 1,1,1101,
391,,Spot,10,Image 1,1,1105,
771,,Spot,10,Image 1,1,1108,
673,,Spot,10,Image 1,1,1109,
702,,Spot,10,Image 1,1,1113,
607,,Spot,10,Image 1,1,1124,
653,,Spot,10,Image 1,1,1132,
646,,Spot,10,Image 1,1,1133,
892,,Spot,10,Image 1,1,1139,
657,,Spot,10,Image 1,1,1146,
647,,Spot,10,Image 1,1,1149,
672,,Spot,10,Image 1,1,1150,
643,,Spot,10,Image 1,1,1153,
546,,Spot,10,Image 1,1,1154,
714,,Spot,10,Image 1,1,1158,
786,,Spot,10,Image 1,1,1165,
771,,Spot,10,Image 1,1,1169,
785,,Spot,10,Image 1,1,1180,
853,,Spot,10,Image 1,1,1184,
431,,Spot,10,Image 1,1,1185,
859,,Spot,10,Image 1,1,1189,
870,,Spot,10,Image 1,1,1193,
728,,Spot,10,Image 1,1,1196,
492,,Spot,10,Image 1,1,1198,
791,,Spot,10,Image 1,1,1199,
479,,Spot,10,Image 1,1,1201,
410,,Spot,10,Image 1,1,1203,
618,,Spot,10,Image 1,1,1209,
717,,Spot,10,Image 1,1,1210,
536,,Spot,10,Image 1,1,1211,
390,,Spot,10,Image 1,1,1213,
888,,Spot,10,Image 1,1,1216,
834,,Spot,10,Image 1,1,1217,
454,,Spot,10,Image 1,1,1218,
847,,Spot,10,Image 1,1,1226,
825,,Spot,10,Image 1,1,1228,
761,,Spot,10,Image 1,1,1229,
648,,Spot,10,Image 1,1,1232,
548,,Spot,10,Image 1,1,1237,
458,,Spot,10,Image 1,1,1241,
641,,Spot,10,Image 1,1,1242,
486,,Spot,10,Image 1,1,1243,
504,,Spot,10,Image 1,1,1246,
451,,Spot,10,Image 1,1,1258,
643,,Spot,10,Image 1,1,1262,
667,,Spot,10,Image 1,1,1264,
451,,Spot,10,Image 1,1,1271,
440,,Spot,10,Image 1,1,1284,
819,,Spot,10,Image 1,1,1288,
547,,Spot,10,Image 1,1,1291,
906,,Spot,10,Image 1,1,1301,
490,,Spot,10,Image 1,1,1303,
562,,Spot,10,Image 1,1,1326,
632,,Spot,10,Image 1,1,1327,
335,,Spot,10,Image 1,1,1328,
697,,Spot,10,Image 1,1,1331,
877,,Spot,10,Image 1,1,1332,
843,,Spot,10,Image 1,1,1334,
616,,Spot,10,Image 1,1,1336,
847,,Spot,10,Image 1,1,1339,
666,,Spot,10,Image 1,1,1341,
437,,Spot,10,Image 1,1,1346,
537,,Spot,10,Image 1,1,1347,
466,,Spot,10,Image 1,1,1351,
597,,Spot,10,Image 1,1,1353,
735,,Spot,10,Image 1,1,1354,
765,,Spot,10,Image 1,1,1355,
879,,Spot,10,Image 1,1,1357,
832,,Spot,10,Image 1,1,1358,
483,,Spot,10,Image 1,1,1359,
653,,Spot,10,Image 1,1,1361,
698,,Spot,10,Image 1,1,1362,
457,,Spot,10,Image 1,1,1364,
516,,Spot,10,Image 1,1,1370,
860,,Spot,10,Image 1,1,1371,
885,,Spot,10,Image 1,1,1372,
763,,Spot,10,Image 1,1,1373,
873,,Spot,10,Image 1,1,1375,
786,,Spot,10,Image 1,1,1376,
479,,Spot,10,Image 1,1,1382,
743,,Spot,10,Image 1,1,1383,
765,,Spot,10,Image 1,1,1389,
522,,Spot,10,Image 1,1,1390,
589,,Spot,10,Image 1,1,1392,
846,,Spot,10,Image 1,1,1399,
533,,Spot,10,Image 1,1,1402,
658,,Spot,10,Image 1,1,1406,
815,,Spot,10,Image 1,1,1410,
769,,Spot,10,Image 1,1,1411,
616,,Spot,10,Image 1,1,1415,
467,,Spot,10,Image 1,1,1420,
339,,Spot,10,Image 1,1,1435,
573,,Spot,10,Image 1,1,1436,
438,,Spot,10,Image 1,1,1439,
432,,Spot,10,Image 1,1,1440,
703,,Spot,10,Image 1,1,1444,
548,,Spot,10,Image 1,1,1445,
682,,Spot,10,Image 1,1,1446,
765,,Spot,10,Image 1,1,1447,
498,,Spot,10,Image 1,1,1448,
459,,Spot,10,Image 1,1,1452,
826,,Spot,10,Image 1,1,1456,
545,,Spot,10,Image 1,1,1457,
525,,Spot,10,Image 1,1,1460,
721,,Spot,10,Image 1,1,1461,
370,,Spot,10,Image 1,1,1463,
427,,Spot,10,Image 1,1,1471,
801,,Spot,10,Image 1,1,1478,
637,,Spot,10,Image 1,1,1480,
660,,Spot,10,Image 1,1,1489,
602,,Spot,10,Image 1,1,1493,
459,,Spot,10,Image 1,1,1495,
630,,Spot,10,Image 1,1,1496,
569,,Spot,10,Image 1,1,1506,
599,,Spot,10,Image 1,1,1508,
795,,Spot,10,Image 1,1,1509,
747,,Spot,10,Image 1,1,1513,
612,,Spot,10,Image 1,1,1534,
525,,Spot,10,Image 1,1,1537,
489,,Spot,10,Image 1,1,1543,
729,,Spot,10,Image 1,1,1546,
538,,Spot,10,Image 1,1,1547,
515,,Spot,10,Image 1,1,1552,
603,,Spot,10,Image 1,1,1553,
534,,Spot,10,Image 1,1,1555,
828,,Spot,10,Image 1,1,1567,
488,,Spot,10,Image 1,1,1569,
658,,Spot,10,Image 1,1,1572,
468,,Spot,10,Image 1,1,1576,
501,,Spot,10,Image 1,1,1589,
748,,Spot,10,Image 1,1,1595,
780,,Spot,10,Image 1,1,1615,
665,,Spot,10,Image 1,1,1620,
567,,Spot,10,Image 1,1,1634,
559,,Spot,10,Image 1,1,1650,
595,,Spot,10,Image 1,1,1651,
539,,Spot,10,Image 1,1,1656,
669,,Spot,10,Image 1,1,1657,
770,,Spot,10,Image 1,1,1662,
762,,Spot,10,Image 1,1,1665,
435,,Spot,10,Image 1,1,1684,
476,,Spot,10,Image 1,1,1690,
747,,Spot,10,Image 1,1,1692,
833,,Spot,10,Image 1,1,1694,
396,,Spot,10,Image 1,1,1695,
676,,Spot,10,Image 1,1,1697,
632,,Spot,10,Image 1,1,1699,
440,,Spot,10,Image 1,1,1700,
697,,Spot,10,Image 1,1,1706,
419,,Spot,10,Image 1,1,1710,
620,,Spot,10,Image 1,1,1721,
528,,Spot,10,Image 1,1,1725,
687,,Spot,10,Image 1,1,1726,
588,,Spot,10,Image 1,1,1732,
838,,Spot,10,Image 1,1,1752,
447,,Spot,10,Image 1,1,1768,
632,,Spot,10,Image 1,1,1769,
688,,Spot,10,Image 1,1,1775,
716,,Spot,10,Image 1,1,1788,
768,,Spot,10,Image 1,1,1815,
609,,Spot,10,Image 1,1,1818,
466,,Spot,10,Image 1,1,1824,
477,,Spot,10,Image 1,1,1825,
486,,Spot,10,Image 1,1,1837,
788,,Spot,10,Image 1,1,1844,
748,,Spot,10,Image 1,1,1845,
795,,Spot,10,Image 1,1,1851,
671,,Spot,10,Image 1,1,1857,
352,,Spot,10,Image 1,1,1858,
447,,Spot,10,Image 1,1,1864,
875,,Spot,10,Image 1,1,1865,
802,,Spot,10,Image 1,1,1870,
619,,Spot,10,Image 1,1,1871,
525,,Spot,10,Image 1,1,1893,
673,,Spot,10,Image 1,1,1896,
900,,Spot,10,Image 1,1,1898,
476,,Spot,10,Image 1,1,1902,
678,,Spot,10,Image 1,1,1914,
608,,Spot,10,Image 1,1,1915,
840,,Spot,10,Image 1,1,1920,
586,,Spot,10,Image 1,1,1929,
576,,Spot,10,Image 1,1,1936,
599,,Spot,10,Image 1,1,1938,
754,,Spot,10,Image 1,1,1941,
858,,Spot,10,Image 1,1,1943,
417,,Spot,10,Image 1,1,1945,
849,,Spot,10,Image 1,1,1947,
513,,Spot,10,Image 1,1,1948,
781,,Spot,10,Image 1,1,1952,
660,,Spot,10,Image 1,1,1954,
652,,Spot,10,Image 1,1,1956,
603,,Spot,10,Image 1,1,1957,
681,,Spot,10,Image 1,1,1963,
718,,Spot,10,Image 1,1,1974,
552,,Spot,10,Image 1,1,1976,
495,,Spot,10,Image 1,1,1983,
272,,Spot,10,Image 1,1,1985,
443,,Spot,10,Image 1,1,1990,
747,,Spot,10,Image 1,1,2000,
788,,Spot,10,Image 1,1,2004,
622,,Spot,10,Image 1,1,2005,
442,,Spot,10,Image 1,1,2007,
658,,Spot,10,Image 1,1,2008,
866,,Spot,10,Image 1,1,2014,
801,,Spot,10,Image 1,1,2034,
684,,Spot,10,Image 1,1,2037,
537,,Spot,10,Image 1,1,2038,
903,,Spot,10,Image 1,1,2042,
620,,Spot,10,Image 1,1,2043,
734,,Spot,10,Image 1,1,2044,
831,,Spot,10,Image 1,1,2045,
617,,Spot,10,Image 1,1,2052,
649,,Spot,10,Image 1,1,2053,
633,,Spot,10,Image 1,1,2054,
641,,Spot,10,Image 1,1,2055,
767,,Spot,10,Image 1,1,2057,
666,,Spot,10,Image 1,1,2058,
691,,Spot,10,Image 1,1,2060,
776,,Spot,10,Image 1,1,2061,
909,,Spot,10,Image 1,1,2072,
767,,Spot,10,Image 1,1,2073,
434,,Spot,10,Image 1,1,2078,
873,,Spot,10,Image 1,1,2085,
792,,Spot,10,Image 1,1,2098,
572,,Spot,10,Image 1,1,2102,
638,,Spot,10,Image 1,1,2103,
410,,Spot,10,Image 1,1,2148,
547,,Spot,10,Image 1,1,2177,
648,,Spot,10,Image 1,1,2189,
876,,Spot,10,Image 1,1,2191,
841,,Spot,10,Image 1,1,2193,
853,,Spot,10,Image 1,1,2194,
665,,Spot,10,Image 1,1,2196,
819,,Spot,10,Image 1,1,2197,
846,,Spot,10,Image 1,1,2198,
873,,Spot,10,Image 1,1,2199,
650,,Spot,10,Image 1,1,2200,
688,,Spot,10,Image 1,1,2201,
750,,Spot,10,Image 1,1,2203,
745,,Spot,10,Image 1,1,2211,
684,,Spot,10,Image 1,1,2212,
891,,Spot,10,Image 1,1,2230,
746,,Spot,10,Image 1,1,2261,
485,,Spot,10,Image 1,1,2266,
590,,Spot,10,Image 1,1,2273,
384,,Spot,10,Image 1,1,2457,
343,,Spot,10,Image 1,1,2458,
493,,Spot,10,Image 1,1,2471,
453,,Spot,10,Image 1,1,2552,
705,,Spot,10,Image 1,1,2661,
212,,Spot,10,Image 1,2,2937,
456,,Spot,10,Image 1,2,2938,
259,,Spot,10,Image 1,2,2939,
205,,Spot,10,Image 1,2,2971,
336,,Spot,10,Image 1,2,3016,
302,,Spot,10,Image 1,2,3018,
321,,Spot,10,Image 1,2,3045,
361,,Spot,10,Image 1,2,3046,
207,,Spot,10,Image 1,2,3056,
517,,Spot,10,Image 1,2,3065,
262,,Spot,10,Image 1,2,3101,
256,,Spot,10,Image 1,2,3127,
350,,Spot,10,Image 1,2,3132,
220,,Spot,10,Image 1,2,3135,
237,,Spot,10,Image 1,2,3140,
235,,Spot,10,Image 1,2,3144,
272,,Spot,10,Image 1,2,3150,
317,,Spot,10,Image 1,2,3154,
197,,Spot,10,Image 1,2,3160,
256,,Spot,10,Image 1,2,3175,
284,,Spot,10,Image 1,2,3176,
255,,Spot,10,Image 1,2,3177,
195,,Spot,10,Image 1,2,3184,
268,,Spot,10,Image 1,2,3185,
291,,Spot,10,Image 1,2,3187,
193,,Spot,10,Image 1,2,3213,
245,,Spot,10,Image 1,2,3220,
305,,Spot,10,Image 1,2,3235,
255,,Spot,10,Image 1,2,3242,
303,,Spot,10,Image 1,2,3243,
426,,Spot,10,Image 1,2,3244,
256,,Spot,10,Image 1,2,3245,
234,,Spot,10,Image 1,2,3248,
392,,Spot,10,Image 1,2,3250,
482,,Spot,10,Image 1,2,3262,
281,,Spot,10,Image 1,2,3264,
356,,Spot,10,Image 1,2,3265,
450,,Spot,10,Image 1,2,3279,
178,,Spot,10,Image 1,2,3280,
394,,Spot,10,Image 1,2,3295,
201,,Spot,10,Image 1,2,3329,
229,,Spot,10,Image 1,2,3330,
164,,Spot,10,Image 1,2,3334,
175,,Spot,10,Image 1,2,3339,
370,,Spot,10,Image 1,2,3340,
413,,Spot,10,Image 1,2,3350,
291,,Spot,10,Image 1,2,3358,
178,,Spot,10,Image 1,2,3359,
283,,Spot,10,Image 1,2,3376,
377,,Spot,10,Image 1,2,3402,
255,,Spot,10,Image 1,2,3412,
304,,Spot,10,Image 1,2,3414,
339,,Spot,10,Image 1,2,3415,
566,,Spot,10,Image 1,2,3419,
315,,Spot,10,Image 1,2,3420,
337,,Spot,10,Image 1,2,3425,
282,,Spot,10,Image 1,2,3434,
347,,Spot,10,Image 1,2,3446,
373,,Spot,10,Image 1,2,3451,
420,,Spot,10,Image 1,2,3467,
249,,Spot,10,Image 1,2,3469,
299,,Spot,10,Image 1,2,3470,
298,,Spot,10,Image 1,2,3472,
365,,Spot,10,Image 1,2,3474,
286,,Spot,10,Image 1,2,3475,
341,,Spot,10,Image 1,2,3477,
268,,Spot,10,Image 1,2,3479,
400,,Spot,10,Image 1,2,3480,
441,,Spot,10,Image 1,2,3481,
498,,Spot,10,Image 1,2,3483,
289,,Spot,10,Image 1,2,3484,
404,,Spot,10,Image 1,2,3491,
259,,Spot,10,Image 1,2,3492,
335,,Spot,10,Image 1,2,3497,
234,,Spot,10,Image 1,2,3499,
253,,Spot,10,Image 1,2,3503,
350,,Spot,10,Image 1,2,3510,
424,,Spot,10,Image 1,2,3512,
239,,Spot,10,Image 1,2,3517,
428,,Spot,10,Image 1,2,3518,
226,,Spot,10,Image 1,2,3521,
320,,Spot,10,Image 1,2,3525,
191,,Spot,10,Image 1,2,3527,
199,,Spot,10,Image 1,2,3532,
354,,Spot,10,Image 1,2,3536,
354,,Spot,10,Image 1,2,3539,
273,,Spot,10,Image 1,2,3563,
150,,Spot,10,Image 1,2,3577,
233,,Spot,10,Image 1,2,3588,
269,,Spot,10,Image 1,2,3590,
265,,Spot,10,Image 1,2,3591,
169,,Spot,10,Image 1,2,3605,
264,,Spot,10,Image 1,2,3608,
333,,Spot,10,Image 1,2,3611,
340,,Spot,10,Image 1,2,3612,
372,,Spot,10,Image 1,2,3615,
386,,Spot,10,Image 1,2,3618,
278,,Spot,10,Image 1,2,3619,
213,,Spot,10,Image 1,2,3620,
302,,Spot,10,Image 1,2,3622,
356,,Spot,10,Image 1,2,3633,
226,,Spot,10,Image 1,2,3635,
238,,Spot,10,Image 1,2,3636,
268,,Spot,10,Image 1,2,3637,
343,,Spot,10,Image 1,2,3675,
183,,Spot,10,Image 1,2,3679,
181,,Spot,10,Image 1,2,3686,
554,,Spot,10,Image 1,2,3687,
316,,Spot,10,Image 1,2,3688,
295,,Spot,10,Image 1,2,3693,
201,,Spot,10,Image 1,2,3696,
169,,Spot,10,Image 1,2,3702,
171,,Spot,10,Image 1,2,3729,
253,,Spot,10,Image 1,2,3732,
575,,Spot,10,Image 1,2,3748,
174,,Spot,10,Image 1,2,3749,
437,,Spot,10,Image 1,2,3758,
305,,Spot,10,Image 1,2,3760,
232,,Spot,10,Image 1,2,3763,
415,,Spot,10,Image 1,2,3768,
428,,Spot,10,Image 1,2,3771,
277,,Spot,10,Image 1,2,3776,
332,,Spot,10,Image 1,2,3778,
496,,Spot,10,Image 1,2,3783,
344,,Spot,10,Image 1,2,3787,
258,,Spot,10,Image 1,2,3802,
277,,Spot,10,Image 1,2,3805,
419,,Spot,10,Image 1,2,3809,
360,,Spot,10,Image 1,2,3812,
315,,Spot,10,Image 1,2,3813,
408,,Spot,10,Image 1,2,3815,
311,,Spot,10,Image 1,2,3818,
388,,Spot,10,Image 1,2,3822,
191,,Spot,10,Image 1,2,3823,
409,,Spot,10,Image 1,2,3825,
609,,Spot,10,Image 1,2,3829,
357,,Spot,10,Image 1,2,3837,
554,,Spot,10,Image 1,2,3840,
317,,Spot,10,Image 1,2,3841,
603,,Spot,10,Image 1,2,3842,
416,,Spot,10,Image 1,2,3843,
176,,Spot,10,Image 1,2,3849,
465,,Spot,10,Image 1,2,3854,
304,,Spot,10,Image 1,2,3855,
361,,Spot,10,Image 1,2,3858,
625,,Spot,10,Image 1,2,3859,
252,,Spot,10,Image 1,2,3863,
444,,Spot,10,Image 1,2,3867,
470,,Spot,10,Image 1,2,3868,
253,,Spot,10,Image 1,2,3869,
309,,Spot,10,Image 1,2,3873,
230,,Spot,10,Image 1,2,3874,
188,,Spot,10,Image 1,2,3876,
296,,Spot,10,Image 1,2,3887,
202,,Spot,10,Image 1,2,3900,
279,,Spot,10,Image 1,2,3904,
414,,Spot,10,Image 1,2,3919,
193,,Spot,10,Image 1,2,3925,
278,,Spot,10,Image 1,2,3934,
449,,Spot,10,Image 1,2,3942,
317,,Spot,10,Image 1,2,3943,
222,,Spot,10,Image 1,2,3948,
226,,Spot,10,Image 1,2,3955,
237,,Spot,10,Image 1,2,3956,
245,,Spot,10,Image 1,2,3957,
275,,Spot,10,Image 1,2,3959,
617,,Spot,10,Image 1,2,3961,
302,,Spot,10,Image 1,2,3963,
216,,Spot,10,Image 1,2,3966,
250,,Spot,10,Image 1,2,3968,
140,,Spot,10,Image 1,2,3969,
257,,Spot,10,Image 1,2,3975,
639,,Spot,10,Image 1,2,3976,
260,,Spot,10,Image 1,2,3979,
588,,Spot,10,Image 1,2,3981,
376,,Spot,10,Image 1,2,3982,
298,,Spot,10,Image 1,2,3987,
256,,Spot,10,Image 1,2,3988,
318,,Spot,10,Image 1,2,3989,
278,,Spot,10,Image 1,2,3999,
441,,Spot,10,Image 1,2,4002,
478,,Spot,10,Image 1,2,4008,
343,,Spot,10,Image 1,2,4011,
401,,Spot,10,Image 1,2,4014,
431,,Spot,10,Image 1,2,4023,
249,,Spot,10,Image 1,2,4032,
590,,Spot,10,Image 1,2,4033,
301,,Spot,10,Image 1,2,4047,
231,,Spot,10,Image 1,2,4048,
376,,Spot,10,Image 1,2,4051,
515,,Spot,10,Image 1,2,4052,
204,,Spot,10,Image 1,2,4053,
270,,Spot,10,Image 1,2,4056,
453,,Spot,10,Image 1,2,4058,
229,,Spot,10,Image 1,2,4059,
301,,Spot,10,Image 1,2,4062,
353,,Spot,10,Image 1,2,4064,
449,,Spot,10,Image 1,2,4079,
232,,Spot,10,Image 1,2,4081,
522,,Spot,10,Image 1,2,4082,
220,,Spot,10,Image 1,2,4083,
333,,Spot,10,Image 1,2,4085,
189,,Spot,10,Image 1,2,4088,
492,,Spot,10,Image 1,2,4090,
360,,Spot,10,Image 1,2,4092,
400,,Spot,10,Image 1,2,4103,
294,,Spot,10,Image 1,2,4104,
451,,Spot,10,Image 1,2,4107,
151,,Spot,10,Image 1,2,4109,
320,,Spot,10,Image 1,2,4121,
418,,Spot,10,Image 1,2,4122,
334,,Spot,10,Image 1,2,4125,
344,,Spot,10,Image 1,2,4129,
223,,Spot,10,Image 1,2,4138,
360,,Spot,10,Image 1,2,4140,
291,,Spot,10,Image 1,2,4141,
390,,Spot,10,Image 1,2,4146,
393,,Spot,10,Image 1,2,4148,
209,,Spot,10,Image 1,2,4150,
172,,Spot,10,Image 1,2,4151,
172,,Spot,10,Image 1,2,4152,
200,,Spot,10,Image 1,2,4158,
509,,Spot,10,Image 1,2,4160,
584,,Spot,10,Image 1,2,4163,
143,,Spot,10,Image 1,2,4165,
188,,Spot,10,Image 1,2,4169,
226,,Spot,10,Image 1,2,4177,
277,,Spot,10,Image 1,2,4190,
278,,Spot,10,Image 1,2,4192,
283,,Spot,10,Image 1,2,4193,
283,,Spot,10,Image 1,2,4197,
427,,Spot,10,Image 1,2,4202,
252,,Spot,10,Image 1,2,4206,
306,,Spot,10,Image 1,2,4222,
322,,Spot,10,Image 1,2,4238,
204,,Spot,10,Image 1,2,4241,
426,,Spot,10,Image 1,2,4244,
338,,Spot,10,Image 1,2,4245,
582,,Spot,10,Image 1,2,4250,
324,,Spot,10,Image 1,2,4253,
418,,Spot,10,Image 1,2,4265,
282,,Spot,10,Image 1,2,4268,
212,,Spot,10,Image 1,2,4272,
316,,Spot,10,Image 1,2,4273,
301,,Spot,10,Image 1,2,4274,
300,,Spot,10,Image 1,2,4276,
402,,Spot,10,Image 1,2,4282,
186,,Spot,10,Image 1,2,4288,
405,,Spot,10,Image 1,2,4290,
302,,Spot,10,Image 1,2,4294,
256,,Spot,10,Image 1,2,4297,
252,,Spot,10,Image 1,2,4299,
344,,Spot,10,Image 1,2,4304,
321,,Spot,10,Image 1,2,4305,
393,,Spot,10,Image 1,2,4307,
309,,Spot,10,Image 1,2,4345,
282,,Spot,10,Image 1,2,4364,
338,,Spot,10,Image 1,2,4385,
562,,Spot,10,Image 1,2,4402,
378,,Spot,10,Image 1,2,4404,
477,,Spot,10,Image 1,2,4410,
296,,Spot,10,Image 1,2,4414,
244,,Spot,10,Image 1,2,4419,
538,,Spot,10,Image 1,2,4423,
395,,Spot,10,Image 1,2,4424,
306,,Spot,10,Image 1,2,4431,
311,,Spot,10,Image 1,2,4438,
280,,Spot,10,Image 1,2,4448,
355,,Spot,10,Image 1,2,4450,
297,,Spot,10,Image 1,2,4464,
313,,Spot,10,Image 1,2,4467,
265,,Spot,10,Image 1,2,4468,
508,,Spot,10,Image 1,2,4472,
255,,Spot,10,Image 1,2,4485,
451,,Spot,10,Image 1,2,4487,
412,,Spot,10,Image 1,2,4491,
248,,Spot,10,Image 1,2,4492,
585,,Spot,10,Image 1,2,4493,
239,,Spot,10,Image 1,2,4495,
333,,Spot,10,Image 1,2,4497,
332,,Spot,10,Image 1,2,4498,
382,,Spot,10,Image 1,2,4499,
352,,Spot,10,Image 1,2,4508,
287,,Spot,10,Image 1,2,4520,
444,,Spot,10,Image 1,2,4537,
220,,Spot,10,Image 1,2,4538,
290,,Spot,10,Image 1,2,4543,
191,,Spot,10,Image 1,2,4544,
402,,Spot,10,Image 1,2,4546,
582,,Spot,10,Image 1,2,4550,
407,,Spot,10,Image 1,2,4554,
609,,Spot,10,Image 1,2,4562,
377,,Spot,10,Image 1,2,4563,
257,,Spot,10,Image 1,2,4567,
290,,Spot,10,Image 1,2,4571,
479,,Spot,10,Image 1,2,4572,
367,,Spot,10,Image 1,2,4574,
346,,Spot,10,Image 1,2,4580,
359,,Spot,10,Image 1,2,4581,
451,,Spot,10,Image 1,2,4583,
265,,Spot,10,Image 1,2,4584,
350,,Spot,10,Image 1,2,4585,
343,,Spot,10,Image 1,2,4592,
623,,Spot,10,Image 1,2,4596,
606,,Spot,10,Image 1,2,4597,
