
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
100.53,,Spot,3,Image 1,1,5,
251.905,,Spot,3,Image 1,1,23,
130.462,,Spot,3,Image 1,1,29,
137.947,,Spot,3,Image 1,1,68,
111.222,,Spot,3,Image 1,1,75,
226.244,,Spot,3,Image 1,1,77,
121.052,,Spot,3,Image 1,1,88,
215.024,,Spot,3,Image 1,1,127,
165.045,,Spot,3,Image 1,1,142,
192.917,,Spot,3,Image 1,1,143,
154.081,,Spot,3,Image 1,1,162,
106.817,,Spot,3,Image 1,1,164,
155.878,,Spot,3,Image 1,1,167,
265.395,,Spot,3,Image 1,1,171,
204.001,,Spot,3,Image 1,1,173,
173.6,,Spot,3,Image 1,1,174,
102.284,,Spot,3,Image 1,1,182,
137.456,,Spot,3,Image 1,1,188,
191.934,,Spot,3,Image 1,1,190,
176.748,,Spot,3,Image 1,1,192,
227.386,,Spot,3,Image 1,1,201,
203.521,,Spot,3,Image 1,1,217,
124.77,,Spot,3,Image 1,1,222,
148.921,,Spot,3,Image 1,1,237,
108.667,,Spot,3,Image 1,1,239,
214.592,,Spot,3,Image 1,1,241,
270.832,,Spot,3,Image 1,1,242,
262.842,,Spot,3,Image 1,1,244,
167.079,,Spot,3,Image 1,1,246,
187.008,,Spot,3,Image 1,1,250,
232.257,,Spot,3,Image 1,1,257,
172.168,,Spot,3,Image 1,1,300,
172.446,,Spot,3,Image 1,1,303,
93.4349,,Spot,3,Image 1,1,305,
93.9676,,Spot,3,Image 1,1,309,
125.25,,Spot,3,Image 1,1,313,
136.586,,Spot,3,Image 1,1,350,
114.46,,Spot,3,Image 1,1,354,
272.171,,Spot,3,Image 1,1,364,
253.029,,Spot,3,Image 1,1,369,
107.511,,Spot,3,Image 1,1,378,
148.132,,Spot,3,Image 1,1,380,
128.929,,Spot,3,Image 1,1,387,
107.298,,Spot,3,Image 1,1,397,
235.849,,Spot,3,Image 1,1,400,
100.715,,Spot,3,Image 1,1,404,
224.387,,Spot,3,Image 1,1,406,
152.898,,Spot,3,Image 1,1,412,
273.529,,Spot,3,Image 1,1,413,
284.078,,Spot,3,Image 1,1,457,
190.786,,Spot,3,Image 1,1,458,
206.81,,Spot,3,Image 1,1,461,
155.359,,Spot,3,Image 1,1,484,
174.526,,Spot,3,Image 1,1,485,
114.189,,Spot,3,Image 1,1,487,
157.846,,Spot,3,Image 1,1,498,
122.853,,Spot,3,Image 1,1,509,
84.7175,,Spot,3,Image 1,1,510,
126.364,,Spot,3,Image 1,1,513,
241.923,,Spot,3,Image 1,1,518,
116.288,,Spot,3,Image 1,1,520,
117.321,,Spot,3,Image 1,1,522,
325.212,,Spot,3,Image 1,1,528,
119.191,,Spot,3,Image 1,1,552,
83.2406,,Spot,3,Image 1,1,565,
132.751,,Spot,3,Image 1,1,572,
159.79,,Spot,3,Image 1,1,604,
179.782,,Spot,3,Image 1,1,615,
108.719,,Spot,3,Image 1,1,616,
