
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
99.5173,,Spot,7,Image 1,1,5,
259.703,,Spot,7,Image 1,1,23,
121.218,,Spot,7,Image 1,1,29,
245.888,,Spot,7,Image 1,1,68,
132.526,,Spot,7,Image 1,1,75,
279.106,,Spot,7,Image 1,1,77,
234.201,,Spot,7,Image 1,1,88,
306.119,,Spot,7,Image 1,1,127,
193.837,,Spot,7,Image 1,1,142,
251.3,,Spot,7,Image 1,1,143,
185.757,,Spot,7,Image 1,1,162,
140.481,,Spot,7,Image 1,1,164,
248.434,,Spot,7,Image 1,1,167,
346.543,,Spot,7,Image 1,1,171,
302.258,,Spot,7,Image 1,1,173,
204.258,,Spot,7,Image 1,1,174,
156.215,,Spot,7,Image 1,1,182,
217.883,,Spot,7,Image 1,1,188,
289.687,,Spot,7,Image 1,1,190,
265.616,,Spot,7,Image 1,1,192,
377.173,,Spot,7,Image 1,1,201,
275.053,,Spot,7,Image 1,1,217,
173.501,,Spot,7,Image 1,1,222,
197.789,,Spot,7,Image 1,1,237,
181.095,,Spot,7,Image 1,1,239,
313.553,,Spot,7,Image 1,1,241,
442.605,,Spot,7,Image 1,1,242,
310.845,,Spot,7,Image 1,1,244,
238.205,,Spot,7,Image 1,1,246,
298.861,,Spot,7,Image 1,1,250,
277.6,,Spot,7,Image 1,1,257,
190.616,,Spot,7,Image 1,1,300,
205.734,,Spot,7,Image 1,1,303,
125.892,,Spot,7,Image 1,1,305,
121.484,,Spot,7,Image 1,1,309,
207.333,,Spot,7,Image 1,1,313,
153.426,,Spot,7,Image 1,1,350,
133.668,,Spot,7,Image 1,1,354,
406.703,,Spot,7,Image 1,1,364,
373.169,,Spot,7,Image 1,1,369,
155.387,,Spot,7,Image 1,1,378,
197.698,,Spot,7,Image 1,1,380,
223.054,,Spot,7,Image 1,1,387,
165.966,,Spot,7,Image 1,1,397,
334.547,,Spot,7,Image 1,1,400,
188.076,,Spot,7,Image 1,1,404,
327.075,,Spot,7,Image 1,1,406,
242.001,,Spot,7,Image 1,1,412,
418.111,,Spot,7,Image 1,1,413,
393.434,,Spot,7,Image 1,1,457,
313.149,,Spot,7,Image 1,1,458,
312.865,,Spot,7,Image 1,1,461,
131.897,,Spot,7,Image 1,1,484,
155.369,,Spot,7,Image 1,1,485,
113.6,,Spot,7,Image 1,1,487,
142.614,,Spot,7,Image 1,1,498,
113.912,,Spot,7,Image 1,1,509,
108.256,,Spot,7,Image 1,1,510,
144.071,,Spot,7,Image 1,1,513,
236.871,,Spot,7,Image 1,1,518,
129.091,,Spot,7,Image 1,1,520,
132.794,,Spot,7,Image 1,1,522,
335.697,,Spot,7,Image 1,1,528,
143.324,,Spot,7,Image 1,1,552,
142.57,,Spot,7,Image 1,1,565,
200.039,,Spot,7,Image 1,1,572,
217.582,,Spot,7,Image 1,1,604,
217.408,,Spot,7,Image 1,1,615,
149.825,,Spot,7,Image 1,1,616,
147.047,,Spot,7,Image 1,1,626,
226.97,,Spot,7,Image 1,1,631,
186.48,,Spot,7,Image 1,1,661,
183.85,,Spot,7,Image 1,1,688,
265.887,,Spot,7,Image 1,1,693,
208.401,,Spot,7,Image 1,1,696,
312.433,,Spot,7,Image 1,1,704,
315.341,,Spot,7,Image 1,1,707,
245.782,,Spot,7,Image 1,1,714,
347.998,,Spot,7,Image 1,1,716,
195.085,,Spot,7,Image 1,1,718,
257.369,,Spot,7,Image 1,1,730,
358.678,,Spot,7,Image 1,1,748,
150.875,,Spot,7,Image 1,1,762,
165.478,,Spot,7,Image 1,1,780,
126.038,,Spot,7,Image 1,1,782,
160.098,,Spot,7,Image 1,1,783,
240.898,,Spot,7,Image 1,1,789,
127.282,,Spot,7,Image 1,1,790,
145.149,,Spot,7,Image 1,1,792,
112.512,,Spot,7,Image 1,1,794,
243.321,,Spot,7,Image 1,1,797,
100.326,,Spot,7,Image 1,1,798,
139.312,,Spot,7,Image 1,1,800,
250.529,,Spot,7,Image 1,1,809,
155.943,,Spot,7,Image 1,1,812,
96.1916,,Spot,7,Image 1,1,814,
172.131,,Spot,7,Image 1,1,822,
200.218,,Spot,7,Image 1,1,823,
134.06,,Spot,7,Image 1,1,825,
199.095,,Spot,7,Image 1,1,829,
160.698,,Spot,7,Image 1,1,830,
138.261,,Spot,7,Image 1,1,835,
139.412,,Spot,7,Image 1,1,837,
162.311,,Spot,7,Image 1,1,845,
130.827,,Spot,7,Image 1,1,889,
149.703,,Spot,7,Image 1,1,900,
211.079,,Spot,7,Image 1,1,903,
244.425,,Spot,7,Image 1,1,905,
234.277,,Spot,7,Image 1,1,906,
197.676,,Spot,7,Image 1,1,914,
122.576,,Spot,7,Image 1,1,917,
149.925,,Spot,7,Image 1,1,921,
142.908,,Spot,7,Image 1,1,923,
140.454,,Spot,7,Image 1,1,933,
218.006,,Spot,7,Image 1,1,936,
205.448,,Spot,7,Image 1,1,937,
195.415,,Spot,7,Image 1,1,939,
244.169,,Spot,7,Image 1,1,941,
200.87,,Spot,7,Image 1,1,949,
193.811,,Spot,7,Image 1,1,952,
84.7629,,Spot,7,Image 1,1,965,
190.661,,Spot,7,Image 1,1,978,
178.774,,Spot,7,Image 1,1,989,
93.3826,,Spot,7,Image 1,1,994,
99.6874,,Spot,7,Image 1,1,997,
225.724,,Spot,7,Image 1,1,1010,
201.385,,Spot,7,Image 1,1,1018,
277.244,,Spot,7,Image 1,1,1021,
280.389,,Spot,7,Image 1,1,1033,
140.175,,Spot,7,Image 1,1,1041,
214.61,,Spot,7,Image 1,1,1043,
218.918,,Spot,7,Image 1,1,1048,
290.445,,Spot,7,Image 1,1,1054,
187.816,,Spot,7,Image 1,1,1064,
