
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
46.0736,µm,Spot,Image 1,1,5,
82.3224,µm,Spot,Image 1,1,23,
8.50772,µm,Spot,Image 1,1,29,
0,µm,Spot,Image 1,1,68,
81.0688,µm,Spot,Image 1,1,75,
5.54245,µm,Spot,Image 1,1,77,
0,µm,Spot,Image 1,1,88,
0,µm,Spot,Image 1,1,127,
39.3768,µm,Spot,Image 1,1,142,
58.5109,µm,Spot,Image 1,1,143,
111.636,µm,Spot,Image 1,1,162,
112.262,µm,Spot,Image 1,1,164,
73.1733,µm,Spot,Image 1,1,167,
50.3199,µm,Spot,Image 1,1,171,
94.4101,µm,Spot,Image 1,1,173,
0,µm,Spot,Image 1,1,174,
105.635,µm,Spot,Image 1,1,182,
22.9293,µm,Spot,Image 1,1,188,
14.16,µm,Spot,Image 1,1,190,
114.247,µm,Spot,Image 1,1,192,
99.7824,µm,Spot,Image 1,1,201,
19.0936,µm,Spot,Image 1,1,217,
17.4824,µm,Spot,Image 1,1,222,
46.5964,µm,Spot,Image 1,1,237,
107.695,µm,Spot,Image 1,1,239,
34.8856,µm,Spot,Image 1,1,241,
3.51056,µm,Spot,Image 1,1,242,
31.4169,µm,Spot,Image 1,1,244,
7.11945,µm,Spot,Image 1,1,246,
14.904,µm,Spot,Image 1,1,250,
2.67896,µm,Spot,Image 1,1,257,
137.693,µm,Spot,Image 1,1,300,
151.443,µm,Spot,Image 1,1,303,
125.741,µm,Spot,Image 1,1,305,
189.783,µm,Spot,Image 1,1,309,
172.654,µm,Spot,Image 1,1,313,
234.767,µm,Spot,Image 1,1,350,
152.82,µm,Spot,Image 1,1,354,
209.708,µm,Spot,Image 1,1,364,
185.021,µm,Spot,Image 1,1,369,
173.933,µm,Spot,Image 1,1,378,
174.833,µm,Spot,Image 1,1,380,
183.85,µm,Spot,Image 1,1,387,
176.931,µm,Spot,Image 1,1,397,
232.848,µm,Spot,Image 1,1,400,
139.918,µm,Spot,Image 1,1,404,
177.195,µm,Spot,Image 1,1,406,
144.807,µm,Spot,Image 1,1,412,
158.099,µm,Spot,Image 1,1,413,
7.48877,µm,Spot,Image 1,1,457,
56.8369,µm,Spot,Image 1,1,458,
67.4332,µm,Spot,Image 1,1,461,
53.0145,µm,Spot,Image 1,1,484,
39.3514,µm,Spot,Image 1,1,485,
101.365,µm,Spot,Image 1,1,487,
45.8374,µm,Spot,Image 1,1,498,
176.014,µm,Spot,Image 1,1,509,
162.558,µm,Spot,Image 1,1,510,
135.565,µm,Spot,Image 1,1,513,
183.842,µm,Spot,Image 1,1,518,
144.467,µm,Spot,Image 1,1,520,
194.115,µm,Spot,Image 1,1,522,
123.765,µm,Spot,Image 1,1,528,
163.535,µm,Spot,Image 1,1,552,
195.297,µm,Spot,Image 1,1,565,
240.714,µm,Spot,Image 1,1,572,
205.488,µm,Spot,Image 1,1,604,
204.341,µm,Spot,Image 1,1,615,
200.76,µm,Spot,Image 1,1,616,
229.592,µm,Spot,Image 1,1,626,
159.222,µm,Spot,Image 1,1,631,
139.249,µm,Spot,Image 1,1,661,
178.045,µm,Spot,Image 1,1,688,
143.312,µm,Spot,Image 1,1,693,
166.891,µm,Spot,Image 1,1,696,
149.179,µm,Spot,Image 1,1,704,
132.358,µm,Spot,Image 1,1,707,
186.538,µm,Spot,Image 1,1,714,
208.278,µm,Spot,Image 1,1,716,
165.198,µm,Spot,Image 1,1,718,
39.896,µm,Spot,Image 1,1,730,
96.2085,µm,Spot,Image 1,1,748,
59.4048,µm,Spot,Image 1,1,762,
65.3292,µm,Spot,Image 1,1,780,
49.1151,µm,Spot,Image 1,1,782,
41.2371,µm,Spot,Image 1,1,783,
83.2197,µm,Spot,Image 1,1,789,
57.0306,µm,Spot,Image 1,1,790,
34.3423,µm,Spot,Image 1,1,792,
55.887,µm,Spot,Image 1,1,794,
42.7943,µm,Spot,Image 1,1,797,
67.0924,µm,Spot,Image 1,1,798,
114.379,µm,Spot,Image 1,1,800,
45.8816,µm,Spot,Image 1,1,809,
121.583,µm,Spot,Image 1,1,812,
102.707,µm,Spot,Image 1,1,814,
89.5106,µm,Spot,Image 1,1,822,
89.1791,µm,Spot,Image 1,1,823,
86.2358,µm,Spot,Image 1,1,825,
40.6638,µm,Spot,Image 1,1,829,
77.5099,µm,Spot,Image 1,1,830,
59.6199,µm,Spot,Image 1,1,835,
78.9625,µm,Spot,Image 1,1,837,
111.184,µm,Spot,Image 1,1,845,
108.588,µm,Spot,Image 1,1,889,
76.8732,µm,Spot,Image 1,1,900,
47.7868,µm,Spot,Image 1,1,903,
70.6163,µm,Spot,Image 1,1,905,
59.2407,µm,Spot,Image 1,1,906,
95.4055,µm,Spot,Image 1,1,914,
73.6933,µm,Spot,Image 1,1,917,
62.1274,µm,Spot,Image 1,1,921,
46.3281,µm,Spot,Image 1,1,923,
38.841,µm,Spot,Image 1,1,933,
38.8038,µm,Spot,Image 1,1,936,
109.824,µm,Spot,Image 1,1,937,
39.0978,µm,Spot,Image 1,1,939,
95.7452,µm,Spot,Image 1,1,941,
58.4821,µm,Spot,Image 1,1,949,
84.4482,µm,Spot,Image 1,1,952,
5.80786,µm,Spot,Image 1,1,965,
31.6543,µm,Spot,Image 1,1,978,
50.6251,µm,Spot,Image 1,1,989,
33.6071,µm,Spot,Image 1,1,994,
25.5109,µm,Spot,Image 1,1,997,
37.5175,µm,Spot,Image 1,1,1010,
0,µm,Spot,Image 1,1,1018,
79.0242,µm,Spot,Image 1,1,1021,
36.087,µm,Spot,Image 1,1,1033,
45.7062,µm,Spot,Image 1,1,1041,
0,µm,Spot,Image 1,1,1043,
31.1773,µm,Spot,Image 1,1,1048,
53.83,µm,Spot,Image 1,1,1054,
90.253,µm,Spot,Image 1,1,1064,
26.7246,µm,Spot,Image 1,1,1065,
99.0163,µm,Spot,Image 1,1,1070,
60.9555,µm,Spot,Image 1,1,1073,
23.1947,µm,Spot,Image 1,1,1076,
44.5806,µm,Spot,Image 1,1,1077,
50.27,µm,Spot,Image 1,1,1085,
83.584,µm,Spot,Image 1,1,1091,
114.803,µm,Spot,Image 1,1,1093,
0,µm,Spot,Image 1,1,1094,
88.4113,µm,Spot,Image 1,1,1096,
107.426,µm,Spot,Image 1,1,1098,
69.5257,µm,Spot,Image 1,1,1101,
55.878,µm,Spot,Image 1,1,1105,
18.2326,µm,Spot,Image 1,1,1108,
29.0216,µm,Spot,Image 1,1,1109,
28.1444,µm,Spot,Image 1,1,1113,
79.1954,µm,Spot,Image 1,1,1124,
14.7665,µm,Spot,Image 1,1,1132,
35.6935,µm,Spot,Image 1,1,1133,
113.211,µm,Spot,Image 1,1,1139,
13.8531,µm,Spot,Image 1,1,1146,
94.2476,µm,Spot,Image 1,1,1149,
96.6917,µm,Spot,Image 1,1,1150,
56.0132,µm,Spot,Image 1,1,1153,
79.8919,µm,Spot,Image 1,1,1154,
73.7587,µm,Spot,Image 1,1,1158,
72.4663,µm,Spot,Image 1,1,1165,
75.593,µm,Spot,Image 1,1,1169,
112.49,µm,Spot,Image 1,1,1180,
62.6454,µm,Spot,Image 1,1,1184,
74.6307,µm,Spot,Image 1,1,1185,
91.8583,µm,Spot,Image 1,1,1189,
73.3774,µm,Spot,Image 1,1,1193,
1.75156,µm,Spot,Image 1,1,1196,
27.2662,µm,Spot,Image 1,1,1198,
84.5851,µm,Spot,Image 1,1,1199,
103.042,µm,Spot,Image 1,1,1201,
66.4546,µm,Spot,Image 1,1,1203,
102.68,µm,Spot,Image 1,1,1209,
12.5898,µm,Spot,Image 1,1,1210,
13.2951,µm,Spot,Image 1,1,1211,
36.4972,µm,Spot,Image 1,1,1213,
69.9812,µm,Spot,Image 1,1,1216,
81.0027,µm,Spot,Image 1,1,1217,
46.5385,µm,Spot,Image 1,1,1218,
1.87384,µm,Spot,Image 1,1,1226,
35.2919,µm,Spot,Image 1,1,1228,
42.8619,µm,Spot,Image 1,1,1229,
77.0938,µm,Spot,Image 1,1,1232,
30.3073,µm,Spot,Image 1,1,1237,
80.8337,µm,Spot,Image 1,1,1241,
30.9812,µm,Spot,Image 1,1,1242,
35.1971,µm,Spot,Image 1,1,1243,
35.6217,µm,Spot,Image 1,1,1246,
21.0502,µm,Spot,Image 1,1,1258,
10.3174,µm,Spot,Image 1,1,1262,
30.4502,µm,Spot,Image 1,1,1264,
75.5884,µm,Spot,Image 1,1,1271,
18.3542,µm,Spot,Image 1,1,1284,
4.53125,µm,Spot,Image 1,1,1288,
41.2585,µm,Spot,Image 1,1,1291,
2.3125,µm,Spot,Image 1,1,1301,
73.5458,µm,Spot,Image 1,1,1303,
113.951,µm,Spot,Image 1,1,1326,
120.574,µm,Spot,Image 1,1,1327,
95.6272,µm,Spot,Image 1,1,1328,
48.8177,µm,Spot,Image 1,1,1331,
98.2244,µm,Spot,Image 1,1,1332,
97.9381,µm,Spot,Image 1,1,1334,
70.5797,µm,Spot,Image 1,1,1336,
76.0084,µm,Spot,Image 1,1,1339,
215.178,µm,Spot,Image 1,1,1341,
194.1,µm,Spot,Image 1,1,1346,
204.252,µm,Spot,Image 1,1,1347,
134.483,µm,Spot,Image 1,1,1351,
131.602,µm,Spot,Image 1,1,1353,
148.159,µm,Spot,Image 1,1,1354,
150.092,µm,Spot,Image 1,1,1355,
130.821,µm,Spot,Image 1,1,1357,
181.614,µm,Spot,Image 1,1,1358,
151.132,µm,Spot,Image 1,1,1359,
133.57,µm,Spot,Image 1,1,1361,
173.025,µm,Spot,Image 1,1,1362,
123.807,µm,Spot,Image 1,1,1364,
141.195,µm,Spot,Image 1,1,1370,
159.278,µm,Spot,Image 1,1,1371,
153.509,µm,Spot,Image 1,1,1372,
118.402,µm,Spot,Image 1,1,1373,
146.479,µm,Spot,Image 1,1,1375,
130.494,µm,Spot,Image 1,1,1376,
144.527,µm,Spot,Image 1,1,1382,
201.149,µm,Spot,Image 1,1,1383,
123.604,µm,Spot,Image 1,1,1389,
118.797,µm,Spot,Image 1,1,1390,
183.771,µm,Spot,Image 1,1,1392,
125.129,µm,Spot,Image 1,1,1399,
172.971,µm,Spot,Image 1,1,1402,
130.738,µm,Spot,Image 1,1,1406,
195.274,µm,Spot,Image 1,1,1410,
198.622,µm,Spot,Image 1,1,1411,
157.104,µm,Spot,Image 1,1,1415,
136.496,µm,Spot,Image 1,1,1420,
179.858,µm,Spot,Image 1,1,1435,
193.176,µm,Spot,Image 1,1,1436,
177.729,µm,Spot,Image 1,1,1439,
144.777,µm,Spot,Image 1,1,1440,
130.489,µm,Spot,Image 1,1,1444,
190.372,µm,Spot,Image 1,1,1445,
153.427,µm,Spot,Image 1,1,1446,
167.658,µm,Spot,Image 1,1,1447,
117.522,µm,Spot,Image 1,1,1448,
137.567,µm,Spot,Image 1,1,1452,
165.099,µm,Spot,Image 1,1,1456,
173.119,µm,Spot,Image 1,1,1457,
137.727,µm,Spot,Image 1,1,1460,
156.855,µm,Spot,Image 1,1,1461,
141.286,µm,Spot,Image 1,1,1463,
217.565,µm,Spot,Image 1,1,1471,
116.166,µm,Spot,Image 1,1,1478,
135.005,µm,Spot,Image 1,1,1480,
111.263,µm,Spot,Image 1,1,1489,
124.101,µm,Spot,Image 1,1,1493,
125.062,µm,Spot,Image 1,1,1495,
116.994,µm,Spot,Image 1,1,1496,
89.0955,µm,Spot,Image 1,1,1506,
121.477,µm,Spot,Image 1,1,1508,
57.0277,µm,Spot,Image 1,1,1509,
114.512,µm,Spot,Image 1,1,1513,
43.8739,µm,Spot,Image 1,1,1534,
104.043,µm,Spot,Image 1,1,1537,
50.809,µm,Spot,Image 1,1,1543,
120.214,µm,Spot,Image 1,1,1546,
62.0538,µm,Spot,Image 1,1,1547,
57.4723,µm,Spot,Image 1,1,1552,
33.8794,µm,Spot,Image 1,1,1553,
102.541,µm,Spot,Image 1,1,1555,
38.5847,µm,Spot,Image 1,1,1567,
79.9114,µm,Spot,Image 1,1,1569,
82.7472,µm,Spot,Image 1,1,1572,
124.133,µm,Spot,Image 1,1,1576,
152.782,µm,Spot,Image 1,1,1589,
171.654,µm,Spot,Image 1,1,1595,
155.422,µm,Spot,Image 1,1,1615,
124.518,µm,Spot,Image 1,1,1620,
169.927,µm,Spot,Image 1,1,1634,
196.203,µm,Spot,Image 1,1,1650,
168.752,µm,Spot,Image 1,1,1651,
187.034,µm,Spot,Image 1,1,1656,
162.347,µm,Spot,Image 1,1,1657,
132.489,µm,Spot,Image 1,1,1662,
168.292,µm,Spot,Image 1,1,1665,
36.605,µm,Spot,Image 1,1,1684,
41.4916,µm,Spot,Image 1,1,1690,
36.3612,µm,Spot,Image 1,1,1692,
54.2235,µm,Spot,Image 1,1,1694,
38.8864,µm,Spot,Image 1,1,1695,
36.5015,µm,Spot,Image 1,1,1697,
111.61,µm,Spot,Image 1,1,1699,
41.1118,µm,Spot,Image 1,1,1700,
66.6742,µm,Spot,Image 1,1,1706,
74.9639,µm,Spot,Image 1,1,1710,
58.0485,µm,Spot,Image 1,1,1721,
69.5779,µm,Spot,Image 1,1,1725,
61.9115,µm,Spot,Image 1,1,1726,
63.8138,µm,Spot,Image 1,1,1732,
103.155,µm,Spot,Image 1,1,1752,
45.5381,µm,Spot,Image 1,1,1768,
108.127,µm,Spot,Image 1,1,1769,
77.8377,µm,Spot,Image 1,1,1775,
86.07,µm,Spot,Image 1,1,1788,
11.7391,µm,Spot,Image 1,1,1815,
14.5148,µm,Spot,Image 1,1,1818,
10.2501,µm,Spot,Image 1,1,1824,
33.7576,µm,Spot,Image 1,1,1825,
102.728,µm,Spot,Image 1,1,1837,
35.488,µm,Spot,Image 1,1,1844,
43.7874,µm,Spot,Image 1,1,1845,
45.2687,µm,Spot,Image 1,1,1851,
110.28,µm,Spot,Image 1,1,1857,
0,µm,Spot,Image 1,1,1858,
14.3848,µm,Spot,Image 1,1,1864,
46.5115,µm,Spot,Image 1,1,1865,
48.2242,µm,Spot,Image 1,1,1870,
50.8158,µm,Spot,Image 1,1,1871,
113.841,µm,Spot,Image 1,1,1893,
24.3336,µm,Spot,Image 1,1,1896,
61.5212,µm,Spot,Image 1,1,1898,
9.08228,µm,Spot,Image 1,1,1902,
105.614,µm,Spot,Image 1,1,1914,
29.7992,µm,Spot,Image 1,1,1915,
46.6054,µm,Spot,Image 1,1,1920,
109.094,µm,Spot,Image 1,1,1929,
5.42377,µm,Spot,Image 1,1,1936,
14.2525,µm,Spot,Image 1,1,1938,
70.3328,µm,Spot,Image 1,1,1941,
56.3059,µm,Spot,Image 1,1,1943,
106.995,µm,Spot,Image 1,1,1945,
80.1553,µm,Spot,Image 1,1,1947,
36.1126,µm,Spot,Image 1,1,1948,
1.38507,µm,Spot,Image 1,1,1952,
57.8323,µm,Spot,Image 1,1,1954,
73.6601,µm,Spot,Image 1,1,1956,
0,µm,Spot,Image 1,1,1957,
107.756,µm,Spot,Image 1,1,1963,
82.3378,µm,Spot,Image 1,1,1974,
19.4757,µm,Spot,Image 1,1,1976,
26.1154,µm,Spot,Image 1,1,1983,
0,µm,Spot,Image 1,1,1985,
44.8472,µm,Spot,Image 1,1,1990,
34.7364,µm,Spot,Image 1,1,2000,
20.3154,µm,Spot,Image 1,1,2004,
33.0364,µm,Spot,Image 1,1,2005,
83.6226,µm,Spot,Image 1,1,2007,
93.2036,µm,Spot,Image 1,1,2008,
22.4488,µm,Spot,Image 1,1,2014,
73.8129,µm,Spot,Image 1,1,2034,
98.4855,µm,Spot,Image 1,1,2037,
78.6326,µm,Spot,Image 1,1,2038,
119.792,µm,Spot,Image 1,1,2042,
89.8983,µm,Spot,Image 1,1,2043,
43.8356,µm,Spot,Image 1,1,2044,
43.3319,µm,Spot,Image 1,1,2045,
53.5127,µm,Spot,Image 1,1,2052,
108.397,µm,Spot,Image 1,1,2053,
101.508,µm,Spot,Image 1,1,2054,
76.134,µm,Spot,Image 1,1,2055,
82.1511,µm,Spot,Image 1,1,2057,
46.8793,µm,Spot,Image 1,1,2058,
84.5822,µm,Spot,Image 1,1,2060,
40.9218,µm,Spot,Image 1,1,2061,
134.539,µm,Spot,Image 1,1,2072,
123.508,µm,Spot,Image 1,1,2073,
136.661,µm,Spot,Image 1,1,2078,
136.757,µm,Spot,Image 1,1,2085,
182.189,µm,Spot,Image 1,1,2098,
146.603,µm,Spot,Image 1,1,2102,
229.367,µm,Spot,Image 1,1,2103,
139.268,µm,Spot,Image 1,1,2148,
92.8486,µm,Spot,Image 1,1,2177,
103.194,µm,Spot,Image 1,1,2189,
106.451,µm,Spot,Image 1,1,2191,
59.6818,µm,Spot,Image 1,1,2193,
53.0035,µm,Spot,Image 1,1,2194,
54.2859,µm,Spot,Image 1,1,2196,
51.7273,µm,Spot,Image 1,1,2197,
42.1421,µm,Spot,Image 1,1,2198,
37.5884,µm,Spot,Image 1,1,2199,
59.7184,µm,Spot,Image 1,1,2200,
120.5,µm,Spot,Image 1,1,2201,
37.0831,µm,Spot,Image 1,1,2203,
38.0455,µm,Spot,Image 1,1,2211,
70.6771,µm,Spot,Image 1,1,2212,
133.995,µm,Spot,Image 1,1,2230,
95.2213,µm,Spot,Image 1,1,2261,
47.5647,µm,Spot,Image 1,1,2266,
73.3353,µm,Spot,Image 1,1,2273,
40.073,µm,Spot,Image 1,1,2457,
108.285,µm,Spot,Image 1,1,2458,
50.7205,µm,Spot,Image 1,1,2471,
133.258,µm,Spot,Image 1,1,2552,
3.62964,µm,Spot,Image 1,1,2661,
39.6051,µm,Spot,Image 1,2,2937,
85.0287,µm,Spot,Image 1,2,2938,
5.4726,µm,Spot,Image 1,2,2939,
9.3006,µm,Spot,Image 1,2,2971,
55.9002,µm,Spot,Image 1,2,3016,
99.4088,µm,Spot,Image 1,2,3018,
22.0769,µm,Spot,Image 1,2,3045,
10.324,µm,Spot,Image 1,2,3046,
38.2151,µm,Spot,Image 1,2,3056,
27.2961,µm,Spot,Image 1,2,3065,
134.183,µm,Spot,Image 1,2,3101,
152.063,µm,Spot,Image 1,2,3127,
231.471,µm,Spot,Image 1,2,3132,
157.88,µm,Spot,Image 1,2,3135,
220.956,µm,Spot,Image 1,2,3140,
119.169,µm,Spot,Image 1,2,3144,
173.686,µm,Spot,Image 1,2,3150,
117.63,µm,Spot,Image 1,2,3154,
189.352,µm,Spot,Image 1,2,3160,
218.128,µm,Spot,Image 1,2,3175,
118.482,µm,Spot,Image 1,2,3176,
228.993,µm,Spot,Image 1,2,3177,
133.838,µm,Spot,Image 1,2,3184,
197.619,µm,Spot,Image 1,2,3185,
163.706,µm,Spot,Image 1,2,3187,
52.7998,µm,Spot,Image 1,2,3213,
62.2839,µm,Spot,Image 1,2,3220,
90.4586,µm,Spot,Image 1,2,3235,
111.442,µm,Spot,Image 1,2,3242,
52.816,µm,Spot,Image 1,2,3243,
38.8088,µm,Spot,Image 1,2,3244,
98.2772,µm,Spot,Image 1,2,3245,
43.7094,µm,Spot,Image 1,2,3248,
62.787,µm,Spot,Image 1,2,3250,
183.709,µm,Spot,Image 1,2,3262,
195.741,µm,Spot,Image 1,2,3264,
143.389,µm,Spot,Image 1,2,3265,
123.528,µm,Spot,Image 1,2,3279,
131.649,µm,Spot,Image 1,2,3280,
163.866,µm,Spot,Image 1,2,3295,
146.188,µm,Spot,Image 1,2,3329,
206.738,µm,Spot,Image 1,2,3330,
143.064,µm,Spot,Image 1,2,3334,
223.067,µm,Spot,Image 1,2,3339,
203.213,µm,Spot,Image 1,2,3340,
230.737,µm,Spot,Image 1,2,3350,
160.653,µm,Spot,Image 1,2,3358,
160.482,µm,Spot,Image 1,2,3359,
139.396,µm,Spot,Image 1,2,3376,
178.526,µm,Spot,Image 1,2,3402,
216.14,µm,Spot,Image 1,2,3412,
170.13,µm,Spot,Image 1,2,3414,
167.984,µm,Spot,Image 1,2,3415,
187.277,µm,Spot,Image 1,2,3419,
150.003,µm,Spot,Image 1,2,3420,
161.971,µm,Spot,Image 1,2,3425,
32.2491,µm,Spot,Image 1,2,3434,
79.8502,µm,Spot,Image 1,2,3446,
94.9102,µm,Spot,Image 1,2,3451,
66.1542,µm,Spot,Image 1,2,3467,
50.5579,µm,Spot,Image 1,2,3469,
36.0549,µm,Spot,Image 1,2,3470,
58.0716,µm,Spot,Image 1,2,3472,
86.1693,µm,Spot,Image 1,2,3474,
28.9402,µm,Spot,Image 1,2,3475,
78.9698,µm,Spot,Image 1,2,3477,
55.8104,µm,Spot,Image 1,2,3479,
30.9963,µm,Spot,Image 1,2,3480,
31.6752,µm,Spot,Image 1,2,3481,
42.7253,µm,Spot,Image 1,2,3483,
66.8387,µm,Spot,Image 1,2,3484,
34.7823,µm,Spot,Image 1,2,3491,
106.234,µm,Spot,Image 1,2,3492,
27.9932,µm,Spot,Image 1,2,3497,
124.64,µm,Spot,Image 1,2,3499,
90.3383,µm,Spot,Image 1,2,3503,
96.3426,µm,Spot,Image 1,2,3510,
91.6973,µm,Spot,Image 1,2,3512,
84.7617,µm,Spot,Image 1,2,3517,
40.1077,µm,Spot,Image 1,2,3518,
73.9716,µm,Spot,Image 1,2,3521,
59.2455,µm,Spot,Image 1,2,3525,
80.5141,µm,Spot,Image 1,2,3527,
113.875,µm,Spot,Image 1,2,3532,
27.6378,µm,Spot,Image 1,2,3536,
27.8972,µm,Spot,Image 1,2,3539,
103.907,µm,Spot,Image 1,2,3563,
108.725,µm,Spot,Image 1,2,3577,
38.973,µm,Spot,Image 1,2,3588,
70.4598,µm,Spot,Image 1,2,3590,
58.9971,µm,Spot,Image 1,2,3591,
45.8002,µm,Spot,Image 1,2,3605,
66.9538,µm,Spot,Image 1,2,3608,
37.9445,µm,Spot,Image 1,2,3611,
27.3295,µm,Spot,Image 1,2,3612,
110.516,µm,Spot,Image 1,2,3615,
38.6894,µm,Spot,Image 1,2,3618,
37.7931,µm,Spot,Image 1,2,3619,
24.0496,µm,Spot,Image 1,2,3620,
95.5551,µm,Spot,Image 1,2,3622,
58.312,µm,Spot,Image 1,2,3633,
125.243,µm,Spot,Image 1,2,3635,
83.5714,µm,Spot,Image 1,2,3636,
25.6307,µm,Spot,Image 1,2,3637,
50.2681,µm,Spot,Image 1,2,3675,
86.4394,µm,Spot,Image 1,2,3679,
56.1404,µm,Spot,Image 1,2,3686,
17.5452,µm,Spot,Image 1,2,3687,
3.89697,µm,Spot,Image 1,2,3688,
32.0594,µm,Spot,Image 1,2,3693,
37.8169,µm,Spot,Image 1,2,3696,
81.944,µm,Spot,Image 1,2,3702,
30.9432,µm,Spot,Image 1,2,3729,
54.0862,µm,Spot,Image 1,2,3732,
25.5859,µm,Spot,Image 1,2,3748,
47.4767,µm,Spot,Image 1,2,3749,
52.8968,µm,Spot,Image 1,2,3758,
42.9701,µm,Spot,Image 1,2,3760,
87.7972,µm,Spot,Image 1,2,3763,
92.5964,µm,Spot,Image 1,2,3768,
111.697,µm,Spot,Image 1,2,3771,
73.9303,µm,Spot,Image 1,2,3776,
4.23361,µm,Spot,Image 1,2,3778,
21.8889,µm,Spot,Image 1,2,3783,
31.4707,µm,Spot,Image 1,2,3787,
40.4334,µm,Spot,Image 1,2,3802,
28.64,µm,Spot,Image 1,2,3805,
19.5492,µm,Spot,Image 1,2,3809,
100.759,µm,Spot,Image 1,2,3812,
60.7919,µm,Spot,Image 1,2,3813,
97.3596,µm,Spot,Image 1,2,3815,
86.4768,µm,Spot,Image 1,2,3818,
78.4295,µm,Spot,Image 1,2,3822,
84.3738,µm,Spot,Image 1,2,3823,
77.8413,µm,Spot,Image 1,2,3825,
80.943,µm,Spot,Image 1,2,3829,
68.8878,µm,Spot,Image 1,2,3837,
98.1763,µm,Spot,Image 1,2,3840,
83.7236,µm,Spot,Image 1,2,3841,
83.3331,µm,Spot,Image 1,2,3842,
93.4766,µm,Spot,Image 1,2,3843,
107.818,µm,Spot,Image 1,2,3849,
18.5484,µm,Spot,Image 1,2,3854,
17.9471,µm,Spot,Image 1,2,3855,
75.4368,µm,Spot,Image 1,2,3858,
86.0115,µm,Spot,Image 1,2,3859,
52.2287,µm,Spot,Image 1,2,3863,
40.7822,µm,Spot,Image 1,2,3867,
48.9384,µm,Spot,Image 1,2,3868,
83.1097,µm,Spot,Image 1,2,3869,
10.5095,µm,Spot,Image 1,2,3873,
34.4875,µm,Spot,Image 1,2,3874,
41.2771,µm,Spot,Image 1,2,3876,
6.42505,µm,Spot,Image 1,2,3887,
8.80005,µm,Spot,Image 1,2,3900,
45.9535,µm,Spot,Image 1,2,3904,
46.8842,µm,Spot,Image 1,2,3919,
69.126,µm,Spot,Image 1,2,3925,
59.5896,µm,Spot,Image 1,2,3934,
46.9541,µm,Spot,Image 1,2,3942,
100.834,µm,Spot,Image 1,2,3943,
215.167,µm,Spot,Image 1,2,3948,
137.726,µm,Spot,Image 1,2,3955,
144.641,µm,Spot,Image 1,2,3956,
150.678,µm,Spot,Image 1,2,3957,
133.381,µm,Spot,Image 1,2,3959,
133.251,µm,Spot,Image 1,2,3961,
134.544,µm,Spot,Image 1,2,3963,
177.791,µm,Spot,Image 1,2,3966,
183.388,µm,Spot,Image 1,2,3968,
150.634,µm,Spot,Image 1,2,3969,
143.649,µm,Spot,Image 1,2,3975,
156.162,µm,Spot,Image 1,2,3976,
121.839,µm,Spot,Image 1,2,3979,
148.62,µm,Spot,Image 1,2,3981,
133.287,µm,Spot,Image 1,2,3982,
123.383,µm,Spot,Image 1,2,3987,
147.324,µm,Spot,Image 1,2,3988,
203.265,µm,Spot,Image 1,2,3989,
185.033,µm,Spot,Image 1,2,3999,
128.351,µm,Spot,Image 1,2,4002,
201.516,µm,Spot,Image 1,2,4008,
135.586,µm,Spot,Image 1,2,4011,
186.334,µm,Spot,Image 1,2,4014,
161.058,µm,Spot,Image 1,2,4023,
169.485,µm,Spot,Image 1,2,4032,
116.524,µm,Spot,Image 1,2,4033,
155.507,µm,Spot,Image 1,2,4047,
141.865,µm,Spot,Image 1,2,4048,
152.375,µm,Spot,Image 1,2,4051,
167.064,µm,Spot,Image 1,2,4052,
186.558,µm,Spot,Image 1,2,4053,
132.386,µm,Spot,Image 1,2,4056,
169.955,µm,Spot,Image 1,2,4058,
174.046,µm,Spot,Image 1,2,4059,
141.301,µm,Spot,Image 1,2,4062,
164.751,µm,Spot,Image 1,2,4064,
216.475,µm,Spot,Image 1,2,4079,
146.31,µm,Spot,Image 1,2,4081,
121.284,µm,Spot,Image 1,2,4082,
121.477,µm,Spot,Image 1,2,4083,
140.414,µm,Spot,Image 1,2,4085,
122.832,µm,Spot,Image 1,2,4088,
109.911,µm,Spot,Image 1,2,4090,
121.886,µm,Spot,Image 1,2,4092,
111.209,µm,Spot,Image 1,2,4103,
85.897,µm,Spot,Image 1,2,4104,
53.5845,µm,Spot,Image 1,2,4107,
109.2,µm,Spot,Image 1,2,4109,
32.1516,µm,Spot,Image 1,2,4121,
58.7095,µm,Spot,Image 1,2,4122,
46.1371,µm,Spot,Image 1,2,4125,
43.509,µm,Spot,Image 1,2,4129,
103.011,µm,Spot,Image 1,2,4138,
117.628,µm,Spot,Image 1,2,4140,
40.2001,µm,Spot,Image 1,2,4141,
61.2295,µm,Spot,Image 1,2,4146,
31.1295,µm,Spot,Image 1,2,4148,
99.9806,µm,Spot,Image 1,2,4150,
57.295,µm,Spot,Image 1,2,4151,
37.9261,µm,Spot,Image 1,2,4152,
62.6575,µm,Spot,Image 1,2,4158,
35.6493,µm,Spot,Image 1,2,4160,
107.615,µm,Spot,Image 1,2,4163,
197.091,µm,Spot,Image 1,2,4165,
121.861,µm,Spot,Image 1,2,4169,
151.723,µm,Spot,Image 1,2,4177,
162.713,µm,Spot,Image 1,2,4190,
169.626,µm,Spot,Image 1,2,4192,
135.037,µm,Spot,Image 1,2,4193,
131.846,µm,Spot,Image 1,2,4197,
