
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
39.242,µm,Spot,Image 1,12,26080,
0,µm,Spot,Image 1,12,26143,
2.24554,µm,Spot,Image 1,12,26145,
38.7387,µm,Spot,Image 1,12,26182,
39.7766,µm,Spot,Image 1,12,26189,
42.3178,µm,Spot,Image 1,12,26223,
71.275,µm,Spot,Image 1,12,26225,
49.5784,µm,Spot,Image 1,12,26229,
79.295,µm,Spot,Image 1,12,26239,
88.3015,µm,Spot,Image 1,12,26254,
34.1167,µm,Spot,Image 1,12,26256,
73.6567,µm,Spot,Image 1,12,26265,
61.3748,µm,Spot,Image 1,12,26269,
116.765,µm,Spot,Image 1,12,26274,
94.4722,µm,Spot,Image 1,12,26279,
2.92651,µm,Spot,Image 1,12,26287,
70.3197,µm,Spot,Image 1,12,26288,
5.24792,µm,Spot,Image 1,12,26289,
11.8573,µm,Spot,Image 1,12,26290,
81.1508,µm,Spot,Image 1,12,26294,
39.3212,µm,Spot,Image 1,12,26295,
10.3367,µm,Spot,Image 1,12,26297,
8.03674,µm,Spot,Image 1,12,26299,
2.52002,µm,Spot,Image 1,12,26300,
129.636,µm,Spot,Image 1,12,26305,
131.901,µm,Spot,Image 1,12,26318,
188.539,µm,Spot,Image 1,12,26325,
47.2455,µm,Spot,Image 1,12,26372,
54.5995,µm,Spot,Image 1,12,26373,
53.8451,µm,Spot,Image 1,12,26377,
53.0947,µm,Spot,Image 1,12,26385,
41.8347,µm,Spot,Image 1,12,26386,
23.6013,µm,Spot,Image 1,12,26391,
27.7023,µm,Spot,Image 1,12,26395,
13.2737,µm,Spot,Image 1,12,26397,
10.4507,µm,Spot,Image 1,12,26399,
122.526,µm,Spot,Image 1,12,26404,
133.703,µm,Spot,Image 1,12,26426,
239.52,µm,Spot,Image 1,12,26431,
51.0577,µm,Spot,Image 1,12,26471,
7.47479,µm,Spot,Image 1,12,26474,
89.66,µm,Spot,Image 1,12,26475,
0.573975,µm,Spot,Image 1,12,26482,
22.7374,µm,Spot,Image 1,12,26484,
0.655396,µm,Spot,Image 1,12,26489,
3.89557,µm,Spot,Image 1,12,26572,
39.2487,µm,Spot,Image 1,12,26589,
39.9087,µm,Spot,Image 1,12,26619,
49.741,µm,Spot,Image 1,12,26629,
127.042,µm,Spot,Image 1,12,26677,
5.9187,µm,Spot,Image 1,12,26696,
5.57703,µm,Spot,Image 1,13,27030,
45.8368,µm,Spot,Image 1,13,27041,
93.1205,µm,Spot,Image 1,13,27078,
226.949,µm,Spot,Image 1,13,27112,
217.807,µm,Spot,Image 1,13,27139,
143.991,µm,Spot,Image 1,13,27166,
233.922,µm,Spot,Image 1,13,27167,
5.80164,µm,Spot,Image 1,13,27203,
24.3269,µm,Spot,Image 1,13,27206,
59.731,µm,Spot,Image 1,13,27209,
150.325,µm,Spot,Image 1,13,27221,
184.303,µm,Spot,Image 1,13,27234,
185.58,µm,Spot,Image 1,13,27235,
146.604,µm,Spot,Image 1,13,27238,
125.635,µm,Spot,Image 1,13,27244,
166.424,µm,Spot,Image 1,13,27254,
191.713,µm,Spot,Image 1,13,27296,
242.454,µm,Spot,Image 1,13,27305,
217.976,µm,Spot,Image 1,13,27311,
237.556,µm,Spot,Image 1,13,27312,
152.492,µm,Spot,Image 1,13,27314,
151.071,µm,Spot,Image 1,13,27316,
136.886,µm,Spot,Image 1,13,27317,
131.877,µm,Spot,Image 1,13,27322,
171.389,µm,Spot,Image 1,13,27347,
155.81,µm,Spot,Image 1,13,27350,
158.804,µm,Spot,Image 1,13,27352,
141.172,µm,Spot,Image 1,13,27353,
138.862,µm,Spot,Image 1,13,27362,
151.201,µm,Spot,Image 1,13,27363,
179.207,µm,Spot,Image 1,13,27365,
38.8289,µm,Spot,Image 1,13,27370,
54.0778,µm,Spot,Image 1,13,27412,
32.5423,µm,Spot,Image 1,13,27414,
75.6174,µm,Spot,Image 1,13,27420,
22.1417,µm,Spot,Image 1,13,27421,
29.4268,µm,Spot,Image 1,13,27424,
0,µm,Spot,Image 1,13,27425,
69.8967,µm,Spot,Image 1,13,27433,
102.278,µm,Spot,Image 1,13,27434,
33.959,µm,Spot,Image 1,13,27435,
11.027,µm,Spot,Image 1,13,27439,
22.7749,µm,Spot,Image 1,13,27440,
45.2875,µm,Spot,Image 1,13,27441,
109.383,µm,Spot,Image 1,13,27445,
107.767,µm,Spot,Image 1,13,27457,
88.765,µm,Spot,Image 1,13,27459,
82.2188,µm,Spot,Image 1,13,27462,
19.7448,µm,Spot,Image 1,13,27484,
17.3799,µm,Spot,Image 1,13,27485,
16.5875,µm,Spot,Image 1,13,27507,
96.7599,µm,Spot,Image 1,13,27521,
33.8249,µm,Spot,Image 1,13,27539,
55.2748,µm,Spot,Image 1,13,27547,
13.1757,µm,Spot,Image 1,13,27561,
22.4847,µm,Spot,Image 1,13,27562,
10.9494,µm,Spot,Image 1,13,27563,
10.1096,µm,Spot,Image 1,13,27566,
23.1575,µm,Spot,Image 1,13,27569,
85.3492,µm,Spot,Image 1,13,27571,
26.3406,µm,Spot,Image 1,13,27575,
102.268,µm,Spot,Image 1,13,27576,
40.8895,µm,Spot,Image 1,13,27582,
47.5833,µm,Spot,Image 1,13,27584,
14.7337,µm,Spot,Image 1,13,27585,
97.475,µm,Spot,Image 1,13,27587,
116.743,µm,Spot,Image 1,13,27589,
70.1318,µm,Spot,Image 1,13,27592,
60.8815,µm,Spot,Image 1,13,27622,
5.76202,µm,Spot,Image 1,13,27632,
4.03577,µm,Spot,Image 1,13,27647,
4.97998,µm,Spot,Image 1,13,27650,
0.571472,µm,Spot,Image 1,13,27651,
99.2028,µm,Spot,Image 1,13,27704,
49.8239,µm,Spot,Image 1,13,27713,
113.935,µm,Spot,Image 1,13,27748,
56.3885,µm,Spot,Image 1,13,27751,
79.674,µm,Spot,Image 1,13,27769,
40.5204,µm,Spot,Image 1,13,27773,
114.291,µm,Spot,Image 1,13,27777,
82.7904,µm,Spot,Image 1,13,27779,
96.2086,µm,Spot,Image 1,13,27780,
79.7395,µm,Spot,Image 1,13,27782,
103.151,µm,Spot,Image 1,13,27784,
39.8475,µm,Spot,Image 1,13,27785,
99.9441,µm,Spot,Image 1,13,27789,
108.48,µm,Spot,Image 1,13,27790,
45.3027,µm,Spot,Image 1,13,27791,
109.788,µm,Spot,Image 1,13,27794,
33.3885,µm,Spot,Image 1,13,27795,
85.6152,µm,Spot,Image 1,13,27814,
10.4252,µm,Spot,Image 1,13,27846,
114.411,µm,Spot,Image 1,13,27849,
44.6393,µm,Spot,Image 1,13,27856,
37.0192,µm,Spot,Image 1,13,27857,
187.594,µm,Spot,Image 1,13,27870,
130.309,µm,Spot,Image 1,13,27873,
183.976,µm,Spot,Image 1,13,27874,
149.456,µm,Spot,Image 1,13,27875,
126.9,µm,Spot,Image 1,13,27879,
153.975,µm,Spot,Image 1,13,27884,
211.215,µm,Spot,Image 1,13,27887,
122.84,µm,Spot,Image 1,13,27897,
130.911,µm,Spot,Image 1,13,27898,
202.579,µm,Spot,Image 1,13,27899,
163.024,µm,Spot,Image 1,13,27900,
145.098,µm,Spot,Image 1,13,27905,
193.037,µm,Spot,Image 1,13,27907,
119.607,µm,Spot,Image 1,13,27925,
194.544,µm,Spot,Image 1,13,27928,
202.557,µm,Spot,Image 1,13,27929,
153.076,µm,Spot,Image 1,13,27937,
141.256,µm,Spot,Image 1,13,27948,
134.595,µm,Spot,Image 1,13,27954,
202.587,µm,Spot,Image 1,13,27962,
132.662,µm,Spot,Image 1,13,27963,
164.593,µm,Spot,Image 1,13,27964,
190.777,µm,Spot,Image 1,13,27966,
144.478,µm,Spot,Image 1,13,27967,
147.439,µm,Spot,Image 1,13,27968,
154.875,µm,Spot,Image 1,13,27970,
212.665,µm,Spot,Image 1,13,27971,
172.624,µm,Spot,Image 1,13,27973,
158.395,µm,Spot,Image 1,13,27980,
159.212,µm,Spot,Image 1,13,27981,
216.45,µm,Spot,Image 1,13,27988,
140.206,µm,Spot,Image 1,13,27996,
109.291,µm,Spot,Image 1,13,28001,
107.97,µm,Spot,Image 1,13,28009,
53.3895,µm,Spot,Image 1,13,28011,
108.879,µm,Spot,Image 1,13,28028,
1.10876,µm,Spot,Image 1,13,28035,
20.5863,µm,Spot,Image 1,13,28038,
0.543579,µm,Spot,Image 1,13,28040,
32.2195,µm,Spot,Image 1,13,28043,
0.136475,µm,Spot,Image 1,13,28044,
98.2244,µm,Spot,Image 1,13,28045,
93.9695,µm,Spot,Image 1,13,28047,
115.769,µm,Spot,Image 1,13,28056,
117.194,µm,Spot,Image 1,13,28067,
65.8528,µm,Spot,Image 1,13,28068,
119.423,µm,Spot,Image 1,13,28070,
127.185,µm,Spot,Image 1,13,28077,
168.347,µm,Spot,Image 1,13,28094,
155.768,µm,Spot,Image 1,13,28095,
168.77,µm,Spot,Image 1,13,28096,
131.083,µm,Spot,Image 1,13,28102,
216.369,µm,Spot,Image 1,13,28113,
159.314,µm,Spot,Image 1,13,28135,
159.201,µm,Spot,Image 1,13,28154,
179.548,µm,Spot,Image 1,13,28155,
183.546,µm,Spot,Image 1,13,28160,
150.622,µm,Spot,Image 1,13,28161,
166.537,µm,Spot,Image 1,13,28162,
166.471,µm,Spot,Image 1,13,28163,
217.323,µm,Spot,Image 1,13,28166,
130.773,µm,Spot,Image 1,13,28168,
164.275,µm,Spot,Image 1,13,28170,
0,µm,Spot,Image 1,13,28175,
9.17542,µm,Spot,Image 1,13,28176,
10.6216,µm,Spot,Image 1,13,28177,
44.2075,µm,Spot,Image 1,13,28178,
2.83459,µm,Spot,Image 1,13,28181,
0,µm,Spot,Image 1,13,28182,
11.3214,µm,Spot,Image 1,13,28189,
13.1183,µm,Spot,Image 1,13,28193,
67.1191,µm,Spot,Image 1,13,28195,
45.9167,µm,Spot,Image 1,13,28197,
1.20447,µm,Spot,Image 1,13,28202,
113.213,µm,Spot,Image 1,13,28214,
60.658,µm,Spot,Image 1,13,28263,
50.5165,µm,Spot,Image 1,13,28264,
38.9018,µm,Spot,Image 1,13,28271,
1.0932,µm,Spot,Image 1,13,28326,
3.85748,µm,Spot,Image 1,13,28327,
40.012,µm,Spot,Image 1,13,28361,
65.7112,µm,Spot,Image 1,13,28387,
48.1472,µm,Spot,Image 1,13,28405,
78.7933,µm,Spot,Image 1,13,28406,
57.3092,µm,Spot,Image 1,13,28418,
33.5359,µm,Spot,Image 1,13,28421,
86.7526,µm,Spot,Image 1,13,28428,
86.0935,µm,Spot,Image 1,13,28446,
97.4106,µm,Spot,Image 1,13,28459,
72.4893,µm,Spot,Image 1,13,28465,
62.7452,µm,Spot,Image 1,13,28468,
116.716,µm,Spot,Image 1,13,28473,
93.6967,µm,Spot,Image 1,13,28478,
68.5298,µm,Spot,Image 1,13,28486,
2.54431,µm,Spot,Image 1,13,28488,
37.7521,µm,Spot,Image 1,13,28493,
12.4021,µm,Spot,Image 1,13,28494,
77.7401,µm,Spot,Image 1,13,28495,
10.3463,µm,Spot,Image 1,13,28498,
1.92029,µm,Spot,Image 1,13,28499,
137.675,µm,Spot,Image 1,13,28505,
136.763,µm,Spot,Image 1,13,28514,
187.339,µm,Spot,Image 1,13,28519,
120.069,µm,Spot,Image 1,13,28561,
46.4532,µm,Spot,Image 1,13,28569,
53.6737,µm,Spot,Image 1,13,28572,
53.1888,µm,Spot,Image 1,13,28574,
119.303,µm,Spot,Image 1,13,28577,
52.1333,µm,Spot,Image 1,13,28580,
38.0205,µm,Spot,Image 1,13,28581,
84.6036,µm,Spot,Image 1,13,28582,
0,µm,Spot,Image 1,13,28584,
22.9645,µm,Spot,Image 1,13,28585,
12.9244,µm,Spot,Image 1,13,28588,
22.2329,µm,Spot,Image 1,13,28589,
8.22546,µm,Spot,Image 1,13,28593,
5.40063,µm,Spot,Image 1,13,28595,
132.589,µm,Spot,Image 1,13,28612,
239.331,µm,Spot,Image 1,13,28615,
0,µm,Spot,Image 1,13,28652,
49.7319,µm,Spot,Image 1,13,28653,
88.9944,µm,Spot,Image 1,13,28654,
8.98248,µm,Spot,Image 1,13,28655,
24.1386,µm,Spot,Image 1,13,28664,
0.275146,µm,Spot,Image 1,13,28667,
0,µm,Spot,Image 1,13,28672,
4.58704,µm,Spot,Image 1,13,28731,
37.3408,µm,Spot,Image 1,13,28745,
48.4711,µm,Spot,Image 1,13,28777,
48.7034,µm,Spot,Image 1,13,28788,
134.347,µm,Spot,Image 1,13,28831,
36.0805,µm,Spot,Image 1,13,28975,
5.73193,µm,Spot,Image 1,14,29158,
28.4006,µm,Spot,Image 1,14,29160,
54.0194,µm,Spot,Image 1,14,29209,
93.7582,µm,Spot,Image 1,14,29210,
225.372,µm,Spot,Image 1,14,29260,
217.442,µm,Spot,Image 1,14,29274,
183.33,µm,Spot,Image 1,14,29280,
169.33,µm,Spot,Image 1,14,29289,
163.101,µm,Spot,Image 1,14,29308,
144.428,µm,Spot,Image 1,14,29309,
232.676,µm,Spot,Image 1,14,29310,
58.9155,µm,Spot,Image 1,14,29354,
150.456,µm,Spot,Image 1,14,29362,
183.13,µm,Spot,Image 1,14,29376,
184.979,µm,Spot,Image 1,14,29377,
146.102,µm,Spot,Image 1,14,29382,
124.595,µm,Spot,Image 1,14,29385,
164.803,µm,Spot,Image 1,14,29398,
190.509,µm,Spot,Image 1,14,29439,
216.539,µm,Spot,Image 1,14,29447,
236.907,µm,Spot,Image 1,14,29450,
142.87,µm,Spot,Image 1,14,29452,
154.277,µm,Spot,Image 1,14,29455,
151.662,µm,Spot,Image 1,14,29456,
132.879,µm,Spot,Image 1,14,29462,
153.005,µm,Spot,Image 1,14,29484,
171.742,µm,Spot,Image 1,14,29487,
138.288,µm,Spot,Image 1,14,29490,
159.793,µm,Spot,Image 1,14,29494,
141.843,µm,Spot,Image 1,14,29495,
154.05,µm,Spot,Image 1,14,29496,
152.227,µm,Spot,Image 1,14,29497,
179.561,µm,Spot,Image 1,14,29502,
33.4756,µm,Spot,Image 1,14,29553,
77.6657,µm,Spot,Image 1,14,29559,
21.421,µm,Spot,Image 1,14,29566,
99.951,µm,Spot,Image 1,14,29581,
32.4578,µm,Spot,Image 1,14,29582,
110.818,µm,Spot,Image 1,14,29586,
108.487,µm,Spot,Image 1,14,29598,
95.5726,µm,Spot,Image 1,14,29602,
87.4766,µm,Spot,Image 1,14,29603,
82.4579,µm,Spot,Image 1,14,29604,
19.3275,µm,Spot,Image 1,14,29611,
22.8072,µm,Spot,Image 1,14,29625,
18.0692,µm,Spot,Image 1,14,29626,
113.346,µm,Spot,Image 1,14,29628,
37.1902,µm,Spot,Image 1,14,29631,
16.8773,µm,Spot,Image 1,14,29648,
108.645,µm,Spot,Image 1,14,29663,
97.0468,µm,Spot,Image 1,14,29664,
88.0596,µm,Spot,Image 1,14,29685,
56.4831,µm,Spot,Image 1,14,29690,
25.2016,µm,Spot,Image 1,14,29695,
11.3385,µm,Spot,Image 1,14,29696,
67.6014,µm,Spot,Image 1,14,29698,
15.2452,µm,Spot,Image 1,14,29699,
12.0351,µm,Spot,Image 1,14,29700,
23.84,µm,Spot,Image 1,14,29703,
12.2845,µm,Spot,Image 1,14,29704,
12.461,µm,Spot,Image 1,14,29705,
8.08441,µm,Spot,Image 1,14,29706,
93.2021,µm,Spot,Image 1,14,29707,
22.3956,µm,Spot,Image 1,14,29709,
24.0662,µm,Spot,Image 1,14,29710,
103.694,µm,Spot,Image 1,14,29712,
85.186,µm,Spot,Image 1,14,29714,
42.2217,µm,Spot,Image 1,14,29718,
27.3929,µm,Spot,Image 1,14,29719,
97.8155,µm,Spot,Image 1,14,29726,
72.7853,µm,Spot,Image 1,14,29728,
48.5497,µm,Spot,Image 1,14,29729,
16.3655,µm,Spot,Image 1,14,29730,
117.348,µm,Spot,Image 1,14,29732,
0.958008,µm,Spot,Image 1,14,29769,
1.35052,µm,Spot,Image 1,14,29787,
81.512,µm,Spot,Image 1,14,29794,
48.0804,µm,Spot,Image 1,14,29846,
113.468,µm,Spot,Image 1,14,29891,
115.424,µm,Spot,Image 1,14,29895,
77.838,µm,Spot,Image 1,14,29905,
79.6847,µm,Spot,Image 1,14,29914,
95.4937,µm,Spot,Image 1,14,29916,
79.0565,µm,Spot,Image 1,14,29920,
106.03,µm,Spot,Image 1,14,29923,
39.0884,µm,Spot,Image 1,14,29932,
78.2471,µm,Spot,Image 1,14,29938,
112.955,µm,Spot,Image 1,14,29988,
121.118,µm,Spot,Image 1,14,29991,
96.9672,µm,Spot,Image 1,14,29997,
44.1388,µm,Spot,Image 1,14,29998,
36,µm,Spot,Image 1,14,29999,
187.162,µm,Spot,Image 1,14,30014,
130.641,µm,Spot,Image 1,14,30015,
148.799,µm,Spot,Image 1,14,30020,
154.023,µm,Spot,Image 1,14,30028,
123.508,µm,Spot,Image 1,14,30032,
202.626,µm,Spot,Image 1,14,30037,
166.036,µm,Spot,Image 1,14,30039,
147.344,µm,Spot,Image 1,14,30041,
129.739,µm,Spot,Image 1,14,30042,
143.486,µm,Spot,Image 1,14,30045,
195.721,µm,Spot,Image 1,14,30062,
202.428,µm,Spot,Image 1,14,30063,
120.162,µm,Spot,Image 1,14,30064,
153.613,µm,Spot,Image 1,14,30077,
140.41,µm,Spot,Image 1,14,30083,
200.787,µm,Spot,Image 1,14,30099,
164.99,µm,Spot,Image 1,14,30103,
145.658,µm,Spot,Image 1,14,30106,
132.851,µm,Spot,Image 1,14,30107,
147.278,µm,Spot,Image 1,14,30109,
190.376,µm,Spot,Image 1,14,30110,
147.742,µm,Spot,Image 1,14,30111,
178.345,µm,Spot,Image 1,14,30113,
170.759,µm,Spot,Image 1,14,30115,
156.897,µm,Spot,Image 1,14,30124,
159.147,µm,Spot,Image 1,14,30125,
216.396,µm,Spot,Image 1,14,30130,
109.244,µm,Spot,Image 1,14,30144,
118.011,µm,Spot,Image 1,14,30146,
108.409,µm,Spot,Image 1,14,30153,
54.7229,µm,Spot,Image 1,14,30155,
108.002,µm,Spot,Image 1,14,30173,
22.566,µm,Spot,Image 1,14,30182,
0,µm,Spot,Image 1,14,30185,
0,µm,Spot,Image 1,14,30188,
15.0399,µm,Spot,Image 1,14,30189,
97.4819,µm,Spot,Image 1,14,30193,
93.5581,µm,Spot,Image 1,14,30196,
0,µm,Spot,Image 1,14,30200,
115.555,µm,Spot,Image 1,14,30202,
64.6102,µm,Spot,Image 1,14,30213,
0,µm,Spot,Image 1,14,30214,
116.46,µm,Spot,Image 1,14,30217,
120.089,µm,Spot,Image 1,14,30218,
127.128,µm,Spot,Image 1,14,30223,
155.668,µm,Spot,Image 1,14,30242,
167.5,µm,Spot,Image 1,14,30244,
217.624,µm,Spot,Image 1,14,30264,
159.515,µm,Spot,Image 1,14,30282,
238.408,µm,Spot,Image 1,14,30294,
186.782,µm,Spot,Image 1,14,30308,
179.173,µm,Spot,Image 1,14,30309,
159.376,µm,Spot,Image 1,14,30313,
149.094,µm,Spot,Image 1,14,30315,
167.323,µm,Spot,Image 1,14,30316,
166.052,µm,Spot,Image 1,14,30317,
215.774,µm,Spot,Image 1,14,30318,
131.29,µm,Spot,Image 1,14,30321,
164.825,µm,Spot,Image 1,14,30324,
10.1433,µm,Spot,Image 1,14,30332,
19.0781,µm,Spot,Image 1,14,30333,
21.3679,µm,Spot,Image 1,14,30334,
0,µm,Spot,Image 1,14,30337,
7.15308,µm,Spot,Image 1,14,30338,
7.58496,µm,Spot,Image 1,14,30343,
1.13586,µm,Spot,Image 1,14,30346,
0,µm,Spot,Image 1,14,30347,
67.6612,µm,Spot,Image 1,14,30353,
10.038,µm,Spot,Image 1,14,30355,
11.186,µm,Spot,Image 1,14,30357,
43.703,µm,Spot,Image 1,14,30359,
0,µm,Spot,Image 1,14,30364,
51.4489,µm,Spot,Image 1,14,30428,
39.9871,µm,Spot,Image 1,14,30435,
78.5881,µm,Spot,Image 1,14,30464,
1.81195,µm,Spot,Image 1,14,30491,
31.082,µm,Spot,Image 1,14,30533,
40.5663,µm,Spot,Image 1,14,30537,
45.1109,µm,Spot,Image 1,14,30544,
32.5765,µm,Spot,Image 1,14,30574,
55.4278,µm,Spot,Image 1,14,30582,
85.9027,µm,Spot,Image 1,14,30595,
71.2255,µm,Spot,Image 1,14,30627,
62.4243,µm,Spot,Image 1,14,30630,
116.822,µm,Spot,Image 1,14,30634,
92.4304,µm,Spot,Image 1,14,30637,
63.6445,µm,Spot,Image 1,14,30644,
0.922485,µm,Spot,Image 1,14,30647,
10.9381,µm,Spot,Image 1,14,30650,
36.8801,µm,Spot,Image 1,14,30653,
9.0885,µm,Spot,Image 1,14,30655,
0.571655,µm,Spot,Image 1,14,30656,
137.456,µm,Spot,Image 1,14,30663,
136.238,µm,Spot,Image 1,14,30674,
187.451,µm,Spot,Image 1,14,30681,
117.863,µm,Spot,Image 1,14,30729,
46.2356,µm,Spot,Image 1,14,30732,
52.781,µm,Spot,Image 1,14,30734,
52.5582,µm,Spot,Image 1,14,30736,
50.8042,µm,Spot,Image 1,14,30740,
35.897,µm,Spot,Image 1,14,30741,
20.8267,µm,Spot,Image 1,14,30745,
16.0497,µm,Spot,Image 1,14,30751,
12.1329,µm,Spot,Image 1,14,30753,
7.06177,µm,Spot,Image 1,14,30756,
124.963,µm,Spot,Image 1,14,30768,
131.676,µm,Spot,Image 1,14,30778,
238.94,µm,Spot,Image 1,14,30786,
8.61749,µm,Spot,Image 1,14,30823,
6.51361,µm,Spot,Image 1,14,30824,
47.9877,µm,Spot,Image 1,14,30825,
89.0366,µm,Spot,Image 1,14,30826,
0,µm,Spot,Image 1,14,30828,
24.0571,µm,Spot,Image 1,14,30838,
0,µm,Spot,Image 1,14,30839,
0,µm,Spot,Image 1,14,30849,
0,µm,Spot,Image 1,14,30913,
5.15118,µm,Spot,Image 1,14,30917,
37.2877,µm,Spot,Image 1,14,30929,
43.8724,µm,Spot,Image 1,14,30930,
50.108,µm,Spot,Image 1,14,30957,
48.2043,µm,Spot,Image 1,14,30965,
133.695,µm,Spot,Image 1,14,31010,
4.31934,µm,Spot,Image 1,14,31026,
0,µm,Spot,Image 1,14,31033,
