
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
59129,,Spot,8,Image 1,1,5,
124287,,Spot,8,Image 1,1,23,
102683,,Spot,8,Image 1,1,29,
128418,,Spot,8,Image 1,1,68,
73878,,Spot,8,Image 1,1,75,
94633,,Spot,8,Image 1,1,77,
72383,,Spot,8,Image 1,1,88,
41106,,Spot,8,Image 1,1,127,
70537,,Spot,8,Image 1,1,142,
76409,,Spot,8,Image 1,1,143,
72331,,Spot,8,Image 1,1,162,
73631,,Spot,8,Image 1,1,164,
73614,,Spot,8,Image 1,1,167,
88941,,Spot,8,Image 1,1,171,
110676,,Spot,8,Image 1,1,173,
46241,,Spot,8,Image 1,1,174,
74420,,Spot,8,Image 1,1,182,
67747,,Spot,8,Image 1,1,188,
67519,,Spot,8,Image 1,1,190,
55945,,Spot,8,Image 1,1,192,
70655,,Spot,8,Image 1,1,201,
110956,,Spot,8,Image 1,1,217,
75239,,Spot,8,Image 1,1,222,
64790,,Spot,8,Image 1,1,237,
69725,,Spot,8,Image 1,1,239,
63622,,Spot,8,Image 1,1,241,
62983,,Spot,8,Image 1,1,242,
62922,,Spot,8,Image 1,1,244,
60118,,Spot,8,Image 1,1,246,
59554,,Spot,8,Image 1,1,250,
63194,,Spot,8,Image 1,1,257,
68378,,Spot,8,Image 1,1,300,
96427,,Spot,8,Image 1,1,303,
78526,,Spot,8,Image 1,1,305,
75199,,Spot,8,Image 1,1,309,
64341,,Spot,8,Image 1,1,313,
51102,,Spot,8,Image 1,1,350,
72402,,Spot,8,Image 1,1,354,
67384,,Spot,8,Image 1,1,364,
67093,,Spot,8,Image 1,1,369,
53875,,Spot,8,Image 1,1,378,
68894,,Spot,8,Image 1,1,380,
79556,,Spot,8,Image 1,1,387,
63692,,Spot,8,Image 1,1,397,
77334,,Spot,8,Image 1,1,400,
62885,,Spot,8,Image 1,1,404,
67736,,Spot,8,Image 1,1,406,
64504,,Spot,8,Image 1,1,412,
67697,,Spot,8,Image 1,1,413,
71539,,Spot,8,Image 1,1,457,
59254,,Spot,8,Image 1,1,458,
71330,,Spot,8,Image 1,1,461,
117946,,Spot,8,Image 1,1,484,
166891,,Spot,8,Image 1,1,485,
112251,,Spot,8,Image 1,1,487,
73523,,Spot,8,Image 1,1,498,
48018,,Spot,8,Image 1,1,509,
44853,,Spot,8,Image 1,1,510,
47599,,Spot,8,Image 1,1,513,
129980,,Spot,8,Image 1,1,518,
141500,,Spot,8,Image 1,1,520,
102745,,Spot,8,Image 1,1,522,
130307,,Spot,8,Image 1,1,528,
107144,,Spot,8,Image 1,1,552,
70023,,Spot,8,Image 1,1,565,
48117,,Spot,8,Image 1,1,572,
59683,,Spot,8,Image 1,1,604,
68679,,Spot,8,Image 1,1,615,
71226,,Spot,8,Image 1,1,616,
60961,,Spot,8,Image 1,1,626,
64337,,Spot,8,Image 1,1,631,
70799,,Spot,8,Image 1,1,661,
132282,,Spot,8,Image 1,1,688,
62182,,Spot,8,Image 1,1,693,
105630,,Spot,8,Image 1,1,696,
97417,,Spot,8,Image 1,1,704,
67927,,Spot,8,Image 1,1,707,
184982,,Spot,8,Image 1,1,714,
77141,,Spot,8,Image 1,1,716,
71119,,Spot,8,Image 1,1,718,
39586,,Spot,8,Image 1,1,730,
82944,,Spot,8,Image 1,1,748,
56945,,Spot,8,Image 1,1,762,
90498,,Spot,8,Image 1,1,780,
91631,,Spot,8,Image 1,1,782,
84453,,Spot,8,Image 1,1,783,
145777,,Spot,8,Image 1,1,789,
109289,,Spot,8,Image 1,1,790,
77042,,Spot,8,Image 1,1,792,
102386,,Spot,8,Image 1,1,794,
211475,,Spot,8,Image 1,1,797,
97825,,Spot,8,Image 1,1,798,
113842,,Spot,8,Image 1,1,800,
104881,,Spot,8,Image 1,1,809,
56159,,Spot,8,Image 1,1,812,
44314,,Spot,8,Image 1,1,814,
80013,,Spot,8,Image 1,1,822,
111623,,Spot,8,Image 1,1,823,
71971,,Spot,8,Image 1,1,825,
81009,,Spot,8,Image 1,1,829,
88189,,Spot,8,Image 1,1,830,
79941,,Spot,8,Image 1,1,835,
76347,,Spot,8,Image 1,1,837,
68861,,Spot,8,Image 1,1,845,
77373,,Spot,8,Image 1,1,889,
52530,,Spot,8,Image 1,1,900,
51516,,Spot,8,Image 1,1,903,
67092,,Spot,8,Image 1,1,905,
63521,,Spot,8,Image 1,1,906,
47932,,Spot,8,Image 1,1,914,
45019,,Spot,8,Image 1,1,917,
44521,,Spot,8,Image 1,1,921,
52173,,Spot,8,Image 1,1,923,
86443,,Spot,8,Image 1,1,933,
80339,,Spot,8,Image 1,1,936,
79931,,Spot,8,Image 1,1,937,
77064,,Spot,8,Image 1,1,939,
105578,,Spot,8,Image 1,1,941,
90852,,Spot,8,Image 1,1,949,
67622,,Spot,8,Image 1,1,952,
49603,,Spot,8,Image 1,1,965,
56163,,Spot,8,Image 1,1,978,
65622,,Spot,8,Image 1,1,989,
60448,,Spot,8,Image 1,1,994,
74262,,Spot,8,Image 1,1,997,
137811,,Spot,8,Image 1,1,1010,
79523,,Spot,8,Image 1,1,1018,
69184,,Spot,8,Image 1,1,1021,
62254,,Spot,8,Image 1,1,1033,
67860,,Spot,8,Image 1,1,1041,
71966,,Spot,8,Image 1,1,1043,
113621,,Spot,8,Image 1,1,1048,
89359,,Spot,8,Image 1,1,1054,
67068,,Spot,8,Image 1,1,1064,
55078,,Spot,8,Image 1,1,1065,
70274,,Spot,8,Image 1,1,1070,
69000,,Spot,8,Image 1,1,1073,
127800,,Spot,8,Image 1,1,1076,
82233,,Spot,8,Image 1,1,1077,
140004,,Spot,8,Image 1,1,1085,
75990,,Spot,8,Image 1,1,1091,
80971,,Spot,8,Image 1,1,1093,
126723,,Spot,8,Image 1,1,1094,
61329,,Spot,8,Image 1,1,1096,
90914,,Spot,8,Image 1,1,1098,
88611,,Spot,8,Image 1,1,1101,
84180,,Spot,8,Image 1,1,1105,
147895,,Spot,8,Image 1,1,1108,
88488,,Spot,8,Image 1,1,1109,
72449,,Spot,8,Image 1,1,1113,
69847,,Spot,8,Image 1,1,1124,
77374,,Spot,8,Image 1,1,1132,
64195,,Spot,8,Image 1,1,1133,
177867,,Spot,8,Image 1,1,1139,
102383,,Spot,8,Image 1,1,1146,
94098,,Spot,8,Image 1,1,1149,
60658,,Spot,8,Image 1,1,1150,
75778,,Spot,8,Image 1,1,1153,
69324,,Spot,8,Image 1,1,1154,
95758,,Spot,8,Image 1,1,1158,
65300,,Spot,8,Image 1,1,1165,
117603,,Spot,8,Image 1,1,1169,
56196,,Spot,8,Image 1,1,1180,
66712,,Spot,8,Image 1,1,1184,
58161,,Spot,8,Image 1,1,1185,
109653,,Spot,8,Image 1,1,1189,
134169,,Spot,8,Image 1,1,1193,
62500,,Spot,8,Image 1,1,1196,
67098,,Spot,8,Image 1,1,1198,
78191,,Spot,8,Image 1,1,1199,
62474,,Spot,8,Image 1,1,1201,
68190,,Spot,8,Image 1,1,1203,
55478,,Spot,8,Image 1,1,1209,
113019,,Spot,8,Image 1,1,1210,
65173,,Spot,8,Image 1,1,1211,
63674,,Spot,8,Image 1,1,1213,
67534,,Spot,8,Image 1,1,1216,
127049,,Spot,8,Image 1,1,1217,
60683,,Spot,8,Image 1,1,1218,
74824,,Spot,8,Image 1,1,1226,
95606,,Spot,8,Image 1,1,1228,
88100,,Spot,8,Image 1,1,1229,
75586,,Spot,8,Image 1,1,1232,
60173,,Spot,8,Image 1,1,1237,
53261,,Spot,8,Image 1,1,1241,
57102,,Spot,8,Image 1,1,1242,
61168,,Spot,8,Image 1,1,1243,
59764,,Spot,8,Image 1,1,1246,
64328,,Spot,8,Image 1,1,1258,
70709,,Spot,8,Image 1,1,1262,
82107,,Spot,8,Image 1,1,1264,
57274,,Spot,8,Image 1,1,1271,
66613,,Spot,8,Image 1,1,1284,
66397,,Spot,8,Image 1,1,1288,
62583,,Spot,8,Image 1,1,1291,
66620,,Spot,8,Image 1,1,1301,
72543,,Spot,8,Image 1,1,1303,
92396,,Spot,8,Image 1,1,1326,
151538,,Spot,8,Image 1,1,1327,
70289,,Spot,8,Image 1,1,1328,
154323,,Spot,8,Image 1,1,1331,
130527,,Spot,8,Image 1,1,1332,
66172,,Spot,8,Image 1,1,1334,
133707,,Spot,8,Image 1,1,1336,
103381,,Spot,8,Image 1,1,1339,
80333,,Spot,8,Image 1,1,1341,
55001,,Spot,8,Image 1,1,1346,
69375,,Spot,8,Image 1,1,1347,
94845,,Spot,8,Image 1,1,1351,
99303,,Spot,8,Image 1,1,1353,
117992,,Spot,8,Image 1,1,1354,
92904,,Spot,8,Image 1,1,1355,
175511,,Spot,8,Image 1,1,1357,
82430,,Spot,8,Image 1,1,1358,
73427,,Spot,8,Image 1,1,1359,
86838,,Spot,8,Image 1,1,1361,
79942,,Spot,8,Image 1,1,1362,
81316,,Spot,8,Image 1,1,1364,
82269,,Spot,8,Image 1,1,1370,
96375,,Spot,8,Image 1,1,1371,
192360,,Spot,8,Image 1,1,1372,
83344,,Spot,8,Image 1,1,1373,
158624,,Spot,8,Image 1,1,1375,
148219,,Spot,8,Image 1,1,1376,
79778,,Spot,8,Image 1,1,1382,
110897,,Spot,8,Image 1,1,1383,
96588,,Spot,8,Image 1,1,1389,
66599,,Spot,8,Image 1,1,1390,
99553,,Spot,8,Image 1,1,1392,
128108,,Spot,8,Image 1,1,1399,
65541,,Spot,8,Image 1,1,1402,
65871,,Spot,8,Image 1,1,1406,
113599,,Spot,8,Image 1,1,1410,
49238,,Spot,8,Image 1,1,1411,
77425,,Spot,8,Image 1,1,1415,
60248,,Spot,8,Image 1,1,1420,
66263,,Spot,8,Image 1,1,1435,
125867,,Spot,8,Image 1,1,1436,
63306,,Spot,8,Image 1,1,1439,
58798,,Spot,8,Image 1,1,1440,
83409,,Spot,8,Image 1,1,1444,
67378,,Spot,8,Image 1,1,1445,
94373,,Spot,8,Image 1,1,1446,
87577,,Spot,8,Image 1,1,1447,
65803,,Spot,8,Image 1,1,1448,
59850,,Spot,8,Image 1,1,1452,
78853,,Spot,8,Image 1,1,1456,
75718,,Spot,8,Image 1,1,1457,
71964,,Spot,8,Image 1,1,1460,
78347,,Spot,8,Image 1,1,1461,
63235,,Spot,8,Image 1,1,1463,
50973,,Spot,8,Image 1,1,1471,
101065,,Spot,8,Image 1,1,1478,
50114,,Spot,8,Image 1,1,1480,
60267,,Spot,8,Image 1,1,1489,
67679,,Spot,8,Image 1,1,1493,
70955,,Spot,8,Image 1,1,1495,
49923,,Spot,8,Image 1,1,1496,
55678,,Spot,8,Image 1,1,1506,
61797,,Spot,8,Image 1,1,1508,
111316,,Spot,8,Image 1,1,1509,
96340,,Spot,8,Image 1,1,1513,
124939,,Spot,8,Image 1,1,1534,
80348,,Spot,8,Image 1,1,1537,
72248,,Spot,8,Image 1,1,1543,
106970,,Spot,8,Image 1,1,1546,
66997,,Spot,8,Image 1,1,1547,
71308,,Spot,8,Image 1,1,1552,
54744,,Spot,8,Image 1,1,1553,
74338,,Spot,8,Image 1,1,1555,
146311,,Spot,8,Image 1,1,1567,
61299,,Spot,8,Image 1,1,1569,
62619,,Spot,8,Image 1,1,1572,
87960,,Spot,8,Image 1,1,1576,
80496,,Spot,8,Image 1,1,1589,
72463,,Spot,8,Image 1,1,1595,
75318,,Spot,8,Image 1,1,1615,
87554,,Spot,8,Image 1,1,1620,
51918,,Spot,8,Image 1,1,1634,
75869,,Spot,8,Image 1,1,1650,
78258,,Spot,8,Image 1,1,1651,
56078,,Spot,8,Image 1,1,1656,
66056,,Spot,8,Image 1,1,1657,
80589,,Spot,8,Image 1,1,1662,
63216,,Spot,8,Image 1,1,1665,
79821,,Spot,8,Image 1,1,1684,
75039,,Spot,8,Image 1,1,1690,
103810,,Spot,8,Image 1,1,1692,
93197,,Spot,8,Image 1,1,1694,
64200,,Spot,8,Image 1,1,1695,
109754,,Spot,8,Image 1,1,1697,
56855,,Spot,8,Image 1,1,1699,
77819,,Spot,8,Image 1,1,1700,
149648,,Spot,8,Image 1,1,1706,
75488,,Spot,8,Image 1,1,1710,
83468,,Spot,8,Image 1,1,1721,
74854,,Spot,8,Image 1,1,1725,
68005,,Spot,8,Image 1,1,1726,
87890,,Spot,8,Image 1,1,1732,
86101,,Spot,8,Image 1,1,1752,
51007,,Spot,8,Image 1,1,1768,
54000,,Spot,8,Image 1,1,1769,
52089,,Spot,8,Image 1,1,1775,
50154,,Spot,8,Image 1,1,1788,
84038,,Spot,8,Image 1,1,1815,
69560,,Spot,8,Image 1,1,1818,
53272,,Spot,8,Image 1,1,1824,
55985,,Spot,8,Image 1,1,1825,
52757,,Spot,8,Image 1,1,1837,
78224,,Spot,8,Image 1,1,1844,
56777,,Spot,8,Image 1,1,1845,
118074,,Spot,8,Image 1,1,1851,
77227,,Spot,8,Image 1,1,1857,
33242,,Spot,8,Image 1,1,1858,
67243,,Spot,8,Image 1,1,1864,
129254,,Spot,8,Image 1,1,1865,
52117,,Spot,8,Image 1,1,1870,
53244,,Spot,8,Image 1,1,1871,
58937,,Spot,8,Image 1,1,1893,
64816,,Spot,8,Image 1,1,1896,
89380,,Spot,8,Image 1,1,1898,
60745,,Spot,8,Image 1,1,1902,
59949,,Spot,8,Image 1,1,1914,
51410,,Spot,8,Image 1,1,1915,
83932,,Spot,8,Image 1,1,1920,
53412,,Spot,8,Image 1,1,1929,
70057,,Spot,8,Image 1,1,1936,
58556,,Spot,8,Image 1,1,1938,
72452,,Spot,8,Image 1,1,1941,
112651,,Spot,8,Image 1,1,1943,
64086,,Spot,8,Image 1,1,1945,
53229,,Spot,8,Image 1,1,1947,
69261,,Spot,8,Image 1,1,1948,
64969,,Spot,8,Image 1,1,1952,
66298,,Spot,8,Image 1,1,1954,
61968,,Spot,8,Image 1,1,1956,
28355,,Spot,8,Image 1,1,1957,
62178,,Spot,8,Image 1,1,1963,
46581,,Spot,8,Image 1,1,1974,
51565,,Spot,8,Image 1,1,1976,
62024,,Spot,8,Image 1,1,1983,
31947,,Spot,8,Image 1,1,1985,
52227,,Spot,8,Image 1,1,1990,
60815,,Spot,8,Image 1,1,2000,
95665,,Spot,8,Image 1,1,2004,
78751,,Spot,8,Image 1,1,2005,
52767,,Spot,8,Image 1,1,2007,
68505,,Spot,8,Image 1,1,2008,
131199,,Spot,8,Image 1,1,2014,
85246,,Spot,8,Image 1,1,2034,
85129,,Spot,8,Image 1,1,2037,
68706,,Spot,8,Image 1,1,2038,
92008,,Spot,8,Image 1,1,2042,
114155,,Spot,8,Image 1,1,2043,
71568,,Spot,8,Image 1,1,2044,
123931,,Spot,8,Image 1,1,2045,
67996,,Spot,8,Image 1,1,2052,
68946,,Spot,8,Image 1,1,2053,
66368,,Spot,8,Image 1,1,2054,
71706,,Spot,8,Image 1,1,2055,
73664,,Spot,8,Image 1,1,2057,
129329,,Spot,8,Image 1,1,2058,
49447,,Spot,8,Image 1,1,2060,
57355,,Spot,8,Image 1,1,2061,
131365,,Spot,8,Image 1,1,2072,
117307,,Spot,8,Image 1,1,2073,
64501,,Spot,8,Image 1,1,2078,
123429,,Spot,8,Image 1,1,2085,
69171,,Spot,8,Image 1,1,2098,
63639,,Spot,8,Image 1,1,2102,
56229,,Spot,8,Image 1,1,2103,
51304,,Spot,8,Image 1,1,2148,
43314,,Spot,8,Image 1,1,2177,
106417,,Spot,8,Image 1,1,2189,
180622,,Spot,8,Image 1,1,2191,
203819,,Spot,8,Image 1,1,2193,
121388,,Spot,8,Image 1,1,2194,
94466,,Spot,8,Image 1,1,2196,
150437,,Spot,8,Image 1,1,2197,
84720,,Spot,8,Image 1,1,2198,
193782,,Spot,8,Image 1,1,2199,
85827,,Spot,8,Image 1,1,2200,
77305,,Spot,8,Image 1,1,2201,
99398,,Spot,8,Image 1,1,2203,
79041,,Spot,8,Image 1,1,2211,
50821,,Spot,8,Image 1,1,2212,
59951,,Spot,8,Image 1,1,2230,
83096,,Spot,8,Image 1,1,2261,
60871,,Spot,8,Image 1,1,2266,
75763,,Spot,8,Image 1,1,2273,
55596,,Spot,8,Image 1,1,2457,
52577,,Spot,8,Image 1,1,2458,
70625,,Spot,8,Image 1,1,2471,
46123,,Spot,8,Image 1,1,2552,
51888,,Spot,8,Image 1,1,2661,
72061,,Spot,8,Image 1,2,2937,
91254,,Spot,8,Image 1,2,2938,
69870,,Spot,8,Image 1,2,2939,
76555,,Spot,8,Image 1,2,2971,
67943,,Spot,8,Image 1,2,3016,
82234,,Spot,8,Image 1,2,3018,
82414,,Spot,8,Image 1,2,3045,
61737,,Spot,8,Image 1,2,3046,
54579,,Spot,8,Image 1,2,3056,
59224,,Spot,8,Image 1,2,3065,
77350,,Spot,8,Image 1,2,3101,
80291,,Spot,8,Image 1,2,3127,
49844,,Spot,8,Image 1,2,3132,
57241,,Spot,8,Image 1,2,3135,
55775,,Spot,8,Image 1,2,3140,
63882,,Spot,8,Image 1,2,3144,
50969,,Spot,8,Image 1,2,3150,
67849,,Spot,8,Image 1,2,3154,
65451,,Spot,8,Image 1,2,3160,
64208,,Spot,8,Image 1,2,3175,
56435,,Spot,8,Image 1,2,3176,
64383,,Spot,8,Image 1,2,3177,
70790,,Spot,8,Image 1,2,3184,
99952,,Spot,8,Image 1,2,3185,
54239,,Spot,8,Image 1,2,3187,
56537,,Spot,8,Image 1,2,3213,
58036,,Spot,8,Image 1,2,3220,
60248,,Spot,8,Image 1,2,3235,
84922,,Spot,8,Image 1,2,3242,
106271,,Spot,8,Image 1,2,3243,
144741,,Spot,8,Image 1,2,3244,
79059,,Spot,8,Image 1,2,3245,
74995,,Spot,8,Image 1,2,3248,
106503,,Spot,8,Image 1,2,3250,
113075,,Spot,8,Image 1,2,3262,
95559,,Spot,8,Image 1,2,3264,
134702,,Spot,8,Image 1,2,3265,
112433,,Spot,8,Image 1,2,3279,
70474,,Spot,8,Image 1,2,3280,
114313,,Spot,8,Image 1,2,3295,
81762,,Spot,8,Image 1,2,3329,
51927,,Spot,8,Image 1,2,3330,
74646,,Spot,8,Image 1,2,3334,
53762,,Spot,8,Image 1,2,3339,
89907,,Spot,8,Image 1,2,3340,
60915,,Spot,8,Image 1,2,3350,
66254,,Spot,8,Image 1,2,3358,
65151,,Spot,8,Image 1,2,3359,
72952,,Spot,8,Image 1,2,3376,
99993,,Spot,8,Image 1,2,3402,
59384,,Spot,8,Image 1,2,3412,
77741,,Spot,8,Image 1,2,3414,
92295,,Spot,8,Image 1,2,3415,
165649,,Spot,8,Image 1,2,3419,
82166,,Spot,8,Image 1,2,3420,
87583,,Spot,8,Image 1,2,3425,
60551,,Spot,8,Image 1,2,3434,
52296,,Spot,8,Image 1,2,3446,
63245,,Spot,8,Image 1,2,3451,
103741,,Spot,8,Image 1,2,3467,
72795,,Spot,8,Image 1,2,3469,
81576,,Spot,8,Image 1,2,3470,
109854,,Spot,8,Image 1,2,3472,
110758,,Spot,8,Image 1,2,3474,
79889,,Spot,8,Image 1,2,3475,
100380,,Spot,8,Image 1,2,3477,
80335,,Spot,8,Image 1,2,3479,
120182,,Spot,8,Image 1,2,3480,
109525,,Spot,8,Image 1,2,3481,
181684,,Spot,8,Image 1,2,3483,
97752,,Spot,8,Image 1,2,3484,
113713,,Spot,8,Image 1,2,3491,
83369,,Spot,8,Image 1,2,3492,
45373,,Spot,8,Image 1,2,3497,
52779,,Spot,8,Image 1,2,3499,
72447,,Spot,8,Image 1,2,3503,
87909,,Spot,8,Image 1,2,3510,
101389,,Spot,8,Image 1,2,3512,
62275,,Spot,8,Image 1,2,3517,
80694,,Spot,8,Image 1,2,3518,
66119,,Spot,8,Image 1,2,3521,
71776,,Spot,8,Image 1,2,3525,
66892,,Spot,8,Image 1,2,3527,
89200,,Spot,8,Image 1,2,3532,
75514,,Spot,8,Image 1,2,3536,
99824,,Spot,8,Image 1,2,3539,
76664,,Spot,8,Image 1,2,3563,
58948,,Spot,8,Image 1,2,3577,
82849,,Spot,8,Image 1,2,3588,
54553,,Spot,8,Image 1,2,3590,
53698,,Spot,8,Image 1,2,3591,
59569,,Spot,8,Image 1,2,3605,
63357,,Spot,8,Image 1,2,3608,
81202,,Spot,8,Image 1,2,3611,
103473,,Spot,8,Image 1,2,3612,
86940,,Spot,8,Image 1,2,3615,
90765,,Spot,8,Image 1,2,3618,
64432,,Spot,8,Image 1,2,3619,
56610,,Spot,8,Image 1,2,3620,
68480,,Spot,8,Image 1,2,3622,
79585,,Spot,8,Image 1,2,3633,
53651,,Spot,8,Image 1,2,3635,
49221,,Spot,8,Image 1,2,3636,
71917,,Spot,8,Image 1,2,3637,
67798,,Spot,8,Image 1,2,3675,
48611,,Spot,8,Image 1,2,3679,
55714,,Spot,8,Image 1,2,3686,
107629,,Spot,8,Image 1,2,3687,
88370,,Spot,8,Image 1,2,3688,
110136,,Spot,8,Image 1,2,3693,
68636,,Spot,8,Image 1,2,3696,
63194,,Spot,8,Image 1,2,3702,
93983,,Spot,8,Image 1,2,3729,
82498,,Spot,8,Image 1,2,3732,
105782,,Spot,8,Image 1,2,3748,
68068,,Spot,8,Image 1,2,3749,
115835,,Spot,8,Image 1,2,3758,
59947,,Spot,8,Image 1,2,3760,
66032,,Spot,8,Image 1,2,3763,
56678,,Spot,8,Image 1,2,3768,
74386,,Spot,8,Image 1,2,3771,
72607,,Spot,8,Image 1,2,3776,
49910,,Spot,8,Image 1,2,3778,
109304,,Spot,8,Image 1,2,3783,
60030,,Spot,8,Image 1,2,3787,
