
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
38461,,Spot,3,Image 1,1,5,
96521,,Spot,3,Image 1,1,23,
70370,,Spot,3,Image 1,1,29,
143227,,Spot,3,Image 1,1,68,
55861,,Spot,3,Image 1,1,75,
102800,,Spot,3,Image 1,1,77,
83445,,Spot,3,Image 1,1,88,
50164,,Spot,3,Image 1,1,127,
69131,,Spot,3,Image 1,1,142,
80213,,Spot,3,Image 1,1,143,
62648,,Spot,3,Image 1,1,162,
60656,,Spot,3,Image 1,1,164,
98758,,Spot,3,Image 1,1,167,
105586,,Spot,3,Image 1,1,171,
134891,,Spot,3,Image 1,1,173,
44172,,Spot,3,Image 1,1,174,
67435,,Spot,3,Image 1,1,182,
85877,,Spot,3,Image 1,1,188,
89575,,Spot,3,Image 1,1,190,
78436,,Spot,3,Image 1,1,192,
120332,,Spot,3,Image 1,1,201,
128169,,Spot,3,Image 1,1,217,
77438,,Spot,3,Image 1,1,222,
68713,,Spot,3,Image 1,1,237,
75906,,Spot,3,Image 1,1,239,
87351,,Spot,3,Image 1,1,241,
124882,,Spot,3,Image 1,1,242,
67452,,Spot,3,Image 1,1,244,
71807,,Spot,3,Image 1,1,246,
87560,,Spot,3,Image 1,1,250,
70157,,Spot,3,Image 1,1,257,
57872,,Spot,3,Image 1,1,300,
85056,,Spot,3,Image 1,1,303,
58071,,Spot,3,Image 1,1,305,
54182,,Spot,3,Image 1,1,309,
75645,,Spot,3,Image 1,1,313,
43715,,Spot,3,Image 1,1,350,
56724,,Spot,3,Image 1,1,354,
92752,,Spot,3,Image 1,1,364,
96226,,Spot,3,Image 1,1,369,
52562,,Spot,3,Image 1,1,378,
67596,,Spot,3,Image 1,1,380,
118001,,Spot,3,Image 1,1,387,
62235,,Spot,3,Image 1,1,397,
106164,,Spot,3,Image 1,1,400,
80497,,Spot,3,Image 1,1,404,
96025,,Spot,3,Image 1,1,406,
91989,,Spot,3,Image 1,1,412,
112018,,Spot,3,Image 1,1,413,
108990,,Spot,3,Image 1,1,457,
110039,,Spot,3,Image 1,1,458,
99826,,Spot,3,Image 1,1,461,
74812,,Spot,3,Image 1,1,484,
104388,,Spot,3,Image 1,1,485,
70461,,Spot,3,Image 1,1,487,
52326,,Spot,3,Image 1,1,498,
32248,,Spot,3,Image 1,1,509,
32497,,Spot,3,Image 1,1,510,
37222,,Spot,3,Image 1,1,513,
98785,,Spot,3,Image 1,1,518,
88668,,Spot,3,Image 1,1,520,
72213,,Spot,3,Image 1,1,522,
115285,,Spot,3,Image 1,1,528,
74879,,Spot,3,Image 1,1,552,
54048,,Spot,3,Image 1,1,565,
52514,,Spot,3,Image 1,1,572,
63907,,Spot,3,Image 1,1,604,
62806,,Spot,3,Image 1,1,615,
59160,,Spot,3,Image 1,1,616,
46568,,Spot,3,Image 1,1,626,
70762,,Spot,3,Image 1,1,631,
54718,,Spot,3,Image 1,1,661,
95892,,Spot,3,Image 1,1,688,
80666,,Spot,3,Image 1,1,693,
97802,,Spot,3,Image 1,1,696,
170893,,Spot,3,Image 1,1,704,
82883,,Spot,3,Image 1,1,707,
247576,,Spot,3,Image 1,1,714,
100110,,Spot,3,Image 1,1,716,
90498,,Spot,3,Image 1,1,718,
64598,,Spot,3,Image 1,1,730,
97902,,Spot,3,Image 1,1,748,
51043,,Spot,3,Image 1,1,762,
60029,,Spot,3,Image 1,1,780,
55644,,Spot,3,Image 1,1,782,
54596,,Spot,3,Image 1,1,783,
113022,,Spot,3,Image 1,1,789,
71319,,Spot,3,Image 1,1,790,
49389,,Spot,3,Image 1,1,792,
64817,,Spot,3,Image 1,1,794,
142550,,Spot,3,Image 1,1,797,
62431,,Spot,3,Image 1,1,798,
76436,,Spot,3,Image 1,1,800,
87213,,Spot,3,Image 1,1,809,
42642,,Spot,3,Image 1,1,812,
30090,,Spot,3,Image 1,1,814,
59204,,Spot,3,Image 1,1,822,
75237,,Spot,3,Image 1,1,823,
52355,,Spot,3,Image 1,1,825,
64664,,Spot,3,Image 1,1,829,
63261,,Spot,3,Image 1,1,830,
58785,,Spot,3,Image 1,1,835,
57333,,Spot,3,Image 1,1,837,
58774,,Spot,3,Image 1,1,845,
59615,,Spot,3,Image 1,1,889,
49374,,Spot,3,Image 1,1,900,
55892,,Spot,3,Image 1,1,903,
58782,,Spot,3,Image 1,1,905,
65595,,Spot,3,Image 1,1,906,
40555,,Spot,3,Image 1,1,914,
34082,,Spot,3,Image 1,1,917,
