
Intensity Center Ch=3 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
453,,Spot,3,Image 1,1,485,
275,,Spot,3,Image 1,1,487,
688,,Spot,3,Image 1,1,498,
436,,Spot,3,Image 1,1,509,
463,,Spot,3,Image 1,1,510,
499,,Spot,3,Image 1,1,513,
718,,Spot,3,Image 1,1,518,
684,,Spot,3,Image 1,1,520,
567,,Spot,3,Image 1,1,522,
877,,Spot,3,Image 1,1,528,
398,,Spot,3,Image 1,1,552,
225,,Spot,3,Image 1,1,565,
401,,Spot,3,Image 1,1,572,
485,,Spot,3,Image 1,1,604,
885,,Spot,3,Image 1,1,615,
796,,Spot,3,Image 1,1,616,
644,,Spot,3,Image 1,1,626,
503,,Spot,3,Image 1,1,631,
309,,Spot,3,Image 1,1,661,
517,,Spot,3,Image 1,1,688,
569,,Spot,3,Image 1,1,693,
757,,Spot,3,Image 1,1,696,
761,,Spot,3,Image 1,1,704,
640,,Spot,3,Image 1,1,707,
1023,,Spot,3,Image 1,1,714,
609,,Spot,3,Image 1,1,716,
389,,Spot,3,Image 1,1,718,
369,,Spot,3,Image 1,1,730,
999,,Spot,3,Image 1,1,748,
652,,Spot,3,Image 1,1,762,
442,,Spot,3,Image 1,1,780,
515,,Spot,3,Image 1,1,782,
786,,Spot,3,Image 1,1,783,
721,,Spot,3,Image 1,1,789,
433,,Spot,3,Image 1,1,790,
786,,Spot,3,Image 1,1,792,
355,,Spot,3,Image 1,1,794,
937,,Spot,3,Image 1,1,797,
318,,Spot,3,Image 1,1,798,
264,,Spot,3,Image 1,1,800,
978,,Spot,3,Image 1,1,809,
414,,Spot,3,Image 1,1,812,
242,,Spot,3,Image 1,1,814,
468,,Spot,3,Image 1,1,822,
497,,Spot,3,Image 1,1,823,
423,,Spot,3,Image 1,1,825,
787,,Spot,3,Image 1,1,829,
710,,Spot,3,Image 1,1,830,
442,,Spot,3,Image 1,1,835,
403,,Spot,3,Image 1,1,837,
383,,Spot,3,Image 1,1,845,
250,,Spot,3,Image 1,1,889,
285,,Spot,3,Image 1,1,900,
360,,Spot,3,Image 1,1,903,
806,,Spot,3,Image 1,1,905,
260,,Spot,3,Image 1,1,906,
619,,Spot,3,Image 1,1,914,
405,,Spot,3,Image 1,1,917,
547,,Spot,3,Image 1,1,921,
301,,Spot,3,Image 1,1,923,
286,,Spot,3,Image 1,1,933,
460,,Spot,3,Image 1,1,936,
308,,Spot,3,Image 1,1,937,
734,,Spot,3,Image 1,1,939,
915,,Spot,3,Image 1,1,941,
481,,Spot,3,Image 1,1,949,
687,,Spot,3,Image 1,1,952,
543,,Spot,3,Image 1,1,965,
561,,Spot,3,Image 1,1,978,
483,,Spot,3,Image 1,1,989,
200,,Spot,3,Image 1,1,994,
275,,Spot,3,Image 1,1,997,
758,,Spot,3,Image 1,1,1010,
576,,Spot,3,Image 1,1,1018,
546,,Spot,3,Image 1,1,1021,
735,,Spot,3,Image 1,1,1033,
322,,Spot,3,Image 1,1,1041,
402,,Spot,3,Image 1,1,1043,
686,,Spot,3,Image 1,1,1048,
931,,Spot,3,Image 1,1,1054,
158,,Spot,3,Image 1,1,1064,
887,,Spot,3,Image 1,1,1065,
800,,Spot,3,Image 1,1,1070,
289,,Spot,3,Image 1,1,1073,
1023,,Spot,3,Image 1,1,1076,
513,,Spot,3,Image 1,1,1077,
1023,,Spot,3,Image 1,1,1085,
633,,Spot,3,Image 1,1,1091,
490,,Spot,3,Image 1,1,1093,
1023,,Spot,3,Image 1,1,1094,
971,,Spot,3,Image 1,1,1096,
774,,Spot,3,Image 1,1,1098,
809,,Spot,3,Image 1,1,1101,
508,,Spot,3,Image 1,1,1105,
1023,,Spot,3,Image 1,1,1108,
372,,Spot,3,Image 1,1,1109,
1007,,Spot,3,Image 1,1,1113,
916,,Spot,3,Image 1,1,1124,
460,,Spot,3,Image 1,1,1132,
556,,Spot,3,Image 1,1,1133,
1023,,Spot,3,Image 1,1,1139,
936,,Spot,3,Image 1,1,1146,
711,,Spot,3,Image 1,1,1149,
774,,Spot,3,Image 1,1,1150,
464,,Spot,3,Image 1,1,1153,
618,,Spot,3,Image 1,1,1154,
866,,Spot,3,Image 1,1,1158,
923,,Spot,3,Image 1,1,1165,
1023,,Spot,3,Image 1,1,1169,
969,,Spot,3,Image 1,1,1180,
940,,Spot,3,Image 1,1,1184,
571,,Spot,3,Image 1,1,1185,
1023,,Spot,3,Image 1,1,1189,
1023,,Spot,3,Image 1,1,1193,
908,,Spot,3,Image 1,1,1196,
715,,Spot,3,Image 1,1,1198,
327,,Spot,3,Image 1,1,1199,
834,,Spot,3,Image 1,1,1201,
751,,Spot,3,Image 1,1,1203,
604,,Spot,3,Image 1,1,1209,
756,,Spot,3,Image 1,1,1210,
454,,Spot,3,Image 1,1,1211,
485,,Spot,3,Image 1,1,1213,
1023,,Spot,3,Image 1,1,1216,
1015,,Spot,3,Image 1,1,1217,
556,,Spot,3,Image 1,1,1218,
1002,,Spot,3,Image 1,1,1226,
1023,,Spot,3,Image 1,1,1228,
915,,Spot,3,Image 1,1,1229,
867,,Spot,3,Image 1,1,1232,
204,,Spot,3,Image 1,1,1237,
737,,Spot,3,Image 1,1,1241,
833,,Spot,3,Image 1,1,1242,
440,,Spot,3,Image 1,1,1243,
333,,Spot,3,Image 1,1,1246,
684,,Spot,3,Image 1,1,1258,
1017,,Spot,3,Image 1,1,1262,
698,,Spot,3,Image 1,1,1264,
437,,Spot,3,Image 1,1,1271,
722,,Spot,3,Image 1,1,1284,
1023,,Spot,3,Image 1,1,1288,
735,,Spot,3,Image 1,1,1291,
1011,,Spot,3,Image 1,1,1301,
439,,Spot,3,Image 1,1,1303,
352,,Spot,3,Image 1,1,1326,
739,,Spot,3,Image 1,1,1327,
443,,Spot,3,Image 1,1,1328,
558,,Spot,3,Image 1,1,1331,
1023,,Spot,3,Image 1,1,1332,
1018,,Spot,3,Image 1,1,1334,
756,,Spot,3,Image 1,1,1336,
687,,Spot,3,Image 1,1,1339,
954,,Spot,3,Image 1,1,1341,
822,,Spot,3,Image 1,1,1346,
588,,Spot,3,Image 1,1,1347,
629,,Spot,3,Image 1,1,1351,
903,,Spot,3,Image 1,1,1353,
604,,Spot,3,Image 1,1,1354,
967,,Spot,3,Image 1,1,1355,
1023,,Spot,3,Image 1,1,1357,
860,,Spot,3,Image 1,1,1358,
521,,Spot,3,Image 1,1,1359,
841,,Spot,3,Image 1,1,1361,
696,,Spot,3,Image 1,1,1362,
411,,Spot,3,Image 1,1,1364,
758,,Spot,3,Image 1,1,1370,
471,,Spot,3,Image 1,1,1371,
1023,,Spot,3,Image 1,1,1372,
585,,Spot,3,Image 1,1,1373,
1023,,Spot,3,Image 1,1,1375,
929,,Spot,3,Image 1,1,1376,
534,,Spot,3,Image 1,1,1382,
605,,Spot,3,Image 1,1,1383,
584,,Spot,3,Image 1,1,1389,
1003,,Spot,3,Image 1,1,1390,
739,,Spot,3,Image 1,1,1392,
1023,,Spot,3,Image 1,1,1399,
700,,Spot,3,Image 1,1,1402,
345,,Spot,3,Image 1,1,1406,
1023,,Spot,3,Image 1,1,1410,
1023,,Spot,3,Image 1,1,1411,
1023,,Spot,3,Image 1,1,1415,
441,,Spot,3,Image 1,1,1420,
525,,Spot,3,Image 1,1,1435,
980,,Spot,3,Image 1,1,1436,
639,,Spot,3,Image 1,1,1439,
496,,Spot,3,Image 1,1,1440,
783,,Spot,3,Image 1,1,1444,
550,,Spot,3,Image 1,1,1445,
867,,Spot,3,Image 1,1,1446,
992,,Spot,3,Image 1,1,1447,
680,,Spot,3,Image 1,1,1448,
504,,Spot,3,Image 1,1,1452,
973,,Spot,3,Image 1,1,1456,
801,,Spot,3,Image 1,1,1457,
429,,Spot,3,Image 1,1,1460,
903,,Spot,3,Image 1,1,1461,
604,,Spot,3,Image 1,1,1463,
647,,Spot,3,Image 1,1,1471,
929,,Spot,3,Image 1,1,1478,
720,,Spot,3,Image 1,1,1480,
787,,Spot,3,Image 1,1,1489,
937,,Spot,3,Image 1,1,1493,
852,,Spot,3,Image 1,1,1495,
939,,Spot,3,Image 1,1,1496,
843,,Spot,3,Image 1,1,1506,
860,,Spot,3,Image 1,1,1508,
1023,,Spot,3,Image 1,1,1509,
969,,Spot,3,Image 1,1,1513,
612,,Spot,3,Image 1,1,1534,
284,,Spot,3,Image 1,1,1537,
202,,Spot,3,Image 1,1,1543,
1023,,Spot,3,Image 1,1,1546,
666,,Spot,3,Image 1,1,1547,
457,,Spot,3,Image 1,1,1552,
334,,Spot,3,Image 1,1,1553,
599,,Spot,3,Image 1,1,1555,
818,,Spot,3,Image 1,1,1567,
922,,Spot,3,Image 1,1,1569,
848,,Spot,3,Image 1,1,1572,
495,,Spot,3,Image 1,1,1576,
684,,Spot,3,Image 1,1,1589,
938,,Spot,3,Image 1,1,1595,
984,,Spot,3,Image 1,1,1615,
529,,Spot,3,Image 1,1,1620,
718,,Spot,3,Image 1,1,1634,
446,,Spot,3,Image 1,1,1650,
988,,Spot,3,Image 1,1,1651,
805,,Spot,3,Image 1,1,1656,
576,,Spot,3,Image 1,1,1657,
960,,Spot,3,Image 1,1,1662,
678,,Spot,3,Image 1,1,1665,
342,,Spot,3,Image 1,1,1684,
817,,Spot,3,Image 1,1,1690,
639,,Spot,3,Image 1,1,1692,
342,,Spot,3,Image 1,1,1694,
565,,Spot,3,Image 1,1,1695,
718,,Spot,3,Image 1,1,1697,
343,,Spot,3,Image 1,1,1699,
107,,Spot,3,Image 1,1,1700,
415,,Spot,3,Image 1,1,1706,
234,,Spot,3,Image 1,1,1710,
580,,Spot,3,Image 1,1,1721,
603,,Spot,3,Image 1,1,1725,
651,,Spot,3,Image 1,1,1726,
181,,Spot,3,Image 1,1,1732,
735,,Spot,3,Image 1,1,1752,
793,,Spot,3,Image 1,1,1768,
598,,Spot,3,Image 1,1,1769,
418,,Spot,3,Image 1,1,1775,
595,,Spot,3,Image 1,1,1788,
542,,Spot,3,Image 1,1,1815,
763,,Spot,3,Image 1,1,1818,
519,,Spot,3,Image 1,1,1824,
335,,Spot,3,Image 1,1,1825,
950,,Spot,3,Image 1,1,1837,
991,,Spot,3,Image 1,1,1844,
1010,,Spot,3,Image 1,1,1845,
852,,Spot,3,Image 1,1,1851,
607,,Spot,3,Image 1,1,1857,
385,,Spot,3,Image 1,1,1858,
390,,Spot,3,Image 1,1,1864,
1023,,Spot,3,Image 1,1,1865,
341,,Spot,3,Image 1,1,1870,
849,,Spot,3,Image 1,1,1871,
275,,Spot,3,Image 1,1,1893,
612,,Spot,3,Image 1,1,1896,
999,,Spot,3,Image 1,1,1898,
517,,Spot,3,Image 1,1,1902,
786,,Spot,3,Image 1,1,1914,
831,,Spot,3,Image 1,1,1915,
1023,,Spot,3,Image 1,1,1920,
456,,Spot,3,Image 1,1,1929,
654,,Spot,3,Image 1,1,1936,
399,,Spot,3,Image 1,1,1938,
811,,Spot,3,Image 1,1,1941,
1023,,Spot,3,Image 1,1,1943,
412,,Spot,3,Image 1,1,1945,
963,,Spot,3,Image 1,1,1947,
712,,Spot,3,Image 1,1,1948,
772,,Spot,3,Image 1,1,1952,
755,,Spot,3,Image 1,1,1954,
756,,Spot,3,Image 1,1,1956,
770,,Spot,3,Image 1,1,1957,
834,,Spot,3,Image 1,1,1963,
683,,Spot,3,Image 1,1,1974,
490,,Spot,3,Image 1,1,1976,
596,,Spot,3,Image 1,1,1983,
147,,Spot,3,Image 1,1,1985,
360,,Spot,3,Image 1,1,1990,
988,,Spot,3,Image 1,1,2000,
915,,Spot,3,Image 1,1,2004,
527,,Spot,3,Image 1,1,2005,
798,,Spot,3,Image 1,1,2007,
863,,Spot,3,Image 1,1,2008,
1023,,Spot,3,Image 1,1,2014,
505,,Spot,3,Image 1,1,2034,
1021,,Spot,3,Image 1,1,2037,
637,,Spot,3,Image 1,1,2038,
977,,Spot,3,Image 1,1,2042,
954,,Spot,3,Image 1,1,2043,
426,,Spot,3,Image 1,1,2044,
1001,,Spot,3,Image 1,1,2045,
734,,Spot,3,Image 1,1,2052,
1003,,Spot,3,Image 1,1,2053,
872,,Spot,3,Image 1,1,2054,
797,,Spot,3,Image 1,1,2055,
864,,Spot,3,Image 1,1,2057,
476,,Spot,3,Image 1,1,2058,
602,,Spot,3,Image 1,1,2060,
970,,Spot,3,Image 1,1,2061,
1023,,Spot,3,Image 1,1,2072,
1023,,Spot,3,Image 1,1,2073,
1023,,Spot,3,Image 1,1,2078,
972,,Spot,3,Image 1,1,2085,
1023,,Spot,3,Image 1,1,2098,
401,,Spot,3,Image 1,1,2102,
884,,Spot,3,Image 1,1,2103,
381,,Spot,3,Image 1,1,2148,
727,,Spot,3,Image 1,1,2177,
607,,Spot,3,Image 1,1,2189,
1023,,Spot,3,Image 1,1,2191,
973,,Spot,3,Image 1,1,2193,
965,,Spot,3,Image 1,1,2194,
713,,Spot,3,Image 1,1,2196,
1014,,Spot,3,Image 1,1,2197,
702,,Spot,3,Image 1,1,2198,
780,,Spot,3,Image 1,1,2199,
662,,Spot,3,Image 1,1,2200,
812,,Spot,3,Image 1,1,2201,
1023,,Spot,3,Image 1,1,2203,
739,,Spot,3,Image 1,1,2211,
786,,Spot,3,Image 1,1,2212,
1023,,Spot,3,Image 1,1,2230,
998,,Spot,3,Image 1,1,2261,
512,,Spot,3,Image 1,1,2266,
425,,Spot,3,Image 1,1,2273,
432,,Spot,3,Image 1,1,2457,
374,,Spot,3,Image 1,1,2458,
781,,Spot,3,Image 1,1,2471,
439,,Spot,3,Image 1,1,2552,
912,,Spot,3,Image 1,1,2661,
405,,Spot,3,Image 1,2,2937,
738,,Spot,3,Image 1,2,2938,
467,,Spot,3,Image 1,2,2939,
691,,Spot,3,Image 1,2,2971,
867,,Spot,3,Image 1,2,3016,
734,,Spot,3,Image 1,2,3018,
822,,Spot,3,Image 1,2,3045,
748,,Spot,3,Image 1,2,3046,
590,,Spot,3,Image 1,2,3056,
861,,Spot,3,Image 1,2,3065,
439,,Spot,3,Image 1,2,3101,
550,,Spot,3,Image 1,2,3127,
592,,Spot,3,Image 1,2,3132,
475,,Spot,3,Image 1,2,3135,
865,,Spot,3,Image 1,2,3140,
584,,Spot,3,Image 1,2,3144,
524,,Spot,3,Image 1,2,3150,
551,,Spot,3,Image 1,2,3154,
612,,Spot,3,Image 1,2,3160,
466,,Spot,3,Image 1,2,3175,
870,,Spot,3,Image 1,2,3176,
539,,Spot,3,Image 1,2,3177,
616,,Spot,3,Image 1,2,3184,
946,,Spot,3,Image 1,2,3185,
733,,Spot,3,Image 1,2,3187,
685,,Spot,3,Image 1,2,3213,
720,,Spot,3,Image 1,2,3220,
600,,Spot,3,Image 1,2,3235,
410,,Spot,3,Image 1,2,3242,
520,,Spot,3,Image 1,2,3243,
658,,Spot,3,Image 1,2,3244,
571,,Spot,3,Image 1,2,3245,
311,,Spot,3,Image 1,2,3248,
717,,Spot,3,Image 1,2,3250,
805,,Spot,3,Image 1,2,3262,
538,,Spot,3,Image 1,2,3264,
602,,Spot,3,Image 1,2,3265,
896,,Spot,3,Image 1,2,3279,
334,,Spot,3,Image 1,2,3280,
638,,Spot,3,Image 1,2,3295,
363,,Spot,3,Image 1,2,3329,
691,,Spot,3,Image 1,2,3330,
186,,Spot,3,Image 1,2,3334,
435,,Spot,3,Image 1,2,3339,
750,,Spot,3,Image 1,2,3340,
735,,Spot,3,Image 1,2,3350,
544,,Spot,3,Image 1,2,3358,
599,,Spot,3,Image 1,2,3359,
482,,Spot,3,Image 1,2,3376,
497,,Spot,3,Image 1,2,3402,
431,,Spot,3,Image 1,2,3412,
594,,Spot,3,Image 1,2,3414,
651,,Spot,3,Image 1,2,3415,
941,,Spot,3,Image 1,2,3419,
848,,Spot,3,Image 1,2,3420,
774,,Spot,3,Image 1,2,3425,
899,,Spot,3,Image 1,2,3434,
610,,Spot,3,Image 1,2,3446,
891,,Spot,3,Image 1,2,3451,
722,,Spot,3,Image 1,2,3467,
335,,Spot,3,Image 1,2,3469,
350,,Spot,3,Image 1,2,3470,
417,,Spot,3,Image 1,2,3472,
720,,Spot,3,Image 1,2,3474,
416,,Spot,3,Image 1,2,3475,
465,,Spot,3,Image 1,2,3477,
412,,Spot,3,Image 1,2,3479,
639,,Spot,3,Image 1,2,3480,
775,,Spot,3,Image 1,2,3481,
851,,Spot,3,Image 1,2,3483,
456,,Spot,3,Image 1,2,3484,
548,,Spot,3,Image 1,2,3491,
503,,Spot,3,Image 1,2,3492,
488,,Spot,3,Image 1,2,3497,
397,,Spot,3,Image 1,2,3499,
530,,Spot,3,Image 1,2,3503,
612,,Spot,3,Image 1,2,3510,
670,,Spot,3,Image 1,2,3512,
382,,Spot,3,Image 1,2,3517,
819,,Spot,3,Image 1,2,3518,
442,,Spot,3,Image 1,2,3521,
464,,Spot,3,Image 1,2,3525,
361,,Spot,3,Image 1,2,3527,
452,,Spot,3,Image 1,2,3532,
568,,Spot,3,Image 1,2,3536,
569,,Spot,3,Image 1,2,3539,
551,,Spot,3,Image 1,2,3563,
367,,Spot,3,Image 1,2,3577,
473,,Spot,3,Image 1,2,3588,
457,,Spot,3,Image 1,2,3590,
538,,Spot,3,Image 1,2,3591,
325,,Spot,3,Image 1,2,3605,
474,,Spot,3,Image 1,2,3608,
461,,Spot,3,Image 1,2,3611,
554,,Spot,3,Image 1,2,3612,
613,,Spot,3,Image 1,2,3615,
575,,Spot,3,Image 1,2,3618,
571,,Spot,3,Image 1,2,3619,
449,,Spot,3,Image 1,2,3620,
549,,Spot,3,Image 1,2,3622,
570,,Spot,3,Image 1,2,3633,
677,,Spot,3,Image 1,2,3635,
516,,Spot,3,Image 1,2,3636,
434,,Spot,3,Image 1,2,3637,
726,,Spot,3,Image 1,2,3675,
562,,Spot,3,Image 1,2,3679,
756,,Spot,3,Image 1,2,3686,
930,,Spot,3,Image 1,2,3687,
550,,Spot,3,Image 1,2,3688,
529,,Spot,3,Image 1,2,3693,
485,,Spot,3,Image 1,2,3696,
606,,Spot,3,Image 1,2,3702,
648,,Spot,3,Image 1,2,3729,
949,,Spot,3,Image 1,2,3732,
1009,,Spot,3,Image 1,2,3748,
551,,Spot,3,Image 1,2,3749,
989,,Spot,3,Image 1,2,3758,
696,,Spot,3,Image 1,2,3760,
644,,Spot,3,Image 1,2,3763,
832,,Spot,3,Image 1,2,3768,
887,,Spot,3,Image 1,2,3771,
679,,Spot,3,Image 1,2,3776,
786,,Spot,3,Image 1,2,3778,
968,,Spot,3,Image 1,2,3783,
757,,Spot,3,Image 1,2,3787,
643,,Spot,3,Image 1,2,3802,
792,,Spot,3,Image 1,2,3805,
978,,Spot,3,Image 1,2,3809,
711,,Spot,3,Image 1,2,3812,
604,,Spot,3,Image 1,2,3813,
845,,Spot,3,Image 1,2,3815,
555,,Spot,3,Image 1,2,3818,
968,,Spot,3,Image 1,2,3822,
711,,Spot,3,Image 1,2,3823,
887,,Spot,3,Image 1,2,3825,
1009,,Spot,3,Image 1,2,3829,
892,,Spot,3,Image 1,2,3837,
1013,,Spot,3,Image 1,2,3840,
889,,Spot,3,Image 1,2,3841,
1001,,Spot,3,Image 1,2,3842,
801,,Spot,3,Image 1,2,3843,
272,,Spot,3,Image 1,2,3849,
858,,Spot,3,Image 1,2,3854,
623,,Spot,3,Image 1,2,3855,
903,,Spot,3,Image 1,2,3858,
982,,Spot,3,Image 1,2,3859,
825,,Spot,3,Image 1,2,3863,
802,,Spot,3,Image 1,2,3867,
956,,Spot,3,Image 1,2,3868,
898,,Spot,3,Image 1,2,3869,
765,,Spot,3,Image 1,2,3873,
607,,Spot,3,Image 1,2,3874,
676,,Spot,3,Image 1,2,3876,
762,,Spot,3,Image 1,2,3887,
689,,Spot,3,Image 1,2,3900,
593,,Spot,3,Image 1,2,3904,
871,,Spot,3,Image 1,2,3919,
487,,Spot,3,Image 1,2,3925,
503,,Spot,3,Image 1,2,3934,
920,,Spot,3,Image 1,2,3942,
719,,Spot,3,Image 1,2,3943,
905,,Spot,3,Image 1,2,3948,
663,,Spot,3,Image 1,2,3955,
791,,Spot,3,Image 1,2,3956,
749,,Spot,3,Image 1,2,3957,
842,,Spot,3,Image 1,2,3959,
1009,,Spot,3,Image 1,2,3961,
813,,Spot,3,Image 1,2,3963,
409,,Spot,3,Image 1,2,3966,
674,,Spot,3,Image 1,2,3968,
575,,Spot,3,Image 1,2,3969,
700,,Spot,3,Image 1,2,3975,
1020,,Spot,3,Image 1,2,3976,
682,,Spot,3,Image 1,2,3979,
955,,Spot,3,Image 1,2,3981,
740,,Spot,3,Image 1,2,3982,
676,,Spot,3,Image 1,2,3987,
596,,Spot,3,Image 1,2,3988,
541,,Spot,3,Image 1,2,3989,
751,,Spot,3,Image 1,2,3999,
1019,,Spot,3,Image 1,2,4002,
931,,Spot,3,Image 1,2,4008,
620,,Spot,3,Image 1,2,4011,
657,,Spot,3,Image 1,2,4014,
883,,Spot,3,Image 1,2,4023,
583,,Spot,3,Image 1,2,4032,
1015,,Spot,3,Image 1,2,4033,
866,,Spot,3,Image 1,2,4047,
844,,Spot,3,Image 1,2,4048,
825,,Spot,3,Image 1,2,4051,
1015,,Spot,3,Image 1,2,4052,
773,,Spot,3,Image 1,2,4053,
881,,Spot,3,Image 1,2,4056,
774,,Spot,3,Image 1,2,4058,
758,,Spot,3,Image 1,2,4059,
614,,Spot,3,Image 1,2,4062,
887,,Spot,3,Image 1,2,4064,
926,,Spot,3,Image 1,2,4079,
583,,Spot,3,Image 1,2,4081,
976,,Spot,3,Image 1,2,4082,
604,,Spot,3,Image 1,2,4083,
679,,Spot,3,Image 1,2,4085,
756,,Spot,3,Image 1,2,4088,
984,,Spot,3,Image 1,2,4090,
942,,Spot,3,Image 1,2,4092,
987,,Spot,3,Image 1,2,4103,
883,,Spot,3,Image 1,2,4104,
989,,Spot,3,Image 1,2,4107,
246,,Spot,3,Image 1,2,4109,
581,,Spot,3,Image 1,2,4121,
489,,Spot,3,Image 1,2,4122,
590,,Spot,3,Image 1,2,4125,
708,,Spot,3,Image 1,2,4129,
473,,Spot,3,Image 1,2,4138,
969,,Spot,3,Image 1,2,4140,
504,,Spot,3,Image 1,2,4141,
620,,Spot,3,Image 1,2,4146,
522,,Spot,3,Image 1,2,4148,
771,,Spot,3,Image 1,2,4150,
260,,Spot,3,Image 1,2,4151,
442,,Spot,3,Image 1,2,4152,
501,,Spot,3,Image 1,2,4158,
977,,Spot,3,Image 1,2,4160,
978,,Spot,3,Image 1,2,4163,
274,,Spot,3,Image 1,2,4165,
419,,Spot,3,Image 1,2,4169,
417,,Spot,3,Image 1,2,4177,
727,,Spot,3,Image 1,2,4190,
623,,Spot,3,Image 1,2,4192,
585,,Spot,3,Image 1,2,4193,
683,,Spot,3,Image 1,2,4197,
953,,Spot,3,Image 1,2,4202,
485,,Spot,3,Image 1,2,4206,
705,,Spot,3,Image 1,2,4222,
612,,Spot,3,Image 1,2,4238,
526,,Spot,3,Image 1,2,4241,
737,,Spot,3,Image 1,2,4244,
830,,Spot,3,Image 1,2,4245,
987,,Spot,3,Image 1,2,4250,
521,,Spot,3,Image 1,2,4253,
737,,Spot,3,Image 1,2,4265,
592,,Spot,3,Image 1,2,4268,
386,,Spot,3,Image 1,2,4272,
530,,Spot,3,Image 1,2,4273,
495,,Spot,3,Image 1,2,4274,
547,,Spot,3,Image 1,2,4276,
716,,Spot,3,Image 1,2,4282,
604,,Spot,3,Image 1,2,4288,
413,,Spot,3,Image 1,2,4290,
604,,Spot,3,Image 1,2,4294,
295,,Spot,3,Image 1,2,4297,
431,,Spot,3,Image 1,2,4299,
495,,Spot,3,Image 1,2,4304,
574,,Spot,3,Image 1,2,4305,
770,,Spot,3,Image 1,2,4307,
786,,Spot,3,Image 1,2,4345,
684,,Spot,3,Image 1,2,4364,
646,,Spot,3,Image 1,2,4385,
913,,Spot,3,Image 1,2,4402,
856,,Spot,3,Image 1,2,4404,
897,,Spot,3,Image 1,2,4410,
738,,Spot,3,Image 1,2,4414,
475,,Spot,3,Image 1,2,4419,
924,,Spot,3,Image 1,2,4423,
437,,Spot,3,Image 1,2,4424,
639,,Spot,3,Image 1,2,4431,
680,,Spot,3,Image 1,2,4438,
585,,Spot,3,Image 1,2,4448,
617,,Spot,3,Image 1,2,4450,
648,,Spot,3,Image 1,2,4464,
696,,Spot,3,Image 1,2,4467,
694,,Spot,3,Image 1,2,4468,
963,,Spot,3,Image 1,2,4472,
568,,Spot,3,Image 1,2,4485,
867,,Spot,3,Image 1,2,4487,
838,,Spot,3,Image 1,2,4491,
672,,Spot,3,Image 1,2,4492,
957,,Spot,3,Image 1,2,4493,
742,,Spot,3,Image 1,2,4495,
798,,Spot,3,Image 1,2,4497,
654,,Spot,3,Image 1,2,4498,
752,,Spot,3,Image 1,2,4499,
824,,Spot,3,Image 1,2,4508,
691,,Spot,3,Image 1,2,4520,
892,,Spot,3,Image 1,2,4537,
801,,Spot,3,Image 1,2,4538,
908,,Spot,3,Image 1,2,4543,
525,,Spot,3,Image 1,2,4544,
869,,Spot,3,Image 1,2,4546,
1019,,Spot,3,Image 1,2,4550,
783,,Spot,3,Image 1,2,4554,
994,,Spot,3,Image 1,2,4562,
642,,Spot,3,Image 1,2,4563,
794,,Spot,3,Image 1,2,4567,
509,,Spot,3,Image 1,2,4571,
785,,Spot,3,Image 1,2,4572,
984,,Spot,3,Image 1,2,4574,
728,,Spot,3,Image 1,2,4580,
659,,Spot,3,Image 1,2,4581,
558,,Spot,3,Image 1,2,4583,
434,,Spot,3,Image 1,2,4584,
656,,Spot,3,Image 1,2,4585,
656,,Spot,3,Image 1,2,4592,
