
Intensity Median Ch=4 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
334.84,,Spot,4,Image 1,1,5,
423.16,,Spot,4,Image 1,1,23,
349.568,,Spot,4,Image 1,1,29,
485.72,,Spot,4,Image 1,1,68,
260.9,,Spot,4,Image 1,1,75,
297.864,,Spot,4,Image 1,1,77,
461.88,,Spot,4,Image 1,1,88,
231.328,,Spot,4,Image 1,1,127,
194.24,,Spot,4,Image 1,1,142,
223.064,,Spot,4,Image 1,1,143,
238.944,,Spot,4,Image 1,1,162,
255.744,,Spot,4,Image 1,1,164,
262.728,,Spot,4,Image 1,1,167,
249.208,,Spot,4,Image 1,1,171,
380.04,,Spot,4,Image 1,1,173,
251.448,,Spot,4,Image 1,1,174,
241.816,,Spot,4,Image 1,1,182,
241.088,,Spot,4,Image 1,1,188,
224.856,,Spot,4,Image 1,1,190,
167.88,,Spot,4,Image 1,1,192,
236.656,,Spot,4,Image 1,1,201,
377.144,,Spot,4,Image 1,1,217,
257.144,,Spot,4,Image 1,1,222,
209.5,,Spot,4,Image 1,1,237,
238.152,,Spot,4,Image 1,1,239,
187.456,,Spot,4,Image 1,1,241,
228.048,,Spot,4,Image 1,1,242,
139.256,,Spot,4,Image 1,1,244,
169.352,,Spot,4,Image 1,1,246,
198.496,,Spot,4,Image 1,1,250,
181.12,,Spot,4,Image 1,1,257,
187.542,,Spot,4,Image 1,1,300,
332.52,,Spot,4,Image 1,1,303,
293.888,,Spot,4,Image 1,1,305,
289.812,,Spot,4,Image 1,1,309,
228,,Spot,4,Image 1,1,313,
137.168,,Spot,4,Image 1,1,350,
228.66,,Spot,4,Image 1,1,354,
210.4,,Spot,4,Image 1,1,364,
195.956,,Spot,4,Image 1,1,369,
201.2,,Spot,4,Image 1,1,378,
243.072,,Spot,4,Image 1,1,380,
288.928,,Spot,4,Image 1,1,387,
230.83,,Spot,4,Image 1,1,397,
231.008,,Spot,4,Image 1,1,400,
216.976,,Spot,4,Image 1,1,404,
199.964,,Spot,4,Image 1,1,406,
215.112,,Spot,4,Image 1,1,412,
189.464,,Spot,4,Image 1,1,413,
189.456,,Spot,4,Image 1,1,457,
197.848,,Spot,4,Image 1,1,458,
231.128,,Spot,4,Image 1,1,461,
422.896,,Spot,4,Image 1,1,484,
658.016,,Spot,4,Image 1,1,485,
437.116,,Spot,4,Image 1,1,487,
218.56,,Spot,4,Image 1,1,498,
226.168,,Spot,4,Image 1,1,509,
245.88,,Spot,4,Image 1,1,510,
264.312,,Spot,4,Image 1,1,513,
440.784,,Spot,4,Image 1,1,518,
530.422,,Spot,4,Image 1,1,520,
385.6,,Spot,4,Image 1,1,522,
385.048,,Spot,4,Image 1,1,528,
380.2,,Spot,4,Image 1,1,552,
249.52,,Spot,4,Image 1,1,565,
249.84,,Spot,4,Image 1,1,572,
175.456,,Spot,4,Image 1,1,604,
219.072,,Spot,4,Image 1,1,615,
244.04,,Spot,4,Image 1,1,616,
150.4,,Spot,4,Image 1,1,626,
203.08,,Spot,4,Image 1,1,631,
352.992,,Spot,4,Image 1,1,661,
483.146,,Spot,4,Image 1,1,688,
198.536,,Spot,4,Image 1,1,693,
362.952,,Spot,4,Image 1,1,696,
348.25,,Spot,4,Image 1,1,704,
237.68,,Spot,4,Image 1,1,707,
706.964,,Spot,4,Image 1,1,714,
206.044,,Spot,4,Image 1,1,716,
241.488,,Spot,4,Image 1,1,718,
209.632,,Spot,4,Image 1,1,730,
241,,Spot,4,Image 1,1,748,
165.312,,Spot,4,Image 1,1,762,
546.832,,Spot,4,Image 1,1,780,
548.92,,Spot,4,Image 1,1,782,
475.245,,Spot,4,Image 1,1,783,
617.11,,Spot,4,Image 1,1,789,
404.848,,Spot,4,Image 1,1,790,
198.528,,Spot,4,Image 1,1,792,
372.808,,Spot,4,Image 1,1,794,
820.168,,Spot,4,Image 1,1,797,
366.902,,Spot,4,Image 1,1,798,
408.784,,Spot,4,Image 1,1,800,
360.12,,Spot,4,Image 1,1,809,
315.82,,Spot,4,Image 1,1,812,
243.988,,Spot,4,Image 1,1,814,
344.432,,Spot,4,Image 1,1,822,
389.52,,Spot,4,Image 1,1,823,
246.024,,Spot,4,Image 1,1,825,
219.34,,Spot,4,Image 1,1,829,
276.52,,Spot,4,Image 1,1,830,
264.244,,Spot,4,Image 1,1,835,
287.48,,Spot,4,Image 1,1,837,
251.04,,Spot,4,Image 1,1,845,
286.05,,Spot,4,Image 1,1,889,
145.28,,Spot,4,Image 1,1,900,
161.496,,Spot,4,Image 1,1,903,
206.028,,Spot,4,Image 1,1,905,
193.852,,Spot,4,Image 1,1,906,
219.26,,Spot,4,Image 1,1,914,
234,,Spot,4,Image 1,1,917,
250.296,,Spot,4,Image 1,1,921,
275.128,,Spot,4,Image 1,1,923,
325.16,,Spot,4,Image 1,1,933,
247.096,,Spot,4,Image 1,1,936,
268.776,,Spot,4,Image 1,1,937,
238.26,,Spot,4,Image 1,1,939,
341.552,,Spot,4,Image 1,1,941,
273.888,,Spot,4,Image 1,1,949,
189.924,,Spot,4,Image 1,1,952,
215.496,,Spot,4,Image 1,1,965,
142.648,,Spot,4,Image 1,1,978,
211.813,,Spot,4,Image 1,1,989,
210.008,,Spot,4,Image 1,1,994,
221.32,,Spot,4,Image 1,1,997,
507.592,,Spot,4,Image 1,1,1010,
458.6,,Spot,4,Image 1,1,1018,
238.912,,Spot,4,Image 1,1,1021,
170.464,,Spot,4,Image 1,1,1033,
246.848,,Spot,4,Image 1,1,1041,
391.988,,Spot,4,Image 1,1,1043,
421.184,,Spot,4,Image 1,1,1048,
295.804,,Spot,4,Image 1,1,1054,
221.456,,Spot,4,Image 1,1,1064,
128.472,,Spot,4,Image 1,1,1065,
184.456,,Spot,4,Image 1,1,1070,
236.92,,Spot,4,Image 1,1,1073,
422.312,,Spot,4,Image 1,1,1076,
288.488,,Spot,4,Image 1,1,1077,
504.48,,Spot,4,Image 1,1,1085,
224.68,,Spot,4,Image 1,1,1091,
272.304,,Spot,4,Image 1,1,1093,
451.216,,Spot,4,Image 1,1,1094,
162.036,,Spot,4,Image 1,1,1096,
294.2,,Spot,4,Image 1,1,1098,
300.248,,Spot,4,Image 1,1,1101,
295.028,,Spot,4,Image 1,1,1105,
488.468,,Spot,4,Image 1,1,1108,
290.724,,Spot,4,Image 1,1,1109,
197.192,,Spot,4,Image 1,1,1113,
169.492,,Spot,4,Image 1,1,1124,
245.804,,Spot,4,Image 1,1,1132,
197.824,,Spot,4,Image 1,1,1133,
671.78,,Spot,4,Image 1,1,1139,
361.012,,Spot,4,Image 1,1,1146,
323.384,,Spot,4,Image 1,1,1149,
170.152,,Spot,4,Image 1,1,1150,
224.644,,Spot,4,Image 1,1,1153,
228.992,,Spot,4,Image 1,1,1154,
345.016,,Spot,4,Image 1,1,1158,
159.84,,Spot,4,Image 1,1,1165,
360.6,,Spot,4,Image 1,1,1169,
155.44,,Spot,4,Image 1,1,1180,
188.9,,Spot,4,Image 1,1,1184,
196.224,,Spot,4,Image 1,1,1185,
339.208,,Spot,4,Image 1,1,1189,
457.28,,Spot,4,Image 1,1,1193,
163.264,,Spot,4,Image 1,1,1196,
229,,Spot,4,Image 1,1,1198,
219.7,,Spot,4,Image 1,1,1199,
207.472,,Spot,4,Image 1,1,1201,
234.792,,Spot,4,Image 1,1,1203,
193.048,,Spot,4,Image 1,1,1209,
403.336,,Spot,4,Image 1,1,1210,
205.688,,Spot,4,Image 1,1,1211,
209.186,,Spot,4,Image 1,1,1213,
176,,Spot,4,Image 1,1,1216,
402.71,,Spot,4,Image 1,1,1217,
205.48,,Spot,4,Image 1,1,1218,
214.64,,Spot,4,Image 1,1,1226,
263.336,,Spot,4,Image 1,1,1228,
283.48,,Spot,4,Image 1,1,1229,
238.344,,Spot,4,Image 1,1,1232,
199.816,,Spot,4,Image 1,1,1237,
178.056,,Spot,4,Image 1,1,1241,
187.676,,Spot,4,Image 1,1,1242,
216.256,,Spot,4,Image 1,1,1243,
177.264,,Spot,4,Image 1,1,1246,
224.236,,Spot,4,Image 1,1,1258,
177.296,,Spot,4,Image 1,1,1262,
257.726,,Spot,4,Image 1,1,1264,
179.94,,Spot,4,Image 1,1,1271,
200.996,,Spot,4,Image 1,1,1284,
192.56,,Spot,4,Image 1,1,1288,
199.02,,Spot,4,Image 1,1,1291,
165.45,,Spot,4,Image 1,1,1301,
242.712,,Spot,4,Image 1,1,1303,
312.976,,Spot,4,Image 1,1,1326,
544.042,,Spot,4,Image 1,1,1327,
245.448,,Spot,4,Image 1,1,1328,
553,,Spot,4,Image 1,1,1331,
452.784,,Spot,4,Image 1,1,1332,
153.328,,Spot,4,Image 1,1,1334,
473.92,,Spot,4,Image 1,1,1336,
