
Intensity Max Ch=11 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
188.844,,Spot,11,Image 1,1,5,
170.138,,Spot,11,Image 1,1,23,
227.188,,Spot,11,Image 1,1,29,
312.681,,Spot,11,Image 1,1,68,
189.306,,Spot,11,Image 1,1,75,
260.125,,Spot,11,Image 1,1,77,
287.525,,Spot,11,Image 1,1,88,
352.949,,Spot,11,Image 1,1,127,
318.669,,Spot,11,Image 1,1,142,
328.001,,Spot,11,Image 1,1,143,
364.878,,Spot,11,Image 1,1,162,
353.663,,Spot,11,Image 1,1,164,
408.987,,Spot,11,Image 1,1,167,
418.841,,Spot,11,Image 1,1,171,
375.037,,Spot,11,Image 1,1,173,
396.934,,Spot,11,Image 1,1,174,
393.851,,Spot,11,Image 1,1,182,
412.84,,Spot,11,Image 1,1,188,
448.099,,Spot,11,Image 1,1,190,
333.157,,Spot,11,Image 1,1,192,
365.447,,Spot,11,Image 1,1,201,
518.15,,Spot,11,Image 1,1,217,
502.917,,Spot,11,Image 1,1,222,
457.974,,Spot,11,Image 1,1,237,
396.692,,Spot,11,Image 1,1,239,
466.555,,Spot,11,Image 1,1,241,
540.182,,Spot,11,Image 1,1,242,
479.644,,Spot,11,Image 1,1,244,
507.201,,Spot,11,Image 1,1,246,
504.701,,Spot,11,Image 1,1,250,
542.582,,Spot,11,Image 1,1,257,
102.736,,Spot,11,Image 1,1,300,
195.056,,Spot,11,Image 1,1,303,
93.4884,,Spot,11,Image 1,1,305,
120.688,,Spot,11,Image 1,1,309,
158.691,,Spot,11,Image 1,1,313,
200.651,,Spot,11,Image 1,1,350,
213.337,,Spot,11,Image 1,1,354,
201.338,,Spot,11,Image 1,1,364,
188.688,,Spot,11,Image 1,1,369,
309.743,,Spot,11,Image 1,1,378,
285.795,,Spot,11,Image 1,1,380,
280.088,,Spot,11,Image 1,1,387,
268.507,,Spot,11,Image 1,1,397,
226.463,,Spot,11,Image 1,1,400,
338.938,,Spot,11,Image 1,1,404,
298.592,,Spot,11,Image 1,1,406,
339.969,,Spot,11,Image 1,1,412,
327.955,,Spot,11,Image 1,1,413,
459.683,,Spot,11,Image 1,1,457,
424.605,,Spot,11,Image 1,1,458,
426.145,,Spot,11,Image 1,1,461,
9.77923,,Spot,11,Image 1,1,484,
9.77923,,Spot,11,Image 1,1,485,
7.82338,,Spot,11,Image 1,1,487,
10.893,,Spot,11,Image 1,1,498,
48.9558,,Spot,11,Image 1,1,509,
61.0419,,Spot,11,Image 1,1,510,
46.6488,,Spot,11,Image 1,1,513,
63.8642,,Spot,11,Image 1,1,518,
38.939,,Spot,11,Image 1,1,520,
82.3361,,Spot,11,Image 1,1,522,
28.9542,,Spot,11,Image 1,1,528,
60.2805,,Spot,11,Image 1,1,552,
86.073,,Spot,11,Image 1,1,565,
215.112,,Spot,11,Image 1,1,572,
169.054,,Spot,11,Image 1,1,604,
111.693,,Spot,11,Image 1,1,615,
114.493,,Spot,11,Image 1,1,616,
156.233,,Spot,11,Image 1,1,626,
126.028,,Spot,11,Image 1,1,631,
154.851,,Spot,11,Image 1,1,661,
194.552,,Spot,11,Image 1,1,688,
225.948,,Spot,11,Image 1,1,693,
168.401,,Spot,11,Image 1,1,696,
143.767,,Spot,11,Image 1,1,704,
139.676,,Spot,11,Image 1,1,707,
182.351,,Spot,11,Image 1,1,714,
233.777,,Spot,11,Image 1,1,716,
239.658,,Spot,11,Image 1,1,718,
298.795,,Spot,11,Image 1,1,730,
279.162,,Spot,11,Image 1,1,748,
322.949,,Spot,11,Image 1,1,762,
17.6026,,Spot,11,Image 1,1,780,
17.6026,,Spot,11,Image 1,1,782,
17.6026,,Spot,11,Image 1,1,783,
13.6909,,Spot,11,Image 1,1,789,
13.6909,,Spot,11,Image 1,1,790,
11.7351,,Spot,11,Image 1,1,792,
9.77923,,Spot,11,Image 1,1,794,
5.86754,,Spot,11,Image 1,1,797,
5.86754,,Spot,11,Image 1,1,798,
3.91169,,Spot,11,Image 1,1,800,
0,,Spot,11,Image 1,1,809,
29.4552,,Spot,11,Image 1,1,812,
