
Intensity Median Ch=10 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
0.196,,Spot,10,Image 1,1,5,
21.106,,Spot,10,Image 1,1,23,
0.234,,Spot,10,Image 1,1,29,
49.896,,Spot,10,Image 1,1,68,
0.188,,Spot,10,Image 1,1,75,
0.204,,Spot,10,Image 1,1,77,
10.0485,,Spot,10,Image 1,1,88,
0.324,,Spot,10,Image 1,1,127,
0.0919991,,Spot,10,Image 1,1,142,
0.1635,,Spot,10,Image 1,1,143,
0.0799999,,Spot,10,Image 1,1,162,
0.162,,Spot,10,Image 1,1,164,
0.1415,,Spot,10,Image 1,1,167,
22.344,,Spot,10,Image 1,1,171,
130.144,,Spot,10,Image 1,1,173,
0.258,,Spot,10,Image 1,1,174,
28.0765,,Spot,10,Image 1,1,182,
11.956,,Spot,10,Image 1,1,188,
0.224,,Spot,10,Image 1,1,190,
11.921,,Spot,10,Image 1,1,192,
39.088,,Spot,10,Image 1,1,201,
131.6,,Spot,10,Image 1,1,217,
23.998,,Spot,10,Image 1,1,222,
20.066,,Spot,10,Image 1,1,237,
16.968,,Spot,10,Image 1,1,239,
0.188,,Spot,10,Image 1,1,241,
32.6,,Spot,10,Image 1,1,242,
0.0600014,,Spot,10,Image 1,1,244,
2.944,,Spot,10,Image 1,1,246,
19.048,,Spot,10,Image 1,1,250,
0,,Spot,10,Image 1,1,257,
0.196,,Spot,10,Image 1,1,300,
38.862,,Spot,10,Image 1,1,303,
15.824,,Spot,10,Image 1,1,305,
34.208,,Spot,10,Image 1,1,309,
8.1,,Spot,10,Image 1,1,313,
0.192,,Spot,10,Image 1,1,350,
0.208,,Spot,10,Image 1,1,354,
24.864,,Spot,10,Image 1,1,364,
7.52997,,Spot,10,Image 1,1,369,
16.16,,Spot,10,Image 1,1,378,
23.916,,Spot,10,Image 1,1,380,
78.88,,Spot,10,Image 1,1,387,
43.005,,Spot,10,Image 1,1,397,
68.012,,Spot,10,Image 1,1,400,
54.936,,Spot,10,Image 1,1,404,
45.87,,Spot,10,Image 1,1,406,
45.356,,Spot,10,Image 1,1,412,
25.99,,Spot,10,Image 1,1,413,
35.976,,Spot,10,Image 1,1,457,
45.448,,Spot,10,Image 1,1,458,
41.18,,Spot,10,Image 1,1,461,
16.94,,Spot,10,Image 1,1,484,
145.464,,Spot,10,Image 1,1,485,
13.09,,Spot,10,Image 1,1,487,
0.184,,Spot,10,Image 1,1,498,
0.176,,Spot,10,Image 1,1,509,
3.56,,Spot,10,Image 1,1,510,
19.488,,Spot,10,Image 1,1,513,
89.979,,Spot,10,Image 1,1,518,
122.76,,Spot,10,Image 1,1,520,
33.078,,Spot,10,Image 1,1,522,
95.032,,Spot,10,Image 1,1,528,
68.928,,Spot,10,Image 1,1,552,
47.476,,Spot,10,Image 1,1,565,
34.92,,Spot,10,Image 1,1,572,
0.176,,Spot,10,Image 1,1,604,
0.276,,Spot,10,Image 1,1,615,
19,,Spot,10,Image 1,1,616,
0.36,,Spot,10,Image 1,1,626,
12.152,,Spot,10,Image 1,1,631,
78.54,,Spot,10,Image 1,1,661,
200.026,,Spot,10,Image 1,1,688,
53.95,,Spot,10,Image 1,1,693,
128.082,,Spot,10,Image 1,1,696,
144.148,,Spot,10,Image 1,1,704,
33.968,,Spot,10,Image 1,1,707,
440.784,,Spot,10,Image 1,1,714,
43,,Spot,10,Image 1,1,716,
71.944,,Spot,10,Image 1,1,718,
49.968,,Spot,10,Image 1,1,730,
45.144,,Spot,10,Image 1,1,748,
0.206,,Spot,10,Image 1,1,762,
86.976,,Spot,10,Image 1,1,780,
97.055,,Spot,10,Image 1,1,782,
64.155,,Spot,10,Image 1,1,783,
201.846,,Spot,10,Image 1,1,789,
84.036,,Spot,10,Image 1,1,790,
0.384,,Spot,10,Image 1,1,792,
27.4,,Spot,10,Image 1,1,794,
284.068,,Spot,10,Image 1,1,797,
61.918,,Spot,10,Image 1,1,798,
96.28,,Spot,10,Image 1,1,800,
25,,Spot,10,Image 1,1,809,
41.92,,Spot,10,Image 1,1,812,
0.181,,Spot,10,Image 1,1,814,
19.888,,Spot,10,Image 1,1,822,
16.936,,Spot,10,Image 1,1,823,
0.2,,Spot,10,Image 1,1,825,
0,,Spot,10,Image 1,1,829,
33.64,,Spot,10,Image 1,1,830,
3.864,,Spot,10,Image 1,1,835,
4.576,,Spot,10,Image 1,1,837,
36.04,,Spot,10,Image 1,1,845,
88.881,,Spot,10,Image 1,1,889,
0.220001,,Spot,10,Image 1,1,900,
11.04,,Spot,10,Image 1,1,903,
0.2,,Spot,10,Image 1,1,905,
17.848,,Spot,10,Image 1,1,906,
2.937,,Spot,10,Image 1,1,914,
8.16,,Spot,10,Image 1,1,917,
24.864,,Spot,10,Image 1,1,921,
76.986,,Spot,10,Image 1,1,923,
103.52,,Spot,10,Image 1,1,933,
68.04,,Spot,10,Image 1,1,936,
91.504,,Spot,10,Image 1,1,937,
63.94,,Spot,10,Image 1,1,939,
136.624,,Spot,10,Image 1,1,941,
75.952,,Spot,10,Image 1,1,949,
23.97,,Spot,10,Image 1,1,952,
0.256,,Spot,10,Image 1,1,965,
0,,Spot,10,Image 1,1,978,
42.785,,Spot,10,Image 1,1,989,
17.596,,Spot,10,Image 1,1,994,
0.244,,Spot,10,Image 1,1,997,
105.464,,Spot,10,Image 1,1,1010,
114.536,,Spot,10,Image 1,1,1018,
29.029,,Spot,10,Image 1,1,1021,
0.164,,Spot,10,Image 1,1,1033,
19.53,,Spot,10,Image 1,1,1041,
63.914,,Spot,10,Image 1,1,1043,
0.1285,,Spot,10,Image 1,1,1048,
0.25,,Spot,10,Image 1,1,1054,
46.812,,Spot,10,Image 1,1,1064,
0.0880013,,Spot,10,Image 1,1,1065,
0.202,,Spot,10,Image 1,1,1070,
48.114,,Spot,10,Image 1,1,1073,
203.136,,Spot,10,Image 1,1,1076,
35.36,,Spot,10,Image 1,1,1077,
279.336,,Spot,10,Image 1,1,1085,
0.18,,Spot,10,Image 1,1,1091,
81.12,,Spot,10,Image 1,1,1093,
140.968,,Spot,10,Image 1,1,1094,
0.366,,Spot,10,Image 1,1,1096,
69.173,,Spot,10,Image 1,1,1098,
67.336,,Spot,10,Image 1,1,1101,
4.9,,Spot,10,Image 1,1,1105,
232.962,,Spot,10,Image 1,1,1108,
69.276,,Spot,10,Image 1,1,1109,
3.008,,Spot,10,Image 1,1,1113,
0.285,,Spot,10,Image 1,1,1124,
60.95,,Spot,10,Image 1,1,1132,
31.08,,Spot,10,Image 1,1,1133,
396.776,,Spot,10,Image 1,1,1139,
180.228,,Spot,10,Image 1,1,1146,
125.384,,Spot,10,Image 1,1,1149,
17.088,,Spot,10,Image 1,1,1150,
60.944,,Spot,10,Image 1,1,1153,
43.112,,Spot,10,Image 1,1,1154,
141.844,,Spot,10,Image 1,1,1158,
0.288,,Spot,10,Image 1,1,1165,
163.92,,Spot,10,Image 1,1,1169,
0,,Spot,10,Image 1,1,1180,
27.08,,Spot,10,Image 1,1,1184,
36.864,,Spot,10,Image 1,1,1185,
157.136,,Spot,10,Image 1,1,1189,
241.1,,Spot,10,Image 1,1,1193,
6.15,,Spot,10,Image 1,1,1196,
40.992,,Spot,10,Image 1,1,1198,
58.788,,Spot,10,Image 1,1,1199,
49.196,,Spot,10,Image 1,1,1201,
86.112,,Spot,10,Image 1,1,1203,
11.008,,Spot,10,Image 1,1,1209,
163.936,,Spot,10,Image 1,1,1210,
49.536,,Spot,10,Image 1,1,1211,
64.95,,Spot,10,Image 1,1,1213,
34.54,,Spot,10,Image 1,1,1216,
201.506,,Spot,10,Image 1,1,1217,
49.96,,Spot,10,Image 1,1,1218,
67.24,,Spot,10,Image 1,1,1226,
99.185,,Spot,10,Image 1,1,1228,
85.905,,Spot,10,Image 1,1,1229,
33.128,,Spot,10,Image 1,1,1232,
46.556,,Spot,10,Image 1,1,1237,
40.968,,Spot,10,Image 1,1,1241,
16.112,,Spot,10,Image 1,1,1242,
56.016,,Spot,10,Image 1,1,1243,
14.544,,Spot,10,Image 1,1,1246,
50.008,,Spot,10,Image 1,1,1258,
34.2,,Spot,10,Image 1,1,1262,
93.055,,Spot,10,Image 1,1,1264,
37.464,,Spot,10,Image 1,1,1271,
72.2,,Spot,10,Image 1,1,1284,
45.696,,Spot,10,Image 1,1,1288,
53.877,,Spot,10,Image 1,1,1291,
17.826,,Spot,10,Image 1,1,1301,
0.152,,Spot,10,Image 1,1,1303,
77.784,,Spot,10,Image 1,1,1326,
244.821,,Spot,10,Image 1,1,1327,
40.502,,Spot,10,Image 1,1,1328,
233.556,,Spot,10,Image 1,1,1331,
174.04,,Spot,10,Image 1,1,1332,
0.236,,Spot,10,Image 1,1,1334,
135.98,,Spot,10,Image 1,1,1336,
99.528,,Spot,10,Image 1,1,1339,
83.86,,Spot,10,Image 1,1,1341,
21.008,,Spot,10,Image 1,1,1346,
66.898,,Spot,10,Image 1,1,1347,
125.216,,Spot,10,Image 1,1,1351,
117.96,,Spot,10,Image 1,1,1353,
163.152,,Spot,10,Image 1,1,1354,
93.24,,Spot,10,Image 1,1,1355,
404.84,,Spot,10,Image 1,1,1357,
63.14,,Spot,10,Image 1,1,1358,
73.01,,Spot,10,Image 1,1,1359,
18.852,,Spot,10,Image 1,1,1361,
