
Intensity StdDev Ch=9 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
8.96561,,Spot,9,Image 1,1,5,
15.7883,,Spot,9,Image 1,1,23,
4.0187,,Spot,9,Image 1,1,29,
87.7283,,Spot,9,Image 1,1,68,
23.1483,,Spot,9,Image 1,1,75,
76.116,,Spot,9,Image 1,1,77,
83.5495,,Spot,9,Image 1,1,88,
113.351,,Spot,9,Image 1,1,127,
46.8497,,Spot,9,Image 1,1,142,
46.2273,,Spot,9,Image 1,1,143,
33.5967,,Spot,9,Image 1,1,162,
16.6386,,Spot,9,Image 1,1,164,
121.371,,Spot,9,Image 1,1,167,
100.32,,Spot,9,Image 1,1,171,
109.961,,Spot,9,Image 1,1,173,
32.7477,,Spot,9,Image 1,1,174,
52.9486,,Spot,9,Image 1,1,182,
98.7172,,Spot,9,Image 1,1,188,
124.324,,Spot,9,Image 1,1,190,
111.178,,Spot,9,Image 1,1,192,
227.271,,Spot,9,Image 1,1,201,
84.9617,,Spot,9,Image 1,1,217,
42.7676,,Spot,9,Image 1,1,222,
49.746,,Spot,9,Image 1,1,237,
78.9543,,Spot,9,Image 1,1,239,
133.067,,Spot,9,Image 1,1,241,
259.714,,Spot,9,Image 1,1,242,
47.8313,,Spot,9,Image 1,1,244,
83.7712,,Spot,9,Image 1,1,246,
149.652,,Spot,9,Image 1,1,250,
44.2209,,Spot,9,Image 1,1,257,
25.4139,,Spot,9,Image 1,1,300,
25.7719,,Spot,9,Image 1,1,303,
14.7077,,Spot,9,Image 1,1,305,
17.1363,,Spot,9,Image 1,1,309,
95.9407,,Spot,9,Image 1,1,313,
31.7627,,Spot,9,Image 1,1,350,
24.5727,,Spot,9,Image 1,1,354,
153.65,,Spot,9,Image 1,1,364,
159.88,,Spot,9,Image 1,1,369,
45.978,,Spot,9,Image 1,1,378,
34.6597,,Spot,9,Image 1,1,380,
161.312,,Spot,9,Image 1,1,387,
54.815,,Spot,9,Image 1,1,397,
117.691,,Spot,9,Image 1,1,400,
109.621,,Spot,9,Image 1,1,404,
133.644,,Spot,9,Image 1,1,406,
133.409,,Spot,9,Image 1,1,412,
210.611,,Spot,9,Image 1,1,413,
148.57,,Spot,9,Image 1,1,457,
209.304,,Spot,9,Image 1,1,458,
144.278,,Spot,9,Image 1,1,461,
0,,Spot,9,Image 1,1,484,
1.24831,,Spot,9,Image 1,1,485,
7.61662,,Spot,9,Image 1,1,487,
8.47927,,Spot,9,Image 1,1,498,
9.54213,,Spot,9,Image 1,1,509,
13.4508,,Spot,9,Image 1,1,510,
5.20457,,Spot,9,Image 1,1,513,
17.1978,,Spot,9,Image 1,1,518,
0,,Spot,9,Image 1,1,520,
1.55102,,Spot,9,Image 1,1,522,
16.1009,,Spot,9,Image 1,1,528,
13.5372,,Spot,9,Image 1,1,552,
24.7658,,Spot,9,Image 1,1,565,
73.3392,,Spot,9,Image 1,1,572,
67.7644,,Spot,9,Image 1,1,604,
20.7776,,Spot,9,Image 1,1,615,
31.4986,,Spot,9,Image 1,1,616,
7.73038,,Spot,9,Image 1,1,626,
72.9056,,Spot,9,Image 1,1,631,
6.96862,,Spot,9,Image 1,1,661,
5.71822,,Spot,9,Image 1,1,688,
112.196,,Spot,9,Image 1,1,693,
30.1987,,Spot,9,Image 1,1,696,
231.487,,Spot,9,Image 1,1,704,
144.199,,Spot,9,Image 1,1,707,
166.273,,Spot,9,Image 1,1,714,
112.751,,Spot,9,Image 1,1,716,
104.694,,Spot,9,Image 1,1,718,
178.248,,Spot,9,Image 1,1,730,
85.3659,,Spot,9,Image 1,1,748,
27.5996,,Spot,9,Image 1,1,762,
0,,Spot,9,Image 1,1,780,
2.06416,,Spot,9,Image 1,1,782,
0,,Spot,9,Image 1,1,783,
21.2302,,Spot,9,Image 1,1,789,
3.54104,,Spot,9,Image 1,1,790,
4.83436,,Spot,9,Image 1,1,792,
0.419076,,Spot,9,Image 1,1,794,
0,,Spot,9,Image 1,1,797,
0,,Spot,9,Image 1,1,798,
10.1007,,Spot,9,Image 1,1,800,
21.4735,,Spot,9,Image 1,1,809,
9.58846,,Spot,9,Image 1,1,812,
17.8525,,Spot,9,Image 1,1,814,
12.0944,,Spot,9,Image 1,1,822,
11.1874,,Spot,9,Image 1,1,823,
9.84401,,Spot,9,Image 1,1,825,
19.2155,,Spot,9,Image 1,1,829,
12.2488,,Spot,9,Image 1,1,830,
7.72606,,Spot,9,Image 1,1,835,
14.3952,,Spot,9,Image 1,1,837,
36.3179,,Spot,9,Image 1,1,845,
29.4437,,Spot,9,Image 1,1,889,
41.8341,,Spot,9,Image 1,1,900,
78.5764,,Spot,9,Image 1,1,903,
14.0041,,Spot,9,Image 1,1,905,
50.8828,,Spot,9,Image 1,1,906,
25.06,,Spot,9,Image 1,1,914,
23.7245,,Spot,9,Image 1,1,917,
28.6469,,Spot,9,Image 1,1,921,
15.9447,,Spot,9,Image 1,1,923,
14.5567,,Spot,9,Image 1,1,933,
31.8998,,Spot,9,Image 1,1,936,
43.7602,,Spot,9,Image 1,1,937,
33.7931,,Spot,9,Image 1,1,939,
39.3922,,Spot,9,Image 1,1,941,
11.6709,,Spot,9,Image 1,1,949,
27.5178,,Spot,9,Image 1,1,952,
7.51659,,Spot,9,Image 1,1,965,
51.8551,,Spot,9,Image 1,1,978,
73.3855,,Spot,9,Image 1,1,989,
10.9606,,Spot,9,Image 1,1,994,
14.2017,,Spot,9,Image 1,1,997,
10.8344,,Spot,9,Image 1,1,1010,
1.89733,,Spot,9,Image 1,1,1018,
128.318,,Spot,9,Image 1,1,1021,
89.5971,,Spot,9,Image 1,1,1033,
25.2669,,Spot,9,Image 1,1,1041,
110.248,,Spot,9,Image 1,1,1043,
79.9103,,Spot,9,Image 1,1,1048,
195.522,,Spot,9,Image 1,1,1054,
119.438,,Spot,9,Image 1,1,1064,
96.7467,,Spot,9,Image 1,1,1065,
25.3847,,Spot,9,Image 1,1,1070,
111.623,,Spot,9,Image 1,1,1073,
228.584,,Spot,9,Image 1,1,1076,
95.6108,,Spot,9,Image 1,1,1077,
178.095,,Spot,9,Image 1,1,1085,
71.7319,,Spot,9,Image 1,1,1091,
114.945,,Spot,9,Image 1,1,1093,
111.473,,Spot,9,Image 1,1,1094,
67.8782,,Spot,9,Image 1,1,1096,
187.436,,Spot,9,Image 1,1,1098,
81.6482,,Spot,9,Image 1,1,1101,
147.903,,Spot,9,Image 1,1,1105,
132.297,,Spot,9,Image 1,1,1108,
148.926,,Spot,9,Image 1,1,1109,
40.5994,,Spot,9,Image 1,1,1113,
97.6594,,Spot,9,Image 1,1,1124,
115.485,,Spot,9,Image 1,1,1132,
64.3728,,Spot,9,Image 1,1,1133,
215.766,,Spot,9,Image 1,1,1139,
231.409,,Spot,9,Image 1,1,1146,
48.7808,,Spot,9,Image 1,1,1149,
65.1931,,Spot,9,Image 1,1,1150,
40.8992,,Spot,9,Image 1,1,1153,
39.0662,,Spot,9,Image 1,1,1154,
240.496,,Spot,9,Image 1,1,1158,
81.9087,,Spot,9,Image 1,1,1165,
176.947,,Spot,9,Image 1,1,1169,
145.955,,Spot,9,Image 1,1,1180,
177.634,,Spot,9,Image 1,1,1184,
168.703,,Spot,9,Image 1,1,1185,
226.015,,Spot,9,Image 1,1,1189,
88.431,,Spot,9,Image 1,1,1193,
83.6454,,Spot,9,Image 1,1,1196,
