
Intensity Min Ch=8 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
28,,Spot,8,Image 1,1,5,
8,,Spot,8,Image 1,1,23,
43,,Spot,8,Image 1,1,29,
179,,Spot,8,Image 1,1,68,
32,,Spot,8,Image 1,1,75,
21,,Spot,8,Image 1,1,77,
181,,Spot,8,Image 1,1,88,
12,,Spot,8,Image 1,1,127,
17,,Spot,8,Image 1,1,142,
24,,Spot,8,Image 1,1,143,
44,,Spot,8,Image 1,1,162,
40,,Spot,8,Image 1,1,164,
37,,Spot,8,Image 1,1,167,
32,,Spot,8,Image 1,1,171,
103,,Spot,8,Image 1,1,173,
51,,Spot,8,Image 1,1,174,
61,,Spot,8,Image 1,1,182,
35,,Spot,8,Image 1,1,188,
34,,Spot,8,Image 1,1,190,
28,,Spot,8,Image 1,1,192,
39,,Spot,8,Image 1,1,201,
27,,Spot,8,Image 1,1,217,
39,,Spot,8,Image 1,1,222,
38,,Spot,8,Image 1,1,237,
36,,Spot,8,Image 1,1,239,
22,,Spot,8,Image 1,1,241,
18,,Spot,8,Image 1,1,242,
32,,Spot,8,Image 1,1,244,
19,,Spot,8,Image 1,1,246,
26,,Spot,8,Image 1,1,250,
0,,Spot,8,Image 1,1,257,
9,,Spot,8,Image 1,1,300,
24,,Spot,8,Image 1,1,303,
69,,Spot,8,Image 1,1,305,
48,,Spot,8,Image 1,1,309,
57,,Spot,8,Image 1,1,313,
20,,Spot,8,Image 1,1,350,
24,,Spot,8,Image 1,1,354,
19,,Spot,8,Image 1,1,364,
25,,Spot,8,Image 1,1,369,
30,,Spot,8,Image 1,1,378,
50,,Spot,8,Image 1,1,380,
78,,Spot,8,Image 1,1,387,
51,,Spot,8,Image 1,1,397,
40,,Spot,8,Image 1,1,400,
43,,Spot,8,Image 1,1,404,
37,,Spot,8,Image 1,1,406,
41,,Spot,8,Image 1,1,412,
24,,Spot,8,Image 1,1,413,
25,,Spot,8,Image 1,1,457,
53,,Spot,8,Image 1,1,458,
20,,Spot,8,Image 1,1,461,
26,,Spot,8,Image 1,1,484,
75,,Spot,8,Image 1,1,485,
37,,Spot,8,Image 1,1,487,
6,,Spot,8,Image 1,1,498,
31,,Spot,8,Image 1,1,509,
22,,Spot,8,Image 1,1,510,
42,,Spot,8,Image 1,1,513,
33,,Spot,8,Image 1,1,518,
60,,Spot,8,Image 1,1,520,
56,,Spot,8,Image 1,1,522,
30,,Spot,8,Image 1,1,528,
60,,Spot,8,Image 1,1,552,
32,,Spot,8,Image 1,1,565,
47,,Spot,8,Image 1,1,572,
31,,Spot,8,Image 1,1,604,
30,,Spot,8,Image 1,1,615,
34,,Spot,8,Image 1,1,616,
20,,Spot,8,Image 1,1,626,
30,,Spot,8,Image 1,1,631,
41,,Spot,8,Image 1,1,661,
125,,Spot,8,Image 1,1,688,
21,,Spot,8,Image 1,1,693,
74,,Spot,8,Image 1,1,696,
99,,Spot,8,Image 1,1,704,
38,,Spot,8,Image 1,1,707,
127,,Spot,8,Image 1,1,714,
41,,Spot,8,Image 1,1,716,
50,,Spot,8,Image 1,1,718,
30,,Spot,8,Image 1,1,730,
27,,Spot,8,Image 1,1,748,
25,,Spot,8,Image 1,1,762,
66,,Spot,8,Image 1,1,780,
66,,Spot,8,Image 1,1,782,
53,,Spot,8,Image 1,1,783,
79,,Spot,8,Image 1,1,789,
42,,Spot,8,Image 1,1,790,
0,,Spot,8,Image 1,1,792,
47,,Spot,8,Image 1,1,794,
60,,Spot,8,Image 1,1,797,
105,,Spot,8,Image 1,1,798,
63,,Spot,8,Image 1,1,800,
28,,Spot,8,Image 1,1,809,
24,,Spot,8,Image 1,1,812,
44,,Spot,8,Image 1,1,814,
