
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
32,,Spot,1,Image 1,1,5,
25,,Spot,1,Image 1,1,23,
24,,Spot,1,Image 1,1,29,
27,,Spot,1,Image 1,1,68,
24,,Spot,1,Image 1,1,75,
26,,Spot,1,Image 1,1,77,
30,,Spot,1,Image 1,1,88,
22,,Spot,1,Image 1,1,127,
27,,Spot,1,Image 1,1,142,
19,,Spot,1,Image 1,1,143,
25,,Spot,1,Image 1,1,162,
27,,Spot,1,Image 1,1,164,
18,,Spot,1,Image 1,1,167,
18,,Spot,1,Image 1,1,171,
31,,Spot,1,Image 1,1,173,
30,,Spot,1,Image 1,1,174,
23,,Spot,1,Image 1,1,182,
21,,Spot,1,Image 1,1,188,
20,,Spot,1,Image 1,1,190,
18,,Spot,1,Image 1,1,192,
17,,Spot,1,Image 1,1,201,
22,,Spot,1,Image 1,1,217,
13,,Spot,1,Image 1,1,222,
20,,Spot,1,Image 1,1,237,
26,,Spot,1,Image 1,1,239,
25,,Spot,1,Image 1,1,241,
16,,Spot,1,Image 1,1,242,
19,,Spot,1,Image 1,1,244,
22,,Spot,1,Image 1,1,246,
17,,Spot,1,Image 1,1,250,
0,,Spot,1,Image 1,1,257,
21,,Spot,1,Image 1,1,300,
26,,Spot,1,Image 1,1,303,
14,,Spot,1,Image 1,1,305,
22,,Spot,1,Image 1,1,309,
23,,Spot,1,Image 1,1,313,
24,,Spot,1,Image 1,1,350,
24,,Spot,1,Image 1,1,354,
19,,Spot,1,Image 1,1,364,
18,,Spot,1,Image 1,1,369,
20,,Spot,1,Image 1,1,378,
23,,Spot,1,Image 1,1,380,
24,,Spot,1,Image 1,1,387,
15,,Spot,1,Image 1,1,397,
18,,Spot,1,Image 1,1,400,
23,,Spot,1,Image 1,1,404,
17,,Spot,1,Image 1,1,406,
18,,Spot,1,Image 1,1,412,
20,,Spot,1,Image 1,1,413,
18,,Spot,1,Image 1,1,457,
19,,Spot,1,Image 1,1,458,
22,,Spot,1,Image 1,1,461,
25,,Spot,1,Image 1,1,484,
30,,Spot,1,Image 1,1,485,
28,,Spot,1,Image 1,1,487,
21,,Spot,1,Image 1,1,498,
23,,Spot,1,Image 1,1,509,
18,,Spot,1,Image 1,1,510,
23,,Spot,1,Image 1,1,513,
20,,Spot,1,Image 1,1,518,
24,,Spot,1,Image 1,1,520,
28,,Spot,1,Image 1,1,522,
23,,Spot,1,Image 1,1,528,
16,,Spot,1,Image 1,1,552,
18,,Spot,1,Image 1,1,565,
23,,Spot,1,Image 1,1,572,
21,,Spot,1,Image 1,1,604,
16,,Spot,1,Image 1,1,615,
12,,Spot,1,Image 1,1,616,
22,,Spot,1,Image 1,1,626,
21,,Spot,1,Image 1,1,631,
22,,Spot,1,Image 1,1,661,
20,,Spot,1,Image 1,1,688,
15,,Spot,1,Image 1,1,693,
17,,Spot,1,Image 1,1,696,
26,,Spot,1,Image 1,1,704,
22,,Spot,1,Image 1,1,707,
21,,Spot,1,Image 1,1,714,
20,,Spot,1,Image 1,1,716,
23,,Spot,1,Image 1,1,718,
21,,Spot,1,Image 1,1,730,
21,,Spot,1,Image 1,1,748,
16,,Spot,1,Image 1,1,762,
19,,Spot,1,Image 1,1,780,
26,,Spot,1,Image 1,1,782,
30,,Spot,1,Image 1,1,783,
26,,Spot,1,Image 1,1,789,
26,,Spot,1,Image 1,1,790,
0,,Spot,1,Image 1,1,792,
21,,Spot,1,Image 1,1,794,
31,,Spot,1,Image 1,1,797,
34,,Spot,1,Image 1,1,798,
13,,Spot,1,Image 1,1,800,
23,,Spot,1,Image 1,1,809,
25,,Spot,1,Image 1,1,812,
13,,Spot,1,Image 1,1,814,
19,,Spot,1,Image 1,1,822,
18,,Spot,1,Image 1,1,823,
15,,Spot,1,Image 1,1,825,
24,,Spot,1,Image 1,1,829,
20,,Spot,1,Image 1,1,830,
19,,Spot,1,Image 1,1,835,
21,,Spot,1,Image 1,1,837,
21,,Spot,1,Image 1,1,845,
16,,Spot,1,Image 1,1,889,
16,,Spot,1,Image 1,1,900,
15,,Spot,1,Image 1,1,903,
18,,Spot,1,Image 1,1,905,
18,,Spot,1,Image 1,1,906,
23,,Spot,1,Image 1,1,914,
17,,Spot,1,Image 1,1,917,
20,,Spot,1,Image 1,1,921,
20,,Spot,1,Image 1,1,923,
0,,Spot,1,Image 1,1,933,
0,,Spot,1,Image 1,1,936,
22,,Spot,1,Image 1,1,937,
0,,Spot,1,Image 1,1,939,
20,,Spot,1,Image 1,1,941,
19,,Spot,1,Image 1,1,949,
19,,Spot,1,Image 1,1,952,
20,,Spot,1,Image 1,1,965,
16,,Spot,1,Image 1,1,978,
21,,Spot,1,Image 1,1,989,
16,,Spot,1,Image 1,1,994,
15,,Spot,1,Image 1,1,997,
23,,Spot,1,Image 1,1,1010,
22,,Spot,1,Image 1,1,1018,
20,,Spot,1,Image 1,1,1021,
0,,Spot,1,Image 1,1,1033,
18,,Spot,1,Image 1,1,1041,
29,,Spot,1,Image 1,1,1043,
26,,Spot,1,Image 1,1,1048,
33,,Spot,1,Image 1,1,1054,
22,,Spot,1,Image 1,1,1064,
17,,Spot,1,Image 1,1,1065,
19,,Spot,1,Image 1,1,1070,
16,,Spot,1,Image 1,1,1073,
17,,Spot,1,Image 1,1,1076,
26,,Spot,1,Image 1,1,1077,
22,,Spot,1,Image 1,1,1085,
25,,Spot,1,Image 1,1,1091,
22,,Spot,1,Image 1,1,1093,
21,,Spot,1,Image 1,1,1094,
18,,Spot,1,Image 1,1,1096,
16,,Spot,1,Image 1,1,1098,
22,,Spot,1,Image 1,1,1101,
20,,Spot,1,Image 1,1,1105,
23,,Spot,1,Image 1,1,1108,
25,,Spot,1,Image 1,1,1109,
17,,Spot,1,Image 1,1,1113,
15,,Spot,1,Image 1,1,1124,
17,,Spot,1,Image 1,1,1132,
17,,Spot,1,Image 1,1,1133,
24,,Spot,1,Image 1,1,1139,
22,,Spot,1,Image 1,1,1146,
21,,Spot,1,Image 1,1,1149,
18,,Spot,1,Image 1,1,1150,
15,,Spot,1,Image 1,1,1153,
23,,Spot,1,Image 1,1,1154,
17,,Spot,1,Image 1,1,1158,
19,,Spot,1,Image 1,1,1165,
18,,Spot,1,Image 1,1,1169,
16,,Spot,1,Image 1,1,1180,
20,,Spot,1,Image 1,1,1184,
20,,Spot,1,Image 1,1,1185,
21,,Spot,1,Image 1,1,1189,
20,,Spot,1,Image 1,1,1193,
21,,Spot,1,Image 1,1,1196,
21,,Spot,1,Image 1,1,1198,
21,,Spot,1,Image 1,1,1199,
23,,Spot,1,Image 1,1,1201,
18,,Spot,1,Image 1,1,1203,
18,,Spot,1,Image 1,1,1209,
20,,Spot,1,Image 1,1,1210,
17,,Spot,1,Image 1,1,1211,
16,,Spot,1,Image 1,1,1213,
15,,Spot,1,Image 1,1,1216,
19,,Spot,1,Image 1,1,1217,
17,,Spot,1,Image 1,1,1218,
23,,Spot,1,Image 1,1,1226,
17,,Spot,1,Image 1,1,1228,
22,,Spot,1,Image 1,1,1229,
21,,Spot,1,Image 1,1,1232,
22,,Spot,1,Image 1,1,1237,
15,,Spot,1,Image 1,1,1241,
24,,Spot,1,Image 1,1,1242,
19,,Spot,1,Image 1,1,1243,
19,,Spot,1,Image 1,1,1246,
20,,Spot,1,Image 1,1,1258,
15,,Spot,1,Image 1,1,1262,
18,,Spot,1,Image 1,1,1264,
15,,Spot,1,Image 1,1,1271,
17,,Spot,1,Image 1,1,1284,
0,,Spot,1,Image 1,1,1288,
25,,Spot,1,Image 1,1,1291,
