
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
0,,Spot,5,Image 1,1,5,
1.76881,,Spot,5,Image 1,1,23,
1.0656,,Spot,5,Image 1,1,29,
0,,Spot,5,Image 1,1,68,
0.759265,,Spot,5,Image 1,1,75,
0,,Spot,5,Image 1,1,77,
0,,Spot,5,Image 1,1,88,
1.7356,,Spot,5,Image 1,1,127,
4.84494,,Spot,5,Image 1,1,142,
2.32357,,Spot,5,Image 1,1,143,
5.72156,,Spot,5,Image 1,1,162,
2.06374,,Spot,5,Image 1,1,164,
0,,Spot,5,Image 1,1,167,
1.19164,,Spot,5,Image 1,1,171,
0,,Spot,5,Image 1,1,173,
0,,Spot,5,Image 1,1,174,
1.49137,,Spot,5,Image 1,1,182,
0,,Spot,5,Image 1,1,188,
1.15006,,Spot,5,Image 1,1,190,
4.62547,,Spot,5,Image 1,1,192,
0,,Spot,5,Image 1,1,201,
0,,Spot,5,Image 1,1,217,
0,,Spot,5,Image 1,1,222,
0.788235,,Spot,5,Image 1,1,237,
0,,Spot,5,Image 1,1,239,
1.67631,,Spot,5,Image 1,1,241,
0,,Spot,5,Image 1,1,242,
0.0606335,,Spot,5,Image 1,1,244,
1.09415,,Spot,5,Image 1,1,246,
0,,Spot,5,Image 1,1,250,
2.02896,,Spot,5,Image 1,1,257,
2.76684,,Spot,5,Image 1,1,300,
0.84928,,Spot,5,Image 1,1,303,
5.05135,,Spot,5,Image 1,1,305,
2.05164,,Spot,5,Image 1,1,309,
0.839659,,Spot,5,Image 1,1,313,
1.64935,,Spot,5,Image 1,1,350,
1.39165,,Spot,5,Image 1,1,354,
1.12754,,Spot,5,Image 1,1,364,
2.17482,,Spot,5,Image 1,1,369,
3.63017,,Spot,5,Image 1,1,378,
0,,Spot,5,Image 1,1,380,
0,,Spot,5,Image 1,1,387,
1.80761,,Spot,5,Image 1,1,397,
0,,Spot,5,Image 1,1,400,
0,,Spot,5,Image 1,1,404,
0,,Spot,5,Image 1,1,406,
0.721005,,Spot,5,Image 1,1,412,
0,,Spot,5,Image 1,1,413,
0.540754,,Spot,5,Image 1,1,457,
0,,Spot,5,Image 1,1,458,
1.08101,,Spot,5,Image 1,1,461,
3.73899,,Spot,5,Image 1,1,484,
5.48255,,Spot,5,Image 1,1,485,
4.04521,,Spot,5,Image 1,1,487,
6.24233,,Spot,5,Image 1,1,498,
0.221763,,Spot,5,Image 1,1,509,
