
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
25,,Spot,2,Image 1,1,1706,
17,,Spot,2,Image 1,1,1710,
17,,Spot,2,Image 1,1,1721,
20,,Spot,2,Image 1,1,1725,
19,,Spot,2,Image 1,1,1726,
22,,Spot,2,Image 1,1,1732,
16,,Spot,2,Image 1,1,1752,
18,,Spot,2,Image 1,1,1768,
17,,Spot,2,Image 1,1,1769,
20,,Spot,2,Image 1,1,1775,
21,,Spot,2,Image 1,1,1788,
13,,Spot,2,Image 1,1,1815,
22,,Spot,2,Image 1,1,1818,
21,,Spot,2,Image 1,1,1824,
16,,Spot,2,Image 1,1,1825,
21,,Spot,2,Image 1,1,1837,
19,,Spot,2,Image 1,1,1844,
19,,Spot,2,Image 1,1,1845,
24,,Spot,2,Image 1,1,1851,
12,,Spot,2,Image 1,1,1857,
26,,Spot,2,Image 1,1,1858,
27,,Spot,2,Image 1,1,1864,
20,,Spot,2,Image 1,1,1865,
15,,Spot,2,Image 1,1,1870,
20,,Spot,2,Image 1,1,1871,
19,,Spot,2,Image 1,1,1893,
20,,Spot,2,Image 1,1,1896,
19,,Spot,2,Image 1,1,1898,
20,,Spot,2,Image 1,1,1902,
16,,Spot,2,Image 1,1,1914,
22,,Spot,2,Image 1,1,1915,
11,,Spot,2,Image 1,1,1920,
16,,Spot,2,Image 1,1,1929,
16,,Spot,2,Image 1,1,1936,
21,,Spot,2,Image 1,1,1938,
21,,Spot,2,Image 1,1,1941,
15,,Spot,2,Image 1,1,1943,
17,,Spot,2,Image 1,1,1945,
18,,Spot,2,Image 1,1,1947,
20,,Spot,2,Image 1,1,1948,
21,,Spot,2,Image 1,1,1952,
14,,Spot,2,Image 1,1,1954,
19,,Spot,2,Image 1,1,1956,
22,,Spot,2,Image 1,1,1957,
19,,Spot,2,Image 1,1,1963,
17,,Spot,2,Image 1,1,1974,
15,,Spot,2,Image 1,1,1976,
14,,Spot,2,Image 1,1,1983,
21,,Spot,2,Image 1,1,1985,
17,,Spot,2,Image 1,1,1990,
19,,Spot,2,Image 1,1,2000,
14,,Spot,2,Image 1,1,2004,
23,,Spot,2,Image 1,1,2005,
22,,Spot,2,Image 1,1,2007,
21,,Spot,2,Image 1,1,2008,
13,,Spot,2,Image 1,1,2014,
20,,Spot,2,Image 1,1,2034,
19,,Spot,2,Image 1,1,2037,
21,,Spot,2,Image 1,1,2038,
23,,Spot,2,Image 1,1,2042,
22,,Spot,2,Image 1,1,2043,
15,,Spot,2,Image 1,1,2044,
19,,Spot,2,Image 1,1,2045,
17,,Spot,2,Image 1,1,2052,
23,,Spot,2,Image 1,1,2053,
17,,Spot,2,Image 1,1,2054,
18,,Spot,2,Image 1,1,2055,
20,,Spot,2,Image 1,1,2057,
17,,Spot,2,Image 1,1,2058,
20,,Spot,2,Image 1,1,2060,
19,,Spot,2,Image 1,1,2061,
20,,Spot,2,Image 1,1,2072,
22,,Spot,2,Image 1,1,2073,
17,,Spot,2,Image 1,1,2078,
15,,Spot,2,Image 1,1,2085,
16,,Spot,2,Image 1,1,2098,
20,,Spot,2,Image 1,1,2102,
20,,Spot,2,Image 1,1,2103,
19,,Spot,2,Image 1,1,2148,
13,,Spot,2,Image 1,1,2177,
20,,Spot,2,Image 1,1,2189,
23,,Spot,2,Image 1,1,2191,
21,,Spot,2,Image 1,1,2193,
17,,Spot,2,Image 1,1,2194,
23,,Spot,2,Image 1,1,2196,
21,,Spot,2,Image 1,1,2197,
15,,Spot,2,Image 1,1,2198,
18,,Spot,2,Image 1,1,2199,
21,,Spot,2,Image 1,1,2200,
21,,Spot,2,Image 1,1,2201,
18,,Spot,2,Image 1,1,2203,
20,,Spot,2,Image 1,1,2211,
15,,Spot,2,Image 1,1,2212,
18,,Spot,2,Image 1,1,2230,
22,,Spot,2,Image 1,1,2261,
19,,Spot,2,Image 1,1,2266,
20,,Spot,2,Image 1,1,2273,
23,,Spot,2,Image 1,1,2457,
15,,Spot,2,Image 1,1,2458,
17,,Spot,2,Image 1,1,2471,
19,,Spot,2,Image 1,1,2552,
0,,Spot,2,Image 1,1,2661,
80,,Spot,2,Image 1,2,2937,
63,,Spot,2,Image 1,2,2938,
42,,Spot,2,Image 1,2,2939,
65,,Spot,2,Image 1,2,2971,
56,,Spot,2,Image 1,2,3016,
48,,Spot,2,Image 1,2,3018,
42,,Spot,2,Image 1,2,3045,
11,,Spot,2,Image 1,2,3046,
38,,Spot,2,Image 1,2,3056,
39,,Spot,2,Image 1,2,3065,
50,,Spot,2,Image 1,2,3101,
53,,Spot,2,Image 1,2,3127,
39,,Spot,2,Image 1,2,3132,
50,,Spot,2,Image 1,2,3135,
39,,Spot,2,Image 1,2,3140,
48,,Spot,2,Image 1,2,3144,
12,,Spot,2,Image 1,2,3150,
15,,Spot,2,Image 1,2,3154,
43,,Spot,2,Image 1,2,3160,
42,,Spot,2,Image 1,2,3175,
38,,Spot,2,Image 1,2,3176,
40,,Spot,2,Image 1,2,3177,
37,,Spot,2,Image 1,2,3184,
39,,Spot,2,Image 1,2,3185,
39,,Spot,2,Image 1,2,3187,
38,,Spot,2,Image 1,2,3213,
40,,Spot,2,Image 1,2,3220,
52,,Spot,2,Image 1,2,3235,
41,,Spot,2,Image 1,2,3242,
54,,Spot,2,Image 1,2,3243,
60,,Spot,2,Image 1,2,3244,
45,,Spot,2,Image 1,2,3245,
49,,Spot,2,Image 1,2,3248,
65,,Spot,2,Image 1,2,3250,
37,,Spot,2,Image 1,2,3262,
31,,Spot,2,Image 1,2,3264,
39,,Spot,2,Image 1,2,3265,
44,,Spot,2,Image 1,2,3279,
52,,Spot,2,Image 1,2,3280,
50,,Spot,2,Image 1,2,3295,
45,,Spot,2,Image 1,2,3329,
42,,Spot,2,Image 1,2,3330,
39,,Spot,2,Image 1,2,3334,
39,,Spot,2,Image 1,2,3339,
43,,Spot,2,Image 1,2,3340,
41,,Spot,2,Image 1,2,3350,
40,,Spot,2,Image 1,2,3358,
38,,Spot,2,Image 1,2,3359,
13,,Spot,2,Image 1,2,3376,
41,,Spot,2,Image 1,2,3402,
40,,Spot,2,Image 1,2,3412,
38,,Spot,2,Image 1,2,3414,
40,,Spot,2,Image 1,2,3415,
39,,Spot,2,Image 1,2,3419,
38,,Spot,2,Image 1,2,3420,
40,,Spot,2,Image 1,2,3425,
32,,Spot,2,Image 1,2,3434,
43,,Spot,2,Image 1,2,3446,
41,,Spot,2,Image 1,2,3451,
11,,Spot,2,Image 1,2,3467,
10,,Spot,2,Image 1,2,3469,
13,,Spot,2,Image 1,2,3470,
35,,Spot,2,Image 1,2,3472,
46,,Spot,2,Image 1,2,3474,
0,,Spot,2,Image 1,2,3475,
38,,Spot,2,Image 1,2,3477,
54,,Spot,2,Image 1,2,3479,
5,,Spot,2,Image 1,2,3480,
49,,Spot,2,Image 1,2,3481,
49,,Spot,2,Image 1,2,3483,
49,,Spot,2,Image 1,2,3484,
38,,Spot,2,Image 1,2,3491,
41,,Spot,2,Image 1,2,3492,
0,,Spot,2,Image 1,2,3497,
11,,Spot,2,Image 1,2,3499,
9,,Spot,2,Image 1,2,3503,
36,,Spot,2,Image 1,2,3510,
35,,Spot,2,Image 1,2,3512,
41,,Spot,2,Image 1,2,3517,
41,,Spot,2,Image 1,2,3518,
43,,Spot,2,Image 1,2,3521,
42,,Spot,2,Image 1,2,3525,
40,,Spot,2,Image 1,2,3527,
38,,Spot,2,Image 1,2,3532,
26,,Spot,2,Image 1,2,3536,
37,,Spot,2,Image 1,2,3539,
41,,Spot,2,Image 1,2,3563,
37,,Spot,2,Image 1,2,3577,
38,,Spot,2,Image 1,2,3588,
36,,Spot,2,Image 1,2,3590,
35,,Spot,2,Image 1,2,3591,
14,,Spot,2,Image 1,2,3605,
29,,Spot,2,Image 1,2,3608,
31,,Spot,2,Image 1,2,3611,
34,,Spot,2,Image 1,2,3612,
39,,Spot,2,Image 1,2,3615,
37,,Spot,2,Image 1,2,3618,
39,,Spot,2,Image 1,2,3619,
0,,Spot,2,Image 1,2,3620,
37,,Spot,2,Image 1,2,3622,
37,,Spot,2,Image 1,2,3633,
35,,Spot,2,Image 1,2,3635,
35,,Spot,2,Image 1,2,3636,
14,,Spot,2,Image 1,2,3637,
38,,Spot,2,Image 1,2,3675,
38,,Spot,2,Image 1,2,3679,
36,,Spot,2,Image 1,2,3686,
36,,Spot,2,Image 1,2,3687,
0,,Spot,2,Image 1,2,3688,
71,,Spot,2,Image 1,2,3693,
67,,Spot,2,Image 1,2,3696,
50,,Spot,2,Image 1,2,3702,
65,,Spot,2,Image 1,2,3729,
87,,Spot,2,Image 1,2,3732,
48,,Spot,2,Image 1,2,3748,
42,,Spot,2,Image 1,2,3749,
41,,Spot,2,Image 1,2,3758,
48,,Spot,2,Image 1,2,3760,
48,,Spot,2,Image 1,2,3763,
43,,Spot,2,Image 1,2,3768,
45,,Spot,2,Image 1,2,3771,
48,,Spot,2,Image 1,2,3776,
0,,Spot,2,Image 1,2,3778,
47,,Spot,2,Image 1,2,3783,
50,,Spot,2,Image 1,2,3787,
42,,Spot,2,Image 1,2,3802,
41,,Spot,2,Image 1,2,3805,
38,,Spot,2,Image 1,2,3809,
38,,Spot,2,Image 1,2,3812,
38,,Spot,2,Image 1,2,3813,
37,,Spot,2,Image 1,2,3815,
38,,Spot,2,Image 1,2,3818,
44,,Spot,2,Image 1,2,3822,
43,,Spot,2,Image 1,2,3823,
41,,Spot,2,Image 1,2,3825,
47,,Spot,2,Image 1,2,3829,
44,,Spot,2,Image 1,2,3837,
41,,Spot,2,Image 1,2,3840,
42,,Spot,2,Image 1,2,3841,
42,,Spot,2,Image 1,2,3842,
39,,Spot,2,Image 1,2,3843,
39,,Spot,2,Image 1,2,3849,
43,,Spot,2,Image 1,2,3854,
38,,Spot,2,Image 1,2,3855,
40,,Spot,2,Image 1,2,3858,
39,,Spot,2,Image 1,2,3859,
39,,Spot,2,Image 1,2,3863,
40,,Spot,2,Image 1,2,3867,
40,,Spot,2,Image 1,2,3868,
42,,Spot,2,Image 1,2,3869,
43,,Spot,2,Image 1,2,3873,
39,,Spot,2,Image 1,2,3874,
41,,Spot,2,Image 1,2,3876,
8,,Spot,2,Image 1,2,3887,
37,,Spot,2,Image 1,2,3900,
39,,Spot,2,Image 1,2,3904,
38,,Spot,2,Image 1,2,3919,
69,,Spot,2,Image 1,2,3925,
56,,Spot,2,Image 1,2,3934,
53,,Spot,2,Image 1,2,3942,
49,,Spot,2,Image 1,2,3943,
42,,Spot,2,Image 1,2,3948,
46,,Spot,2,Image 1,2,3955,
43,,Spot,2,Image 1,2,3956,
41,,Spot,2,Image 1,2,3957,
42,,Spot,2,Image 1,2,3959,
48,,Spot,2,Image 1,2,3961,
41,,Spot,2,Image 1,2,3963,
40,,Spot,2,Image 1,2,3966,
39,,Spot,2,Image 1,2,3968,
40,,Spot,2,Image 1,2,3969,
45,,Spot,2,Image 1,2,3975,
54,,Spot,2,Image 1,2,3976,
44,,Spot,2,Image 1,2,3979,
39,,Spot,2,Image 1,2,3981,
44,,Spot,2,Image 1,2,3982,
47,,Spot,2,Image 1,2,3987,
37,,Spot,2,Image 1,2,3988,
38,,Spot,2,Image 1,2,3989,
42,,Spot,2,Image 1,2,3999,
39,,Spot,2,Image 1,2,4002,
38,,Spot,2,Image 1,2,4008,
39,,Spot,2,Image 1,2,4011,
40,,Spot,2,Image 1,2,4014,
38,,Spot,2,Image 1,2,4023,
38,,Spot,2,Image 1,2,4032,
44,,Spot,2,Image 1,2,4033,
36,,Spot,2,Image 1,2,4047,
40,,Spot,2,Image 1,2,4048,
36,,Spot,2,Image 1,2,4051,
37,,Spot,2,Image 1,2,4052,
37,,Spot,2,Image 1,2,4053,
37,,Spot,2,Image 1,2,4056,
37,,Spot,2,Image 1,2,4058,
37,,Spot,2,Image 1,2,4059,
40,,Spot,2,Image 1,2,4062,
37,,Spot,2,Image 1,2,4064,
34,,Spot,2,Image 1,2,4079,
39,,Spot,2,Image 1,2,4081,
38,,Spot,2,Image 1,2,4082,
37,,Spot,2,Image 1,2,4083,
37,,Spot,2,Image 1,2,4085,
39,,Spot,2,Image 1,2,4088,
36,,Spot,2,Image 1,2,4090,
37,,Spot,2,Image 1,2,4092,
39,,Spot,2,Image 1,2,4103,
37,,Spot,2,Image 1,2,4104,
36,,Spot,2,Image 1,2,4107,
37,,Spot,2,Image 1,2,4109,
48,,Spot,2,Image 1,2,4121,
47,,Spot,2,Image 1,2,4122,
60,,Spot,2,Image 1,2,4125,
56,,Spot,2,Image 1,2,4129,
36,,Spot,2,Image 1,2,4138,
41,,Spot,2,Image 1,2,4140,
47,,Spot,2,Image 1,2,4141,
39,,Spot,2,Image 1,2,4146,
17,,Spot,2,Image 1,2,4148,
39,,Spot,2,Image 1,2,4150,
46,,Spot,2,Image 1,2,4151,
47,,Spot,2,Image 1,2,4152,
38,,Spot,2,Image 1,2,4158,
48,,Spot,2,Image 1,2,4160,
35,,Spot,2,Image 1,2,4163,
39,,Spot,2,Image 1,2,4165,
44,,Spot,2,Image 1,2,4169,
42,,Spot,2,Image 1,2,4177,
37,,Spot,2,Image 1,2,4190,
38,,Spot,2,Image 1,2,4192,
38,,Spot,2,Image 1,2,4193,
38,,Spot,2,Image 1,2,4197,
38,,Spot,2,Image 1,2,4202,
36,,Spot,2,Image 1,2,4206,
37,,Spot,2,Image 1,2,4222,
38,,Spot,2,Image 1,2,4238,
39,,Spot,2,Image 1,2,4241,
39,,Spot,2,Image 1,2,4244,
39,,Spot,2,Image 1,2,4245,
38,,Spot,2,Image 1,2,4250,
38,,Spot,2,Image 1,2,4253,
47,,Spot,2,Image 1,2,4265,
38,,Spot,2,Image 1,2,4268,
10,,Spot,2,Image 1,2,4272,
45,,Spot,2,Image 1,2,4273,
40,,Spot,2,Image 1,2,4274,
43,,Spot,2,Image 1,2,4276,
35,,Spot,2,Image 1,2,4282,
39,,Spot,2,Image 1,2,4288,
39,,Spot,2,Image 1,2,4290,
36,,Spot,2,Image 1,2,4294,
37,,Spot,2,Image 1,2,4297,
37,,Spot,2,Image 1,2,4299,
39,,Spot,2,Image 1,2,4304,
38,,Spot,2,Image 1,2,4305,
41,,Spot,2,Image 1,2,4307,
38,,Spot,2,Image 1,2,4345,
37,,Spot,2,Image 1,2,4364,
0,,Spot,2,Image 1,2,4385,
42,,Spot,2,Image 1,2,4402,
44,,Spot,2,Image 1,2,4404,
41,,Spot,2,Image 1,2,4410,
43,,Spot,2,Image 1,2,4414,
40,,Spot,2,Image 1,2,4419,
39,,Spot,2,Image 1,2,4423,
40,,Spot,2,Image 1,2,4424,
39,,Spot,2,Image 1,2,4431,
37,,Spot,2,Image 1,2,4438,
38,,Spot,2,Image 1,2,4448,
37,,Spot,2,Image 1,2,4450,
0,,Spot,2,Image 1,2,4464,
39,,Spot,2,Image 1,2,4467,
38,,Spot,2,Image 1,2,4468,
37,,Spot,2,Image 1,2,4472,
38,,Spot,2,Image 1,2,4485,
41,,Spot,2,Image 1,2,4487,
39,,Spot,2,Image 1,2,4491,
39,,Spot,2,Image 1,2,4492,
38,,Spot,2,Image 1,2,4493,
37,,Spot,2,Image 1,2,4495,
37,,Spot,2,Image 1,2,4497,
0,,Spot,2,Image 1,2,4498,
38,,Spot,2,Image 1,2,4499,
38,,Spot,2,Image 1,2,4508,
37,,Spot,2,Image 1,2,4520,
37,,Spot,2,Image 1,2,4537,
35,,Spot,2,Image 1,2,4538,
36,,Spot,2,Image 1,2,4543,
38,,Spot,2,Image 1,2,4544,
35,,Spot,2,Image 1,2,4546,
38,,Spot,2,Image 1,2,4550,
36,,Spot,2,Image 1,2,4554,
52,,Spot,2,Image 1,2,4562,
47,,Spot,2,Image 1,2,4563,
38,,Spot,2,Image 1,2,4567,
42,,Spot,2,Image 1,2,4571,
44,,Spot,2,Image 1,2,4572,
35,,Spot,2,Image 1,2,4574,
40,,Spot,2,Image 1,2,4580,
45,,Spot,2,Image 1,2,4581,
41,,Spot,2,Image 1,2,4583,
39,,Spot,2,Image 1,2,4584,
40,,Spot,2,Image 1,2,4585,
40,,Spot,2,Image 1,2,4592,
