
Intensity Max Ch=3 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
530,,Spot,3,Image 1,1,5,
1023,,Spot,3,Image 1,1,23,
665,,Spot,3,Image 1,1,29,
877,,Spot,3,Image 1,1,68,
550,,Spot,3,Image 1,1,75,
879,,Spot,3,Image 1,1,77,
805,,Spot,3,Image 1,1,88,
862,,Spot,3,Image 1,1,127,
916,,Spot,3,Image 1,1,142,
886,,Spot,3,Image 1,1,143,
745,,Spot,3,Image 1,1,162,
618,,Spot,3,Image 1,1,164,
755,,Spot,3,Image 1,1,167,
1003,,Spot,3,Image 1,1,171,
971,,Spot,3,Image 1,1,173,
713,,Spot,3,Image 1,1,174,
755,,Spot,3,Image 1,1,182,
733,,Spot,3,Image 1,1,188,
950,,Spot,3,Image 1,1,190,
937,,Spot,3,Image 1,1,192,
963,,Spot,3,Image 1,1,201,
868,,Spot,3,Image 1,1,217,
666,,Spot,3,Image 1,1,222,
815,,Spot,3,Image 1,1,237,
708,,Spot,3,Image 1,1,239,
980,,Spot,3,Image 1,1,241,
1023,,Spot,3,Image 1,1,242,
1023,,Spot,3,Image 1,1,244,
806,,Spot,3,Image 1,1,246,
852,,Spot,3,Image 1,1,250,
951,,Spot,3,Image 1,1,257,
964,,Spot,3,Image 1,1,300,
747,,Spot,3,Image 1,1,303,
577,,Spot,3,Image 1,1,305,
503,,Spot,3,Image 1,1,309,
704,,Spot,3,Image 1,1,313,
821,,Spot,3,Image 1,1,350,
605,,Spot,3,Image 1,1,354,
1023,,Spot,3,Image 1,1,364,
1023,,Spot,3,Image 1,1,369,
524,,Spot,3,Image 1,1,378,
657,,Spot,3,Image 1,1,380,
852,,Spot,3,Image 1,1,387,
723,,Spot,3,Image 1,1,397,
1023,,Spot,3,Image 1,1,400,
630,,Spot,3,Image 1,1,404,
1023,,Spot,3,Image 1,1,406,
858,,Spot,3,Image 1,1,412,
1019,,Spot,3,Image 1,1,413,
1023,,Spot,3,Image 1,1,457,
1011,,Spot,3,Image 1,1,458,
936,,Spot,3,Image 1,1,461,
683,,Spot,3,Image 1,1,484,
744,,Spot,3,Image 1,1,485,
548,,Spot,3,Image 1,1,487,
688,,Spot,3,Image 1,1,498,
585,,Spot,3,Image 1,1,509,
463,,Spot,3,Image 1,1,510,
606,,Spot,3,Image 1,1,513,
997,,Spot,3,Image 1,1,518,
684,,Spot,3,Image 1,1,520,
606,,Spot,3,Image 1,1,522,
1023,,Spot,3,Image 1,1,528,
657,,Spot,3,Image 1,1,552,
592,,Spot,3,Image 1,1,565,
669,,Spot,3,Image 1,1,572,
714,,Spot,3,Image 1,1,604,
902,,Spot,3,Image 1,1,615,
796,,Spot,3,Image 1,1,616,
726,,Spot,3,Image 1,1,626,
806,,Spot,3,Image 1,1,631,
979,,Spot,3,Image 1,1,661,
848,,Spot,3,Image 1,1,688,
801,,Spot,3,Image 1,1,693,
767,,Spot,3,Image 1,1,696,
1022,,Spot,3,Image 1,1,704,
822,,Spot,3,Image 1,1,707,
1023,,Spot,3,Image 1,1,714,
1020,,Spot,3,Image 1,1,716,
660,,Spot,3,Image 1,1,718,
816,,Spot,3,Image 1,1,730,
1023,,Spot,3,Image 1,1,748,
652,,Spot,3,Image 1,1,762,
