
Average Distance To 3 Nearest Neighbours
 ==================== 
Average Distance To 3 Nearest Neighbours,Unit,Category,Time,ID,
47.5091,µm,Spot,1,626,
42.6584,µm,Spot,1,631,
34.8977,µm,Spot,1,661,
35.3336,µm,Spot,1,688,
52.1737,µm,Spot,1,693,
24.076,µm,Spot,1,696,
28.4906,µm,Spot,1,704,
28.5609,µm,Spot,1,707,
27.4966,µm,Spot,1,714,
24.5427,µm,Spot,1,716,
30.5677,µm,Spot,1,718,
67.6469,µm,Spot,1,730,
51.6277,µm,Spot,1,748,
59.4404,µm,Spot,1,762,
23.7315,µm,Spot,1,780,
23.2319,µm,Spot,1,782,
29.7066,µm,Spot,1,783,
30.7274,µm,Spot,1,789,
21.5508,µm,Spot,1,790,
25.4704,µm,Spot,1,792,
28.3597,µm,Spot,1,794,
24.8675,µm,Spot,1,797,
28.8157,µm,Spot,1,798,
28.9602,µm,Spot,1,800,
16.699,µm,Spot,1,809,
22.6256,µm,Spot,1,812,
23.2387,µm,Spot,1,814,
24.907,µm,Spot,1,822,
23.1507,µm,Spot,1,823,
26.1438,µm,Spot,1,825,
37.7503,µm,Spot,1,829,
22.5375,µm,Spot,1,830,
35.0168,µm,Spot,1,835,
27.6191,µm,Spot,1,837,
29.326,µm,Spot,1,845,
40.3802,µm,Spot,1,889,
32.1802,µm,Spot,1,900,
35.3595,µm,Spot,1,903,
25.5984,µm,Spot,1,905,
31.5084,µm,Spot,1,906,
38.2651,µm,Spot,1,914,
31.8121,µm,Spot,1,917,
32.3391,µm,Spot,1,921,
25.027,µm,Spot,1,923,
28.5732,µm,Spot,1,933,
31.3547,µm,Spot,1,936,
32.3296,µm,Spot,1,937,
38.0567,µm,Spot,1,939,
27.1722,µm,Spot,1,941,
27.6523,µm,Spot,1,949,
34.3736,µm,Spot,1,952,
37.083,µm,Spot,1,965,
37.007,µm,Spot,1,978,
33.4028,µm,Spot,1,989,
29.4144,µm,Spot,1,994,
23.7118,µm,Spot,1,997,
31.0763,µm,Spot,1,1010,
36.7067,µm,Spot,1,1018,
31.5874,µm,Spot,1,1021,
24.4508,µm,Spot,1,1033,
18.286,µm,Spot,1,1041,
28.3016,µm,Spot,1,1043,
24.4819,µm,Spot,1,1048,
34.3659,µm,Spot,1,1054,
35.832,µm,Spot,1,1064,
24.034,µm,Spot,1,1065,
31.8356,µm,Spot,1,1070,
24.5651,µm,Spot,1,1073,
33.5898,µm,Spot,1,1076,
19.6054,µm,Spot,1,1077,
28.7789,µm,Spot,1,1085,
16.2606,µm,Spot,1,1091,
19.2812,µm,Spot,1,1093,
31.8817,µm,Spot,1,1094,
17.058,µm,Spot,1,1096,
26.6211,µm,Spot,1,1098,
17.6111,µm,Spot,1,1101,
28.5977,µm,Spot,1,1105,
21.9358,µm,Spot,1,1108,
18.5132,µm,Spot,1,1109,
22.7588,µm,Spot,1,1113,
19.285,µm,Spot,1,1124,
20.9446,µm,Spot,1,1132,
24.2645,µm,Spot,1,1133,
25.3781,µm,Spot,1,1139,
19.3088,µm,Spot,1,1146,
25.2851,µm,Spot,1,1149,
22.2352,µm,Spot,1,1150,
24.7758,µm,Spot,1,1153,
27.8341,µm,Spot,1,1154,
19.2232,µm,Spot,1,1158,
23.1115,µm,Spot,1,1165,
17.2643,µm,Spot,1,1169,
27.4195,µm,Spot,1,1180,
18.5361,µm,Spot,1,1184,
20.2446,µm,Spot,1,1185,
17.3174,µm,Spot,1,1189,
14.4412,µm,Spot,1,1193,
14.9181,µm,Spot,1,1196,
15.6631,µm,Spot,1,1198,
16.5624,µm,Spot,1,1199,
16.5382,µm,Spot,1,1201,
15.3573,µm,Spot,1,1203,
28.7024,µm,Spot,1,1209,
19.3981,µm,Spot,1,1210,
25.456,µm,Spot,1,1211,
13.492,µm,Spot,1,1213,
15.0199,µm,Spot,1,1216,
18.4263,µm,Spot,1,1217,
20.9952,µm,Spot,1,1218,
16.1575,µm,Spot,1,1226,
21.6429,µm,Spot,1,1228,
16.0552,µm,Spot,1,1229,
21.351,µm,Spot,1,1232,
10.8794,µm,Spot,1,1237,
33.6908,µm,Spot,1,1241,
23.1394,µm,Spot,1,1242,
13.0182,µm,Spot,1,1243,
13.3437,µm,Spot,1,1246,
22.0791,µm,Spot,1,1258,
15.5984,µm,Spot,1,1262,
32.2351,µm,Spot,1,1264,
30.2567,µm,Spot,1,1271,
15.5355,µm,Spot,1,1284,
23.3165,µm,Spot,1,1288,
16.9501,µm,Spot,1,1291,
17.7163,µm,Spot,1,1301,
36.0145,µm,Spot,1,1303,
17.1201,µm,Spot,1,1326,
15.4415,µm,Spot,1,1327,
21.1009,µm,Spot,1,1328,
24.0268,µm,Spot,1,1331,
19.4528,µm,Spot,1,1332,
25.3284,µm,Spot,1,1334,
19.3733,µm,Spot,1,1336,
19.5246,µm,Spot,1,1339,
29.3095,µm,Spot,1,1341,
21.5497,µm,Spot,1,1346,
19.0999,µm,Spot,1,1347,
18.2075,µm,Spot,1,1351,
24.8871,µm,Spot,1,1353,
25.0799,µm,Spot,1,1354,
15.5035,µm,Spot,1,1355,
16.3263,µm,Spot,1,1357,
17.5565,µm,Spot,1,1358,
29.0284,µm,Spot,1,1359,
22.9843,µm,Spot,1,1361,
20.0831,µm,Spot,1,1362,
20.0513,µm,Spot,1,1364,
17.7459,µm,Spot,1,1370,
17.3015,µm,Spot,1,1371,
13.5547,µm,Spot,1,1372,
23.2264,µm,Spot,1,1373,
15.3278,µm,Spot,1,1375,
14.3867,µm,Spot,1,1376,
19.3433,µm,Spot,1,1382,
25.623,µm,Spot,1,1383,
22.6251,µm,Spot,1,1389,
19.8133,µm,Spot,1,1390,
20.9977,µm,Spot,1,1392,
29.5176,µm,Spot,1,1399,
30.1899,µm,Spot,1,1402,
21.9618,µm,Spot,1,1406,
23.1053,µm,Spot,1,1410,
24.8847,µm,Spot,1,1411,
26.2227,µm,Spot,1,1415,
34.9295,µm,Spot,1,1420,
18.6661,µm,Spot,1,1435,
22.2134,µm,Spot,1,1436,
18.1527,µm,Spot,1,1439,
17.7472,µm,Spot,1,1440,
19.1238,µm,Spot,1,1444,
17.892,µm,Spot,1,1445,
19.9266,µm,Spot,1,1446,
19.0444,µm,Spot,1,1447,
23.9314,µm,Spot,1,1448,
17.9509,µm,Spot,1,1452,
37.7294,µm,Spot,1,1456,
17.1592,µm,Spot,1,1457,
19.4222,µm,Spot,1,1460,
22.7073,µm,Spot,1,1461,
17.8748,µm,Spot,1,1463,
34.2309,µm,Spot,1,1471,
22.0024,µm,Spot,1,1478,
28.4453,µm,Spot,1,1480,
22.1985,µm,Spot,1,1489,
22.2812,µm,Spot,1,1493,
18.3191,µm,Spot,1,1495,
22.2831,µm,Spot,1,1496,
33.4887,µm,Spot,1,1506,
24.8194,µm,Spot,1,1508,
23.8697,µm,Spot,1,1509,
21.8825,µm,Spot,1,1513,
22.1971,µm,Spot,1,1534,
31.6991,µm,Spot,1,1537,
26.7964,µm,Spot,1,1543,
25.9822,µm,Spot,1,1546,
22.7961,µm,Spot,1,1547,
19.2872,µm,Spot,1,1552,
31.5981,µm,Spot,1,1553,
30.1802,µm,Spot,1,1555,
22.1025,µm,Spot,1,1567,
28.5158,µm,Spot,1,1569,
26.4394,µm,Spot,1,1572,
33.5554,µm,Spot,1,1576,
22.8814,µm,Spot,1,1589,
23.2692,µm,Spot,1,1595,
26.6945,µm,Spot,1,1615,
19.9026,µm,Spot,1,1620,
50.342,µm,Spot,1,1634,
17.8392,µm,Spot,1,1650,
18.8595,µm,Spot,1,1651,
17.5619,µm,Spot,1,1656,
18.4906,µm,Spot,1,1657,
33.3357,µm,Spot,1,1662,
31.1317,µm,Spot,1,1665,
17.5271,µm,Spot,1,1684,
13.5957,µm,Spot,1,1690,
22.5579,µm,Spot,1,1692,
18.3086,µm,Spot,1,1694,
39.3476,µm,Spot,1,1695,
24.1346,µm,Spot,1,1697,
28.4824,µm,Spot,1,1699,
17.2274,µm,Spot,1,1700,
27.2189,µm,Spot,1,1706,
36.7186,µm,Spot,1,1710,
22.0401,µm,Spot,1,1721,
28.8795,µm,Spot,1,1725,
29.7413,µm,Spot,1,1726,
31.4877,µm,Spot,1,1732,
40.1476,µm,Spot,1,1752,
30.544,µm,Spot,1,1768,
38.7392,µm,Spot,1,1769,
28.456,µm,Spot,1,1775,
32.4133,µm,Spot,1,1788,
21.9929,µm,Spot,1,1815,
19.4681,µm,Spot,1,1818,
24.8404,µm,Spot,1,1824,
36.2718,µm,Spot,1,1825,
23.105,µm,Spot,1,1837,
23.1464,µm,Spot,1,1844,
31.5166,µm,Spot,1,1845,
22.049,µm,Spot,1,1851,
19.7244,µm,Spot,1,1857,
37.0085,µm,Spot,1,1858,
28.286,µm,Spot,1,1864,
35.6371,µm,Spot,1,1865,
26.8288,µm,Spot,1,1870,
39.1282,µm,Spot,1,1871,
23.8641,µm,Spot,1,1893,
23.1732,µm,Spot,1,1896,
25.7731,µm,Spot,1,1898,
26.2139,µm,Spot,1,1902,
30.8707,µm,Spot,1,1914,
26.9245,µm,Spot,1,1915,
36.2207,µm,Spot,1,1920,
43.0663,µm,Spot,1,1929,
11.9379,µm,Spot,1,1936,
14.9637,µm,Spot,1,1938,
14.8208,µm,Spot,1,1941,
14.8716,µm,Spot,1,1943,
17.0358,µm,Spot,1,1945,
22.4163,µm,Spot,1,1947,
24.1904,µm,Spot,1,1948,
17.3948,µm,Spot,1,1952,
14.8972,µm,Spot,1,1954,
22.845,µm,Spot,1,1956,
21.8503,µm,Spot,1,1957,
23.9654,µm,Spot,1,1963,
31.451,µm,Spot,1,1974,
32.1851,µm,Spot,1,1976,
32.4691,µm,Spot,1,1983,
31.234,µm,Spot,1,1985,
17.4231,µm,Spot,1,1990,
20.9009,µm,Spot,1,2000,
18.9561,µm,Spot,1,2004,
20.7864,µm,Spot,1,2005,
33.1043,µm,Spot,1,2007,
32.1918,µm,Spot,1,2008,
25.6541,µm,Spot,1,2014,
21.1165,µm,Spot,1,2034,
17.8745,µm,Spot,1,2037,
15.1831,µm,Spot,1,2038,
20.1044,µm,Spot,1,2042,
26.5335,µm,Spot,1,2043,
20.5252,µm,Spot,1,2044,
24.142,µm,Spot,1,2045,
25.0426,µm,Spot,1,2052,
15.5736,µm,Spot,1,2053,
16.8551,µm,Spot,1,2054,
20.3781,µm,Spot,1,2055,
24.0181,µm,Spot,1,2057,
31.9694,µm,Spot,1,2058,
23.7201,µm,Spot,1,2060,
26.4752,µm,Spot,1,2061,
25.5388,µm,Spot,1,2072,
18.9974,µm,Spot,1,2073,
20.6131,µm,Spot,1,2078,
32.8444,µm,Spot,1,2085,
49.9307,µm,Spot,1,2098,
33.0597,µm,Spot,1,2102,
47.9441,µm,Spot,1,2103,
30.1957,µm,Spot,1,2148,
46.9678,µm,Spot,1,2177,
34.0052,µm,Spot,1,2189,
21.2509,µm,Spot,1,2191,
21.6279,µm,Spot,1,2193,
24.0423,µm,Spot,1,2194,
23.8263,µm,Spot,1,2196,
19.456,µm,Spot,1,2197,
22.7492,µm,Spot,1,2198,
22.198,µm,Spot,1,2199,
23.8717,µm,Spot,1,2200,
16.8508,µm,Spot,1,2201,
22.6576,µm,Spot,1,2203,
26.5514,µm,Spot,1,2211,
23.0953,µm,Spot,1,2212,
28.4663,µm,Spot,1,2230,
26.8624,µm,Spot,1,2261,
26.5513,µm,Spot,1,2266,
22.1968,µm,Spot,1,2273,
47.2464,µm,Spot,1,2457,
40.7411,µm,Spot,1,2458,
50.2275,µm,Spot,1,2471,
43.3791,µm,Spot,1,2552,
76.5778,µm,Spot,1,2661,
37.6769,µm,Spot,2,2937,
47.1158,µm,Spot,2,2938,
26.9274,µm,Spot,2,2939,
45.3122,µm,Spot,2,2971,
36.5516,µm,Spot,2,3016,
24.0517,µm,Spot,2,3018,
48.3284,µm,Spot,2,3045,
45.3578,µm,Spot,2,3046,
31.6402,µm,Spot,2,3056,
33.258,µm,Spot,2,3065,
34.3847,µm,Spot,2,3101,
36.983,µm,Spot,2,3127,
30.5758,µm,Spot,2,3132,
37.739,µm,Spot,2,3135,
30.4663,µm,Spot,2,3140,
27.2643,µm,Spot,2,3144,
32.3101,µm,Spot,2,3150,
34.7662,µm,Spot,2,3154,
35.7119,µm,Spot,2,3160,
29.5414,µm,Spot,2,3175,
37.0947,µm,Spot,2,3176,
29.7847,µm,Spot,2,3177,
15.9608,µm,Spot,2,3184,
31.4243,µm,Spot,2,3185,
19.5189,µm,Spot,2,3187,
25.4872,µm,Spot,2,3213,
24.077,µm,Spot,2,3220,
36.4076,µm,Spot,2,3235,
20.7553,µm,Spot,2,3242,
19.7945,µm,Spot,2,3243,
21.3724,µm,Spot,2,3244,
22.2825,µm,Spot,2,3245,
23.3821,µm,Spot,2,3248,
22.7703,µm,Spot,2,3250,
39.2411,µm,Spot,2,3262,
35.2963,µm,Spot,2,3264,
33.3532,µm,Spot,2,3265,
29.0239,µm,Spot,2,3279,
34.5941,µm,Spot,2,3280,
28.5411,µm,Spot,2,3295,
31.5732,µm,Spot,2,3329,
37.114,µm,Spot,2,3330,
38.6235,µm,Spot,2,3334,
27.4873,µm,Spot,2,3339,
40.7915,µm,Spot,2,3340,
46.6288,µm,Spot,2,3350,
30.4308,µm,Spot,2,3358,
25.5199,µm,Spot,2,3359,
35.9804,µm,Spot,2,3376,
29.8639,µm,Spot,2,3402,
31.468,µm,Spot,2,3412,
17.1576,µm,Spot,2,3414,
17.5438,µm,Spot,2,3415,
23.1245,µm,Spot,2,3419,
25.0646,µm,Spot,2,3420,
27.9041,µm,Spot,2,3425,
81.6118,µm,Spot,2,3434,
47.4906,µm,Spot,2,3446,
45.0992,µm,Spot,2,3451,
20.3701,µm,Spot,2,3467,
23.8651,µm,Spot,2,3469,
33.609,µm,Spot,2,3470,
20.2584,µm,Spot,2,3472,
21.6419,µm,Spot,2,3474,
28.1156,µm,Spot,2,3475,
20.5506,µm,Spot,2,3477,
24.4176,µm,Spot,2,3479,
23.8238,µm,Spot,2,3480,
22.5788,µm,Spot,2,3481,
18.1511,µm,Spot,2,3483,
26.1668,µm,Spot,2,3484,
18.1114,µm,Spot,2,3491,
21.1243,µm,Spot,2,3492,
22.9034,µm,Spot,2,3497,
41.5853,µm,Spot,2,3499,
18.0531,µm,Spot,2,3503,
17.17,µm,Spot,2,3510,
17.0951,µm,Spot,2,3512,
31.9207,µm,Spot,2,3517,
16.608,µm,Spot,2,3518,
22.0545,µm,Spot,2,3521,
34.216,µm,Spot,2,3525,
24.0769,µm,Spot,2,3527,
35.4533,µm,Spot,2,3532,
15.1796,µm,Spot,2,3536,
12.9688,µm,Spot,2,3539,
40.4357,µm,Spot,2,3563,
43.7248,µm,Spot,2,3577,
14.4349,µm,Spot,2,3588,
31.1663,µm,Spot,2,3590,
56.3843,µm,Spot,2,3591,
21.7498,µm,Spot,2,3605,
24.5837,µm,Spot,2,3608,
18.854,µm,Spot,2,3611,
19.4622,µm,Spot,2,3612,
26.1298,µm,Spot,2,3615,
36.1425,µm,Spot,2,3618,
33.1232,µm,Spot,2,3619,
23.0473,µm,Spot,2,3620,
30.2508,µm,Spot,2,3622,
23.1838,µm,Spot,2,3633,
35.0416,µm,Spot,2,3635,
36.4182,µm,Spot,2,3636,
20.735,µm,Spot,2,3637,
31.4721,µm,Spot,2,3675,
35.3432,µm,Spot,2,3679,
46.6673,µm,Spot,2,3686,
72.0153,µm,Spot,2,3687,
25.238,µm,Spot,2,3688,
25.3904,µm,Spot,2,3693,
26.4316,µm,Spot,2,3696,
40.0997,µm,Spot,2,3702,
33.7569,µm,Spot,2,3729,
41.1827,µm,Spot,2,3732,
38.2757,µm,Spot,2,3748,
27.8893,µm,Spot,2,3749,
37.8338,µm,Spot,2,3758,
28.8156,µm,Spot,2,3760,
16.9796,µm,Spot,2,3763,
17.7483,µm,Spot,2,3768,
25.5563,µm,Spot,2,3771,
21.5014,µm,Spot,2,3776,
38.2846,µm,Spot,2,3778,
25.6279,µm,Spot,2,3783,
22.2387,µm,Spot,2,3787,
20.932,µm,Spot,2,3802,
21.2976,µm,Spot,2,3805,
21.1525,µm,Spot,2,3809,
21.1945,µm,Spot,2,3812,
25.0893,µm,Spot,2,3813,
25.5987,µm,Spot,2,3815,
26.2942,µm,Spot,2,3818,
29.1441,µm,Spot,2,3822,
17.9684,µm,Spot,2,3823,
19.8195,µm,Spot,2,3825,
16.4102,µm,Spot,2,3829,
20.8443,µm,Spot,2,3837,
20.0741,µm,Spot,2,3840,
18.2382,µm,Spot,2,3841,
13.2951,µm,Spot,2,3842,
17.838,µm,Spot,2,3843,
25.8343,µm,Spot,2,3849,
19.5665,µm,Spot,2,3854,
29.7651,µm,Spot,2,3855,
16.8897,µm,Spot,2,3858,
20.5303,µm,Spot,2,3859,
20.4903,µm,Spot,2,3863,
24.4354,µm,Spot,2,3867,
23.0051,µm,Spot,2,3868,
35.5559,µm,Spot,2,3869,
33.7384,µm,Spot,2,3873,
22.739,µm,Spot,2,3874,
20.2758,µm,Spot,2,3876,
34.7873,µm,Spot,2,3887,
44.1611,µm,Spot,2,3900,
18.9642,µm,Spot,2,3904,
16.3952,µm,Spot,2,3919,
40.0096,µm,Spot,2,3925,
23.8304,µm,Spot,2,3934,
19.4624,µm,Spot,2,3942,
29.306,µm,Spot,2,3943,
36.6681,µm,Spot,2,3948,
18.102,µm,Spot,2,3955,
15.969,µm,Spot,2,3956,
17.7684,µm,Spot,2,3957,
18.9318,µm,Spot,2,3959,
16.7819,µm,Spot,2,3961,
24.2115,µm,Spot,2,3963,
24.5437,µm,Spot,2,3966,
32.4829,µm,Spot,2,3968,
27.6425,µm,Spot,2,3969,
21.9329,µm,Spot,2,3975,
20.7964,µm,Spot,2,3976,
22.6257,µm,Spot,2,3979,
14.6284,µm,Spot,2,3981,
14.5928,µm,Spot,2,3982,
16.9637,µm,Spot,2,3987,
17.339,µm,Spot,2,3988,
33.0372,µm,Spot,2,3989,
22.2015,µm,Spot,2,3999,
31.0941,µm,Spot,2,4002,
37.3668,µm,Spot,2,4008,
29.9344,µm,Spot,2,4011,
19.0314,µm,Spot,2,4014,
30.7728,µm,Spot,2,4023,
41.4951,µm,Spot,2,4032,
28.4326,µm,Spot,2,4033,
24.1754,µm,Spot,2,4047,
23.6821,µm,Spot,2,4048,
20.8144,µm,Spot,2,4051,
19.6681,µm,Spot,2,4052,
19.9762,µm,Spot,2,4053,
16.007,µm,Spot,2,4056,
39.6714,µm,Spot,2,4058,
24.8435,µm,Spot,2,4059,
25.1355,µm,Spot,2,4062,
32.2078,µm,Spot,2,4064,
34.121,µm,Spot,2,4079,
19.0067,µm,Spot,2,4081,
25.3776,µm,Spot,2,4082,
21.9004,µm,Spot,2,4083,
25.468,µm,Spot,2,4085,
20.8587,µm,Spot,2,4088,
29.8354,µm,Spot,2,4090,
15.903,µm,Spot,2,4092,
22.1652,µm,Spot,2,4103,
32.5371,µm,Spot,2,4104,
29.1059,µm,Spot,2,4107,
25.6671,µm,Spot,2,4109,
24.7295,µm,Spot,2,4121,
23.3029,µm,Spot,2,4122,
24.2452,µm,Spot,2,4125,
20.3611,µm,Spot,2,4129,
30.6436,µm,Spot,2,4138,
26.2245,µm,Spot,2,4140,
20.1654,µm,Spot,2,4141,
19.0407,µm,Spot,2,4146,
24.7046,µm,Spot,2,4148,
29.987,µm,Spot,2,4150,
22.8305,µm,Spot,2,4151,
18.8333,µm,Spot,2,4152,
20.2326,µm,Spot,2,4158,
21.8873,µm,Spot,2,4160,
29.629,µm,Spot,2,4163,
38.2183,µm,Spot,2,4165,
27.9035,µm,Spot,2,4169,
22.3252,µm,Spot,2,4177,
32.463,µm,Spot,2,4190,
23.7982,µm,Spot,2,4192,
32.5352,µm,Spot,2,4193,
22.9551,µm,Spot,2,4197,
26.9476,µm,Spot,2,4202,
27.0598,µm,Spot,2,4206,
40.9601,µm,Spot,2,4222,
24.5554,µm,Spot,2,4238,
18.5439,µm,Spot,2,4241,
19.1271,µm,Spot,2,4244,
19.3568,µm,Spot,2,4245,
35.5604,µm,Spot,2,4250,
28.0646,µm,Spot,2,4253,
19.54,µm,Spot,2,4265,
27.6625,µm,Spot,2,4268,
28.0167,µm,Spot,2,4272,
17.0366,µm,Spot,2,4273,
21.6701,µm,Spot,2,4274,
15.2405,µm,Spot,2,4276,
28.1367,µm,Spot,2,4282,
33.7594,µm,Spot,2,4288,
28.5576,µm,Spot,2,4290,
23.6618,µm,Spot,2,4294,
15.3357,µm,Spot,2,4297,
17.7344,µm,Spot,2,4299,
28.9673,µm,Spot,2,4304,
31.1319,µm,Spot,2,4305,
25.4729,µm,Spot,2,4307,
44.2535,µm,Spot,2,4345,
32.0639,µm,Spot,2,4364,
73.9989,µm,Spot,2,4385,
25.9935,µm,Spot,2,4402,
33.0473,µm,Spot,2,4404,
25.4377,µm,Spot,2,4410,
24.521,µm,Spot,2,4414,
28.0973,µm,Spot,2,4419,
46.4018,µm,Spot,2,4423,
29.1162,µm,Spot,2,4424,
28.8819,µm,Spot,2,4431,
24.3689,µm,Spot,2,4438,
23.1454,µm,Spot,2,4448,
27.4218,µm,Spot,2,4450,
32.3588,µm,Spot,2,4464,
30.9889,µm,Spot,2,4467,
27.1764,µm,Spot,2,4468,
35.4109,µm,Spot,2,4472,
43.004,µm,Spot,2,4485,
25.0324,µm,Spot,2,4487,
18.9781,µm,Spot,2,4491,
42.2274,µm,Spot,2,4492,
19.6596,µm,Spot,2,4493,
25.012,µm,Spot,2,4495,
23.8592,µm,Spot,2,4497,
23.243,µm,Spot,2,4498,
19.0819,µm,Spot,2,4499,
27.7045,µm,Spot,2,4508,
34.4819,µm,Spot,2,4520,
21.7915,µm,Spot,2,4537,
32.6266,µm,Spot,2,4538,
30.8435,µm,Spot,2,4543,
26.5407,µm,Spot,2,4544,
33.0043,µm,Spot,2,4546,
30.8521,µm,Spot,2,4550,
37.7512,µm,Spot,2,4554,
26.7429,µm,Spot,2,4562,
28.1204,µm,Spot,2,4563,
25.6065,µm,Spot,2,4567,
20.3503,µm,Spot,2,4571,
25.2976,µm,Spot,2,4572,
31.9753,µm,Spot,2,4574,
24.616,µm,Spot,2,4580,
25.1482,µm,Spot,2,4581,
33.1923,µm,Spot,2,4583,
29.0227,µm,Spot,2,4584,
25.1369,µm,Spot,2,4585,
22.6837,µm,Spot,2,4592,
23.0764,µm,Spot,2,4596,
31.7096,µm,Spot,2,4597,
19.2756,µm,Spot,2,4606,
32.8541,µm,Spot,2,4609,
47.7537,µm,Spot,2,4616,
27.0522,µm,Spot,2,4618,
33.5971,µm,Spot,2,4621,
46.7712,µm,Spot,2,4623,
22.4981,µm,Spot,2,4651,
41.6613,µm,Spot,2,4680,
20.8546,µm,Spot,2,4694,
23.0735,µm,Spot,2,4698,
20.037,µm,Spot,2,4699,
20.6206,µm,Spot,2,4700,
23.9658,µm,Spot,2,4701,
16.071,µm,Spot,2,4702,
25.4967,µm,Spot,2,4704,
29.1385,µm,Spot,2,4705,
25.8991,µm,Spot,2,4706,
25.3836,µm,Spot,2,4707,
26.9873,µm,Spot,2,4715,
32.5168,µm,Spot,2,4718,
19.0271,µm,Spot,2,4721,
27.8741,µm,Spot,2,4734,
31.2902,µm,Spot,2,4764,
45.3247,µm,Spot,2,4765,
22.6427,µm,Spot,2,4768,
43.5369,µm,Spot,2,4920,
39.4274,µm,Spot,2,4922,
44.2669,µm,Spot,2,4931,
32.6473,µm,Spot,2,4941,
43.7089,µm,Spot,2,4991,
59.1975,µm,Spot,2,5111,
63.61,µm,Spot,2,5131,
46.4482,µm,Spot,3,5245,
43.5154,µm,Spot,3,5252,
36.0348,µm,Spot,3,5324,
35.4783,µm,Spot,3,5330,
26.4737,µm,Spot,3,5331,
34.2863,µm,Spot,3,5340,
33.6067,µm,Spot,3,5357,
37.3328,µm,Spot,3,5361,
33.4721,µm,Spot,3,5363,
37.5229,µm,Spot,3,5365,
36.3223,µm,Spot,3,5398,
41.9304,µm,Spot,3,5407,
33.6941,µm,Spot,3,5424,
40.8046,µm,Spot,3,5435,
28.0833,µm,Spot,3,5438,
33.0657,µm,Spot,3,5448,
33.5712,µm,Spot,3,5459,
25.9956,µm,Spot,3,5484,
17.1096,µm,Spot,3,5485,
35.3636,µm,Spot,3,5486,
38.5319,µm,Spot,3,5533,
34.0575,µm,Spot,3,5541,
30.6844,µm,Spot,3,5542,
28.9926,µm,Spot,3,5543,
26.4989,µm,Spot,3,5558,
34.6122,µm,Spot,3,5559,
27.6054,µm,Spot,3,5560,
32.8161,µm,Spot,3,5566,
33.4225,µm,Spot,3,5567,
25.4635,µm,Spot,3,5568,
25.9725,µm,Spot,3,5571,
28.8098,µm,Spot,3,5577,
34.4018,µm,Spot,3,5582,
23.8287,µm,Spot,3,5595,
25.1328,µm,Spot,3,5600,
45.8118,µm,Spot,3,5637,
37.6746,µm,Spot,3,5642,
41.204,µm,Spot,3,5643,
47.4275,µm,Spot,3,5651,
33.3248,µm,Spot,3,5665,
37.6856,µm,Spot,3,5676,
22.4409,µm,Spot,3,5703,
26.9817,µm,Spot,3,5706,
25.0626,µm,Spot,3,5715,
27.2204,µm,Spot,3,5722,
24.7368,µm,Spot,3,5723,
29.7665,µm,Spot,3,5725,
34.9972,µm,Spot,3,5727,
74.4613,µm,Spot,3,5733,
66.339,µm,Spot,3,5748,
