
Time
 ==================== 
Time,Unit,Category,Time,ID,
0,h,Spot,1,26,
0,h,Spot,1,43,
0,h,Spot,1,52,
0,h,Spot,1,53,
0,h,Spot,1,56,
0,h,Spot,1,64,
0,h,Spot,1,78,
0,h,Spot,1,80,
0,h,Spot,1,81,
0,h,Spot,1,83,
0,h,Spot,1,100,
0,h,Spot,1,105,
0,h,Spot,1,107,
0,h,Spot,1,111,
0,h,Spot,1,115,
0,h,Spot,1,128,
0,h,Spot,1,139,
0,h,Spot,1,140,
0,h,Spot,1,156,
0,h,Spot,1,157,
0,h,Spot,1,165,
0,h,Spot,1,169,
0,h,Spot,1,173,
0,h,Spot,1,176,
0,h,Spot,1,179,
0,h,Spot,1,180,
0,h,Spot,1,182,
0,h,Spot,1,193,
0,h,Spot,1,195,
0,h,Spot,1,197,
0,h,Spot,1,200,
0,h,Spot,1,203,
0,h,Spot,1,210,
0,h,Spot,1,211,
0,h,Spot,1,226,
0,h,Spot,1,228,
0,h,Spot,1,236,
0,h,Spot,1,239,
0,h,Spot,1,246,
0,h,Spot,1,247,
0,h,Spot,1,249,
0,h,Spot,1,254,
0,h,Spot,1,256,
0,h,Spot,1,257,
0,h,Spot,1,261,
0,h,Spot,1,298,
0,h,Spot,1,307,
0,h,Spot,1,311,
0,h,Spot,1,314,
0,h,Spot,1,321,
0,h,Spot,1,332,
0,h,Spot,1,349,
0,h,Spot,1,350,
0,h,Spot,1,354,
0,h,Spot,1,356,
0,h,Spot,1,362,
0,h,Spot,1,364,
0,h,Spot,1,369,
0,h,Spot,1,377,
0,h,Spot,1,378,
0,h,Spot,1,380,
0,h,Spot,1,382,
0,h,Spot,1,391,
0,h,Spot,1,392,
0,h,Spot,1,395,
0,h,Spot,1,396,
0,h,Spot,1,397,
0,h,Spot,1,399,
0,h,Spot,1,402,
0,h,Spot,1,403,
0,h,Spot,1,406,
0,h,Spot,1,411,
0,h,Spot,1,413,
0,h,Spot,1,417,
0,h,Spot,1,418,
0,h,Spot,1,419,
0,h,Spot,1,421,
0,h,Spot,1,425,
0,h,Spot,1,428,
0,h,Spot,1,429,
0,h,Spot,1,431,
0,h,Spot,1,432,
0,h,Spot,1,436,
0,h,Spot,1,437,
0,h,Spot,1,438,
0,h,Spot,1,440,
0,h,Spot,1,446,
0,h,Spot,1,448,
0,h,Spot,1,449,
0,h,Spot,1,452,
0,h,Spot,1,453,
0,h,Spot,1,464,
0,h,Spot,1,465,
0,h,Spot,1,469,
0,h,Spot,1,477,
0,h,Spot,1,481,
0,h,Spot,1,488,
0,h,Spot,1,497,
0,h,Spot,1,504,
0,h,Spot,1,506,
0,h,Spot,1,507,
0,h,Spot,1,510,
0,h,Spot,1,511,
0,h,Spot,1,512,
0,h,Spot,1,517,
0,h,Spot,1,519,
0,h,Spot,1,535,
0,h,Spot,1,543,
0,h,Spot,1,544,
0,h,Spot,1,545,
0,h,Spot,1,550,
0,h,Spot,1,552,
0,h,Spot,1,560,
0,h,Spot,1,563,
0,h,Spot,1,564,
0,h,Spot,1,565,
0,h,Spot,1,566,
0,h,Spot,1,567,
0,h,Spot,1,569,
0,h,Spot,1,570,
0,h,Spot,1,575,
0,h,Spot,1,584,
0,h,Spot,1,597,
0,h,Spot,1,601,
0,h,Spot,1,603,
0,h,Spot,1,606,
0,h,Spot,1,607,
0,h,Spot,1,616,
0,h,Spot,1,617,
0,h,Spot,1,626,
0,h,Spot,1,628,
0,h,Spot,1,630,
0,h,Spot,1,640,
0,h,Spot,1,645,
0,h,Spot,1,646,
0,h,Spot,1,647,
0,h,Spot,1,652,
0,h,Spot,1,655,
0,h,Spot,1,656,
0,h,Spot,1,667,
0,h,Spot,1,668,
0,h,Spot,1,669,
0,h,Spot,1,672,
0,h,Spot,1,674,
0,h,Spot,1,675,
0,h,Spot,1,676,
0,h,Spot,1,678,
0,h,Spot,1,679,
0,h,Spot,1,683,
0,h,Spot,1,687,
0,h,Spot,1,689,
0,h,Spot,1,690,
0,h,Spot,1,691,
0,h,Spot,1,692,
0,h,Spot,1,694,
0,h,Spot,1,698,
0,h,Spot,1,699,
0,h,Spot,1,702,
0,h,Spot,1,703,
0,h,Spot,1,704,
0,h,Spot,1,705,
0,h,Spot,1,706,
0,h,Spot,1,712,
0,h,Spot,1,713,
0,h,Spot,1,717,
0,h,Spot,1,718,
0,h,Spot,1,721,
0,h,Spot,1,722,
0,h,Spot,1,724,
0,h,Spot,1,728,
0,h,Spot,1,729,
0,h,Spot,1,730,
0,h,Spot,1,731,
0,h,Spot,1,734,
0,h,Spot,1,735,
0,h,Spot,1,736,
0,h,Spot,1,738,
0,h,Spot,1,739,
0,h,Spot,1,742,
0,h,Spot,1,745,
0,h,Spot,1,748,
0,h,Spot,1,749,
0,h,Spot,1,754,
0,h,Spot,1,756,
0,h,Spot,1,759,
0,h,Spot,1,761,
0,h,Spot,1,764,
0,h,Spot,1,773,
0,h,Spot,1,774,
0,h,Spot,1,776,
0,h,Spot,1,780,
0,h,Spot,1,781,
0,h,Spot,1,784,
0,h,Spot,1,785,
0,h,Spot,1,787,
0,h,Spot,1,788,
0,h,Spot,1,789,
0,h,Spot,1,790,
0,h,Spot,1,793,
0,h,Spot,1,794,
0,h,Spot,1,796,
0,h,Spot,1,813,
0,h,Spot,1,815,
0,h,Spot,1,816,
0,h,Spot,1,817,
0,h,Spot,1,818,
0,h,Spot,1,820,
0,h,Spot,1,825,
0,h,Spot,1,826,
0,h,Spot,1,838,
0,h,Spot,1,840,
0,h,Spot,1,841,
0,h,Spot,1,843,
0,h,Spot,1,848,
0,h,Spot,1,856,
0,h,Spot,1,857,
0,h,Spot,1,860,
0,h,Spot,1,862,
0,h,Spot,1,865,
0,h,Spot,1,874,
0,h,Spot,1,879,
0,h,Spot,1,880,
0,h,Spot,1,887,
0,h,Spot,1,888,
0,h,Spot,1,894,
0,h,Spot,1,898,
0,h,Spot,1,901,
0,h,Spot,1,902,
0,h,Spot,1,903,
0,h,Spot,1,905,
0,h,Spot,1,906,
0,h,Spot,1,907,
0,h,Spot,1,909,
0,h,Spot,1,911,
0,h,Spot,1,913,
0,h,Spot,1,916,
0,h,Spot,1,918,
0,h,Spot,1,919,
0,h,Spot,1,921,
0,h,Spot,1,922,
0,h,Spot,1,923,
0,h,Spot,1,927,
0,h,Spot,1,929,
0,h,Spot,1,934,
0,h,Spot,1,935,
0,h,Spot,1,936,
