
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
252.945,,Spot,2,Image 1,1,5,
184.788,,Spot,2,Image 1,1,23,
185.896,,Spot,2,Image 1,1,29,
265.719,,Spot,2,Image 1,1,68,
138.896,,Spot,2,Image 1,1,75,
200.046,,Spot,2,Image 1,1,77,
234.433,,Spot,2,Image 1,1,88,
175.566,,Spot,2,Image 1,1,127,
106.239,,Spot,2,Image 1,1,142,
124.821,,Spot,2,Image 1,1,143,
136.868,,Spot,2,Image 1,1,162,
151.819,,Spot,2,Image 1,1,164,
145.634,,Spot,2,Image 1,1,167,
122.295,,Spot,2,Image 1,1,171,
126.15,,Spot,2,Image 1,1,173,
191.268,,Spot,2,Image 1,1,174,
118.368,,Spot,2,Image 1,1,182,
124.685,,Spot,2,Image 1,1,188,
109.679,,Spot,2,Image 1,1,190,
74.6021,,Spot,2,Image 1,1,192,
84.8719,,Spot,2,Image 1,1,201,
113.371,,Spot,2,Image 1,1,217,
108.421,,Spot,2,Image 1,1,222,
78.2841,,Spot,2,Image 1,1,237,
116.349,,Spot,2,Image 1,1,239,
118.068,,Spot,2,Image 1,1,241,
79.1176,,Spot,2,Image 1,1,242,
70.583,,Spot,2,Image 1,1,244,
76.4787,,Spot,2,Image 1,1,246,
82.241,,Spot,2,Image 1,1,250,
75,,Spot,2,Image 1,1,257,
123.578,,Spot,2,Image 1,1,300,
123.707,,Spot,2,Image 1,1,303,
117.628,,Spot,2,Image 1,1,305,
75.9416,,Spot,2,Image 1,1,309,
95.8375,,Spot,2,Image 1,1,313,
72.0036,,Spot,2,Image 1,1,350,
122.213,,Spot,2,Image 1,1,354,
75.8308,,Spot,2,Image 1,1,364,
68.5678,,Spot,2,Image 1,1,369,
89.3951,,Spot,2,Image 1,1,378,
92.3498,,Spot,2,Image 1,1,380,
90.3271,,Spot,2,Image 1,1,387,
77.764,,Spot,2,Image 1,1,397,
78.9893,,Spot,2,Image 1,1,400,
59.7899,,Spot,2,Image 1,1,404,
70.4317,,Spot,2,Image 1,1,406,
78.7717,,Spot,2,Image 1,1,412,
70.1348,,Spot,2,Image 1,1,413,
61.7391,,Spot,2,Image 1,1,457,
69.306,,Spot,2,Image 1,1,458,
71.0686,,Spot,2,Image 1,1,461,
148.291,,Spot,2,Image 1,1,484,
152.887,,Spot,2,Image 1,1,485,
109.047,,Spot,2,Image 1,1,487,
161.523,,Spot,2,Image 1,1,498,
120.923,,Spot,2,Image 1,1,509,
67.0889,,Spot,2,Image 1,1,510,
94.3722,,Spot,2,Image 1,1,513,
116.371,,Spot,2,Image 1,1,518,
122.685,,Spot,2,Image 1,1,520,
99.975,,Spot,2,Image 1,1,522,
109.806,,Spot,2,Image 1,1,528,
116.921,,Spot,2,Image 1,1,552,
61.6154,,Spot,2,Image 1,1,565,
111.207,,Spot,2,Image 1,1,572,
89.1571,,Spot,2,Image 1,1,604,
77.5876,,Spot,2,Image 1,1,615,
70.3559,,Spot,2,Image 1,1,616,
85.1449,,Spot,2,Image 1,1,626,
67.8505,,Spot,2,Image 1,1,631,
81.1944,,Spot,2,Image 1,1,661,
76.2214,,Spot,2,Image 1,1,688,
63.1993,,Spot,2,Image 1,1,693,
68.8657,,Spot,2,Image 1,1,696,
65.9084,,Spot,2,Image 1,1,704,
67.213,,Spot,2,Image 1,1,707,
67.0473,,Spot,2,Image 1,1,714,
62.8043,,Spot,2,Image 1,1,716,
62.5176,,Spot,2,Image 1,1,718,
64.1685,,Spot,2,Image 1,1,730,
69.1577,,Spot,2,Image 1,1,748,
66.1018,,Spot,2,Image 1,1,762,
97.5055,,Spot,2,Image 1,1,780,
96.4044,,Spot,2,Image 1,1,782,
96.2682,,Spot,2,Image 1,1,783,
110.171,,Spot,2,Image 1,1,789,
88.3381,,Spot,2,Image 1,1,790,
109.968,,Spot,2,Image 1,1,792,
135.493,,Spot,2,Image 1,1,794,
122.544,,Spot,2,Image 1,1,797,
99.5704,,Spot,2,Image 1,1,798,
85.078,,Spot,2,Image 1,1,800,
101.215,,Spot,2,Image 1,1,809,
102.933,,Spot,2,Image 1,1,812,
84.0782,,Spot,2,Image 1,1,814,
87.3125,,Spot,2,Image 1,1,822,
80.0775,,Spot,2,Image 1,1,823,
86.363,,Spot,2,Image 1,1,825,
74.4317,,Spot,2,Image 1,1,829,
95.6165,,Spot,2,Image 1,1,830,
65.6043,,Spot,2,Image 1,1,835,
64.3286,,Spot,2,Image 1,1,837,
64.8473,,Spot,2,Image 1,1,845,
70.5487,,Spot,2,Image 1,1,889,
59.2258,,Spot,2,Image 1,1,900,
54.442,,Spot,2,Image 1,1,903,
58.4602,,Spot,2,Image 1,1,905,
61.8298,,Spot,2,Image 1,1,906,
68.1111,,Spot,2,Image 1,1,914,
68.022,,Spot,2,Image 1,1,917,
65.5449,,Spot,2,Image 1,1,921,
63.2652,,Spot,2,Image 1,1,923,
63.6493,,Spot,2,Image 1,1,933,
59.6129,,Spot,2,Image 1,1,936,
61.6547,,Spot,2,Image 1,1,937,
55.9891,,Spot,2,Image 1,1,939,
69.319,,Spot,2,Image 1,1,941,
57.7872,,Spot,2,Image 1,1,949,
55.758,,Spot,2,Image 1,1,952,
60.8242,,Spot,2,Image 1,1,965,
53.5724,,Spot,2,Image 1,1,978,
