
Intensity Center Ch=11 Img=1
 ==================== 
Intensity Center,Unit,Category,Channel,Image,Time,ID,
9.77923,,Spot,11,Image 1,1,790,
7.82338,,Spot,11,Image 1,1,792,
5.86754,,Spot,11,Image 1,1,794,
1.95585,,Spot,11,Image 1,1,797,
1.95585,,Spot,11,Image 1,1,798,
0,,Spot,11,Image 1,1,800,
0,,Spot,11,Image 1,1,809,
25.6103,,Spot,11,Image 1,1,812,
18.0729,,Spot,11,Image 1,1,814,
15.6468,,Spot,11,Image 1,1,822,
13.6909,,Spot,11,Image 1,1,823,
9.77923,,Spot,11,Image 1,1,825,
7.82338,,Spot,11,Image 1,1,829,
5.86754,,Spot,11,Image 1,1,830,
0,,Spot,11,Image 1,1,835,
0,,Spot,11,Image 1,1,837,
2.13095,,Spot,11,Image 1,1,845,
82.997,,Spot,11,Image 1,1,889,
53.3463,,Spot,11,Image 1,1,900,
46.0341,,Spot,11,Image 1,1,903,
7.10178,,Spot,11,Image 1,1,905,
24.213,,Spot,11,Image 1,1,906,
174.743,,Spot,11,Image 1,1,914,
98.8112,,Spot,11,Image 1,1,917,
136.091,,Spot,11,Image 1,1,921,
114.866,,Spot,11,Image 1,1,923,
92.5061,,Spot,11,Image 1,1,933,
147.874,,Spot,11,Image 1,1,936,
141.558,,Spot,11,Image 1,1,937,
57.9023,,Spot,11,Image 1,1,939,
117.802,,Spot,11,Image 1,1,941,
100.667,,Spot,11,Image 1,1,949,
169.617,,Spot,11,Image 1,1,952,
291.92,,Spot,11,Image 1,1,965,
272.906,,Spot,11,Image 1,1,978,
166.752,,Spot,11,Image 1,1,989,
261.481,,Spot,11,Image 1,1,994,
265.7,,Spot,11,Image 1,1,997,
191.684,,Spot,11,Image 1,1,1010,
252.37,,Spot,11,Image 1,1,1018,
176.905,,Spot,11,Image 1,1,1021,
166.651,,Spot,11,Image 1,1,1033,
180.543,,Spot,11,Image 1,1,1041,
274.15,,Spot,11,Image 1,1,1043,
253.074,,Spot,11,Image 1,1,1048,
246.645,,Spot,11,Image 1,1,1054,
200.911,,Spot,11,Image 1,1,1064,
248.632,,Spot,11,Image 1,1,1065,
220.837,,Spot,11,Image 1,1,1070,
221.871,,Spot,11,Image 1,1,1073,
231.61,,Spot,11,Image 1,1,1076,
239.157,,Spot,11,Image 1,1,1077,
219.758,,Spot,11,Image 1,1,1085,
311.474,,Spot,11,Image 1,1,1091,
296.641,,Spot,11,Image 1,1,1093,
329.517,,Spot,11,Image 1,1,1094,
313.921,,Spot,11,Image 1,1,1096,
256.119,,Spot,11,Image 1,1,1098,
318.864,,Spot,11,Image 1,1,1101,
288.302,,Spot,11,Image 1,1,1105,
322.993,,Spot,11,Image 1,1,1108,
316.845,,Spot,11,Image 1,1,1109,
331.613,,Spot,11,Image 1,1,1113,
321.304,,Spot,11,Image 1,1,1124,
357.72,,Spot,11,Image 1,1,1132,
333.769,,Spot,11,Image 1,1,1133,
221.335,,Spot,11,Image 1,1,1139,
368.634,,Spot,11,Image 1,1,1146,
262.611,,Spot,11,Image 1,1,1149,
269.107,,Spot,11,Image 1,1,1150,
302.508,,Spot,11,Image 1,1,1153,
291.516,,Spot,11,Image 1,1,1154,
406.887,,Spot,11,Image 1,1,1158,
379.049,,Spot,11,Image 1,1,1165,
334.515,,Spot,11,Image 1,1,1169,
314.482,,Spot,11,Image 1,1,1180,
359.82,,Spot,11,Image 1,1,1184,
413.277,,Spot,11,Image 1,1,1185,
371.503,,Spot,11,Image 1,1,1189,
342.401,,Spot,11,Image 1,1,1193,
402.963,,Spot,11,Image 1,1,1196,
377.273,,Spot,11,Image 1,1,1198,
330.709,,Spot,11,Image 1,1,1199,
368.548,,Spot,11,Image 1,1,1201,
390.97,,Spot,11,Image 1,1,1203,
345.593,,Spot,11,Image 1,1,1209,
378.524,,Spot,11,Image 1,1,1210,
412.279,,Spot,11,Image 1,1,1211,
372.123,,Spot,11,Image 1,1,1213,
353.692,,Spot,11,Image 1,1,1216,
374.008,,Spot,11,Image 1,1,1217,
379.487,,Spot,11,Image 1,1,1218,
409.703,,Spot,11,Image 1,1,1226,
360.19,,Spot,11,Image 1,1,1228,
369.82,,Spot,11,Image 1,1,1229,
416.505,,Spot,11,Image 1,1,1232,
464.146,,Spot,11,Image 1,1,1237,
436.008,,Spot,11,Image 1,1,1241,
447.356,,Spot,11,Image 1,1,1242,
465.253,,Spot,11,Image 1,1,1243,
455.978,,Spot,11,Image 1,1,1246,
509.865,,Spot,11,Image 1,1,1258,
531.932,,Spot,11,Image 1,1,1262,
476.415,,Spot,11,Image 1,1,1264,
428.71,,Spot,11,Image 1,1,1271,
522.68,,Spot,11,Image 1,1,1284,
548.155,,Spot,11,Image 1,1,1288,
469.044,,Spot,11,Image 1,1,1291,
531.639,,Spot,11,Image 1,1,1301,
100.862,,Spot,11,Image 1,1,1303,
75.6173,,Spot,11,Image 1,1,1326,
94.5432,,Spot,11,Image 1,1,1327,
49.4539,,Spot,11,Image 1,1,1328,
18.6638,,Spot,11,Image 1,1,1331,
65.0183,,Spot,11,Image 1,1,1332,
97.6004,,Spot,11,Image 1,1,1334,
85.2161,,Spot,11,Image 1,1,1336,
58.672,,Spot,11,Image 1,1,1339,
130.898,,Spot,11,Image 1,1,1341,
140.381,,Spot,11,Image 1,1,1346,
123.025,,Spot,11,Image 1,1,1347,
153.905,,Spot,11,Image 1,1,1351,
182.676,,Spot,11,Image 1,1,1353,
162.524,,Spot,11,Image 1,1,1354,
128.31,,Spot,11,Image 1,1,1355,
105.988,,Spot,11,Image 1,1,1357,
161.495,,Spot,11,Image 1,1,1358,
82.3596,,Spot,11,Image 1,1,1359,
165.162,,Spot,11,Image 1,1,1361,
165.111,,Spot,11,Image 1,1,1362,
74.8867,,Spot,11,Image 1,1,1364,
143.06,,Spot,11,Image 1,1,1370,
134.094,,Spot,11,Image 1,1,1371,
118.639,,Spot,11,Image 1,1,1372,
167.594,,Spot,11,Image 1,1,1373,
108.601,,Spot,11,Image 1,1,1375,
95.6007,,Spot,11,Image 1,1,1376,
92.9408,,Spot,11,Image 1,1,1382,
120.963,,Spot,11,Image 1,1,1383,
201.855,,Spot,11,Image 1,1,1389,
285.756,,Spot,11,Image 1,1,1390,
170.516,,Spot,11,Image 1,1,1392,
249.941,,Spot,11,Image 1,1,1399,
229.566,,Spot,11,Image 1,1,1402,
279.651,,Spot,11,Image 1,1,1406,
200.288,,Spot,11,Image 1,1,1410,
185.523,,Spot,11,Image 1,1,1411,
250.072,,Spot,11,Image 1,1,1415,
222.687,,Spot,11,Image 1,1,1420,
290.124,,Spot,11,Image 1,1,1435,
266.318,,Spot,11,Image 1,1,1436,
284.037,,Spot,11,Image 1,1,1439,
304.436,,Spot,11,Image 1,1,1440,
309.445,,Spot,11,Image 1,1,1444,
282.978,,Spot,11,Image 1,1,1445,
306.353,,Spot,11,Image 1,1,1446,
269.601,,Spot,11,Image 1,1,1447,
371.103,,Spot,11,Image 1,1,1448,
331.621,,Spot,11,Image 1,1,1452,
271.673,,Spot,11,Image 1,1,1456,
296.791,,Spot,11,Image 1,1,1457,
324.044,,Spot,11,Image 1,1,1460,
304.683,,Spot,11,Image 1,1,1461,
327.15,,Spot,11,Image 1,1,1463,
242.754,,Spot,11,Image 1,1,1471,
352.981,,Spot,11,Image 1,1,1478,
356.046,,Spot,11,Image 1,1,1480,
312.533,,Spot,11,Image 1,1,1489,
352.132,,Spot,11,Image 1,1,1493,
328.85,,Spot,11,Image 1,1,1495,
301.527,,Spot,11,Image 1,1,1496,
348.579,,Spot,11,Image 1,1,1506,
380.061,,Spot,11,Image 1,1,1508,
424.175,,Spot,11,Image 1,1,1509,
340.327,,Spot,11,Image 1,1,1513,
9.19142,,Spot,11,Image 1,1,1534,
0,,Spot,11,Image 1,1,1537,
0,,Spot,11,Image 1,1,1543,
22.9433,,Spot,11,Image 1,1,1546,
0,,Spot,11,Image 1,1,1547,
0,,Spot,11,Image 1,1,1552,
0,,Spot,11,Image 1,1,1553,
22.6414,,Spot,11,Image 1,1,1555,
6.88622,,Spot,11,Image 1,1,1567,
0,,Spot,11,Image 1,1,1569,
0,,Spot,11,Image 1,1,1572,
0,,Spot,11,Image 1,1,1576,
46.7557,,Spot,11,Image 1,1,1589,
54.5682,,Spot,11,Image 1,1,1595,
35.6564,,Spot,11,Image 1,1,1615,
21.2296,,Spot,11,Image 1,1,1620,
106.568,,Spot,11,Image 1,1,1634,
240.936,,Spot,11,Image 1,1,1650,
250.781,,Spot,11,Image 1,1,1651,
254.493,,Spot,11,Image 1,1,1656,
259.585,,Spot,11,Image 1,1,1657,
271.353,,Spot,11,Image 1,1,1662,
167.877,,Spot,11,Image 1,1,1665,
0,,Spot,11,Image 1,1,1684,
0,,Spot,11,Image 1,1,1690,
0,,Spot,11,Image 1,1,1692,
0,,Spot,11,Image 1,1,1694,
0,,Spot,11,Image 1,1,1695,
0,,Spot,11,Image 1,1,1697,
0,,Spot,11,Image 1,1,1699,
0,,Spot,11,Image 1,1,1700,
0,,Spot,11,Image 1,1,1706,
0,,Spot,11,Image 1,1,1710,
0,,Spot,11,Image 1,1,1721,
0,,Spot,11,Image 1,1,1725,
0,,Spot,11,Image 1,1,1726,
0,,Spot,11,Image 1,1,1732,
0,,Spot,11,Image 1,1,1752,
26.0148,,Spot,11,Image 1,1,1768,
102.134,,Spot,11,Image 1,1,1769,
16.4998,,Spot,11,Image 1,1,1775,
127.223,,Spot,11,Image 1,1,1788,
279.753,,Spot,11,Image 1,1,1815,
279.902,,Spot,11,Image 1,1,1818,
286.297,,Spot,11,Image 1,1,1824,
269.612,,Spot,11,Image 1,1,1825,
151.375,,Spot,11,Image 1,1,1837,
192.762,,Spot,11,Image 1,1,1844,
140.585,,Spot,11,Image 1,1,1845,
164.678,,Spot,11,Image 1,1,1851,
153.653,,Spot,11,Image 1,1,1857,
233.446,,Spot,11,Image 1,1,1858,
216.021,,Spot,11,Image 1,1,1864,
199.339,,Spot,11,Image 1,1,1865,
180.024,,Spot,11,Image 1,1,1870,
200.111,,Spot,11,Image 1,1,1871,
151.796,,Spot,11,Image 1,1,1893,
327.28,,Spot,11,Image 1,1,1896,
290.669,,Spot,11,Image 1,1,1898,
354.811,,Spot,11,Image 1,1,1902,
226.193,,Spot,11,Image 1,1,1914,
328.868,,Spot,11,Image 1,1,1915,
338.924,,Spot,11,Image 1,1,1920,
276.262,,Spot,11,Image 1,1,1929,
398.49,,Spot,11,Image 1,1,1936,
389.39,,Spot,11,Image 1,1,1938,
395.088,,Spot,11,Image 1,1,1941,
395.751,,Spot,11,Image 1,1,1943,
372.835,,Spot,11,Image 1,1,1945,
348.86,,Spot,11,Image 1,1,1947,
396.297,,Spot,11,Image 1,1,1948,
392.596,,Spot,11,Image 1,1,1952,
400.725,,Spot,11,Image 1,1,1954,
401.563,,Spot,11,Image 1,1,1956,
387.585,,Spot,11,Image 1,1,1957,
375.974,,Spot,11,Image 1,1,1963,
335.195,,Spot,11,Image 1,1,1974,
411.596,,Spot,11,Image 1,1,1976,
376.735,,Spot,11,Image 1,1,1983,
409.381,,Spot,11,Image 1,1,1985,
475.078,,Spot,11,Image 1,1,1990,
468.189,,Spot,11,Image 1,1,2000,
522.767,,Spot,11,Image 1,1,2004,
485.903,,Spot,11,Image 1,1,2005,
432.229,,Spot,11,Image 1,1,2007,
408.257,,Spot,11,Image 1,1,2008,
520.206,,Spot,11,Image 1,1,2014,
46.5683,,Spot,11,Image 1,1,2034,
133.074,,Spot,11,Image 1,1,2037,
94.6496,,Spot,11,Image 1,1,2038,
118.639,,Spot,11,Image 1,1,2042,
36.4196,,Spot,11,Image 1,1,2043,
86.9209,,Spot,11,Image 1,1,2044,
78.8004,,Spot,11,Image 1,1,2045,
111.709,,Spot,11,Image 1,1,2052,
129.288,,Spot,11,Image 1,1,2053,
122.391,,Spot,11,Image 1,1,2054,
97.4638,,Spot,11,Image 1,1,2055,
74.1003,,Spot,11,Image 1,1,2057,
31.857,,Spot,11,Image 1,1,2058,
58.7693,,Spot,11,Image 1,1,2060,
108.213,,Spot,11,Image 1,1,2061,
187.65,,Spot,11,Image 1,1,2072,
128.036,,Spot,11,Image 1,1,2073,
100.059,,Spot,11,Image 1,1,2078,
157.935,,Spot,11,Image 1,1,2085,
133.314,,Spot,11,Image 1,1,2098,
245.687,,Spot,11,Image 1,1,2102,
192.821,,Spot,11,Image 1,1,2103,
337.195,,Spot,11,Image 1,1,2148,
374.493,,Spot,11,Image 1,1,2177,
0,,Spot,11,Image 1,1,2189,
1.95585,,Spot,11,Image 1,1,2191,
0,,Spot,11,Image 1,1,2193,
0,,Spot,11,Image 1,1,2194,
0,,Spot,11,Image 1,1,2196,
0,,Spot,11,Image 1,1,2197,
0,,Spot,11,Image 1,1,2198,
0,,Spot,11,Image 1,1,2199,
6.82715,,Spot,11,Image 1,1,2200,
9.59685,,Spot,11,Image 1,1,2201,
0,,Spot,11,Image 1,1,2203,
3.96785,,Spot,11,Image 1,1,2211,
0,,Spot,11,Image 1,1,2212,
18.7273,,Spot,11,Image 1,1,2230,
0,,Spot,11,Image 1,1,2261,
0,,Spot,11,Image 1,1,2266,
0,,Spot,11,Image 1,1,2273,
463.771,,Spot,11,Image 1,1,2457,
404.298,,Spot,11,Image 1,1,2458,
449.213,,Spot,11,Image 1,1,2471,
362.483,,Spot,11,Image 1,1,2552,
303.469,,Spot,11,Image 1,1,2661,
162.868,,Spot,11,Image 1,2,2937,
164.509,,Spot,11,Image 1,2,2938,
226.329,,Spot,11,Image 1,2,2939,
253.333,,Spot,11,Image 1,2,2971,
412.402,,Spot,11,Image 1,2,3016,
369.172,,Spot,11,Image 1,2,3018,
513.597,,Spot,11,Image 1,2,3045,
532.172,,Spot,11,Image 1,2,3046,
459.884,,Spot,11,Image 1,2,3056,
474.657,,Spot,11,Image 1,2,3065,
91.6996,,Spot,11,Image 1,2,3101,
191.607,,Spot,11,Image 1,2,3127,
198.117,,Spot,11,Image 1,2,3132,
207.082,,Spot,11,Image 1,2,3135,
190.868,,Spot,11,Image 1,2,3140,
293.899,,Spot,11,Image 1,2,3144,
281.847,,Spot,11,Image 1,2,3150,
357.083,,Spot,11,Image 1,2,3154,
274.205,,Spot,11,Image 1,2,3160,
225.551,,Spot,11,Image 1,2,3175,
325.371,,Spot,11,Image 1,2,3176,
224.415,,Spot,11,Image 1,2,3177,
337.945,,Spot,11,Image 1,2,3184,
265.684,,Spot,11,Image 1,2,3185,
286.646,,Spot,11,Image 1,2,3187,
420.584,,Spot,11,Image 1,2,3213,
423.289,,Spot,11,Image 1,2,3220,
7.82338,,Spot,11,Image 1,2,3235,
3.91169,,Spot,11,Image 1,2,3242,
1.95585,,Spot,11,Image 1,2,3243,
1.95585,,Spot,11,Image 1,2,3244,
1.95585,,Spot,11,Image 1,2,3245,
0,,Spot,11,Image 1,2,3248,
0,,Spot,11,Image 1,2,3250,
57.0718,,Spot,11,Image 1,2,3262,
78.1985,,Spot,11,Image 1,2,3264,
32.997,,Spot,11,Image 1,2,3265,
22.7393,,Spot,11,Image 1,2,3279,
51.6073,,Spot,11,Image 1,2,3280,
58.4488,,Spot,11,Image 1,2,3295,
105.236,,Spot,11,Image 1,2,3329,
165.156,,Spot,11,Image 1,2,3330,
86.3109,,Spot,11,Image 1,2,3334,
187.238,,Spot,11,Image 1,2,3339,
105.914,,Spot,11,Image 1,2,3340,
152.548,,Spot,11,Image 1,2,3350,
122.426,,Spot,11,Image 1,2,3358,
139.82,,Spot,11,Image 1,2,3359,
149.445,,Spot,11,Image 1,2,3376,
191.983,,Spot,11,Image 1,2,3402,
194.626,,Spot,11,Image 1,2,3412,
171.842,,Spot,11,Image 1,2,3414,
166.138,,Spot,11,Image 1,2,3415,
179.03,,Spot,11,Image 1,2,3419,
140.866,,Spot,11,Image 1,2,3420,
238.72,,Spot,11,Image 1,2,3425,
300.248,,Spot,11,Image 1,2,3434,
283.127,,Spot,11,Image 1,2,3446,
276.323,,Spot,11,Image 1,2,3451,
11.7351,,Spot,11,Image 1,2,3467,
11.7351,,Spot,11,Image 1,2,3469,
11.7351,,Spot,11,Image 1,2,3470,
9.77923,,Spot,11,Image 1,2,3472,
7.82338,,Spot,11,Image 1,2,3474,
5.86754,,Spot,11,Image 1,2,3475,
3.91169,,Spot,11,Image 1,2,3477,
1.95585,,Spot,11,Image 1,2,3479,
1.95585,,Spot,11,Image 1,2,3480,
1.95585,,Spot,11,Image 1,2,3481,
0,,Spot,11,Image 1,2,3483,
0,,Spot,11,Image 1,2,3484,
0,,Spot,11,Image 1,2,3491,
0,,Spot,11,Image 1,2,3492,
0,,Spot,11,Image 1,2,3497,
24.6251,,Spot,11,Image 1,2,3499,
11.7351,,Spot,11,Image 1,2,3503,
9.77923,,Spot,11,Image 1,2,3510,
9.77923,,Spot,11,Image 1,2,3512,
5.86754,,Spot,11,Image 1,2,3517,
5.86754,,Spot,11,Image 1,2,3518,
3.91169,,Spot,11,Image 1,2,3521,
0,,Spot,11,Image 1,2,3525,
0,,Spot,11,Image 1,2,3527,
18.0813,,Spot,11,Image 1,2,3532,
0,,Spot,11,Image 1,2,3536,
0,,Spot,11,Image 1,2,3539,
35.9395,,Spot,11,Image 1,2,3563,
82.997,,Spot,11,Image 1,2,3577,
0,,Spot,11,Image 1,2,3588,
7.10178,,Spot,11,Image 1,2,3590,
25.4198,,Spot,11,Image 1,2,3591,
112.751,,Spot,11,Image 1,2,3605,
116.62,,Spot,11,Image 1,2,3608,
90.6589,,Spot,11,Image 1,2,3611,
96.5986,,Spot,11,Image 1,2,3612,
142.917,,Spot,11,Image 1,2,3615,
150.596,,Spot,11,Image 1,2,3618,
55.8091,,Spot,11,Image 1,2,3619,
63.4619,,Spot,11,Image 1,2,3620,
119.083,,Spot,11,Image 1,2,3622,
100.147,,Spot,11,Image 1,2,3633,
159.712,,Spot,11,Image 1,2,3635,
168.299,,Spot,11,Image 1,2,3636,
78.3149,,Spot,11,Image 1,2,3637,
165.727,,Spot,11,Image 1,2,3675,
193.317,,Spot,11,Image 1,2,3679,
206.226,,Spot,11,Image 1,2,3686,
272.645,,Spot,11,Image 1,2,3687,
225.273,,Spot,11,Image 1,2,3688,
195.622,,Spot,11,Image 1,2,3693,
192.028,,Spot,11,Image 1,2,3696,
175.938,,Spot,11,Image 1,2,3702,
254.334,,Spot,11,Image 1,2,3729,
246.552,,Spot,11,Image 1,2,3732,
229.981,,Spot,11,Image 1,2,3748,
237.886,,Spot,11,Image 1,2,3749,
217.906,,Spot,11,Image 1,2,3758,
312.552,,Spot,11,Image 1,2,3760,
309.421,,Spot,11,Image 1,2,3763,
313.243,,Spot,11,Image 1,2,3768,
254.21,,Spot,11,Image 1,2,3771,
315.974,,Spot,11,Image 1,2,3776,
329.835,,Spot,11,Image 1,2,3778,
321.63,,Spot,11,Image 1,2,3783,
330.322,,Spot,11,Image 1,2,3787,
331.087,,Spot,11,Image 1,2,3802,
344.975,,Spot,11,Image 1,2,3805,
366.568,,Spot,11,Image 1,2,3809,
267.451,,Spot,11,Image 1,2,3812,
299.807,,Spot,11,Image 1,2,3813,
259.55,,Spot,11,Image 1,2,3815,
286.339,,Spot,11,Image 1,2,3818,
407.37,,Spot,11,Image 1,2,3822,
379.053,,Spot,11,Image 1,2,3823,
377.454,,Spot,11,Image 1,2,3825,
335.193,,Spot,11,Image 1,2,3829,
358.532,,Spot,11,Image 1,2,3837,
368.073,,Spot,11,Image 1,2,3840,
321.301,,Spot,11,Image 1,2,3841,
332.874,,Spot,11,Image 1,2,3842,
329.715,,Spot,11,Image 1,2,3843,
346.559,,Spot,11,Image 1,2,3849,
375.34,,Spot,11,Image 1,2,3854,
410.232,,Spot,11,Image 1,2,3855,
351.773,,Spot,11,Image 1,2,3858,
372.829,,Spot,11,Image 1,2,3859,
376.768,,Spot,11,Image 1,2,3863,
357.848,,Spot,11,Image 1,2,3867,
367.774,,Spot,11,Image 1,2,3868,
414.287,,Spot,11,Image 1,2,3869,
480.214,,Spot,11,Image 1,2,3873,
462.001,,Spot,11,Image 1,2,3874,
462.941,,Spot,11,Image 1,2,3876,
534.536,,Spot,11,Image 1,2,3887,
481.946,,Spot,11,Image 1,2,3900,
471.359,,Spot,11,Image 1,2,3904,
466.866,,Spot,11,Image 1,2,3919,
96.6359,,Spot,11,Image 1,2,3925,
23.1793,,Spot,11,Image 1,2,3934,
19.0322,,Spot,11,Image 1,2,3942,
64.6243,,Spot,11,Image 1,2,3943,
130.898,,Spot,11,Image 1,2,3948,
151.09,,Spot,11,Image 1,2,3955,
171.897,,Spot,11,Image 1,2,3956,
162.672,,Spot,11,Image 1,2,3957,
182.209,,Spot,11,Image 1,2,3959,
105.081,,Spot,11,Image 1,2,3961,
166.077,,Spot,11,Image 1,2,3963,
161.58,,Spot,11,Image 1,2,3966,
100.64,,Spot,11,Image 1,2,3968,
80.9449,,Spot,11,Image 1,2,3969,
142.222,,Spot,11,Image 1,2,3975,
118.01,,Spot,11,Image 1,2,3976,
165.441,,Spot,11,Image 1,2,3979,
105.847,,Spot,11,Image 1,2,3981,
93.8869,,Spot,11,Image 1,2,3982,
94.6666,,Spot,11,Image 1,2,3987,
92.9408,,Spot,11,Image 1,2,3988,
120.444,,Spot,11,Image 1,2,3989,
167.003,,Spot,11,Image 1,2,3999,
248.496,,Spot,11,Image 1,2,4002,
199.548,,Spot,11,Image 1,2,4008,
278.381,,Spot,11,Image 1,2,4011,
161.411,,Spot,11,Image 1,2,4014,
249.472,,Spot,11,Image 1,2,4023,
206.061,,Spot,11,Image 1,2,4032,
220.01,,Spot,11,Image 1,2,4033,
321.413,,Spot,11,Image 1,2,4047,
297.606,,Spot,11,Image 1,2,4048,
304.239,,Spot,11,Image 1,2,4051,
272.396,,Spot,11,Image 1,2,4052,
255.884,,Spot,11,Image 1,2,4053,
332.096,,Spot,11,Image 1,2,4056,
269.315,,Spot,11,Image 1,2,4058,
294.043,,Spot,11,Image 1,2,4059,
325.224,,Spot,11,Image 1,2,4062,
300.301,,Spot,11,Image 1,2,4064,
244.236,,Spot,11,Image 1,2,4079,
329.704,,Spot,11,Image 1,2,4081,
352.735,,Spot,11,Image 1,2,4082,
369.261,,Spot,11,Image 1,2,4083,
353.172,,Spot,11,Image 1,2,4085,
324.694,,Spot,11,Image 1,2,4088,
313.877,,Spot,11,Image 1,2,4090,
348.492,,Spot,11,Image 1,2,4092,
338.088,,Spot,11,Image 1,2,4103,
345.838,,Spot,11,Image 1,2,4104,
424.487,,Spot,11,Image 1,2,4107,
361.165,,Spot,11,Image 1,2,4109,
0,,Spot,11,Image 1,2,4121,
0,,Spot,11,Image 1,2,4122,
4.02412,,Spot,11,Image 1,2,4125,
7.04806,,Spot,11,Image 1,2,4129,
0,,Spot,11,Image 1,2,4138,
22.3763,,Spot,11,Image 1,2,4140,
0,,Spot,11,Image 1,2,4141,
0,,Spot,11,Image 1,2,4146,
0,,Spot,11,Image 1,2,4148,
23.1793,,Spot,11,Image 1,2,4150,
0,,Spot,11,Image 1,2,4151,
0,,Spot,11,Image 1,2,4152,
0,,Spot,11,Image 1,2,4158,
9.05726,,Spot,11,Image 1,2,4160,
0,,Spot,11,Image 1,2,4163,
81.4748,,Spot,11,Image 1,2,4165,
0,,Spot,11,Image 1,2,4169,
46.5523,,Spot,11,Image 1,2,4177,
8.19258,,Spot,11,Image 1,2,4190,
58.0554,,Spot,11,Image 1,2,4192,
0,,Spot,11,Image 1,2,4193,
0,,Spot,11,Image 1,2,4197,
35.1836,,Spot,11,Image 1,2,4202,
2.73086,,Spot,11,Image 1,2,4206,
105.796,,Spot,11,Image 1,2,4222,
230.986,,Spot,11,Image 1,2,4238,
242.915,,Spot,11,Image 1,2,4241,
260.186,,Spot,11,Image 1,2,4244,
250.15,,Spot,11,Image 1,2,4245,
272.698,,Spot,11,Image 1,2,4250,
170.685,,Spot,11,Image 1,2,4253,
0,,Spot,11,Image 1,2,4265,
0,,Spot,11,Image 1,2,4268,
