
Intensity Sum of Square Ch=10 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
2.4403e+06,,Spot,10,Image 1,1,5,
1.51273e+07,,Spot,10,Image 1,1,23,
6.82703e+06,,Spot,10,Image 1,1,29,
6.08479e+06,,Spot,10,Image 1,1,68,
3.82742e+06,,Spot,10,Image 1,1,75,
8.80347e+06,,Spot,10,Image 1,1,77,
2.91613e+06,,Spot,10,Image 1,1,88,
2.42447e+06,,Spot,10,Image 1,1,127,
5.58274e+06,,Spot,10,Image 1,1,142,
5.85481e+06,,Spot,10,Image 1,1,143,
5.09079e+06,,Spot,10,Image 1,1,162,
3.54848e+06,,Spot,10,Image 1,1,164,
3.84855e+06,,Spot,10,Image 1,1,167,
1.09869e+07,,Spot,10,Image 1,1,171,
1.37934e+07,,Spot,10,Image 1,1,173,
3.46229e+06,,Spot,10,Image 1,1,174,
4.08026e+06,,Spot,10,Image 1,1,182,
3.32016e+06,,Spot,10,Image 1,1,188,
4.26828e+06,,Spot,10,Image 1,1,190,
3.76611e+06,,Spot,10,Image 1,1,192,
4.44418e+06,,Spot,10,Image 1,1,201,
1.48765e+07,,Spot,10,Image 1,1,217,
3.54045e+06,,Spot,10,Image 1,1,222,
5.12289e+06,,Spot,10,Image 1,1,237,
3.01544e+06,,Spot,10,Image 1,1,239,
4.66197e+06,,Spot,10,Image 1,1,241,
4.65865e+06,,Spot,10,Image 1,1,242,
1.11006e+07,,Spot,10,Image 1,1,244,
4.35956e+06,,Spot,10,Image 1,1,246,
3.5884e+06,,Spot,10,Image 1,1,250,
6.88068e+06,,Spot,10,Image 1,1,257,
5.6323e+06,,Spot,10,Image 1,1,300,
9.14442e+06,,Spot,10,Image 1,1,303,
3.97224e+06,,Spot,10,Image 1,1,305,
5.81338e+06,,Spot,10,Image 1,1,309,
2.96434e+06,,Spot,10,Image 1,1,313,
4.03152e+06,,Spot,10,Image 1,1,350,
4.27006e+06,,Spot,10,Image 1,1,354,
8.35289e+06,,Spot,10,Image 1,1,364,
6.46839e+06,,Spot,10,Image 1,1,369,
3.21794e+06,,Spot,10,Image 1,1,378,
4.04085e+06,,Spot,10,Image 1,1,380,
6.08394e+06,,Spot,10,Image 1,1,387,
3.76032e+06,,Spot,10,Image 1,1,397,
9.7299e+06,,Spot,10,Image 1,1,400,
3.75455e+06,,Spot,10,Image 1,1,404,
7.17991e+06,,Spot,10,Image 1,1,406,
4.10659e+06,,Spot,10,Image 1,1,412,
7.52923e+06,,Spot,10,Image 1,1,413,
1.06059e+07,,Spot,10,Image 1,1,457,
4.30631e+06,,Spot,10,Image 1,1,458,
6.39448e+06,,Spot,10,Image 1,1,461,
1.13344e+07,,Spot,10,Image 1,1,484,
2.19225e+07,,Spot,10,Image 1,1,485,
8.43569e+06,,Spot,10,Image 1,1,487,
5.74014e+06,,Spot,10,Image 1,1,498,
3.27754e+06,,Spot,10,Image 1,1,509,
2.09224e+06,,Spot,10,Image 1,1,510,
2.85912e+06,,Spot,10,Image 1,1,513,
1.58854e+07,,Spot,10,Image 1,1,518,
1.15337e+07,,Spot,10,Image 1,1,520,
6.45978e+06,,Spot,10,Image 1,1,522,
2.29599e+07,,Spot,10,Image 1,1,528,
7.95098e+06,,Spot,10,Image 1,1,552,
3.78855e+06,,Spot,10,Image 1,1,565,
3.21607e+06,,Spot,10,Image 1,1,572,
3.706e+06,,Spot,10,Image 1,1,604,
5.31339e+06,,Spot,10,Image 1,1,615,
4.74996e+06,,Spot,10,Image 1,1,616,
5.67322e+06,,Spot,10,Image 1,1,626,
4.11394e+06,,Spot,10,Image 1,1,631,
9.00037e+06,,Spot,10,Image 1,1,661,
2.26576e+07,,Spot,10,Image 1,1,688,
6.41681e+06,,Spot,10,Image 1,1,693,
1.223e+07,,Spot,10,Image 1,1,696,
1.10876e+07,,Spot,10,Image 1,1,704,
3.62044e+06,,Spot,10,Image 1,1,707,
6.07684e+07,,Spot,10,Image 1,1,714,
9.97962e+06,,Spot,10,Image 1,1,716,
4.85329e+06,,Spot,10,Image 1,1,718,
2.08288e+06,,Spot,10,Image 1,1,730,
1.42315e+07,,Spot,10,Image 1,1,748,
3.24241e+06,,Spot,10,Image 1,1,762,
1.17126e+07,,Spot,10,Image 1,1,780,
1.03551e+07,,Spot,10,Image 1,1,782,
9.03199e+06,,Spot,10,Image 1,1,783,
1.98397e+07,,Spot,10,Image 1,1,789,
9.53984e+06,,Spot,10,Image 1,1,790,
1.00865e+07,,Spot,10,Image 1,1,792,
8.7021e+06,,Spot,10,Image 1,1,794,
3.60028e+07,,Spot,10,Image 1,1,797,
4.45236e+06,,Spot,10,Image 1,1,798,
1.07559e+07,,Spot,10,Image 1,1,800,
1.20742e+07,,Spot,10,Image 1,1,809,
4.35809e+06,,Spot,10,Image 1,1,812,
1.80646e+06,,Spot,10,Image 1,1,814,
6.45544e+06,,Spot,10,Image 1,1,822,
1.16853e+07,,Spot,10,Image 1,1,823,
3.95814e+06,,Spot,10,Image 1,1,825,
7.57254e+06,,Spot,10,Image 1,1,829,
9.01266e+06,,Spot,10,Image 1,1,830,
7.18163e+06,,Spot,10,Image 1,1,835,
4.42627e+06,,Spot,10,Image 1,1,837,
4.20848e+06,,Spot,10,Image 1,1,845,
5.74804e+06,,Spot,10,Image 1,1,889,
3.45973e+06,,Spot,10,Image 1,1,900,
3.23556e+06,,Spot,10,Image 1,1,903,
7.77475e+06,,Spot,10,Image 1,1,905,
4.94594e+06,,Spot,10,Image 1,1,906,
6.21544e+06,,Spot,10,Image 1,1,914,
2.76566e+06,,Spot,10,Image 1,1,917,
2.8187e+06,,Spot,10,Image 1,1,921,
3.73929e+06,,Spot,10,Image 1,1,923,
8.40759e+06,,Spot,10,Image 1,1,933,
1.04151e+07,,Spot,10,Image 1,1,936,
7.31853e+06,,Spot,10,Image 1,1,937,
9.13564e+06,,Spot,10,Image 1,1,939,
1.818e+07,,Spot,10,Image 1,1,941,
1.28172e+07,,Spot,10,Image 1,1,949,
7.71017e+06,,Spot,10,Image 1,1,952,
