
Area
 ==================== 
Area,Unit,Category,Time,ID,
305.43,µm^2,Spot,1,1243,
305.43,µm^2,Spot,1,1246,
305.43,µm^2,Spot,1,1258,
305.43,µm^2,Spot,1,1262,
305.43,µm^2,Spot,1,1264,
305.43,µm^2,Spot,1,1271,
305.43,µm^2,Spot,1,1284,
305.43,µm^2,Spot,1,1288,
305.43,µm^2,Spot,1,1291,
305.43,µm^2,Spot,1,1301,
305.43,µm^2,Spot,1,1303,
305.43,µm^2,Spot,1,1326,
305.43,µm^2,Spot,1,1327,
305.43,µm^2,Spot,1,1328,
305.43,µm^2,Spot,1,1331,
305.43,µm^2,Spot,1,1332,
305.43,µm^2,Spot,1,1334,
305.43,µm^2,Spot,1,1336,
305.43,µm^2,Spot,1,1339,
305.43,µm^2,Spot,1,1341,
305.43,µm^2,Spot,1,1346,
305.43,µm^2,Spot,1,1347,
305.43,µm^2,Spot,1,1351,
305.43,µm^2,Spot,1,1353,
305.43,µm^2,Spot,1,1354,
305.43,µm^2,Spot,1,1355,
305.43,µm^2,Spot,1,1357,
305.43,µm^2,Spot,1,1358,
305.43,µm^2,Spot,1,1359,
305.43,µm^2,Spot,1,1361,
305.43,µm^2,Spot,1,1362,
305.43,µm^2,Spot,1,1364,
305.43,µm^2,Spot,1,1370,
305.43,µm^2,Spot,1,1371,
305.43,µm^2,Spot,1,1372,
305.43,µm^2,Spot,1,1373,
305.43,µm^2,Spot,1,1375,
305.43,µm^2,Spot,1,1376,
305.43,µm^2,Spot,1,1382,
305.43,µm^2,Spot,1,1383,
305.43,µm^2,Spot,1,1389,
305.43,µm^2,Spot,1,1390,
305.43,µm^2,Spot,1,1392,
305.43,µm^2,Spot,1,1399,
305.43,µm^2,Spot,1,1402,
305.43,µm^2,Spot,1,1406,
305.43,µm^2,Spot,1,1410,
305.43,µm^2,Spot,1,1411,
305.43,µm^2,Spot,1,1415,
305.43,µm^2,Spot,1,1420,
305.43,µm^2,Spot,1,1435,
305.43,µm^2,Spot,1,1436,
305.43,µm^2,Spot,1,1439,
305.43,µm^2,Spot,1,1440,
305.43,µm^2,Spot,1,1444,
305.43,µm^2,Spot,1,1445,
305.43,µm^2,Spot,1,1446,
305.43,µm^2,Spot,1,1447,
305.43,µm^2,Spot,1,1448,
305.43,µm^2,Spot,1,1452,
305.43,µm^2,Spot,1,1456,
305.43,µm^2,Spot,1,1457,
305.43,µm^2,Spot,1,1460,
305.43,µm^2,Spot,1,1461,
305.43,µm^2,Spot,1,1463,
305.43,µm^2,Spot,1,1471,
305.43,µm^2,Spot,1,1478,
305.43,µm^2,Spot,1,1480,
305.43,µm^2,Spot,1,1489,
305.43,µm^2,Spot,1,1493,
305.43,µm^2,Spot,1,1495,
305.43,µm^2,Spot,1,1496,
305.43,µm^2,Spot,1,1506,
305.43,µm^2,Spot,1,1508,
305.43,µm^2,Spot,1,1509,
305.43,µm^2,Spot,1,1513,
305.43,µm^2,Spot,1,1534,
305.43,µm^2,Spot,1,1537,
305.43,µm^2,Spot,1,1543,
305.43,µm^2,Spot,1,1546,
305.43,µm^2,Spot,1,1547,
305.43,µm^2,Spot,1,1552,
305.43,µm^2,Spot,1,1553,
305.43,µm^2,Spot,1,1555,
305.43,µm^2,Spot,1,1567,
305.43,µm^2,Spot,1,1569,
305.43,µm^2,Spot,1,1572,
305.43,µm^2,Spot,1,1576,
305.43,µm^2,Spot,1,1589,
305.43,µm^2,Spot,1,1595,
305.43,µm^2,Spot,1,1615,
305.43,µm^2,Spot,1,1620,
305.43,µm^2,Spot,1,1634,
305.43,µm^2,Spot,1,1650,
305.43,µm^2,Spot,1,1651,
305.43,µm^2,Spot,1,1656,
305.43,µm^2,Spot,1,1657,
305.43,µm^2,Spot,1,1662,
305.43,µm^2,Spot,1,1665,
305.43,µm^2,Spot,1,1684,
305.43,µm^2,Spot,1,1690,
305.43,µm^2,Spot,1,1692,
305.43,µm^2,Spot,1,1694,
305.43,µm^2,Spot,1,1695,
305.43,µm^2,Spot,1,1697,
305.43,µm^2,Spot,1,1699,
305.43,µm^2,Spot,1,1700,
305.43,µm^2,Spot,1,1706,
305.43,µm^2,Spot,1,1710,
305.43,µm^2,Spot,1,1721,
305.43,µm^2,Spot,1,1725,
305.43,µm^2,Spot,1,1726,
305.43,µm^2,Spot,1,1732,
305.43,µm^2,Spot,1,1752,
305.43,µm^2,Spot,1,1768,
305.43,µm^2,Spot,1,1769,
305.43,µm^2,Spot,1,1775,
305.43,µm^2,Spot,1,1788,
305.43,µm^2,Spot,1,1815,
305.43,µm^2,Spot,1,1818,
305.43,µm^2,Spot,1,1824,
305.43,µm^2,Spot,1,1825,
305.43,µm^2,Spot,1,1837,
305.43,µm^2,Spot,1,1844,
305.43,µm^2,Spot,1,1845,
305.43,µm^2,Spot,1,1851,
305.43,µm^2,Spot,1,1857,
305.43,µm^2,Spot,1,1858,
305.43,µm^2,Spot,1,1864,
305.43,µm^2,Spot,1,1865,
305.43,µm^2,Spot,1,1870,
305.43,µm^2,Spot,1,1871,
305.43,µm^2,Spot,1,1893,
305.43,µm^2,Spot,1,1896,
305.43,µm^2,Spot,1,1898,
305.43,µm^2,Spot,1,1902,
305.43,µm^2,Spot,1,1914,
305.43,µm^2,Spot,1,1915,
305.43,µm^2,Spot,1,1920,
305.43,µm^2,Spot,1,1929,
305.43,µm^2,Spot,1,1936,
305.43,µm^2,Spot,1,1938,
305.43,µm^2,Spot,1,1941,
305.43,µm^2,Spot,1,1943,
305.43,µm^2,Spot,1,1945,
305.43,µm^2,Spot,1,1947,
305.43,µm^2,Spot,1,1948,
305.43,µm^2,Spot,1,1952,
305.43,µm^2,Spot,1,1954,
305.43,µm^2,Spot,1,1956,
305.43,µm^2,Spot,1,1957,
305.43,µm^2,Spot,1,1963,
305.43,µm^2,Spot,1,1974,
305.43,µm^2,Spot,1,1976,
305.43,µm^2,Spot,1,1983,
305.43,µm^2,Spot,1,1985,
305.43,µm^2,Spot,1,1990,
305.43,µm^2,Spot,1,2000,
305.43,µm^2,Spot,1,2004,
305.43,µm^2,Spot,1,2005,
305.43,µm^2,Spot,1,2007,
305.43,µm^2,Spot,1,2008,
305.43,µm^2,Spot,1,2014,
305.43,µm^2,Spot,1,2034,
305.43,µm^2,Spot,1,2037,
305.43,µm^2,Spot,1,2038,
305.43,µm^2,Spot,1,2042,
305.43,µm^2,Spot,1,2043,
305.43,µm^2,Spot,1,2044,
305.43,µm^2,Spot,1,2045,
305.43,µm^2,Spot,1,2052,
305.43,µm^2,Spot,1,2053,
305.43,µm^2,Spot,1,2054,
305.43,µm^2,Spot,1,2055,
305.43,µm^2,Spot,1,2057,
305.43,µm^2,Spot,1,2058,
305.43,µm^2,Spot,1,2060,
305.43,µm^2,Spot,1,2061,
305.43,µm^2,Spot,1,2072,
305.43,µm^2,Spot,1,2073,
305.43,µm^2,Spot,1,2078,
305.43,µm^2,Spot,1,2085,
305.43,µm^2,Spot,1,2098,
305.43,µm^2,Spot,1,2102,
305.43,µm^2,Spot,1,2103,
305.43,µm^2,Spot,1,2148,
305.43,µm^2,Spot,1,2177,
305.43,µm^2,Spot,1,2189,
305.43,µm^2,Spot,1,2191,
305.43,µm^2,Spot,1,2193,
305.43,µm^2,Spot,1,2194,
305.43,µm^2,Spot,1,2196,
305.43,µm^2,Spot,1,2197,
305.43,µm^2,Spot,1,2198,
305.43,µm^2,Spot,1,2199,
305.43,µm^2,Spot,1,2200,
305.43,µm^2,Spot,1,2201,
305.43,µm^2,Spot,1,2203,
305.43,µm^2,Spot,1,2211,
305.43,µm^2,Spot,1,2212,
305.43,µm^2,Spot,1,2230,
305.43,µm^2,Spot,1,2261,
305.43,µm^2,Spot,1,2266,
305.43,µm^2,Spot,1,2273,
305.43,µm^2,Spot,1,2457,
305.43,µm^2,Spot,1,2458,
305.43,µm^2,Spot,1,2471,
305.43,µm^2,Spot,1,2552,
305.43,µm^2,Spot,1,2661,
305.43,µm^2,Spot,2,2937,
305.43,µm^2,Spot,2,2938,
305.43,µm^2,Spot,2,2939,
305.43,µm^2,Spot,2,2971,
305.43,µm^2,Spot,2,3016,
305.43,µm^2,Spot,2,3018,
305.43,µm^2,Spot,2,3045,
305.43,µm^2,Spot,2,3046,
305.43,µm^2,Spot,2,3056,
305.43,µm^2,Spot,2,3065,
305.43,µm^2,Spot,2,3101,
305.43,µm^2,Spot,2,3127,
305.43,µm^2,Spot,2,3132,
305.43,µm^2,Spot,2,3135,
305.43,µm^2,Spot,2,3140,
305.43,µm^2,Spot,2,3144,
305.43,µm^2,Spot,2,3150,
305.43,µm^2,Spot,2,3154,
305.43,µm^2,Spot,2,3160,
305.43,µm^2,Spot,2,3175,
305.43,µm^2,Spot,2,3176,
305.43,µm^2,Spot,2,3177,
305.43,µm^2,Spot,2,3184,
305.43,µm^2,Spot,2,3185,
305.43,µm^2,Spot,2,3187,
305.43,µm^2,Spot,2,3213,
305.43,µm^2,Spot,2,3220,
305.43,µm^2,Spot,2,3235,
305.43,µm^2,Spot,2,3242,
305.43,µm^2,Spot,2,3243,
305.43,µm^2,Spot,2,3244,
305.43,µm^2,Spot,2,3245,
305.43,µm^2,Spot,2,3248,
305.43,µm^2,Spot,2,3250,
305.43,µm^2,Spot,2,3262,
305.43,µm^2,Spot,2,3264,
305.43,µm^2,Spot,2,3265,
305.43,µm^2,Spot,2,3279,
305.43,µm^2,Spot,2,3280,
305.43,µm^2,Spot,2,3295,
305.43,µm^2,Spot,2,3329,
305.43,µm^2,Spot,2,3330,
305.43,µm^2,Spot,2,3334,
305.43,µm^2,Spot,2,3339,
305.43,µm^2,Spot,2,3340,
305.43,µm^2,Spot,2,3350,
305.43,µm^2,Spot,2,3358,
305.43,µm^2,Spot,2,3359,
305.43,µm^2,Spot,2,3376,
305.43,µm^2,Spot,2,3402,
305.43,µm^2,Spot,2,3412,
305.43,µm^2,Spot,2,3414,
305.43,µm^2,Spot,2,3415,
305.43,µm^2,Spot,2,3419,
305.43,µm^2,Spot,2,3420,
305.43,µm^2,Spot,2,3425,
305.43,µm^2,Spot,2,3434,
305.43,µm^2,Spot,2,3446,
305.43,µm^2,Spot,2,3451,
305.43,µm^2,Spot,2,3467,
305.43,µm^2,Spot,2,3469,
305.43,µm^2,Spot,2,3470,
305.43,µm^2,Spot,2,3472,
305.43,µm^2,Spot,2,3474,
305.43,µm^2,Spot,2,3475,
305.43,µm^2,Spot,2,3477,
305.43,µm^2,Spot,2,3479,
305.43,µm^2,Spot,2,3480,
305.43,µm^2,Spot,2,3481,
305.43,µm^2,Spot,2,3483,
305.43,µm^2,Spot,2,3484,
305.43,µm^2,Spot,2,3491,
305.43,µm^2,Spot,2,3492,
305.43,µm^2,Spot,2,3497,
305.43,µm^2,Spot,2,3499,
305.43,µm^2,Spot,2,3503,
305.43,µm^2,Spot,2,3510,
305.43,µm^2,Spot,2,3512,
305.43,µm^2,Spot,2,3517,
305.43,µm^2,Spot,2,3518,
305.43,µm^2,Spot,2,3521,
305.43,µm^2,Spot,2,3525,
305.43,µm^2,Spot,2,3527,
305.43,µm^2,Spot,2,3532,
305.43,µm^2,Spot,2,3536,
305.43,µm^2,Spot,2,3539,
305.43,µm^2,Spot,2,3563,
305.43,µm^2,Spot,2,3577,
305.43,µm^2,Spot,2,3588,
305.43,µm^2,Spot,2,3590,
305.43,µm^2,Spot,2,3591,
305.43,µm^2,Spot,2,3605,
305.43,µm^2,Spot,2,3608,
305.43,µm^2,Spot,2,3611,
305.43,µm^2,Spot,2,3612,
305.43,µm^2,Spot,2,3615,
305.43,µm^2,Spot,2,3618,
305.43,µm^2,Spot,2,3619,
305.43,µm^2,Spot,2,3620,
305.43,µm^2,Spot,2,3622,
305.43,µm^2,Spot,2,3633,
305.43,µm^2,Spot,2,3635,
305.43,µm^2,Spot,2,3636,
305.43,µm^2,Spot,2,3637,
305.43,µm^2,Spot,2,3675,
305.43,µm^2,Spot,2,3679,
305.43,µm^2,Spot,2,3686,
305.43,µm^2,Spot,2,3687,
305.43,µm^2,Spot,2,3688,
305.43,µm^2,Spot,2,3693,
305.43,µm^2,Spot,2,3696,
305.43,µm^2,Spot,2,3702,
305.43,µm^2,Spot,2,3729,
305.43,µm^2,Spot,2,3732,
305.43,µm^2,Spot,2,3748,
305.43,µm^2,Spot,2,3749,
305.43,µm^2,Spot,2,3758,
305.43,µm^2,Spot,2,3760,
305.43,µm^2,Spot,2,3763,
305.43,µm^2,Spot,2,3768,
305.43,µm^2,Spot,2,3771,
305.43,µm^2,Spot,2,3776,
305.43,µm^2,Spot,2,3778,
305.43,µm^2,Spot,2,3783,
305.43,µm^2,Spot,2,3787,
305.43,µm^2,Spot,2,3802,
305.43,µm^2,Spot,2,3805,
305.43,µm^2,Spot,2,3809,
305.43,µm^2,Spot,2,3812,
305.43,µm^2,Spot,2,3813,
305.43,µm^2,Spot,2,3815,
305.43,µm^2,Spot,2,3818,
305.43,µm^2,Spot,2,3822,
305.43,µm^2,Spot,2,3823,
305.43,µm^2,Spot,2,3825,
305.43,µm^2,Spot,2,3829,
305.43,µm^2,Spot,2,3837,
305.43,µm^2,Spot,2,3840,
305.43,µm^2,Spot,2,3841,
305.43,µm^2,Spot,2,3842,
305.43,µm^2,Spot,2,3843,
305.43,µm^2,Spot,2,3849,
305.43,µm^2,Spot,2,3854,
305.43,µm^2,Spot,2,3855,
305.43,µm^2,Spot,2,3858,
305.43,µm^2,Spot,2,3859,
305.43,µm^2,Spot,2,3863,
305.43,µm^2,Spot,2,3867,
305.43,µm^2,Spot,2,3868,
305.43,µm^2,Spot,2,3869,
305.43,µm^2,Spot,2,3873,
305.43,µm^2,Spot,2,3874,
305.43,µm^2,Spot,2,3876,
305.43,µm^2,Spot,2,3887,
305.43,µm^2,Spot,2,3900,
305.43,µm^2,Spot,2,3904,
305.43,µm^2,Spot,2,3919,
305.43,µm^2,Spot,2,3925,
305.43,µm^2,Spot,2,3934,
305.43,µm^2,Spot,2,3942,
305.43,µm^2,Spot,2,3943,
305.43,µm^2,Spot,2,3948,
305.43,µm^2,Spot,2,3955,
305.43,µm^2,Spot,2,3956,
305.43,µm^2,Spot,2,3957,
305.43,µm^2,Spot,2,3959,
305.43,µm^2,Spot,2,3961,
305.43,µm^2,Spot,2,3963,
305.43,µm^2,Spot,2,3966,
305.43,µm^2,Spot,2,3968,
305.43,µm^2,Spot,2,3969,
305.43,µm^2,Spot,2,3975,
305.43,µm^2,Spot,2,3976,
305.43,µm^2,Spot,2,3979,
305.43,µm^2,Spot,2,3981,
305.43,µm^2,Spot,2,3982,
305.43,µm^2,Spot,2,3987,
305.43,µm^2,Spot,2,3988,
305.43,µm^2,Spot,2,3989,
305.43,µm^2,Spot,2,3999,
305.43,µm^2,Spot,2,4002,
305.43,µm^2,Spot,2,4008,
305.43,µm^2,Spot,2,4011,
305.43,µm^2,Spot,2,4014,
305.43,µm^2,Spot,2,4023,
305.43,µm^2,Spot,2,4032,
305.43,µm^2,Spot,2,4033,
305.43,µm^2,Spot,2,4047,
305.43,µm^2,Spot,2,4048,
305.43,µm^2,Spot,2,4051,
305.43,µm^2,Spot,2,4052,
305.43,µm^2,Spot,2,4053,
305.43,µm^2,Spot,2,4056,
305.43,µm^2,Spot,2,4058,
305.43,µm^2,Spot,2,4059,
305.43,µm^2,Spot,2,4062,
305.43,µm^2,Spot,2,4064,
305.43,µm^2,Spot,2,4079,
305.43,µm^2,Spot,2,4081,
305.43,µm^2,Spot,2,4082,
305.43,µm^2,Spot,2,4083,
305.43,µm^2,Spot,2,4085,
305.43,µm^2,Spot,2,4088,
305.43,µm^2,Spot,2,4090,
305.43,µm^2,Spot,2,4092,
305.43,µm^2,Spot,2,4103,
305.43,µm^2,Spot,2,4104,
305.43,µm^2,Spot,2,4107,
305.43,µm^2,Spot,2,4109,
305.43,µm^2,Spot,2,4121,
305.43,µm^2,Spot,2,4122,
305.43,µm^2,Spot,2,4125,
305.43,µm^2,Spot,2,4129,
305.43,µm^2,Spot,2,4138,
305.43,µm^2,Spot,2,4140,
305.43,µm^2,Spot,2,4141,
305.43,µm^2,Spot,2,4146,
305.43,µm^2,Spot,2,4148,
305.43,µm^2,Spot,2,4150,
305.43,µm^2,Spot,2,4151,
305.43,µm^2,Spot,2,4152,
305.43,µm^2,Spot,2,4158,
305.43,µm^2,Spot,2,4160,
305.43,µm^2,Spot,2,4163,
305.43,µm^2,Spot,2,4165,
305.43,µm^2,Spot,2,4169,
305.43,µm^2,Spot,2,4177,
305.43,µm^2,Spot,2,4190,
305.43,µm^2,Spot,2,4192,
305.43,µm^2,Spot,2,4193,
305.43,µm^2,Spot,2,4197,
305.43,µm^2,Spot,2,4202,
305.43,µm^2,Spot,2,4206,
305.43,µm^2,Spot,2,4222,
305.43,µm^2,Spot,2,4238,
305.43,µm^2,Spot,2,4241,
305.43,µm^2,Spot,2,4244,
305.43,µm^2,Spot,2,4245,
305.43,µm^2,Spot,2,4250,
305.43,µm^2,Spot,2,4253,
305.43,µm^2,Spot,2,4265,
305.43,µm^2,Spot,2,4268,
305.43,µm^2,Spot,2,4272,
305.43,µm^2,Spot,2,4273,
305.43,µm^2,Spot,2,4274,
305.43,µm^2,Spot,2,4276,
305.43,µm^2,Spot,2,4282,
305.43,µm^2,Spot,2,4288,
305.43,µm^2,Spot,2,4290,
305.43,µm^2,Spot,2,4294,
305.43,µm^2,Spot,2,4297,
305.43,µm^2,Spot,2,4299,
305.43,µm^2,Spot,2,4304,
305.43,µm^2,Spot,2,4305,
305.43,µm^2,Spot,2,4307,
305.43,µm^2,Spot,2,4345,
305.43,µm^2,Spot,2,4364,
305.43,µm^2,Spot,2,4385,
305.43,µm^2,Spot,2,4402,
305.43,µm^2,Spot,2,4404,
305.43,µm^2,Spot,2,4410,
305.43,µm^2,Spot,2,4414,
305.43,µm^2,Spot,2,4419,
305.43,µm^2,Spot,2,4423,
305.43,µm^2,Spot,2,4424,
305.43,µm^2,Spot,2,4431,
305.43,µm^2,Spot,2,4438,
305.43,µm^2,Spot,2,4448,
305.43,µm^2,Spot,2,4450,
305.43,µm^2,Spot,2,4464,
305.43,µm^2,Spot,2,4467,
305.43,µm^2,Spot,2,4468,
305.43,µm^2,Spot,2,4472,
305.43,µm^2,Spot,2,4485,
305.43,µm^2,Spot,2,4487,
305.43,µm^2,Spot,2,4491,
305.43,µm^2,Spot,2,4492,
305.43,µm^2,Spot,2,4493,
305.43,µm^2,Spot,2,4495,
305.43,µm^2,Spot,2,4497,
305.43,µm^2,Spot,2,4498,
305.43,µm^2,Spot,2,4499,
305.43,µm^2,Spot,2,4508,
305.43,µm^2,Spot,2,4520,
305.43,µm^2,Spot,2,4537,
305.43,µm^2,Spot,2,4538,
305.43,µm^2,Spot,2,4543,
305.43,µm^2,Spot,2,4544,
305.43,µm^2,Spot,2,4546,
305.43,µm^2,Spot,2,4550,
305.43,µm^2,Spot,2,4554,
305.43,µm^2,Spot,2,4562,
305.43,µm^2,Spot,2,4563,
305.43,µm^2,Spot,2,4567,
305.43,µm^2,Spot,2,4571,
305.43,µm^2,Spot,2,4572,
305.43,µm^2,Spot,2,4574,
305.43,µm^2,Spot,2,4580,
305.43,µm^2,Spot,2,4581,
305.43,µm^2,Spot,2,4583,
305.43,µm^2,Spot,2,4584,
305.43,µm^2,Spot,2,4585,
305.43,µm^2,Spot,2,4592,
305.43,µm^2,Spot,2,4596,
305.43,µm^2,Spot,2,4597,
305.43,µm^2,Spot,2,4606,
305.43,µm^2,Spot,2,4609,
305.43,µm^2,Spot,2,4616,
305.43,µm^2,Spot,2,4618,
305.43,µm^2,Spot,2,4621,
305.43,µm^2,Spot,2,4623,
305.43,µm^2,Spot,2,4651,
305.43,µm^2,Spot,2,4680,
305.43,µm^2,Spot,2,4694,
305.43,µm^2,Spot,2,4698,
305.43,µm^2,Spot,2,4699,
305.43,µm^2,Spot,2,4700,
305.43,µm^2,Spot,2,4701,
305.43,µm^2,Spot,2,4702,
305.43,µm^2,Spot,2,4704,
305.43,µm^2,Spot,2,4705,
305.43,µm^2,Spot,2,4706,
305.43,µm^2,Spot,2,4707,
305.43,µm^2,Spot,2,4715,
305.43,µm^2,Spot,2,4718,
305.43,µm^2,Spot,2,4721,
305.43,µm^2,Spot,2,4734,
305.43,µm^2,Spot,2,4764,
305.43,µm^2,Spot,2,4765,
305.43,µm^2,Spot,2,4768,
305.43,µm^2,Spot,2,4920,
305.43,µm^2,Spot,2,4922,
305.43,µm^2,Spot,2,4931,
305.43,µm^2,Spot,2,4941,
305.43,µm^2,Spot,2,4991,
305.43,µm^2,Spot,2,5111,
305.43,µm^2,Spot,2,5131,
305.43,µm^2,Spot,3,5245,
305.43,µm^2,Spot,3,5252,
305.43,µm^2,Spot,3,5324,
305.43,µm^2,Spot,3,5330,
305.43,µm^2,Spot,3,5331,
305.43,µm^2,Spot,3,5340,
