
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
97.7637,,Spot,7,Image 1,1,5,
242.951,,Spot,7,Image 1,1,23,
135.918,,Spot,7,Image 1,1,29,
607.831,,Spot,7,Image 1,1,68,
135.642,,Spot,7,Image 1,1,75,
392.11,,Spot,7,Image 1,1,77,
601.955,,Spot,7,Image 1,1,88,
372.465,,Spot,7,Image 1,1,127,
241.875,,Spot,7,Image 1,1,142,
300.061,,Spot,7,Image 1,1,143,
199.868,,Spot,7,Image 1,1,162,
172.757,,Spot,7,Image 1,1,164,
453.853,,Spot,7,Image 1,1,167,
439.68,,Spot,7,Image 1,1,171,
580.679,,Spot,7,Image 1,1,173,
268.172,,Spot,7,Image 1,1,174,
215.893,,Spot,7,Image 1,1,182,
372.785,,Spot,7,Image 1,1,188,
403,,Spot,7,Image 1,1,190,
361.746,,Spot,7,Image 1,1,192,
605.014,,Spot,7,Image 1,1,201,
519.221,,Spot,7,Image 1,1,217,
286.464,,Spot,7,Image 1,1,222,
268.03,,Spot,7,Image 1,1,237,
298.498,,Spot,7,Image 1,1,239,
399.568,,Spot,7,Image 1,1,241,
686.695,,Spot,7,Image 1,1,242,
265.616,,Spot,7,Image 1,1,244,
296.085,,Spot,7,Image 1,1,246,
415.705,,Spot,7,Image 1,1,250,
278.412,,Spot,7,Image 1,1,257,
175.43,,Spot,7,Image 1,1,300,
266.975,,Spot,7,Image 1,1,303,
139.836,,Spot,7,Image 1,1,305,
129.047,,Spot,7,Image 1,1,309,
313.895,,Spot,7,Image 1,1,313,
130.208,,Spot,7,Image 1,1,350,
145.553,,Spot,7,Image 1,1,354,
444.06,,Spot,7,Image 1,1,364,
459.19,,Spot,7,Image 1,1,369,
210.901,,Spot,7,Image 1,1,378,
252.084,,Spot,7,Image 1,1,380,
581.584,,Spot,7,Image 1,1,387,
227.633,,Spot,7,Image 1,1,397,
482.121,,Spot,7,Image 1,1,400,
355.467,,Spot,7,Image 1,1,404,
458.723,,Spot,7,Image 1,1,406,
432.877,,Spot,7,Image 1,1,412,
554.394,,Spot,7,Image 1,1,413,
530.583,,Spot,7,Image 1,1,457,
600.09,,Spot,7,Image 1,1,458,
463.256,,Spot,7,Image 1,1,461,
112.333,,Spot,7,Image 1,1,484,
148.528,,Spot,7,Image 1,1,485,
103.505,,Spot,7,Image 1,1,487,
117.026,,Spot,7,Image 1,1,498,
90.5385,,Spot,7,Image 1,1,509,
111.894,,Spot,7,Image 1,1,510,
149.139,,Spot,7,Image 1,1,513,
245.782,,Spot,7,Image 1,1,518,
132.726,,Spot,7,Image 1,1,520,
148.861,,Spot,7,Image 1,1,522,
359.366,,Spot,7,Image 1,1,528,
153.841,,Spot,7,Image 1,1,552,
133.122,,Spot,7,Image 1,1,565,
317.939,,Spot,7,Image 1,1,572,
243.325,,Spot,7,Image 1,1,604,
207.785,,Spot,7,Image 1,1,615,
167.594,,Spot,7,Image 1,1,616,
113.693,,Spot,7,Image 1,1,626,
274.687,,Spot,7,Image 1,1,631,
214.65,,Spot,7,Image 1,1,661,
219.565,,Spot,7,Image 1,1,688,
365.867,,Spot,7,Image 1,1,693,
317.929,,Spot,7,Image 1,1,696,
895.125,,Spot,7,Image 1,1,704,
353.209,,Spot,7,Image 1,1,707,
1127.89,,Spot,7,Image 1,1,714,
438.004,,Spot,7,Image 1,1,716,
386.891,,Spot,7,Image 1,1,718,
487.011,,Spot,7,Image 1,1,730,
404.516,,Spot,7,Image 1,1,748,
164.149,,Spot,7,Image 1,1,762,
162.418,,Spot,7,Image 1,1,780,
107.415,,Spot,7,Image 1,1,782,
138.207,,Spot,7,Image 1,1,783,
312.323,,Spot,7,Image 1,1,789,
119.96,,Spot,7,Image 1,1,790,
77.078,,Spot,7,Image 1,1,792,
98.0144,,Spot,7,Image 1,1,794,
262.011,,Spot,7,Image 1,1,797,
97.6065,,Spot,7,Image 1,1,798,
138.404,,Spot,7,Image 1,1,800,
252.891,,Spot,7,Image 1,1,809,
163.624,,Spot,7,Image 1,1,812,
88.6369,,Spot,7,Image 1,1,814,
