
Intensity StdDev Ch=11 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2.17066,,Spot,11,Image 1,1,5,
2.19378,,Spot,11,Image 1,1,23,
2.18775,,Spot,11,Image 1,1,29,
2.12846,,Spot,11,Image 1,1,68,
2.17754,,Spot,11,Image 1,1,75,
2.19342,,Spot,11,Image 1,1,77,
1.59726,,Spot,11,Image 1,1,88,
1.67784,,Spot,11,Image 1,1,127,
2.20692,,Spot,11,Image 1,1,142,
2.20333,,Spot,11,Image 1,1,143,
2.25071,,Spot,11,Image 1,1,162,
2.20923,,Spot,11,Image 1,1,164,
2.19593,,Spot,11,Image 1,1,167,
2.19638,,Spot,11,Image 1,1,171,
2.19872,,Spot,11,Image 1,1,173,
1.68064,,Spot,11,Image 1,1,174,
2.19178,,Spot,11,Image 1,1,182,
2.17573,,Spot,11,Image 1,1,188,
2.2121,,Spot,11,Image 1,1,190,
2.19339,,Spot,11,Image 1,1,192,
2.18329,,Spot,11,Image 1,1,201,
2.1673,,Spot,11,Image 1,1,217,
2.22609,,Spot,11,Image 1,1,222,
2.22725,,Spot,11,Image 1,1,237,
2.17226,,Spot,11,Image 1,1,239,
2.19321,,Spot,11,Image 1,1,241,
2.21011,,Spot,11,Image 1,1,242,
2.22616,,Spot,11,Image 1,1,244,
2.20552,,Spot,11,Image 1,1,246,
2.20263,,Spot,11,Image 1,1,250,
2.18969,,Spot,11,Image 1,1,257,
2.20334,,Spot,11,Image 1,1,300,
2.19289,,Spot,11,Image 1,1,303,
2.20982,,Spot,11,Image 1,1,305,
2.21861,,Spot,11,Image 1,1,309,
2.1865,,Spot,11,Image 1,1,313,
2.18714,,Spot,11,Image 1,1,350,
2.2074,,Spot,11,Image 1,1,354,
2.19221,,Spot,11,Image 1,1,364,
2.22616,,Spot,11,Image 1,1,369,
2.26633,,Spot,11,Image 1,1,378,
2.27863,,Spot,11,Image 1,1,380,
2.24063,,Spot,11,Image 1,1,387,
2.19087,,Spot,11,Image 1,1,397,
2.19981,,Spot,11,Image 1,1,400,
2.21413,,Spot,11,Image 1,1,404,
2.2483,,Spot,11,Image 1,1,406,
2.19475,,Spot,11,Image 1,1,412,
2.19914,,Spot,11,Image 1,1,413,
2.20315,,Spot,11,Image 1,1,457,
2.20686,,Spot,11,Image 1,1,458,
2.1887,,Spot,11,Image 1,1,461,
2.24761,,Spot,11,Image 1,1,484,
2.28292,,Spot,11,Image 1,1,485,
2.19792,,Spot,11,Image 1,1,487,
2.06066,,Spot,11,Image 1,1,498,
1.95862,,Spot,11,Image 1,1,509,
2.0203,,Spot,11,Image 1,1,510,
2.11578,,Spot,11,Image 1,1,513,
2.20405,,Spot,11,Image 1,1,518,
2.18461,,Spot,11,Image 1,1,520,
2.17549,,Spot,11,Image 1,1,522,
