
Intensity Max Ch=7 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
486,,Spot,7,Image 1,1,5,
1067,,Spot,7,Image 1,1,23,
580,,Spot,7,Image 1,1,29,
1189,,Spot,7,Image 1,1,68,
612,,Spot,7,Image 1,1,75,
1283,,Spot,7,Image 1,1,77,
1161,,Spot,7,Image 1,1,88,
1353,,Spot,7,Image 1,1,127,
966,,Spot,7,Image 1,1,142,
1102,,Spot,7,Image 1,1,143,
886,,Spot,7,Image 1,1,162,
681,,Spot,7,Image 1,1,164,
1150,,Spot,7,Image 1,1,167,
1553,,Spot,7,Image 1,1,171,
1380,,Spot,7,Image 1,1,173,
906,,Spot,7,Image 1,1,174,
919,,Spot,7,Image 1,1,182,
1016,,Spot,7,Image 1,1,188,
1418,,Spot,7,Image 1,1,190,
1238,,Spot,7,Image 1,1,192,
1633,,Spot,7,Image 1,1,201,
1222,,Spot,7,Image 1,1,217,
941,,Spot,7,Image 1,1,222,
986,,Spot,7,Image 1,1,237,
1022,,Spot,7,Image 1,1,239,
1350,,Spot,7,Image 1,1,241,
1704,,Spot,7,Image 1,1,242,
1231,,Spot,7,Image 1,1,244,
1111,,Spot,7,Image 1,1,246,
1297,,Spot,7,Image 1,1,250,
1163,,Spot,7,Image 1,1,257,
1102,,Spot,7,Image 1,1,300,
881,,Spot,7,Image 1,1,303,
640,,Spot,7,Image 1,1,305,
577,,Spot,7,Image 1,1,309,
1076,,Spot,7,Image 1,1,313,
844,,Spot,7,Image 1,1,350,
706,,Spot,7,Image 1,1,354,
1410,,Spot,7,Image 1,1,364,
1400,,Spot,7,Image 1,1,369,
875,,Spot,7,Image 1,1,378,
852,,Spot,7,Image 1,1,380,
1266,,Spot,7,Image 1,1,387,
969,,Spot,7,Image 1,1,397,
1446,,Spot,7,Image 1,1,400,
952,,Spot,7,Image 1,1,404,
1535,,Spot,7,Image 1,1,406,
1236,,Spot,7,Image 1,1,412,
1582,,Spot,7,Image 1,1,413,
1534,,Spot,7,Image 1,1,457,
1461,,Spot,7,Image 1,1,458,
1379,,Spot,7,Image 1,1,461,
749,,Spot,7,Image 1,1,484,
658,,Spot,7,Image 1,1,485,
484,,Spot,7,Image 1,1,487,
659,,Spot,7,Image 1,1,498,
521,,Spot,7,Image 1,1,509,
530,,Spot,7,Image 1,1,510,
630,,Spot,7,Image 1,1,513,
1025,,Spot,7,Image 1,1,518,
554,,Spot,7,Image 1,1,520,
668,,Spot,7,Image 1,1,522,
1096,,Spot,7,Image 1,1,528,
815,,Spot,7,Image 1,1,552,
778,,Spot,7,Image 1,1,565,
848,,Spot,7,Image 1,1,572,
995,,Spot,7,Image 1,1,604,
1008,,Spot,7,Image 1,1,615,
978,,Spot,7,Image 1,1,616,
867,,Spot,7,Image 1,1,626,
1022,,Spot,7,Image 1,1,631,
935,,Spot,7,Image 1,1,661,
848,,Spot,7,Image 1,1,688,
1237,,Spot,7,Image 1,1,693,
1033,,Spot,7,Image 1,1,696,
1520,,Spot,7,Image 1,1,704,
1360,,Spot,7,Image 1,1,707,
1597,,Spot,7,Image 1,1,714,
1467,,Spot,7,Image 1,1,716,
1041,,Spot,7,Image 1,1,718,
1405,,Spot,7,Image 1,1,730,
1342,,Spot,7,Image 1,1,748,
790,,Spot,7,Image 1,1,762,
710,,Spot,7,Image 1,1,780,
523,,Spot,7,Image 1,1,782,
797,,Spot,7,Image 1,1,783,
997,,Spot,7,Image 1,1,789,
627,,Spot,7,Image 1,1,790,
815,,Spot,7,Image 1,1,792,
620,,Spot,7,Image 1,1,794,
912,,Spot,7,Image 1,1,797,
505,,Spot,7,Image 1,1,798,
717,,Spot,7,Image 1,1,800,
1069,,Spot,7,Image 1,1,809,
747,,Spot,7,Image 1,1,812,
412,,Spot,7,Image 1,1,814,
854,,Spot,7,Image 1,1,822,
1027,,Spot,7,Image 1,1,823,
696,,Spot,7,Image 1,1,825,
842,,Spot,7,Image 1,1,829,
784,,Spot,7,Image 1,1,830,
907,,Spot,7,Image 1,1,835,
634,,Spot,7,Image 1,1,837,
883,,Spot,7,Image 1,1,845,
643,,Spot,7,Image 1,1,889,
947,,Spot,7,Image 1,1,900,
1225,,Spot,7,Image 1,1,903,
1108,,Spot,7,Image 1,1,905,
1024,,Spot,7,Image 1,1,906,
1011,,Spot,7,Image 1,1,914,
554,,Spot,7,Image 1,1,917,
802,,Spot,7,Image 1,1,921,
776,,Spot,7,Image 1,1,923,
704,,Spot,7,Image 1,1,933,
985,,Spot,7,Image 1,1,936,
1042,,Spot,7,Image 1,1,937,
891,,Spot,7,Image 1,1,939,
1043,,Spot,7,Image 1,1,941,
934,,Spot,7,Image 1,1,949,
985,,Spot,7,Image 1,1,952,
470,,Spot,7,Image 1,1,965,
795,,Spot,7,Image 1,1,978,
1077,,Spot,7,Image 1,1,989,
418,,Spot,7,Image 1,1,994,
484,,Spot,7,Image 1,1,997,
999,,Spot,7,Image 1,1,1010,
1023,,Spot,7,Image 1,1,1018,
1456,,Spot,7,Image 1,1,1021,
1342,,Spot,7,Image 1,1,1033,
640,,Spot,7,Image 1,1,1041,
1070,,Spot,7,Image 1,1,1043,
1193,,Spot,7,Image 1,1,1048,
1545,,Spot,7,Image 1,1,1054,
1034,,Spot,7,Image 1,1,1064,
1455,,Spot,7,Image 1,1,1065,
929,,Spot,7,Image 1,1,1070,
1087,,Spot,7,Image 1,1,1073,
1624,,Spot,7,Image 1,1,1076,
921,,Spot,7,Image 1,1,1077,
1503,,Spot,7,Image 1,1,1085,
1158,,Spot,7,Image 1,1,1091,
1309,,Spot,7,Image 1,1,1093,
1477,,Spot,7,Image 1,1,1094,
1135,,Spot,7,Image 1,1,1096,
1533,,Spot,7,Image 1,1,1098,
1404,,Spot,7,Image 1,1,1101,
1213,,Spot,7,Image 1,1,1105,
1541,,Spot,7,Image 1,1,1108,
1320,,Spot,7,Image 1,1,1109,
1139,,Spot,7,Image 1,1,1113,
1450,,Spot,7,Image 1,1,1124,
1201,,Spot,7,Image 1,1,1132,
1075,,Spot,7,Image 1,1,1133,
1623,,Spot,7,Image 1,1,1139,
1623,,Spot,7,Image 1,1,1146,
1297,,Spot,7,Image 1,1,1149,
1190,,Spot,7,Image 1,1,1150,
883,,Spot,7,Image 1,1,1153,
1109,,Spot,7,Image 1,1,1154,
1556,,Spot,7,Image 1,1,1158,
1239,,Spot,7,Image 1,1,1165,
1517,,Spot,7,Image 1,1,1169,
1416,,Spot,7,Image 1,1,1180,
1424,,Spot,7,Image 1,1,1184,
1445,,Spot,7,Image 1,1,1185,
1748,,Spot,7,Image 1,1,1189,
1456,,Spot,7,Image 1,1,1193,
1222,,Spot,7,Image 1,1,1196,
965,,Spot,7,Image 1,1,1198,
1194,,Spot,7,Image 1,1,1199,
1387,,Spot,7,Image 1,1,1201,
1606,,Spot,7,Image 1,1,1203,
1201,,Spot,7,Image 1,1,1209,
1542,,Spot,7,Image 1,1,1210,
908,,Spot,7,Image 1,1,1211,
1428,,Spot,7,Image 1,1,1213,
1571,,Spot,7,Image 1,1,1216,
1504,,Spot,7,Image 1,1,1217,
1254,,Spot,7,Image 1,1,1218,
1220,,Spot,7,Image 1,1,1226,
1437,,Spot,7,Image 1,1,1228,
1465,,Spot,7,Image 1,1,1229,
1621,,Spot,7,Image 1,1,1232,
1044,,Spot,7,Image 1,1,1237,
1417,,Spot,7,Image 1,1,1241,
1349,,Spot,7,Image 1,1,1242,
1196,,Spot,7,Image 1,1,1243,
1534,,Spot,7,Image 1,1,1246,
1300,,Spot,7,Image 1,1,1258,
1528,,Spot,7,Image 1,1,1262,
1492,,Spot,7,Image 1,1,1264,
711,,Spot,7,Image 1,1,1271,
1403,,Spot,7,Image 1,1,1284,
1618,,Spot,7,Image 1,1,1288,
1029,,Spot,7,Image 1,1,1291,
1785,,Spot,7,Image 1,1,1301,
518,,Spot,7,Image 1,1,1303,
1018,,Spot,7,Image 1,1,1326,
1346,,Spot,7,Image 1,1,1327,
770,,Spot,7,Image 1,1,1328,
1134,,Spot,7,Image 1,1,1331,
1654,,Spot,7,Image 1,1,1332,
1516,,Spot,7,Image 1,1,1334,
1269,,Spot,7,Image 1,1,1336,
1193,,Spot,7,Image 1,1,1339,
1629,,Spot,7,Image 1,1,1341,
1573,,Spot,7,Image 1,1,1346,
1054,,Spot,7,Image 1,1,1347,
1300,,Spot,7,Image 1,1,1351,
1321,,Spot,7,Image 1,1,1353,
1319,,Spot,7,Image 1,1,1354,
1489,,Spot,7,Image 1,1,1355,
1524,,Spot,7,Image 1,1,1357,
997,,Spot,7,Image 1,1,1358,
1119,,Spot,7,Image 1,1,1359,
1167,,Spot,7,Image 1,1,1361,
1109,,Spot,7,Image 1,1,1362,
1241,,Spot,7,Image 1,1,1364,
1115,,Spot,7,Image 1,1,1370,
1209,,Spot,7,Image 1,1,1371,
1543,,Spot,7,Image 1,1,1372,
1335,,Spot,7,Image 1,1,1373,
1459,,Spot,7,Image 1,1,1375,
1356,,Spot,7,Image 1,1,1376,
1017,,Spot,7,Image 1,1,1382,
1418,,Spot,7,Image 1,1,1383,
1015,,Spot,7,Image 1,1,1389,
1678,,Spot,7,Image 1,1,1390,
1414,,Spot,7,Image 1,1,1392,
1857,,Spot,7,Image 1,1,1399,
1232,,Spot,7,Image 1,1,1402,
1328,,Spot,7,Image 1,1,1406,
1695,,Spot,7,Image 1,1,1410,
1689,,Spot,7,Image 1,1,1411,
1454,,Spot,7,Image 1,1,1415,
