
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
48.0511,,Spot,6,Image 1,1,5,
31.5859,,Spot,6,Image 1,1,23,
43.8388,,Spot,6,Image 1,1,29,
1.87958,,Spot,6,Image 1,1,68,
43.1347,,Spot,6,Image 1,1,75,
13.0385,,Spot,6,Image 1,1,77,
2.91578,,Spot,6,Image 1,1,88,
9.26934,,Spot,6,Image 1,1,127,
16.7075,,Spot,6,Image 1,1,142,
16.4853,,Spot,6,Image 1,1,143,
21.9414,,Spot,6,Image 1,1,162,
16.9447,,Spot,6,Image 1,1,164,
3.09044,,Spot,6,Image 1,1,167,
9.21133,,Spot,6,Image 1,1,171,
0,,Spot,6,Image 1,1,173,
9.15511,,Spot,6,Image 1,1,174,
20.5092,,Spot,6,Image 1,1,182,
7.91516,,Spot,6,Image 1,1,188,
6.25578,,Spot,6,Image 1,1,190,
3.36767,,Spot,6,Image 1,1,192,
5.43508,,Spot,6,Image 1,1,201,
4.72505,,Spot,6,Image 1,1,217,
10.7355,,Spot,6,Image 1,1,222,
12.1958,,Spot,6,Image 1,1,237,
10.5485,,Spot,6,Image 1,1,239,
7.54113,,Spot,6,Image 1,1,241,
0,,Spot,6,Image 1,1,242,
18.5007,,Spot,6,Image 1,1,244,
7.93667,,Spot,6,Image 1,1,246,
6.36982,,Spot,6,Image 1,1,250,
7.70632,,Spot,6,Image 1,1,257,
22.19,,Spot,6,Image 1,1,300,
21.3647,,Spot,6,Image 1,1,303,
35.0263,,Spot,6,Image 1,1,305,
36.0058,,Spot,6,Image 1,1,309,
12.7894,,Spot,6,Image 1,1,313,
27.4662,,Spot,6,Image 1,1,350,
29.0902,,Spot,6,Image 1,1,354,
15.5817,,Spot,6,Image 1,1,364,
7.58664,,Spot,6,Image 1,1,369,
15.2659,,Spot,6,Image 1,1,378,
8.27224,,Spot,6,Image 1,1,380,
0,,Spot,6,Image 1,1,387,
12.9933,,Spot,6,Image 1,1,397,
5.96639,,Spot,6,Image 1,1,400,
7.94946,,Spot,6,Image 1,1,404,
3.64003,,Spot,6,Image 1,1,406,
2.81433,,Spot,6,Image 1,1,412,
3.2786,,Spot,6,Image 1,1,413,
3.48548,,Spot,6,Image 1,1,457,
0.670677,,Spot,6,Image 1,1,458,
5.73901,,Spot,6,Image 1,1,461,
60.0711,,Spot,6,Image 1,1,484,
56.4983,,Spot,6,Image 1,1,485,
65.6593,,Spot,6,Image 1,1,487,
32.6609,,Spot,6,Image 1,1,498,
35.7235,,Spot,6,Image 1,1,509,
35.3055,,Spot,6,Image 1,1,510,
30.9352,,Spot,6,Image 1,1,513,
37.1912,,Spot,6,Image 1,1,518,
44.0711,,Spot,6,Image 1,1,520,
43.9902,,Spot,6,Image 1,1,522,
23.8131,,Spot,6,Image 1,1,528,
40.9484,,Spot,6,Image 1,1,552,
57.7996,,Spot,6,Image 1,1,565,
12.9034,,Spot,6,Image 1,1,572,
10.1753,,Spot,6,Image 1,1,604,
28.586,,Spot,6,Image 1,1,615,
21.5931,,Spot,6,Image 1,1,616,
29.1624,,Spot,6,Image 1,1,626,
14.2184,,Spot,6,Image 1,1,631,
17.7613,,Spot,6,Image 1,1,661,
28.6397,,Spot,6,Image 1,1,688,
7.63046,,Spot,6,Image 1,1,693,
12.3371,,Spot,6,Image 1,1,696,
0,,Spot,6,Image 1,1,704,
20.1625,,Spot,6,Image 1,1,707,
0,,Spot,6,Image 1,1,714,
10.2328,,Spot,6,Image 1,1,716,
4.80793,,Spot,6,Image 1,1,718,
0,,Spot,6,Image 1,1,730,
7.43918,,Spot,6,Image 1,1,748,
18.9318,,Spot,6,Image 1,1,762,
39.4426,,Spot,6,Image 1,1,780,
