
Shortest Distance to Spots Spots=Spots 1
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,ID,
36.1273,µm,Spot,Spots 1,4,8363,
45.039,µm,Spot,Spots 1,4,8367,
27.2395,µm,Spot,Spots 1,4,8372,
39.1769,µm,Spot,Spots 1,4,8382,
33.0619,µm,Spot,Spots 1,4,8385,
99.2177,µm,Spot,Spots 1,4,8392,
93.2598,µm,Spot,Spots 1,4,8393,
80.27,µm,Spot,Spots 1,4,8396,
64.93,µm,Spot,Spots 1,4,8409,
61.5659,µm,Spot,Spots 1,4,8411,
45.9759,µm,Spot,Spots 1,4,8415,
69.5396,µm,Spot,Spots 1,4,8416,
71.0531,µm,Spot,Spots 1,4,8426,
27.9885,µm,Spot,Spots 1,4,8428,
34.2868,µm,Spot,Spots 1,4,8437,
40.4998,µm,Spot,Spots 1,4,8440,
53.517,µm,Spot,Spots 1,4,8441,
22.5423,µm,Spot,Spots 1,4,8442,
9.70996,µm,Spot,Spots 1,4,8444,
16.6771,µm,Spot,Spots 1,4,8445,
55.3223,µm,Spot,Spots 1,4,8452,
57.8904,µm,Spot,Spots 1,4,8456,
57.0721,µm,Spot,Spots 1,4,8457,
34.6956,µm,Spot,Spots 1,4,8458,
59.3569,µm,Spot,Spots 1,4,8459,
48.2415,µm,Spot,Spots 1,4,8464,
58.1904,µm,Spot,Spots 1,4,8466,
54.9539,µm,Spot,Spots 1,4,8471,
93.611,µm,Spot,Spots 1,4,8475,
139.046,µm,Spot,Spots 1,4,8482,
130.315,µm,Spot,Spots 1,4,8486,
147.274,µm,Spot,Spots 1,4,8496,
44.5185,µm,Spot,Spots 1,4,8513,
20.6042,µm,Spot,Spots 1,4,8525,
25.9583,µm,Spot,Spots 1,4,8529,
20.8472,µm,Spot,Spots 1,4,8532,
22.4209,µm,Spot,Spots 1,4,8535,
21.7725,µm,Spot,Spots 1,4,8538,
50.0517,µm,Spot,Spots 1,4,8545,
31.5437,µm,Spot,Spots 1,4,8547,
25.7979,µm,Spot,Spots 1,4,8548,
28.4082,µm,Spot,Spots 1,4,8549,
48.7657,µm,Spot,Spots 1,4,8550,
41.1726,µm,Spot,Spots 1,4,8551,
21.3546,µm,Spot,Spots 1,4,8552,
24.4423,µm,Spot,Spots 1,4,8553,
44.4372,µm,Spot,Spots 1,4,8554,
42.506,µm,Spot,Spots 1,4,8555,
23.0988,µm,Spot,Spots 1,4,8560,
36.9236,µm,Spot,Spots 1,4,8568,
33.4874,µm,Spot,Spots 1,4,8569,
30.0952,µm,Spot,Spots 1,4,8575,
26.3131,µm,Spot,Spots 1,4,8576,
19.2744,µm,Spot,Spots 1,4,8579,
21.0083,µm,Spot,Spots 1,4,8586,
29.0713,µm,Spot,Spots 1,4,8598,
19.0374,µm,Spot,Spots 1,4,8599,
39.1246,µm,Spot,Spots 1,4,8601,
30.1447,µm,Spot,Spots 1,4,8602,
11.8075,µm,Spot,Spots 1,4,8609,
8.65654,µm,Spot,Spots 1,4,8613,
21.3841,µm,Spot,Spots 1,4,8622,
52.4816,µm,Spot,Spots 1,4,8632,
59.8279,µm,Spot,Spots 1,4,8634,
43.1018,µm,Spot,Spots 1,4,8641,
65.1185,µm,Spot,Spots 1,4,8642,
66.3349,µm,Spot,Spots 1,4,8648,
48.421,µm,Spot,Spots 1,4,8652,
41.5857,µm,Spot,Spots 1,4,8653,
54.281,µm,Spot,Spots 1,4,8654,
72.2232,µm,Spot,Spots 1,4,8658,
8.13619,µm,Spot,Spots 1,4,8665,
41.4813,µm,Spot,Spots 1,4,8671,
38.1598,µm,Spot,Spots 1,4,8672,
45.7954,µm,Spot,Spots 1,4,8682,
29.7751,µm,Spot,Spots 1,4,8684,
55.0465,µm,Spot,Spots 1,4,8686,
21.8566,µm,Spot,Spots 1,4,8696,
64.9968,µm,Spot,Spots 1,4,8699,
40.5697,µm,Spot,Spots 1,4,8717,
18.7099,µm,Spot,Spots 1,4,8718,
38.4201,µm,Spot,Spots 1,4,8720,
37.7247,µm,Spot,Spots 1,4,8723,
22.9818,µm,Spot,Spots 1,4,8726,
36.3151,µm,Spot,Spots 1,4,8727,
19.5206,µm,Spot,Spots 1,4,8730,
30.5442,µm,Spot,Spots 1,4,8733,
21.7365,µm,Spot,Spots 1,4,8737,
18.4625,µm,Spot,Spots 1,4,8738,
19.7472,µm,Spot,Spots 1,4,8745,
17.4067,µm,Spot,Spots 1,4,8747,
13.2006,µm,Spot,Spots 1,4,8748,
25.9204,µm,Spot,Spots 1,4,8749,
13.3204,µm,Spot,Spots 1,4,8755,
17.2845,µm,Spot,Spots 1,4,8768,
13.8988,µm,Spot,Spots 1,4,8774,
18.2523,µm,Spot,Spots 1,4,8775,
10.5853,µm,Spot,Spots 1,4,8784,
11.2295,µm,Spot,Spots 1,4,8795,
14.9853,µm,Spot,Spots 1,4,8800,
13.9049,µm,Spot,Spots 1,4,8830,
19.5565,µm,Spot,Spots 1,4,8833,
35.9251,µm,Spot,Spots 1,4,8834,
27.3863,µm,Spot,Spots 1,4,8837,
37.171,µm,Spot,Spots 1,4,8841,
40.5943,µm,Spot,Spots 1,4,8843,
25.6147,µm,Spot,Spots 1,4,8847,
23.352,µm,Spot,Spots 1,4,8855,
17.6056,µm,Spot,Spots 1,4,8857,
25.8867,µm,Spot,Spots 1,4,8860,
20.0688,µm,Spot,Spots 1,4,8869,
22.1202,µm,Spot,Spots 1,4,8870,
24.1565,µm,Spot,Spots 1,4,8872,
15.8851,µm,Spot,Spots 1,4,8875,
13.6826,µm,Spot,Spots 1,4,8876,
9.96454,µm,Spot,Spots 1,4,8885,
13.2662,µm,Spot,Spots 1,4,8887,
12.3852,µm,Spot,Spots 1,4,8896,
11.7257,µm,Spot,Spots 1,4,8899,
12.8419,µm,Spot,Spots 1,4,8902,
10.2116,µm,Spot,Spots 1,4,8908,
23.986,µm,Spot,Spots 1,4,8964,
19.8755,µm,Spot,Spots 1,4,8980,
16.5107,µm,Spot,Spots 1,4,9019,
11.8553,µm,Spot,Spots 1,4,9028,
13.5653,µm,Spot,Spots 1,4,9037,
61.0568,µm,Spot,Spots 1,4,9060,
37.8044,µm,Spot,Spots 1,4,9063,
90.3579,µm,Spot,Spots 1,4,9065,
72.1932,µm,Spot,Spots 1,4,9066,
66.4791,µm,Spot,Spots 1,4,9072,
17.8039,µm,Spot,Spots 1,4,9077,
49.1602,µm,Spot,Spots 1,4,9089,
49.9918,µm,Spot,Spots 1,4,9090,
95.0633,µm,Spot,Spots 1,4,9092,
67.2192,µm,Spot,Spots 1,4,9093,
68.4026,µm,Spot,Spots 1,4,9095,
39.5264,µm,Spot,Spots 1,4,9098,
83.0586,µm,Spot,Spots 1,4,9101,
53.5587,µm,Spot,Spots 1,4,9102,
26.0122,µm,Spot,Spots 1,4,9103,
142.613,µm,Spot,Spots 1,4,9128,
107.292,µm,Spot,Spots 1,4,9129,
24.755,µm,Spot,Spots 1,4,9133,
139.317,µm,Spot,Spots 1,4,9140,
103.844,µm,Spot,Spots 1,4,9152,
17.6081,µm,Spot,Spots 1,4,9155,
21.6773,µm,Spot,Spots 1,4,9156,
35.9069,µm,Spot,Spots 1,4,9162,
21.9915,µm,Spot,Spots 1,4,9167,
16.3968,µm,Spot,Spots 1,4,9171,
25.4269,µm,Spot,Spots 1,4,9172,
26.2311,µm,Spot,Spots 1,4,9174,
30.4435,µm,Spot,Spots 1,4,9176,
18.8396,µm,Spot,Spots 1,4,9179,
11.1636,µm,Spot,Spots 1,4,9181,
7.17149,µm,Spot,Spots 1,4,9183,
16.6913,µm,Spot,Spots 1,4,9196,
25.5982,µm,Spot,Spots 1,4,9199,
23.1478,µm,Spot,Spots 1,4,9200,
45.7535,µm,Spot,Spots 1,4,9207,
22.1018,µm,Spot,Spots 1,4,9213,
19.4891,µm,Spot,Spots 1,4,9215,
22.0852,µm,Spot,Spots 1,4,9223,
9.40275,µm,Spot,Spots 1,4,9276,
21.4816,µm,Spot,Spots 1,4,9277,
9.13893,µm,Spot,Spots 1,4,9279,
9.8452,µm,Spot,Spots 1,4,9280,
11.4864,µm,Spot,Spots 1,4,9283,
12.5273,µm,Spot,Spots 1,4,9285,
19.6668,µm,Spot,Spots 1,4,9286,
19.5958,µm,Spot,Spots 1,4,9287,
8.6659,µm,Spot,Spots 1,4,9289,
23.1594,µm,Spot,Spots 1,4,9291,
11.2525,µm,Spot,Spots 1,4,9297,
23.328,µm,Spot,Spots 1,4,9298,
12.8392,µm,Spot,Spots 1,4,9312,
8.22592,µm,Spot,Spots 1,4,9346,
20.3458,µm,Spot,Spots 1,4,9347,
12.8343,µm,Spot,Spots 1,4,9348,
14.4095,µm,Spot,Spots 1,4,9357,
34.2665,µm,Spot,Spots 1,4,9491,
94.9277,µm,Spot,Spots 1,4,9499,
43.2976,µm,Spot,Spots 1,4,9555,
48.3945,µm,Spot,Spots 1,5,9811,
121.712,µm,Spot,Spots 1,5,9817,
52.275,µm,Spot,Spots 1,5,9838,
80.4884,µm,Spot,Spots 1,5,9877,
88.0048,µm,Spot,Spots 1,5,9884,
71.2424,µm,Spot,Spots 1,5,9885,
95.9202,µm,Spot,Spots 1,5,9915,
115.531,µm,Spot,Spots 1,5,9916,
54.7765,µm,Spot,Spots 1,5,9948,
46.8794,µm,Spot,Spots 1,5,9950,
38.2831,µm,Spot,Spots 1,5,9956,
47.6333,µm,Spot,Spots 1,5,9967,
33.5302,µm,Spot,Spots 1,5,9984,
26.0331,µm,Spot,Spots 1,5,9988,
72.9061,µm,Spot,Spots 1,5,10000,
65.8084,µm,Spot,Spots 1,5,10030,
55.9214,µm,Spot,Spots 1,5,10065,
41.8389,µm,Spot,Spots 1,5,10082,
52.2009,µm,Spot,Spots 1,5,10083,
42.8718,µm,Spot,Spots 1,5,10087,
39.5401,µm,Spot,Spots 1,5,10101,
37.728,µm,Spot,Spots 1,5,10103,
40.0645,µm,Spot,Spots 1,5,10110,
39.0407,µm,Spot,Spots 1,5,10112,
31.2018,µm,Spot,Spots 1,5,10119,
40.5728,µm,Spot,Spots 1,5,10120,
39.5476,µm,Spot,Spots 1,5,10124,
31.4618,µm,Spot,Spots 1,5,10141,
32.6773,µm,Spot,Spots 1,5,10157,
38.6134,µm,Spot,Spots 1,5,10163,
25.0828,µm,Spot,Spots 1,5,10190,
19.1497,µm,Spot,Spots 1,5,10199,
15.7156,µm,Spot,Spots 1,5,10204,
7.82342,µm,Spot,Spots 1,5,10207,
36.2412,µm,Spot,Spots 1,5,10229,
30.2769,µm,Spot,Spots 1,5,10250,
12.3804,µm,Spot,Spots 1,5,10258,
23.097,µm,Spot,Spots 1,5,10261,
30.4475,µm,Spot,Spots 1,5,10262,
10.4114,µm,Spot,Spots 1,5,10263,
23.8561,µm,Spot,Spots 1,5,10264,
21.595,µm,Spot,Spots 1,5,10267,
15.3905,µm,Spot,Spots 1,5,10271,
34.7856,µm,Spot,Spots 1,5,10272,
40.7124,µm,Spot,Spots 1,5,10273,
89.1144,µm,Spot,Spots 1,5,10283,
69.6761,µm,Spot,Spots 1,5,10297,
39.4494,µm,Spot,Spots 1,5,10300,
42.6483,µm,Spot,Spots 1,5,10314,
46.9435,µm,Spot,Spots 1,5,10316,
47.2812,µm,Spot,Spots 1,5,10318,
33.3992,µm,Spot,Spots 1,5,10325,
32.9628,µm,Spot,Spots 1,5,10327,
46.1684,µm,Spot,Spots 1,5,10329,
43.0973,µm,Spot,Spots 1,5,10331,
44.6187,µm,Spot,Spots 1,5,10335,
38.3025,µm,Spot,Spots 1,5,10338,
28.3319,µm,Spot,Spots 1,5,10339,
32.4882,µm,Spot,Spots 1,5,10340,
28.3235,µm,Spot,Spots 1,5,10344,
30.7862,µm,Spot,Spots 1,5,10345,
34.191,µm,Spot,Spots 1,5,10347,
33.3273,µm,Spot,Spots 1,5,10348,
25.0835,µm,Spot,Spots 1,5,10350,
41.161,µm,Spot,Spots 1,5,10354,
37.5577,µm,Spot,Spots 1,5,10357,
33.3529,µm,Spot,Spots 1,5,10368,
27.5251,µm,Spot,Spots 1,5,10371,
33.7303,µm,Spot,Spots 1,5,10374,
10.7935,µm,Spot,Spots 1,5,10378,
19.0173,µm,Spot,Spots 1,5,10383,
8.33351,µm,Spot,Spots 1,5,10390,
8.48089,µm,Spot,Spots 1,5,10391,
11.21,µm,Spot,Spots 1,5,10392,
14.5222,µm,Spot,Spots 1,5,10405,
13.4412,µm,Spot,Spots 1,5,10409,
35.6574,µm,Spot,Spots 1,5,10415,
24.8364,µm,Spot,Spots 1,5,10427,
16.9633,µm,Spot,Spots 1,5,10428,
34.7742,µm,Spot,Spots 1,5,10445,
14.6076,µm,Spot,Spots 1,5,10449,
11.6569,µm,Spot,Spots 1,5,10451,
12.0637,µm,Spot,Spots 1,5,10457,
14.818,µm,Spot,Spots 1,5,10463,
15.4865,µm,Spot,Spots 1,5,10467,
27.1866,µm,Spot,Spots 1,5,10471,
26.8951,µm,Spot,Spots 1,5,10472,
16.0728,µm,Spot,Spots 1,5,10475,
20.0287,µm,Spot,Spots 1,5,10480,
35.5155,µm,Spot,Spots 1,5,10481,
20.3859,µm,Spot,Spots 1,5,10483,
40.4962,µm,Spot,Spots 1,5,10484,
34.3806,µm,Spot,Spots 1,5,10488,
18.1106,µm,Spot,Spots 1,5,10491,
16.5229,µm,Spot,Spots 1,5,10494,
15.7848,µm,Spot,Spots 1,5,10498,
12.2886,µm,Spot,Spots 1,5,10499,
23.4707,µm,Spot,Spots 1,5,10500,
30.2845,µm,Spot,Spots 1,5,10501,
22.0489,µm,Spot,Spots 1,5,10511,
19.741,µm,Spot,Spots 1,5,10512,
10.6473,µm,Spot,Spots 1,5,10515,
14.8435,µm,Spot,Spots 1,5,10517,
29.6613,µm,Spot,Spots 1,5,10560,
18.5602,µm,Spot,Spots 1,5,10569,
78.5483,µm,Spot,Spots 1,5,10570,
73.9557,µm,Spot,Spots 1,5,10614,
43.6371,µm,Spot,Spots 1,5,10625,
32.6963,µm,Spot,Spots 1,5,10635,
45.7432,µm,Spot,Spots 1,5,10638,
61.6678,µm,Spot,Spots 1,5,10653,
110.933,µm,Spot,Spots 1,5,10663,
101.852,µm,Spot,Spots 1,5,10665,
84.8945,µm,Spot,Spots 1,5,10667,
13.7544,µm,Spot,Spots 1,5,10669,
71.5888,µm,Spot,Spots 1,5,10685,
22.6593,µm,Spot,Spots 1,5,10689,
71.6964,µm,Spot,Spots 1,5,10692,
57.6069,µm,Spot,Spots 1,5,10700,
26.0434,µm,Spot,Spots 1,5,10704,
55.7236,µm,Spot,Spots 1,5,10714,
23.3582,µm,Spot,Spots 1,5,10717,
58.5993,µm,Spot,Spots 1,5,10721,
51.9609,µm,Spot,Spots 1,5,10729,
40.9845,µm,Spot,Spots 1,5,10730,
33.6437,µm,Spot,Spots 1,5,10731,
61.8294,µm,Spot,Spots 1,5,10732,
54.5918,µm,Spot,Spots 1,5,10739,
106.133,µm,Spot,Spots 1,5,10743,
138.892,µm,Spot,Spots 1,5,10746,
129.088,µm,Spot,Spots 1,5,10749,
20.8542,µm,Spot,Spots 1,5,10790,
33.2845,µm,Spot,Spots 1,5,10791,
25.8386,µm,Spot,Spots 1,5,10795,
21.7647,µm,Spot,Spots 1,5,10796,
22.5945,µm,Spot,Spots 1,5,10800,
22.5241,µm,Spot,Spots 1,5,10802,
24.3489,µm,Spot,Spots 1,5,10809,
25.1695,µm,Spot,Spots 1,5,10810,
29.1089,µm,Spot,Spots 1,5,10811,
45.6345,µm,Spot,Spots 1,5,10814,
24.8515,µm,Spot,Spots 1,5,10816,
30.2997,µm,Spot,Spots 1,5,10817,
28.1027,µm,Spot,Spots 1,5,10825,
30.5885,µm,Spot,Spots 1,5,10827,
35.7442,µm,Spot,Spots 1,5,10831,
44.7521,µm,Spot,Spots 1,5,10832,
26.8196,µm,Spot,Spots 1,5,10836,
26.0395,µm,Spot,Spots 1,5,10838,
19.41,µm,Spot,Spots 1,5,10839,
23.582,µm,Spot,Spots 1,5,10845,
34.5419,µm,Spot,Spots 1,5,10850,
18.9957,µm,Spot,Spots 1,5,10857,
57.1551,µm,Spot,Spots 1,5,10858,
21.2454,µm,Spot,Spots 1,5,10860,
46.6422,µm,Spot,Spots 1,5,10890,
60.4274,µm,Spot,Spots 1,5,10891,
71.6013,µm,Spot,Spots 1,5,10892,
53.5547,µm,Spot,Spots 1,5,10897,
61.0741,µm,Spot,Spots 1,5,10898,
41.0823,µm,Spot,Spots 1,5,10903,
66.2939,µm,Spot,Spots 1,5,10906,
62.1357,µm,Spot,Spots 1,5,10908,
12.745,µm,Spot,Spots 1,5,10909,
66.627,µm,Spot,Spots 1,5,10912,
46.5917,µm,Spot,Spots 1,5,10914,
41.9404,µm,Spot,Spots 1,5,10915,
72.0139,µm,Spot,Spots 1,5,10916,
42.0897,µm,Spot,Spots 1,5,10923,
61.7682,µm,Spot,Spots 1,5,10931,
45.3013,µm,Spot,Spots 1,5,10933,
31.2673,µm,Spot,Spots 1,5,10935,
63.9151,µm,Spot,Spots 1,5,10946,
39.9325,µm,Spot,Spots 1,5,10957,
19.1761,µm,Spot,Spots 1,5,10963,
33.5987,µm,Spot,Spots 1,5,10966,
39.2815,µm,Spot,Spots 1,5,10968,
31.8136,µm,Spot,Spots 1,5,10970,
19.7013,µm,Spot,Spots 1,5,10971,
19.6008,µm,Spot,Spots 1,5,10987,
16.2093,µm,Spot,Spots 1,5,10988,
15.2919,µm,Spot,Spots 1,5,10991,
20.5349,µm,Spot,Spots 1,5,10995,
13.1773,µm,Spot,Spots 1,5,11001,
17.9364,µm,Spot,Spots 1,5,11008,
18.0881,µm,Spot,Spots 1,5,11017,
13.2467,µm,Spot,Spots 1,5,11021,
8.91999,µm,Spot,Spots 1,5,11031,
18.4346,µm,Spot,Spots 1,5,11043,
16.3353,µm,Spot,Spots 1,5,11056,
16.6526,µm,Spot,Spots 1,5,11075,
13.2911,µm,Spot,Spots 1,5,11076,
26.5256,µm,Spot,Spots 1,5,11079,
32.6078,µm,Spot,Spots 1,5,11081,
39.0777,µm,Spot,Spots 1,5,11088,
23.8581,µm,Spot,Spots 1,5,11090,
10.7609,µm,Spot,Spots 1,5,11094,
24.2547,µm,Spot,Spots 1,5,11096,
21.1065,µm,Spot,Spots 1,5,11101,
22.3733,µm,Spot,Spots 1,5,11105,
18.2965,µm,Spot,Spots 1,5,11106,
12.1863,µm,Spot,Spots 1,5,11108,
15.0003,µm,Spot,Spots 1,5,11109,
14.6764,µm,Spot,Spots 1,5,11114,
11.9016,µm,Spot,Spots 1,5,11130,
13.6593,µm,Spot,Spots 1,5,11131,
19.5411,µm,Spot,Spots 1,5,11200,
35.141,µm,Spot,Spots 1,5,11236,
14.6819,µm,Spot,Spots 1,5,11237,
15.5486,µm,Spot,Spots 1,5,11242,
9.56218,µm,Spot,Spots 1,5,11253,
21.2218,µm,Spot,Spots 1,5,11256,
55.8543,µm,Spot,Spots 1,5,11276,
94.5179,µm,Spot,Spots 1,5,11279,
72.317,µm,Spot,Spots 1,5,11280,
74.5885,µm,Spot,Spots 1,5,11290,
28.6602,µm,Spot,Spots 1,5,11295,
69.971,µm,Spot,Spots 1,5,11314,
80.0864,µm,Spot,Spots 1,5,11317,
60.4712,µm,Spot,Spots 1,5,11322,
63.2414,µm,Spot,Spots 1,5,11328,
32.619,µm,Spot,Spots 1,5,11335,
94.9241,µm,Spot,Spots 1,5,11338,
91.0501,µm,Spot,Spots 1,5,11348,
143.469,µm,Spot,Spots 1,5,11350,
106.922,µm,Spot,Spots 1,5,11351,
26.7908,µm,Spot,Spots 1,5,11359,
139.231,µm,Spot,Spots 1,5,11361,
103.167,µm,Spot,Spots 1,5,11370,
21.5354,µm,Spot,Spots 1,5,11374,
22.3789,µm,Spot,Spots 1,5,11377,
38.2111,µm,Spot,Spots 1,5,11383,
26.973,µm,Spot,Spots 1,5,11384,
14.9946,µm,Spot,Spots 1,5,11391,
25.7862,µm,Spot,Spots 1,5,11393,
24.241,µm,Spot,Spots 1,5,11401,
12.9421,µm,Spot,Spots 1,5,11404,
10.7865,µm,Spot,Spots 1,5,11405,
16.066,µm,Spot,Spots 1,5,11415,
21.2081,µm,Spot,Spots 1,5,11423,
44.2348,µm,Spot,Spots 1,5,11432,
24.9983,µm,Spot,Spots 1,5,11435,
25.8906,µm,Spot,Spots 1,5,11477,
10.3109,µm,Spot,Spots 1,5,11478,
11.1388,µm,Spot,Spots 1,5,11480,
9.30225,µm,Spot,Spots 1,5,11481,
10.1356,µm,Spot,Spots 1,5,11482,
12.4307,µm,Spot,Spots 1,5,11487,
18.4471,µm,Spot,Spots 1,5,11488,
9.59561,µm,Spot,Spots 1,5,11490,
11.005,µm,Spot,Spots 1,5,11495,
12.0843,µm,Spot,Spots 1,5,11514,
11.9472,µm,Spot,Spots 1,5,11549,
14.4806,µm,Spot,Spots 1,5,11555,
16.9534,µm,Spot,Spots 1,5,11556,
17.13,µm,Spot,Spots 1,5,11561,
94.4256,µm,Spot,Spots 1,5,11668,
93.0584,µm,Spot,Spots 1,5,11680,
51.1105,µm,Spot,Spots 1,6,11937,
78.3254,µm,Spot,Spots 1,6,11965,
87.1152,µm,Spot,Spots 1,6,11968,
68.7316,µm,Spot,Spots 1,6,11972,
118.286,µm,Spot,Spots 1,6,11991,
52.6033,µm,Spot,Spots 1,6,12018,
48.6484,µm,Spot,Spots 1,6,12020,
38.1622,µm,Spot,Spots 1,6,12021,
38.351,µm,Spot,Spots 1,6,12027,
34.8406,µm,Spot,Spots 1,6,12052,
29.6935,µm,Spot,Spots 1,6,12060,
62.9225,µm,Spot,Spots 1,6,12076,
52.1655,µm,Spot,Spots 1,6,12091,
52.2767,µm,Spot,Spots 1,6,12147,
39.4539,µm,Spot,Spots 1,6,12148,
41.667,µm,Spot,Spots 1,6,12152,
42.8898,µm,Spot,Spots 1,6,12161,
46.3568,µm,Spot,Spots 1,6,12162,
34.755,µm,Spot,Spots 1,6,12167,
40.2047,µm,Spot,Spots 1,6,12169,
38.238,µm,Spot,Spots 1,6,12173,
31.8794,µm,Spot,Spots 1,6,12176,
39.021,µm,Spot,Spots 1,6,12179,
41.2439,µm,Spot,Spots 1,6,12180,
27.4989,µm,Spot,Spots 1,6,12201,
38.2503,µm,Spot,Spots 1,6,12223,
28.5634,µm,Spot,Spots 1,6,12229,
35.9264,µm,Spot,Spots 1,6,12242,
25.669,µm,Spot,Spots 1,6,12254,
23.8113,µm,Spot,Spots 1,6,12261,
17.5054,µm,Spot,Spots 1,6,12264,
7.1521,µm,Spot,Spots 1,6,12267,
34.6318,µm,Spot,Spots 1,6,12283,
31.566,µm,Spot,Spots 1,6,12301,
29.6371,µm,Spot,Spots 1,6,12307,
13.3294,µm,Spot,Spots 1,6,12308,
15.5021,µm,Spot,Spots 1,6,12310,
24.5988,µm,Spot,Spots 1,6,12313,
17.7372,µm,Spot,Spots 1,6,12315,
23.5718,µm,Spot,Spots 1,6,12316,
23.0722,µm,Spot,Spots 1,6,12318,
32.7027,µm,Spot,Spots 1,6,12322,
91.7848,µm,Spot,Spots 1,6,12332,
42.5388,µm,Spot,Spots 1,6,12366,
43.8831,µm,Spot,Spots 1,6,12367,
43.3215,µm,Spot,Spots 1,6,12369,
33.7357,µm,Spot,Spots 1,6,12375,
31.6711,µm,Spot,Spots 1,6,12377,
44.1854,µm,Spot,Spots 1,6,12379,
42.147,µm,Spot,Spots 1,6,12381,
42.3601,µm,Spot,Spots 1,6,12387,
27.5415,µm,Spot,Spots 1,6,12389,
30.0363,µm,Spot,Spots 1,6,12390,
39.7958,µm,Spot,Spots 1,6,12394,
28.6749,µm,Spot,Spots 1,6,12396,
31.2733,µm,Spot,Spots 1,6,12400,
28.5467,µm,Spot,Spots 1,6,12402,
33.7738,µm,Spot,Spots 1,6,12406,
41.1476,µm,Spot,Spots 1,6,12407,
37.5983,µm,Spot,Spots 1,6,12409,
30.5644,µm,Spot,Spots 1,6,12422,
32.8963,µm,Spot,Spots 1,6,12428,
9.97137,µm,Spot,Spots 1,6,12434,
23.3266,µm,Spot,Spots 1,6,12435,
11.0566,µm,Spot,Spots 1,6,12447,
12.3954,µm,Spot,Spots 1,6,12448,
13.0872,µm,Spot,Spots 1,6,12449,
10.1667,µm,Spot,Spots 1,6,12450,
11.3572,µm,Spot,Spots 1,6,12451,
15.5535,µm,Spot,Spots 1,6,12458,
11.8881,µm,Spot,Spots 1,6,12459,
37.5283,µm,Spot,Spots 1,6,12465,
19.5748,µm,Spot,Spots 1,6,12492,
14.8881,µm,Spot,Spots 1,6,12495,
6.69403,µm,Spot,Spots 1,6,12501,
9.09803,µm,Spot,Spots 1,6,12503,
15.9331,µm,Spot,Spots 1,6,12515,
27.6917,µm,Spot,Spots 1,6,12518,
29.1804,µm,Spot,Spots 1,6,12519,
22.9804,µm,Spot,Spots 1,6,12523,
34.4362,µm,Spot,Spots 1,6,12526,
19.2351,µm,Spot,Spots 1,6,12527,
26.7565,µm,Spot,Spots 1,6,12532,
36.5911,µm,Spot,Spots 1,6,12537,
36.7516,µm,Spot,Spots 1,6,12538,
15.9037,µm,Spot,Spots 1,6,12542,
22.1261,µm,Spot,Spots 1,6,12544,
30.3742,µm,Spot,Spots 1,6,12545,
26.818,µm,Spot,Spots 1,6,12546,
13.3243,µm,Spot,Spots 1,6,12547,
25.1312,µm,Spot,Spots 1,6,12553,
20.2305,µm,Spot,Spots 1,6,12558,
18.9308,µm,Spot,Spots 1,6,12561,
9.16999,µm,Spot,Spots 1,6,12563,
15.3361,µm,Spot,Spots 1,6,12564,
28.9734,µm,Spot,Spots 1,6,12596,
79.6379,µm,Spot,Spots 1,6,12608,
63.9657,µm,Spot,Spots 1,6,12614,
34.3266,µm,Spot,Spots 1,6,12671,
44.6615,µm,Spot,Spots 1,6,12677,
61.3264,µm,Spot,Spots 1,6,12694,
102.272,µm,Spot,Spots 1,6,12706,
81.1941,µm,Spot,Spots 1,6,12708,
27.5727,µm,Spot,Spots 1,6,12728,
26.1019,µm,Spot,Spots 1,6,12743,
53.5415,µm,Spot,Spots 1,6,12749,
25.0421,µm,Spot,Spots 1,6,12753,
33.1202,µm,Spot,Spots 1,6,12765,
61.0579,µm,Spot,Spots 1,6,12769,
56.8498,µm,Spot,Spots 1,6,12773,
68.8807,µm,Spot,Spots 1,6,12788,
141.732,µm,Spot,Spots 1,6,12789,
19.0993,µm,Spot,Spots 1,6,12831,
23.1403,µm,Spot,Spots 1,6,12834,
18.8224,µm,Spot,Spots 1,6,12835,
19.6352,µm,Spot,Spots 1,6,12837,
32.4872,µm,Spot,Spots 1,6,12838,
22.975,µm,Spot,Spots 1,6,12841,
22.6767,µm,Spot,Spots 1,6,12845,
58.6165,µm,Spot,Spots 1,6,12851,
26.9938,µm,Spot,Spots 1,6,12852,
22.3504,µm,Spot,Spots 1,6,12854,
43.5451,µm,Spot,Spots 1,6,12856,
44.6235,µm,Spot,Spots 1,6,12857,
23.2458,µm,Spot,Spots 1,6,12860,
21.8412,µm,Spot,Spots 1,6,12861,
41.1859,µm,Spot,Spots 1,6,12866,
28.2187,µm,Spot,Spots 1,6,12868,
46.375,µm,Spot,Spots 1,6,12873,
47.7622,µm,Spot,Spots 1,6,12875,
34.3479,µm,Spot,Spots 1,6,12878,
31.9888,µm,Spot,Spots 1,6,12879,
25.5735,µm,Spot,Spots 1,6,12882,
24.8993,µm,Spot,Spots 1,6,12883,
18.0521,µm,Spot,Spots 1,6,12885,
29.449,µm,Spot,Spots 1,6,12900,
19.9445,µm,Spot,Spots 1,6,12905,
17.1922,µm,Spot,Spots 1,6,12906,
22.8953,µm,Spot,Spots 1,6,12913,
57.0809,µm,Spot,Spots 1,6,12939,
78.0331,µm,Spot,Spots 1,6,12940,
