
Shortest Distance to Spots Spots=Spots 1
 ==================== 
Shortest Distance to Spots,Unit,Category,Spots,Time,ID,
22.6858,µm,Spot,Spots 1,2,4032,
22.8394,µm,Spot,Spots 1,2,4033,
62.5689,µm,Spot,Spots 1,2,4047,
66.372,µm,Spot,Spots 1,2,4048,
64.903,µm,Spot,Spots 1,2,4051,
42.9277,µm,Spot,Spots 1,2,4052,
27.1841,µm,Spot,Spots 1,2,4053,
39.9127,µm,Spot,Spots 1,2,4056,
18.5925,µm,Spot,Spots 1,2,4058,
68.2861,µm,Spot,Spots 1,2,4059,
54.5235,µm,Spot,Spots 1,2,4062,
44.7717,µm,Spot,Spots 1,2,4064,
39.9581,µm,Spot,Spots 1,2,4079,
61.9196,µm,Spot,Spots 1,2,4081,
47.4034,µm,Spot,Spots 1,2,4082,
27.5769,µm,Spot,Spots 1,2,4083,
37.7361,µm,Spot,Spots 1,2,4085,
39.1702,µm,Spot,Spots 1,2,4088,
50.8291,µm,Spot,Spots 1,2,4090,
29.7971,µm,Spot,Spots 1,2,4092,
24.7444,µm,Spot,Spots 1,2,4103,
26.3285,µm,Spot,Spots 1,2,4104,
62.6635,µm,Spot,Spots 1,2,4107,
19.6977,µm,Spot,Spots 1,2,4109,
41.7075,µm,Spot,Spots 1,2,4121,
39.0781,µm,Spot,Spots 1,2,4122,
42.7476,µm,Spot,Spots 1,2,4125,
40.0388,µm,Spot,Spots 1,2,4129,
26.7796,µm,Spot,Spots 1,2,4138,
18.6236,µm,Spot,Spots 1,2,4140,
31.974,µm,Spot,Spots 1,2,4141,
33.7888,µm,Spot,Spots 1,2,4146,
37.9805,µm,Spot,Spots 1,2,4148,
21.3422,µm,Spot,Spots 1,2,4150,
16.6061,µm,Spot,Spots 1,2,4151,
22.6968,µm,Spot,Spots 1,2,4152,
26.4845,µm,Spot,Spots 1,2,4158,
19.9203,µm,Spot,Spots 1,2,4160,
10.9376,µm,Spot,Spots 1,2,4163,
18.5469,µm,Spot,Spots 1,2,4165,
25.1196,µm,Spot,Spots 1,2,4169,
15.6695,µm,Spot,Spots 1,2,4177,
12.7116,µm,Spot,Spots 1,2,4190,
8.89429,µm,Spot,Spots 1,2,4192,
13.0159,µm,Spot,Spots 1,2,4193,
12.4131,µm,Spot,Spots 1,2,4197,
8.27341,µm,Spot,Spots 1,2,4202,
13.4505,µm,Spot,Spots 1,2,4206,
16.5316,µm,Spot,Spots 1,2,4222,
16.4554,µm,Spot,Spots 1,2,4238,
15.5299,µm,Spot,Spots 1,2,4241,
38.7784,µm,Spot,Spots 1,2,4244,
29.9487,µm,Spot,Spots 1,2,4245,
47.5105,µm,Spot,Spots 1,2,4250,
28.1891,µm,Spot,Spots 1,2,4253,
25.3192,µm,Spot,Spots 1,2,4265,
15.5721,µm,Spot,Spots 1,2,4268,
22.9147,µm,Spot,Spots 1,2,4272,
21.8423,µm,Spot,Spots 1,2,4273,
16.4711,µm,Spot,Spots 1,2,4274,
22.7825,µm,Spot,Spots 1,2,4276,
16.168,µm,Spot,Spots 1,2,4282,
12.722,µm,Spot,Spots 1,2,4288,
8.70589,µm,Spot,Spots 1,2,4290,
11.4594,µm,Spot,Spots 1,2,4294,
13.8792,µm,Spot,Spots 1,2,4297,
8.786,µm,Spot,Spots 1,2,4299,
13.6863,µm,Spot,Spots 1,2,4304,
13.0432,µm,Spot,Spots 1,2,4305,
13.7881,µm,Spot,Spots 1,2,4307,
10.8054,µm,Spot,Spots 1,2,4345,
21.0412,µm,Spot,Spots 1,2,4364,
96.172,µm,Spot,Spots 1,2,4385,
40.5003,µm,Spot,Spots 1,2,4402,
14.9337,µm,Spot,Spots 1,2,4404,
14.3197,µm,Spot,Spots 1,2,4410,
31.5527,µm,Spot,Spots 1,2,4414,
59.5906,µm,Spot,Spots 1,2,4419,
10.6799,µm,Spot,Spots 1,2,4423,
54.2701,µm,Spot,Spots 1,2,4424,
30.0398,µm,Spot,Spots 1,2,4431,
21.9561,µm,Spot,Spots 1,2,4438,
92.128,µm,Spot,Spots 1,2,4448,
66.2448,µm,Spot,Spots 1,2,4450,
109.154,µm,Spot,Spots 1,2,4464,
14.6434,µm,Spot,Spots 1,2,4467,
81.0327,µm,Spot,Spots 1,2,4468,
49.9591,µm,Spot,Spots 1,2,4472,
60.3606,µm,Spot,Spots 1,2,4485,
86.8108,µm,Spot,Spots 1,2,4487,
50.9739,µm,Spot,Spots 1,2,4491,
81.1614,µm,Spot,Spots 1,2,4492,
69.6986,µm,Spot,Spots 1,2,4493,
76.755,µm,Spot,Spots 1,2,4495,
39.8754,µm,Spot,Spots 1,2,4497,
87.4838,µm,Spot,Spots 1,2,4498,
60.8898,µm,Spot,Spots 1,2,4499,
21.8669,µm,Spot,Spots 1,2,4508,
98.0417,µm,Spot,Spots 1,2,4520,
82.2645,µm,Spot,Spots 1,2,4537,
44.3027,µm,Spot,Spots 1,2,4538,
141.012,µm,Spot,Spots 1,2,4543,
100.257,µm,Spot,Spots 1,2,4544,
20.1335,µm,Spot,Spots 1,2,4546,
135.152,µm,Spot,Spots 1,2,4550,
49.8863,µm,Spot,Spots 1,2,4554,
20.1781,µm,Spot,Spots 1,2,4562,
25.5658,µm,Spot,Spots 1,2,4563,
35.0876,µm,Spot,Spots 1,2,4567,
25.6164,µm,Spot,Spots 1,2,4571,
24.8177,µm,Spot,Spots 1,2,4572,
15.207,µm,Spot,Spots 1,2,4574,
28.2694,µm,Spot,Spots 1,2,4580,
17.751,µm,Spot,Spots 1,2,4581,
7.39305,µm,Spot,Spots 1,2,4583,
16.5045,µm,Spot,Spots 1,2,4584,
33.3127,µm,Spot,Spots 1,2,4585,
24.9348,µm,Spot,Spots 1,2,4592,
26.2282,µm,Spot,Spots 1,2,4596,
24.6115,µm,Spot,Spots 1,2,4597,
22.3398,µm,Spot,Spots 1,2,4606,
44.2383,µm,Spot,Spots 1,2,4609,
19.7829,µm,Spot,Spots 1,2,4616,
18.5742,µm,Spot,Spots 1,2,4618,
30.644,µm,Spot,Spots 1,2,4621,
23.6197,µm,Spot,Spots 1,2,4623,
58.5188,µm,Spot,Spots 1,2,4651,
31.9039,µm,Spot,Spots 1,2,4680,
20.8086,µm,Spot,Spots 1,2,4694,
19.6453,µm,Spot,Spots 1,2,4698,
12.4757,µm,Spot,Spots 1,2,4699,
18.7723,µm,Spot,Spots 1,2,4700,
11.8203,µm,Spot,Spots 1,2,4701,
21.3872,µm,Spot,Spots 1,2,4702,
11.7763,µm,Spot,Spots 1,2,4704,
15.0086,µm,Spot,Spots 1,2,4705,
25.8286,µm,Spot,Spots 1,2,4706,
14.7523,µm,Spot,Spots 1,2,4707,
10.9555,µm,Spot,Spots 1,2,4715,
24.7834,µm,Spot,Spots 1,2,4718,
14.1369,µm,Spot,Spots 1,2,4721,
13.5709,µm,Spot,Spots 1,2,4734,
10.8467,µm,Spot,Spots 1,2,4764,
12.9733,µm,Spot,Spots 1,2,4765,
20.4003,µm,Spot,Spots 1,2,4768,
98.5777,µm,Spot,Spots 1,2,4920,
30.6871,µm,Spot,Spots 1,2,4922,
90.9761,µm,Spot,Spots 1,2,4931,
21.5882,µm,Spot,Spots 1,2,4941,
44.6033,µm,Spot,Spots 1,2,4991,
99.0538,µm,Spot,Spots 1,2,5111,
90.9694,µm,Spot,Spots 1,2,5131,
62.0404,µm,Spot,Spots 1,3,5245,
48.9586,µm,Spot,Spots 1,3,5252,
75.1785,µm,Spot,Spots 1,3,5324,
88.3671,µm,Spot,Spots 1,3,5330,
69.8401,µm,Spot,Spots 1,3,5331,
84.4605,µm,Spot,Spots 1,3,5340,
107.092,µm,Spot,Spots 1,3,5357,
96.9749,µm,Spot,Spots 1,3,5361,
122.387,µm,Spot,Spots 1,3,5363,
70.1671,µm,Spot,Spots 1,3,5365,
52.4941,µm,Spot,Spots 1,3,5398,
39.2107,µm,Spot,Spots 1,3,5407,
38.9056,µm,Spot,Spots 1,3,5424,
42.0834,µm,Spot,Spots 1,3,5435,
19.3211,µm,Spot,Spots 1,3,5438,
21.9109,µm,Spot,Spots 1,3,5448,
63.8482,µm,Spot,Spots 1,3,5459,
65.1544,µm,Spot,Spots 1,3,5484,
43.7145,µm,Spot,Spots 1,3,5485,
50.6773,µm,Spot,Spots 1,3,5486,
45.3868,µm,Spot,Spots 1,3,5533,
38.4133,µm,Spot,Spots 1,3,5541,
49.6439,µm,Spot,Spots 1,3,5542,
55.3002,µm,Spot,Spots 1,3,5543,
46.4741,µm,Spot,Spots 1,3,5558,
40.6493,µm,Spot,Spots 1,3,5559,
44.5684,µm,Spot,Spots 1,3,5560,
39.9606,µm,Spot,Spots 1,3,5566,
33.3257,µm,Spot,Spots 1,3,5567,
40.2392,µm,Spot,Spots 1,3,5568,
33.3939,µm,Spot,Spots 1,3,5571,
38.8894,µm,Spot,Spots 1,3,5577,
40.6527,µm,Spot,Spots 1,3,5582,
31.6158,µm,Spot,Spots 1,3,5595,
28.9615,µm,Spot,Spots 1,3,5600,
24.314,µm,Spot,Spots 1,3,5637,
34.4621,µm,Spot,Spots 1,3,5642,
24.4008,µm,Spot,Spots 1,3,5643,
14.4266,µm,Spot,Spots 1,3,5651,
10.6376,µm,Spot,Spots 1,3,5665,
36.8077,µm,Spot,Spots 1,3,5676,
34.313,µm,Spot,Spots 1,3,5703,
16.6214,µm,Spot,Spots 1,3,5706,
12.2781,µm,Spot,Spots 1,3,5715,
23.4541,µm,Spot,Spots 1,3,5722,
34.3218,µm,Spot,Spots 1,3,5723,
14.3735,µm,Spot,Spots 1,3,5725,
41.7222,µm,Spot,Spots 1,3,5727,
97.3338,µm,Spot,Spots 1,3,5733,
48.4287,µm,Spot,Spots 1,3,5748,
44.1256,µm,Spot,Spots 1,3,5765,
47.0142,µm,Spot,Spots 1,3,5767,
46.0343,µm,Spot,Spots 1,3,5768,
37.5341,µm,Spot,Spots 1,3,5773,
34.0892,µm,Spot,Spots 1,3,5775,
47.8489,µm,Spot,Spots 1,3,5776,
34.0606,µm,Spot,Spots 1,3,5778,
43.4225,µm,Spot,Spots 1,3,5781,
39.8369,µm,Spot,Spots 1,3,5782,
45.7517,µm,Spot,Spots 1,3,5783,
44.0338,µm,Spot,Spots 1,3,5784,
32.7637,µm,Spot,Spots 1,3,5786,
30.3146,µm,Spot,Spots 1,3,5788,
37.6566,µm,Spot,Spots 1,3,5791,
28.1866,µm,Spot,Spots 1,3,5795,
33.6271,µm,Spot,Spots 1,3,5798,
34.1241,µm,Spot,Spots 1,3,5799,
25.7856,µm,Spot,Spots 1,3,5802,
16.7695,µm,Spot,Spots 1,3,5804,
35.06,µm,Spot,Spots 1,3,5808,
33.2961,µm,Spot,Spots 1,3,5824,
34.3466,µm,Spot,Spots 1,3,5828,
27.0764,µm,Spot,Spots 1,3,5829,
9.90844,µm,Spot,Spots 1,3,5833,
19.4732,µm,Spot,Spots 1,3,5836,
17.9864,µm,Spot,Spots 1,3,5840,
17.9759,µm,Spot,Spots 1,3,5841,
9.7869,µm,Spot,Spots 1,3,5842,
11.1648,µm,Spot,Spots 1,3,5846,
9.17358,µm,Spot,Spots 1,3,5848,
11.7802,µm,Spot,Spots 1,3,5853,
14.3555,µm,Spot,Spots 1,3,5858,
12.923,µm,Spot,Spots 1,3,5862,
35.3498,µm,Spot,Spots 1,3,5867,
15.913,µm,Spot,Spots 1,3,5879,
23.7135,µm,Spot,Spots 1,3,5887,
13.0248,µm,Spot,Spots 1,3,5903,
15.0761,µm,Spot,Spots 1,3,5920,
15.6709,µm,Spot,Spots 1,3,5921,
24.7662,µm,Spot,Spots 1,3,5928,
36.0653,µm,Spot,Spots 1,3,5939,
39.6292,µm,Spot,Spots 1,3,5941,
43.4398,µm,Spot,Spots 1,3,5942,
21.6258,µm,Spot,Spots 1,3,5943,
15.0511,µm,Spot,Spots 1,3,5950,
18.0247,µm,Spot,Spots 1,3,5951,
13.583,µm,Spot,Spots 1,3,5952,
28.7149,µm,Spot,Spots 1,3,5953,
13.7804,µm,Spot,Spots 1,3,5957,
14.1489,µm,Spot,Spots 1,3,5958,
23.6689,µm,Spot,Spots 1,3,5961,
28.5379,µm,Spot,Spots 1,3,5962,
22.7507,µm,Spot,Spots 1,3,5964,
22.2634,µm,Spot,Spots 1,3,5971,
22.5016,µm,Spot,Spots 1,3,5978,
9.38593,µm,Spot,Spots 1,3,5981,
33.6058,µm,Spot,Spots 1,3,6001,
99.1688,µm,Spot,Spots 1,3,6018,
33.2095,µm,Spot,Spots 1,3,6031,
83.1044,µm,Spot,Spots 1,3,6036,
53.9261,µm,Spot,Spots 1,3,6044,
44.3075,µm,Spot,Spots 1,3,6050,
60.724,µm,Spot,Spots 1,3,6080,
22.795,µm,Spot,Spots 1,3,6090,
66.0479,µm,Spot,Spots 1,3,6091,
35.5155,µm,Spot,Spots 1,3,6099,
65.3331,µm,Spot,Spots 1,3,6100,
45.6159,µm,Spot,Spots 1,3,6103,
28.5052,µm,Spot,Spots 1,3,6114,
21.5978,µm,Spot,Spots 1,3,6115,
40.1129,µm,Spot,Spots 1,3,6117,
35.3424,µm,Spot,Spots 1,3,6121,
95.6421,µm,Spot,Spots 1,3,6128,
100.403,µm,Spot,Spots 1,3,6130,
82.3803,µm,Spot,Spots 1,3,6135,
21.5381,µm,Spot,Spots 1,3,6150,
67.3558,µm,Spot,Spots 1,3,6151,
47.4095,µm,Spot,Spots 1,3,6152,
71.9159,µm,Spot,Spots 1,3,6154,
39.7411,µm,Spot,Spots 1,3,6159,
57.7075,µm,Spot,Spots 1,3,6165,
73.4143,µm,Spot,Spots 1,3,6166,
23.1943,µm,Spot,Spots 1,3,6168,
42.2687,µm,Spot,Spots 1,3,6177,
18.7742,µm,Spot,Spots 1,3,6178,
51.8212,µm,Spot,Spots 1,3,6180,
11.4089,µm,Spot,Spots 1,3,6181,
18.8499,µm,Spot,Spots 1,3,6182,
64.2377,µm,Spot,Spots 1,3,6187,
58.823,µm,Spot,Spots 1,3,6189,
36.8756,µm,Spot,Spots 1,3,6195,
58.0354,µm,Spot,Spots 1,3,6196,
59.9907,µm,Spot,Spots 1,3,6198,
72.041,µm,Spot,Spots 1,3,6199,
95.3108,µm,Spot,Spots 1,3,6208,
128.731,µm,Spot,Spots 1,3,6220,
147.234,µm,Spot,Spots 1,3,6239,
21.4335,µm,Spot,Spots 1,3,6263,
25.5989,µm,Spot,Spots 1,3,6267,
15.5333,µm,Spot,Spots 1,3,6269,
31.1035,µm,Spot,Spots 1,3,6270,
17.0917,µm,Spot,Spots 1,3,6274,
22.7111,µm,Spot,Spots 1,3,6275,
50.5364,µm,Spot,Spots 1,3,6283,
26.7953,µm,Spot,Spots 1,3,6285,
29.8019,µm,Spot,Spots 1,3,6286,
51.3189,µm,Spot,Spots 1,3,6287,
19.9472,µm,Spot,Spots 1,3,6290,
45.2315,µm,Spot,Spots 1,3,6291,
32.7878,µm,Spot,Spots 1,3,6292,
42.3956,µm,Spot,Spots 1,3,6295,
18.7256,µm,Spot,Spots 1,3,6296,
27.0862,µm,Spot,Spots 1,3,6301,
38.0766,µm,Spot,Spots 1,3,6304,
34.3591,µm,Spot,Spots 1,3,6307,
32.7649,µm,Spot,Spots 1,3,6309,
26.2501,µm,Spot,Spots 1,3,6311,
33.6089,µm,Spot,Spots 1,3,6315,
20.284,µm,Spot,Spots 1,3,6316,
26.7229,µm,Spot,Spots 1,3,6327,
20.8125,µm,Spot,Spots 1,3,6334,
30.1049,µm,Spot,Spots 1,3,6336,
19.4264,µm,Spot,Spots 1,3,6337,
38.4841,µm,Spot,Spots 1,3,6340,
30.4707,µm,Spot,Spots 1,3,6341,
14.6475,µm,Spot,Spots 1,3,6343,
9.44075,µm,Spot,Spots 1,3,6347,
75.8506,µm,Spot,Spots 1,3,6361,
60.179,µm,Spot,Spots 1,3,6366,
58.3105,µm,Spot,Spots 1,3,6368,
43.6094,µm,Spot,Spots 1,3,6370,
61.0115,µm,Spot,Spots 1,3,6371,
67.9937,µm,Spot,Spots 1,3,6372,
7.09794,µm,Spot,Spots 1,3,6375,
49.0049,µm,Spot,Spots 1,3,6377,
75.0392,µm,Spot,Spots 1,3,6381,
44.7708,µm,Spot,Spots 1,3,6385,
52.7381,µm,Spot,Spots 1,3,6388,
40.1045,µm,Spot,Spots 1,3,6395,
39.4828,µm,Spot,Spots 1,3,6399,
52.1011,µm,Spot,Spots 1,3,6412,
32.9195,µm,Spot,Spots 1,3,6416,
35.8846,µm,Spot,Spots 1,3,6417,
37.165,µm,Spot,Spots 1,3,6421,
21.8849,µm,Spot,Spots 1,3,6422,
67.0026,µm,Spot,Spots 1,3,6429,
20.6586,µm,Spot,Spots 1,3,6431,
41.4511,µm,Spot,Spots 1,3,6432,
41.975,µm,Spot,Spots 1,3,6440,
43.2705,µm,Spot,Spots 1,3,6441,
41.5652,µm,Spot,Spots 1,3,6444,
40.5198,µm,Spot,Spots 1,3,6446,
20.2061,µm,Spot,Spots 1,3,6447,
27.6021,µm,Spot,Spots 1,3,6450,
18.8526,µm,Spot,Spots 1,3,6455,
30.6255,µm,Spot,Spots 1,3,6456,
31.5812,µm,Spot,Spots 1,3,6463,
21.1576,µm,Spot,Spots 1,3,6466,
18.8143,µm,Spot,Spots 1,3,6468,
19.6845,µm,Spot,Spots 1,3,6469,
21.0768,µm,Spot,Spots 1,3,6475,
20.105,µm,Spot,Spots 1,3,6479,
11.7912,µm,Spot,Spots 1,3,6480,
17.9262,µm,Spot,Spots 1,3,6484,
14.4475,µm,Spot,Spots 1,3,6486,
15.5828,µm,Spot,Spots 1,3,6495,
22.261,µm,Spot,Spots 1,3,6501,
17.5805,µm,Spot,Spots 1,3,6504,
13.3289,µm,Spot,Spots 1,3,6507,
11.2612,µm,Spot,Spots 1,3,6508,
9.47049,µm,Spot,Spots 1,3,6523,
15.3404,µm,Spot,Spots 1,3,6524,
14.6684,µm,Spot,Spots 1,3,6525,
16.2612,µm,Spot,Spots 1,3,6545,
16.8169,µm,Spot,Spots 1,3,6561,
24.698,µm,Spot,Spots 1,3,6564,
26.6509,µm,Spot,Spots 1,3,6569,
38.3314,µm,Spot,Spots 1,3,6571,
42.1437,µm,Spot,Spots 1,3,6575,
26.0157,µm,Spot,Spots 1,3,6578,
26.0729,µm,Spot,Spots 1,3,6586,
19.9342,µm,Spot,Spots 1,3,6590,
11.5483,µm,Spot,Spots 1,3,6591,
23.6266,µm,Spot,Spots 1,3,6592,
21.0696,µm,Spot,Spots 1,3,6596,
9.74308,µm,Spot,Spots 1,3,6598,
13.0403,µm,Spot,Spots 1,3,6603,
13.8258,µm,Spot,Spots 1,3,6615,
9.17066,µm,Spot,Spots 1,3,6621,
11.0195,µm,Spot,Spots 1,3,6627,
17.4639,µm,Spot,Spots 1,3,6672,
89.5066,µm,Spot,Spots 1,3,6712,
31.0403,µm,Spot,Spots 1,3,6727,
33.394,µm,Spot,Spots 1,3,6729,
14.9987,µm,Spot,Spots 1,3,6731,
35.5164,µm,Spot,Spots 1,3,6734,
12.432,µm,Spot,Spots 1,3,6737,
15.646,µm,Spot,Spots 1,3,6742,
32.078,µm,Spot,Spots 1,3,6744,
8.92777,µm,Spot,Spots 1,3,6750,
18.5957,µm,Spot,Spots 1,3,6769,
19.2722,µm,Spot,Spots 1,3,6774,
70.3924,µm,Spot,Spots 1,3,6776,
91.5767,µm,Spot,Spots 1,3,6778,
58.4804,µm,Spot,Spots 1,3,6782,
17.2297,µm,Spot,Spots 1,3,6791,
55.9328,µm,Spot,Spots 1,3,6796,
52.245,µm,Spot,Spots 1,3,6807,
69.4448,µm,Spot,Spots 1,3,6809,
54.6205,µm,Spot,Spots 1,3,6811,
50.4196,µm,Spot,Spots 1,3,6812,
68.4997,µm,Spot,Spots 1,3,6816,
40.1306,µm,Spot,Spots 1,3,6817,
20.1271,µm,Spot,Spots 1,3,6826,
66.8789,µm,Spot,Spots 1,3,6828,
34.8316,µm,Spot,Spots 1,3,6836,
87.6439,µm,Spot,Spots 1,3,6850,
145.257,µm,Spot,Spots 1,3,6853,
25.1704,µm,Spot,Spots 1,3,6856,
106.182,µm,Spot,Spots 1,3,6858,
140.582,µm,Spot,Spots 1,3,6862,
17.214,µm,Spot,Spots 1,3,6873,
21.1963,µm,Spot,Spots 1,3,6874,
36.1825,µm,Spot,Spots 1,3,6878,
22.4946,µm,Spot,Spots 1,3,6879,
15.7334,µm,Spot,Spots 1,3,6881,
15.8645,µm,Spot,Spots 1,3,6884,
24.3604,µm,Spot,Spots 1,3,6885,
29.9126,µm,Spot,Spots 1,3,6893,
16.2561,µm,Spot,Spots 1,3,6894,
16.1237,µm,Spot,Spots 1,3,6895,
6.78789,µm,Spot,Spots 1,3,6897,
29.1078,µm,Spot,Spots 1,3,6903,
23.4643,µm,Spot,Spots 1,3,6909,
20.412,µm,Spot,Spots 1,3,6910,
10.5794,µm,Spot,Spots 1,3,6913,
24.9133,µm,Spot,Spots 1,3,6918,
25.666,µm,Spot,Spots 1,3,6920,
44.5643,µm,Spot,Spots 1,3,6924,
19.0162,µm,Spot,Spots 1,3,6930,
30.8125,µm,Spot,Spots 1,3,6937,
19.0752,µm,Spot,Spots 1,3,7000,
7.64074,µm,Spot,Spots 1,3,7005,
11.0502,µm,Spot,Spots 1,3,7006,
18.7822,µm,Spot,Spots 1,3,7009,
13.3276,µm,Spot,Spots 1,3,7010,
16.5453,µm,Spot,Spots 1,3,7011,
8.27824,µm,Spot,Spots 1,3,7013,
18.7727,µm,Spot,Spots 1,3,7014,
20.0363,µm,Spot,Spots 1,3,7015,
10.8202,µm,Spot,Spots 1,3,7018,
28.4679,µm,Spot,Spots 1,3,7019,
10.8628,µm,Spot,Spots 1,3,7020,
13.3764,µm,Spot,Spots 1,3,7037,
11.0845,µm,Spot,Spots 1,3,7072,
22.572,µm,Spot,Spots 1,3,7076,
20.4068,µm,Spot,Spots 1,3,7078,
14.2851,µm,Spot,Spots 1,3,7081,
19.3715,µm,Spot,Spots 1,3,7082,
33.8898,µm,Spot,Spots 1,3,7160,
103.148,µm,Spot,Spots 1,3,7227,
35.9122,µm,Spot,Spots 1,3,7230,
95.3653,µm,Spot,Spots 1,3,7237,
44.1152,µm,Spot,Spots 1,3,7282,
61.2849,µm,Spot,Spots 1,4,7514,
50.1108,µm,Spot,Spots 1,4,7517,
49.644,µm,Spot,Spots 1,4,7541,
78.2542,µm,Spot,Spots 1,4,7567,
88.2463,µm,Spot,Spots 1,4,7571,
70.27,µm,Spot,Spots 1,4,7573,
145.752,µm,Spot,Spots 1,4,7592,
96.0507,µm,Spot,Spots 1,4,7603,
117.795,µm,Spot,Spots 1,4,7604,
54.0465,µm,Spot,Spots 1,4,7633,
41.6934,µm,Spot,Spots 1,4,7635,
47.2599,µm,Spot,Spots 1,4,7637,
37.5864,µm,Spot,Spots 1,4,7644,
37.3373,µm,Spot,Spots 1,4,7658,
25.3893,µm,Spot,Spots 1,4,7676,
24.0136,µm,Spot,Spots 1,4,7682,
18.5164,µm,Spot,Spots 1,4,7684,
26.3113,µm,Spot,Spots 1,4,7686,
47.0668,µm,Spot,Spots 1,4,7735,
70.8924,µm,Spot,Spots 1,4,7736,
66.2577,µm,Spot,Spots 1,4,7767,
45.1224,µm,Spot,Spots 1,4,7788,
41.928,µm,Spot,Spots 1,4,7796,
51.0304,µm,Spot,Spots 1,4,7797,
43.6954,µm,Spot,Spots 1,4,7801,
33.8241,µm,Spot,Spots 1,4,7802,
41.0525,µm,Spot,Spots 1,4,7807,
35.1053,µm,Spot,Spots 1,4,7812,
40.9488,µm,Spot,Spots 1,4,7820,
40.407,µm,Spot,Spots 1,4,7821,
34.7587,µm,Spot,Spots 1,4,7823,
33.0754,µm,Spot,Spots 1,4,7825,
38.0325,µm,Spot,Spots 1,4,7829,
40.4886,µm,Spot,Spots 1,4,7833,
31.8551,µm,Spot,Spots 1,4,7852,
29.2712,µm,Spot,Spots 1,4,7854,
36.4041,µm,Spot,Spots 1,4,7893,
24.5334,µm,Spot,Spots 1,4,7904,
17.9506,µm,Spot,Spots 1,4,7912,
13.3894,µm,Spot,Spots 1,4,7918,
33.9329,µm,Spot,Spots 1,4,7922,
6.27789,µm,Spot,Spots 1,4,7923,
36.7504,µm,Spot,Spots 1,4,7938,
31.0868,µm,Spot,Spots 1,4,7957,
28.9568,µm,Spot,Spots 1,4,7966,
14.8239,µm,Spot,Spots 1,4,7971,
22.5732,µm,Spot,Spots 1,4,7976,
11.1762,µm,Spot,Spots 1,4,7978,
12.8702,µm,Spot,Spots 1,4,7981,
41.2577,µm,Spot,Spots 1,4,7987,
90.159,µm,Spot,Spots 1,4,7995,
66.0023,µm,Spot,Spots 1,4,8011,
44.6668,µm,Spot,Spots 1,4,8024,
46.0247,µm,Spot,Spots 1,4,8025,
44.7502,µm,Spot,Spots 1,4,8027,
33.5896,µm,Spot,Spots 1,4,8037,
37.3601,µm,Spot,Spots 1,4,8038,
49.3137,µm,Spot,Spots 1,4,8041,
44.1799,µm,Spot,Spots 1,4,8047,
42.6156,µm,Spot,Spots 1,4,8050,
41.8443,µm,Spot,Spots 1,4,8051,
39.0114,µm,Spot,Spots 1,4,8052,
34.1095,µm,Spot,Spots 1,4,8053,
28.4778,µm,Spot,Spots 1,4,8056,
36.7819,µm,Spot,Spots 1,4,8058,
34.1672,µm,Spot,Spots 1,4,8059,
39.526,µm,Spot,Spots 1,4,8061,
30.4232,µm,Spot,Spots 1,4,8062,
31.9126,µm,Spot,Spots 1,4,8064,
32.5576,µm,Spot,Spots 1,4,8065,
43.3431,µm,Spot,Spots 1,4,8071,
32.8993,µm,Spot,Spots 1,4,8083,
34.2007,µm,Spot,Spots 1,4,8084,
29.1058,µm,Spot,Spots 1,4,8088,
11.2569,µm,Spot,Spots 1,4,8093,
32.0711,µm,Spot,Spots 1,4,8094,
19.223,µm,Spot,Spots 1,4,8104,
11.5475,µm,Spot,Spots 1,4,8108,
11.2301,µm,Spot,Spots 1,4,8109,
11.4039,µm,Spot,Spots 1,4,8114,
20.1752,µm,Spot,Spots 1,4,8117,
14.543,µm,Spot,Spots 1,4,8121,
36.1926,µm,Spot,Spots 1,4,8125,
24.8191,µm,Spot,Spots 1,4,8135,
17.3926,µm,Spot,Spots 1,4,8136,
37.7871,µm,Spot,Spots 1,4,8158,
12.5165,µm,Spot,Spots 1,4,8162,
12.406,µm,Spot,Spots 1,4,8174,
15.3271,µm,Spot,Spots 1,4,8180,
16.1968,µm,Spot,Spots 1,4,8182,
26.5792,µm,Spot,Spots 1,4,8190,
23.4012,µm,Spot,Spots 1,4,8198,
35.7943,µm,Spot,Spots 1,4,8201,
21.0432,µm,Spot,Spots 1,4,8202,
37.8032,µm,Spot,Spots 1,4,8204,
24.3007,µm,Spot,Spots 1,4,8206,
23.7396,µm,Spot,Spots 1,4,8208,
42.5976,µm,Spot,Spots 1,4,8209,
19.5558,µm,Spot,Spots 1,4,8213,
14.3828,µm,Spot,Spots 1,4,8219,
12.3736,µm,Spot,Spots 1,4,8220,
14.3992,µm,Spot,Spots 1,4,8221,
19.3151,µm,Spot,Spots 1,4,8222,
22.6398,µm,Spot,Spots 1,4,8223,
26.8076,µm,Spot,Spots 1,4,8224,
24.2811,µm,Spot,Spots 1,4,8238,
20.3801,µm,Spot,Spots 1,4,8241,
10.1331,µm,Spot,Spots 1,4,8245,
78.0191,µm,Spot,Spots 1,4,8261,
106.87,µm,Spot,Spots 1,4,8283,
20.205,µm,Spot,Spots 1,4,8295,
78.8975,µm,Spot,Spots 1,4,8296,
50.4246,µm,Spot,Spots 1,4,8304,
40.9,µm,Spot,Spots 1,4,8312,
59.8327,µm,Spot,Spots 1,4,8343,
22.8236,µm,Spot,Spots 1,4,8354,
64.2212,µm,Spot,Spots 1,4,8361,
