
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
346,,Spot,1,Image 1,1,5,
354,,Spot,1,Image 1,1,23,
330,,Spot,1,Image 1,1,29,
353,,Spot,1,Image 1,1,68,
242,,Spot,1,Image 1,1,75,
392,,Spot,1,Image 1,1,77,
401,,Spot,1,Image 1,1,88,
255,,Spot,1,Image 1,1,127,
298,,Spot,1,Image 1,1,142,
277,,Spot,1,Image 1,1,143,
281,,Spot,1,Image 1,1,162,
246,,Spot,1,Image 1,1,164,
283,,Spot,1,Image 1,1,167,
259,,Spot,1,Image 1,1,171,
301,,Spot,1,Image 1,1,173,
281,,Spot,1,Image 1,1,174,
207,,Spot,1,Image 1,1,182,
214,,Spot,1,Image 1,1,188,
191,,Spot,1,Image 1,1,190,
168,,Spot,1,Image 1,1,192,
200,,Spot,1,Image 1,1,201,
224,,Spot,1,Image 1,1,217,
321,,Spot,1,Image 1,1,222,
221,,Spot,1,Image 1,1,237,
238,,Spot,1,Image 1,1,239,
200,,Spot,1,Image 1,1,241,
202,,Spot,1,Image 1,1,242,
207,,Spot,1,Image 1,1,244,
179,,Spot,1,Image 1,1,246,
177,,Spot,1,Image 1,1,250,
243,,Spot,1,Image 1,1,257,
248,,Spot,1,Image 1,1,300,
262,,Spot,1,Image 1,1,303,
214,,Spot,1,Image 1,1,305,
236,,Spot,1,Image 1,1,309,
187,,Spot,1,Image 1,1,313,
200,,Spot,1,Image 1,1,350,
291,,Spot,1,Image 1,1,354,
181,,Spot,1,Image 1,1,364,
203,,Spot,1,Image 1,1,369,
316,,Spot,1,Image 1,1,378,
185,,Spot,1,Image 1,1,380,
172,,Spot,1,Image 1,1,387,
197,,Spot,1,Image 1,1,397,
169,,Spot,1,Image 1,1,400,
152,,Spot,1,Image 1,1,404,
207,,Spot,1,Image 1,1,406,
143,,Spot,1,Image 1,1,412,
167,,Spot,1,Image 1,1,413,
162,,Spot,1,Image 1,1,457,
165,,Spot,1,Image 1,1,458,
206,,Spot,1,Image 1,1,461,
350,,Spot,1,Image 1,1,484,
418,,Spot,1,Image 1,1,485,
307,,Spot,1,Image 1,1,487,
272,,Spot,1,Image 1,1,498,
244,,Spot,1,Image 1,1,509,
260,,Spot,1,Image 1,1,510,
213,,Spot,1,Image 1,1,513,
377,,Spot,1,Image 1,1,518,
390,,Spot,1,Image 1,1,520,
287,,Spot,1,Image 1,1,522,
487,,Spot,1,Image 1,1,528,
311,,Spot,1,Image 1,1,552,
161,,Spot,1,Image 1,1,565,
220,,Spot,1,Image 1,1,572,
189,,Spot,1,Image 1,1,604,
270,,Spot,1,Image 1,1,615,
233,,Spot,1,Image 1,1,616,
237,,Spot,1,Image 1,1,626,
260,,Spot,1,Image 1,1,631,
291,,Spot,1,Image 1,1,661,
244,,Spot,1,Image 1,1,688,
190,,Spot,1,Image 1,1,693,
394,,Spot,1,Image 1,1,696,
178,,Spot,1,Image 1,1,704,
234,,Spot,1,Image 1,1,707,
228,,Spot,1,Image 1,1,714,
239,,Spot,1,Image 1,1,716,
229,,Spot,1,Image 1,1,718,
184,,Spot,1,Image 1,1,730,
197,,Spot,1,Image 1,1,748,
262,,Spot,1,Image 1,1,762,
320,,Spot,1,Image 1,1,780,
327,,Spot,1,Image 1,1,782,
345,,Spot,1,Image 1,1,783,
294,,Spot,1,Image 1,1,789,
247,,Spot,1,Image 1,1,790,
293,,Spot,1,Image 1,1,792,
248,,Spot,1,Image 1,1,794,
378,,Spot,1,Image 1,1,797,
228,,Spot,1,Image 1,1,798,
278,,Spot,1,Image 1,1,800,
259,,Spot,1,Image 1,1,809,
221,,Spot,1,Image 1,1,812,
212,,Spot,1,Image 1,1,814,
321,,Spot,1,Image 1,1,822,
378,,Spot,1,Image 1,1,823,
200,,Spot,1,Image 1,1,825,
265,,Spot,1,Image 1,1,829,
323,,Spot,1,Image 1,1,830,
388,,Spot,1,Image 1,1,835,
222,,Spot,1,Image 1,1,837,
213,,Spot,1,Image 1,1,845,
207,,Spot,1,Image 1,1,889,
223,,Spot,1,Image 1,1,900,
172,,Spot,1,Image 1,1,903,
642,,Spot,1,Image 1,1,905,
285,,Spot,1,Image 1,1,906,
193,,Spot,1,Image 1,1,914,
158,,Spot,1,Image 1,1,917,
204,,Spot,1,Image 1,1,921,
191,,Spot,1,Image 1,1,923,
182,,Spot,1,Image 1,1,933,
236,,Spot,1,Image 1,1,936,
218,,Spot,1,Image 1,1,937,
215,,Spot,1,Image 1,1,939,
269,,Spot,1,Image 1,1,941,
256,,Spot,1,Image 1,1,949,
160,,Spot,1,Image 1,1,952,
264,,Spot,1,Image 1,1,965,
198,,Spot,1,Image 1,1,978,
153,,Spot,1,Image 1,1,989,
167,,Spot,1,Image 1,1,994,
301,,Spot,1,Image 1,1,997,
368,,Spot,1,Image 1,1,1010,
374,,Spot,1,Image 1,1,1018,
240,,Spot,1,Image 1,1,1021,
270,,Spot,1,Image 1,1,1033,
164,,Spot,1,Image 1,1,1041,
274,,Spot,1,Image 1,1,1043,
515,,Spot,1,Image 1,1,1048,
299,,Spot,1,Image 1,1,1054,
207,,Spot,1,Image 1,1,1064,
245,,Spot,1,Image 1,1,1065,
296,,Spot,1,Image 1,1,1070,
266,,Spot,1,Image 1,1,1073,
217,,Spot,1,Image 1,1,1076,
265,,Spot,1,Image 1,1,1077,
300,,Spot,1,Image 1,1,1085,
335,,Spot,1,Image 1,1,1091,
182,,Spot,1,Image 1,1,1093,
337,,Spot,1,Image 1,1,1094,
257,,Spot,1,Image 1,1,1096,
248,,Spot,1,Image 1,1,1098,
262,,Spot,1,Image 1,1,1101,
298,,Spot,1,Image 1,1,1105,
317,,Spot,1,Image 1,1,1108,
227,,Spot,1,Image 1,1,1109,
264,,Spot,1,Image 1,1,1113,
232,,Spot,1,Image 1,1,1124,
238,,Spot,1,Image 1,1,1132,
231,,Spot,1,Image 1,1,1133,
365,,Spot,1,Image 1,1,1139,
208,,Spot,1,Image 1,1,1146,
205,,Spot,1,Image 1,1,1149,
179,,Spot,1,Image 1,1,1150,
167,,Spot,1,Image 1,1,1153,
166,,Spot,1,Image 1,1,1154,
221,,Spot,1,Image 1,1,1158,
222,,Spot,1,Image 1,1,1165,
322,,Spot,1,Image 1,1,1169,
197,,Spot,1,Image 1,1,1180,
188,,Spot,1,Image 1,1,1184,
137,,Spot,1,Image 1,1,1185,
204,,Spot,1,Image 1,1,1189,
291,,Spot,1,Image 1,1,1193,
189,,Spot,1,Image 1,1,1196,
186,,Spot,1,Image 1,1,1198,
251,,Spot,1,Image 1,1,1199,
172,,Spot,1,Image 1,1,1201,
152,,Spot,1,Image 1,1,1203,
211,,Spot,1,Image 1,1,1209,
199,,Spot,1,Image 1,1,1210,
224,,Spot,1,Image 1,1,1211,
185,,Spot,1,Image 1,1,1213,
157,,Spot,1,Image 1,1,1216,
390,,Spot,1,Image 1,1,1217,
139,,Spot,1,Image 1,1,1218,
219,,Spot,1,Image 1,1,1226,
279,,Spot,1,Image 1,1,1228,
303,,Spot,1,Image 1,1,1229,
228,,Spot,1,Image 1,1,1232,
186,,Spot,1,Image 1,1,1237,
178,,Spot,1,Image 1,1,1241,
160,,Spot,1,Image 1,1,1242,
188,,Spot,1,Image 1,1,1243,
174,,Spot,1,Image 1,1,1246,
197,,Spot,1,Image 1,1,1258,
169,,Spot,1,Image 1,1,1262,
167,,Spot,1,Image 1,1,1264,
163,,Spot,1,Image 1,1,1271,
133,,Spot,1,Image 1,1,1284,
171,,Spot,1,Image 1,1,1288,
148,,Spot,1,Image 1,1,1291,
192,,Spot,1,Image 1,1,1301,
244,,Spot,1,Image 1,1,1303,
219,,Spot,1,Image 1,1,1326,
274,,Spot,1,Image 1,1,1327,
155,,Spot,1,Image 1,1,1328,
325,,Spot,1,Image 1,1,1331,
256,,Spot,1,Image 1,1,1332,
226,,Spot,1,Image 1,1,1334,
324,,Spot,1,Image 1,1,1336,
292,,Spot,1,Image 1,1,1339,
157,,Spot,1,Image 1,1,1341,
193,,Spot,1,Image 1,1,1346,
147,,Spot,1,Image 1,1,1347,
256,,Spot,1,Image 1,1,1351,
286,,Spot,1,Image 1,1,1353,
255,,Spot,1,Image 1,1,1354,
224,,Spot,1,Image 1,1,1355,
369,,Spot,1,Image 1,1,1357,
242,,Spot,1,Image 1,1,1358,
195,,Spot,1,Image 1,1,1359,
221,,Spot,1,Image 1,1,1361,
201,,Spot,1,Image 1,1,1362,
236,,Spot,1,Image 1,1,1364,
