LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(cm),(cm),(cm),(frame),,(cm),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(cm),(cm),(cm),(cm),(radians),,(cm^2),(cm),,,
ID115201,115201,0,42.0,2.413052208835371,36.62991967871533,0.0,0.0,0,0.3634537147509617,1,,248.92857142857142,255.0,0.0,255.0,10455.0,39.34735424033342,-0.2440297678551583,-4.084391082731495,0.03983412550213663,0.005038276622786973,0.5780110646384434,0.2718745436360137,-0.3757126216540838,2.1260212777121423,0.415000000000001,3.148159109798993,0.526192451063528,0.8137254901960782,4.886890696155333
ID114081,114081,0,37.0,2.7870370370370208,36.91666666666647,0.0,6.0,6,0.33851375012865387,1,,247.91666666666666,255.0,0.0,255.0,8925.0,42.49999999999998,-0.9002375296912113,-105.27777777777777,0.009694558955829574,-0.011212866588483889,0.38095255595995603,0.33290475735729697,1.184550846255823,1.1443289635872964,0.3600000000000002,2.61553744609271,0.6612877543601198,0.8888888888888891,4.359229076821182
ID113304,113304,0,5.0,3.5300000000007574,36.84333333334172,0.0,3.0,3,0.12615662610100892,1,,204.0,255.0,0.0,255.0,1020.0,114.03946685248927,-0.7857142857142829,-13.118265467998551,-0.05567567567643301,0.0039639639555805566,0.276533667159928,0.1038979063768044,0.04157061594422139,2.661590370811025,0.05000000000000072,0.9708203932499406,0.6666564527024081,1.0000000000000002,4.341640786499859
ID114315,114315,0,43.0,2.8418604651162758,36.825193798449654,0.0,5.0,5,0.3699638510165952,1,,243.13953488372093,255.0,0.0,255.0,10455.0,54.336071240693855,-0.8140589569161004,-39.18121865935842,0.011125812782266226,0.0016931732496152162,0.43248396065356265,0.35152322935112534,1.0586310037361755,1.2303140291806098,0.4299999999999982,2.860400859286231,0.6604265436018923,0.8686868686868697,4.36207041619305
ID115114,115114,0,12.0,2.575641025640922,36.3499999999986,0.0,1.0,1,0.20342144725641237,1,,163.92857142857142,255.0,0.0,255.0,2295.0,126.79751531520598,-0.904502788736225,-24.490244860734702,0.011382517979615904,0.004352431674184722,0.26912980193625263,0.1998913472798666,0.08378908432364729,1.346380449171948,0.13000000000000178,1.530056307974586,0.6978119283107719,0.9285714285714283,4.243612671345733
ID114397,114397,0,19.0,2.647500000000026,36.11416666666684,0.0,2.0,2,0.25231325220201406,1,,242.25,255.0,0.0,255.0,4845.0,57.019733426244635,-0.5564202334630403,-10.658590692749227,0.012339931348767895,0.03381250907807004,0.4626396066376137,0.19727908073066525,0.3825296831171794,2.345102202038498,0.19999999999999693,2.5549823185463154,0.38500295397554934,0.6349206349206281,5.713114145579627
ID115197,115197,0,24.0,2.8361111111110797,36.91249999999955,0.0,4.0,4,0.27639531957706875,1,,233.75,255.0,0.0,255.0,5610.0,71.99411207809318,-0.20481927710843262,-1.6725904826223557,0.002313629142324916,-0.009230089759532926,0.33292821675005924,0.26109765341666225,0.17732581796329194,1.2751099536646124,0.24000000000000057,1.8313755207963407,0.8992207004915159,0.9999999999999999,3.73827962781236
